,CPT1A (1374)
ACH-000483,-0.246767622977
ACH-000484,-0.011433985548700001
ACH-000485,-0.31207775030699997
ACH-000486,-0.361319011887
ACH-000487,-0.180594349881
ACH-000488,-0.335732967611
ACH-000490,-0.289730663211
ACH-000491,-0.17857927765099998
ACH-000495,-0.44908861757
ACH-000496,-0.312243439226
ACH-000499,-0.1638786391
ACH-000500,0.217434808867
ACH-000502,-0.22684653500500002
ACH-000503,-0.102187474929
ACH-000505,-0.225450542471
ACH-000507,-0.47057968380599996
ACH-000510,-0.15718659910399999
ACH-000511,-0.20858433814
ACH-000512,-0.295407345019
ACH-000516,-0.126166597982
ACH-000517,-0.22343768274999998
ACH-000518,-0.348587296707
ACH-000520,-0.320081037571
ACH-000521,-0.0820914373075
ACH-000522,-0.22789530859999999
ACH-000524,-0.15930063183499998
ACH-000527,-0.225261849898
ACH-000528,-0.21270484417399999
ACH-000537,-0.255042439773
ACH-000541,-0.44535227977499997
ACH-000542,-0.239541402221
ACH-000544,-0.39094849836900003
ACH-000545,-0.503369033596
ACH-000547,-0.09986020897230001
ACH-000548,-0.422704857426
ACH-000549,-0.367396969463
ACH-000550,-0.231566166633
ACH-000552,-0.264489093782
ACH-000556,-0.21802235428800001
ACH-000557,-0.0005791612654990001
ACH-000570,-0.219303257295
ACH-000571,-0.34301152945
ACH-000573,-0.159363096061
ACH-000576,-0.167119819307
ACH-000580,-0.24879139377300002
ACH-000584,-0.479788253005
ACH-000585,-0.213390501343
ACH-000588,-0.279690782771
ACH-000589,-0.270143806421
ACH-000591,-0.210559911664
ACH-000593,-0.17362206399500002
ACH-000600,-0.278101178048
ACH-000601,-0.288702235604
ACH-000604,0.0297339625153
ACH-000605,-0.279200005144
ACH-000606,-0.448688066496
ACH-000608,-0.359491572576
ACH-000614,-0.662148563919
ACH-000616,-0.323470462626
ACH-000618,-0.292994543055
ACH-000619,-0.738940650271
ACH-000620,-0.187604752798
ACH-000621,-0.09979630808869999
ACH-000622,-0.198213726085
ACH-000623,-0.332723975581
ACH-000624,-0.271263293405
ACH-000627,-0.264173479329
ACH-000630,-0.446559937088
ACH-000632,-0.222391610252
ACH-000633,-0.208490699929
ACH-000637,-0.205739083935
ACH-000638,-0.307348693111
ACH-000646,-0.283761484675
ACH-000647,-0.437108623196
ACH-000648,-0.185179273649
ACH-000649,-0.290181896431
ACH-000651,-0.198622488251
ACH-000652,-0.34533133841700003
ACH-000653,-0.198039364569
ACH-000657,-0.17749053595699998
ACH-000658,-0.260113402367
ACH-000661,-0.44162158316600003
ACH-000662,-0.334689976821
ACH-000663,-0.240612411336
ACH-000665,-0.514722693719
ACH-000671,-0.219549360319
ACH-000673,-0.249400133178
ACH-000676,-0.288724076685
ACH-000677,-0.216632694536
ACH-000681,-0.04460889262019999
ACH-000682,-0.190204208276
ACH-000683,-0.194648358365
ACH-000684,-0.385151191406
ACH-000688,-0.23884477546500002
ACH-000693,-0.382490206629
ACH-000694,-0.5161865924100001
ACH-000695,-0.160412710473
ACH-000696,-0.190136894654
ACH-000697,-0.231482217489
ACH-000699,-0.292185393355
ACH-000701,-0.0714339495683
ACH-000706,-0.166758327408
ACH-000711,-0.21363198111200002
ACH-000713,-0.31684692644699997
ACH-000714,-0.227181995339
ACH-000718,-0.30203691203899996
ACH-000720,-0.222118916479
ACH-000721,-0.18310866082199997
ACH-000724,-0.229505675574
ACH-000725,-0.09837489257160001
ACH-000732,-0.49157193819
ACH-000734,-0.502491539566
ACH-000735,-0.259445840828
ACH-000736,-0.36953537805500003
ACH-000738,-0.35935948787699995
ACH-000746,-0.251127946525
ACH-000747,-0.284699124452
ACH-000748,-0.339618642543
ACH-000753,-0.15723662308
ACH-000756,-0.382332683888
ACH-000757,-0.462804912567
ACH-000758,-0.387275347527
ACH-000760,-0.34351008511299996
ACH-000763,-0.0897921518172
ACH-000764,-0.316832318565
ACH-000765,-0.52638939415
ACH-000766,-0.19121147865
ACH-000767,-0.07618316237350001
ACH-000768,-0.16629822564000002
ACH-000769,-0.303754674647
ACH-000770,-0.292769822796
ACH-000771,-0.284941830444
ACH-000773,-0.264272196034
ACH-000776,-0.21912225264600002
ACH-000777,-0.250052157985
ACH-000778,-0.500475459288
ACH-000781,-0.27223749312199996
ACH-000782,-0.28798213466600003
ACH-000783,-0.593222928777
ACH-000784,-0.160765414414
ACH-000785,-0.29491800734900003
ACH-000787,-0.135857546508
ACH-000788,-0.253578723814
ACH-000791,-0.34062592784400003
ACH-000792,-0.17280819158
ACH-000794,-0.579626695671
ACH-000796,-0.26037826421300003
ACH-000799,-0.243901562683
ACH-000800,-0.07745877020269999
ACH-000802,-0.474176623252
ACH-000804,-0.36385939505900006
ACH-000805,-0.512728814042
ACH-000809,-0.314302542228
ACH-000810,-0.438345254728
ACH-000811,-0.104166412794
ACH-000817,-0.24678427176800002
ACH-000819,-0.203903190236
ACH-000820,-0.26082895206900003
ACH-000821,-0.09182857055780001
ACH-000822,-0.36208833312
ACH-000823,-0.458095902311
ACH-000824,-0.534244682189
ACH-000827,-0.12129313239600001
ACH-000829,-0.22349717738000002
ACH-000831,-0.249651232185
ACH-000832,-0.670822889793
ACH-000833,-0.021357245855900004
ACH-000834,-0.175179996732
ACH-000835,-0.278732703689
ACH-000836,-0.221201718924
ACH-000837,-0.297933458286
ACH-000838,-0.548385469498
ACH-000839,-0.513412574685
ACH-000840,-0.562022568812
ACH-000841,-0.358333950783
ACH-000843,-0.253931384739
ACH-000846,-0.207816517874
ACH-000847,-0.19119953142299997
ACH-000848,-0.534209499608
ACH-000849,-0.161022344347
ACH-000851,-0.253973825192
ACH-000855,-0.0176852328763
ACH-000856,-0.116018894624
ACH-000858,-0.23351098313299998
ACH-000859,-0.25907684210799997
ACH-000861,-0.284571520221
ACH-000862,-0.108803981666
ACH-000865,-0.239306561663
ACH-000866,-0.15167679488299998
ACH-000867,-0.220962120733
ACH-000869,-0.247716144062
ACH-000872,-0.656493643995
ACH-000873,-0.116411058725
ACH-000876,-0.42316290549400004
ACH-000878,-0.10400191947899999
ACH-000880,-0.12556982184
ACH-000881,-0.258069604326
ACH-000882,-0.356457091775
ACH-000884,-0.25359131697299997
ACH-000885,-0.07937678688019999
ACH-000887,-0.31731035929900003
ACH-000888,-0.26614824515
ACH-000889,-0.220459304336
ACH-000890,-0.428300994604
ACH-000896,-0.370390368102
ACH-000898,-0.116805443861
ACH-000900,-0.406068705507
ACH-000901,-0.415561474419
ACH-000905,-0.329679200591
ACH-000906,-0.232049385043
ACH-000907,-0.0552066799096
ACH-000910,-0.334363811323
ACH-000911,-0.233145928207
ACH-000912,-0.232014720292
ACH-000913,-0.183429974919
ACH-000915,-0.14848230552799999
ACH-000916,-0.245398333231
ACH-000917,-0.465646311838
ACH-000921,-0.300557858267
ACH-000924,-0.10358832728499999
ACH-000926,-0.124551202762
ACH-000928,-0.145755775582
ACH-000929,-0.275380036214
ACH-000932,-0.28674386877700003
ACH-000935,-0.34296710296800004
ACH-000936,-0.272729635985
ACH-000937,-0.20520600847800002
ACH-000938,-0.18951523430999997
ACH-000939,-0.319782213615
ACH-000941,-0.308645485891
ACH-000943,-0.231067947223
ACH-000946,-0.303374686859
ACH-000947,-0.20710987193
ACH-000948,-0.359211670007
ACH-000950,-0.260936760858
ACH-000953,-0.172634371476
ACH-000957,-0.405450860185
ACH-000958,-0.230572937381
ACH-000960,-0.21716647474599998
ACH-000963,-0.17860348932300002
ACH-000968,-0.391964558452
ACH-000969,-0.282918722791
ACH-000973,-0.352018438311
ACH-000974,-0.240442339026
ACH-000975,-0.039365978488
ACH-000976,-0.168108282733
ACH-000978,-0.34388663582699996
ACH-000980,-0.273262770028
ACH-000984,-0.45069257894599996
ACH-000986,-0.349898267628
ACH-000988,-0.133672814862
ACH-000993,-0.0480931938241
ACH-000994,-0.0675828891115
ACH-000996,-0.195297946679
ACH-001001,-0.342986313484
ACH-001020,-0.341857095397
ACH-001028,-0.309285666926
ACH-001031,-0.170678905337
ACH-001038,-0.364192631232
ACH-001048,-0.26061243599100004
ACH-001050,-0.191934380489
ACH-001053,-0.19936515872000002
ACH-001054,-0.23914989522100003
ACH-001061,-0.15042289677100001
ACH-001067,-0.10788479571699999
ACH-001075,-0.461797481804
ACH-001096,-0.144457462807
ACH-001128,-0.784538234095
ACH-001134,-0.10094781201
ACH-001151,-0.119711910613
ACH-001163,-0.273986567267
ACH-001164,-0.156147906069
ACH-001173,-0.211056511776
ACH-001183,-0.19013070858800002
ACH-001184,-0.110283019844
ACH-001190,-0.35752212485699997
ACH-001192,-0.112694815899
ACH-001193,-0.306243482099
ACH-001196,-0.173519890483
ACH-001197,-0.25943247725900004
ACH-001205,-0.26141867051199996
ACH-001211,-0.409423860317
ACH-001212,-0.256616992554
ACH-001228,-0.174985203709
ACH-001232,-0.24660474211300001
ACH-001239,-0.171884458531
ACH-001274,-0.248808591674
ACH-001275,-0.298859478679
ACH-001277,-0.411418353601
ACH-001278,-0.310980196308
ACH-001280,-0.022859386489
ACH-001283,-0.183172215297
ACH-001289,-0.259827316052
ACH-001295,-0.216625245397
ACH-001300,-0.213610295762
ACH-001301,-0.22879923019
ACH-001302,-0.206017000722
ACH-001303,-0.242441650268
ACH-001306,-0.33628229091899997
ACH-001318,-0.254545366309
ACH-001322,-0.181622757525
ACH-001328,-0.292628236584
ACH-001332,-0.15421377296299998
ACH-001333,-0.125291096407
ACH-001336,-0.29605200600299997
ACH-001340,-0.357313212235
ACH-001346,-0.4468700359100001
ACH-001353,-0.22055688206000001
ACH-001354,-0.150396283988
ACH-001367,-0.29241306807399997
ACH-001368,-0.291477398324
ACH-001374,-0.528899348161
ACH-001375,-0.309867274971
ACH-001377,-0.16155065168899999
ACH-001380,-0.319902487534
ACH-001391,-0.31623203088199997
ACH-001407,-0.09806424658730001
ACH-001408,-0.245250634888
ACH-001413,-0.459923059116
ACH-001430,-0.274418115695
ACH-001431,-0.29333717399500003
ACH-001450,-0.209356709162
ACH-001496,-0.248695587379
ACH-001500,-0.386629095969
ACH-001521,-0.39480934130500006
ACH-001523,-0.040029694832599994
ACH-001532,-0.229240963984
ACH-001536,-0.0309228112477
ACH-001550,-0.775603433931
ACH-001552,-0.0878065325826
ACH-001554,-0.292110986656
ACH-001645,-0.213224956321
ACH-001654,-0.357226585345
ACH-001715,-0.145060183575
ACH-001735,-0.25842972353300003
ACH-001736,-0.475260263397
ACH-001737,-0.292750571643
ACH-001740,-0.124541713998
ACH-001745,-0.131045363199
ACH-001750,-0.19299237728399998
ACH-001765,-0.169163858468
ACH-001956,-0.13779565334000002
ACH-001957,-0.412172911838
