,MB21D1 (115004)
ACH-000004,-0.18039421181600002
ACH-000007,0.0446081847076
ACH-000009,0.0303534507919
ACH-000011,0.0136210882803
ACH-000012,-0.057673810131
ACH-000013,-0.0442122243407
ACH-000014,-0.10933538522500001
ACH-000015,-0.00388688628522
ACH-000017,0.12484930373
ACH-000018,-0.044515529252399995
ACH-000019,0.020271219899
ACH-000021,-0.17353469826200002
ACH-000022,-0.106346956545
ACH-000025,-0.0195215272205
ACH-000028,-0.166776619399
ACH-000030,-0.0404459086202
ACH-000035,-0.00854188925682
ACH-000036,-0.0146508325995
ACH-000037,0.0536020681876
ACH-000039,-0.13903527554
ACH-000040,-0.0471457827712
ACH-000041,-0.111476517336
ACH-000042,0.0304266893762
ACH-000045,0.0448950192201
ACH-000047,-0.07926109321069999
ACH-000052,-0.060198448687899996
ACH-000053,0.0087234028674
ACH-000054,-0.174031704707
ACH-000055,-0.0263060455742
ACH-000060,-0.268569020693
ACH-000067,-0.31147602428800003
ACH-000070,-0.244397238363
ACH-000075,-0.0238202907679
ACH-000078,-0.0627733321251
ACH-000082,-0.04929454880419999
ACH-000085,-0.015080905571299999
ACH-000086,-0.07875225664480001
ACH-000087,-0.0835753333204
ACH-000092,-0.00034405322971099993
ACH-000095,0.130571739157
ACH-000097,-0.180832049362
ACH-000098,-0.146433480944
ACH-000099,0.008160353049359999
ACH-000108,0.0217764407667
ACH-000113,-0.12953701693800002
ACH-000115,-0.00787815074661
ACH-000116,-0.1540143329
ACH-000118,-0.0143815599691
ACH-000120,0.0464568594343
ACH-000123,-0.048044134217999995
ACH-000127,-0.0589915876361
ACH-000128,-0.251962414866
ACH-000132,-0.08223830841360001
ACH-000133,-0.20138907241300003
ACH-000137,-0.107558672149
ACH-000138,0.14555982295
ACH-000142,0.0839000985133
ACH-000143,-0.0308063022899
ACH-000146,-0.11428111329000001
ACH-000148,-0.146376631689
ACH-000150,-0.00352707928739
ACH-000152,-0.09987927940239999
ACH-000153,-0.031325759817200004
ACH-000159,-0.139319419565
ACH-000160,0.0299004067587
ACH-000163,-0.0528956944667
ACH-000167,-0.0289078475005
ACH-000168,-0.123852789475
ACH-000169,0.127221628744
ACH-000178,0.0894113208553
ACH-000182,0.00763379271282
ACH-000183,-0.06321623040440001
ACH-000188,-0.101455508542
ACH-000189,-0.347024444885
ACH-000190,-0.08118850684939999
ACH-000198,-0.151570510838
ACH-000204,-0.22692661679900003
ACH-000206,0.09704959511660001
ACH-000207,0.0927241795775
ACH-000211,-0.0251645340032
ACH-000215,-0.102220740597
ACH-000221,-0.444927972002
ACH-000222,-0.11511022894400001
ACH-000223,0.0428089268927
ACH-000226,0.137976746682
ACH-000227,-0.180817027875
ACH-000228,-0.292873489284
ACH-000231,-0.11409455360700001
ACH-000232,-0.0563715831872
ACH-000233,-0.0028710930865100005
ACH-000234,-0.0419379126881
ACH-000235,-0.0397375180985
ACH-000237,0.0055345492431699995
ACH-000238,-0.0244997841134
ACH-000243,0.0783971091265
ACH-000244,-0.300544855105
ACH-000246,-0.0728457624622
ACH-000248,-0.238160265878
ACH-000250,0.005468372202390001
ACH-000251,-0.128883036763
ACH-000253,0.040222548239000004
ACH-000255,-0.25137759555100003
ACH-000256,0.169116133283
ACH-000257,0.0276734085102
ACH-000258,-0.0342719337666
ACH-000259,0.017126600036
ACH-000260,-0.0385968982934
ACH-000261,-0.13051830069700002
ACH-000262,-0.14759880002999998
ACH-000263,0.25053124039999997
ACH-000264,-0.066980485023
ACH-000265,0.018580531523299998
ACH-000266,0.00821229127538
ACH-000272,-0.133068414795
ACH-000273,-0.211337701573
ACH-000274,-0.0423775187486
ACH-000277,-0.0038382986583200005
ACH-000278,0.0572993235291
ACH-000279,-0.118648552395
ACH-000280,-0.037981499491
ACH-000281,-0.00288463209601
ACH-000288,-0.023873233327
ACH-000291,-0.09210571631680001
ACH-000293,0.0119077515695
ACH-000294,0.142565473612
ACH-000295,-0.330310052039
ACH-000296,0.08129697697089999
ACH-000302,-0.240056372139
ACH-000304,0.016701416692600002
ACH-000307,-0.00462535435535
ACH-000308,0.035672435970800005
ACH-000310,0.024388535699400003
ACH-000311,0.08377346601539999
ACH-000312,0.022573932002599998
ACH-000315,-0.13596853125999997
ACH-000316,0.0704843403489
ACH-000317,-0.22600808837699998
ACH-000318,-0.0189983665925
ACH-000319,-0.0646332151469
ACH-000320,0.0218461593317
ACH-000322,-0.247936286153
ACH-000323,-0.153142614243
ACH-000324,0.050235183728599996
ACH-000329,0.05440330785419999
ACH-000330,-0.17104545219700001
ACH-000331,0.0026587063134000002
ACH-000332,0.08829129086580001
ACH-000334,-0.27837788633099997
ACH-000335,-0.289368336649
ACH-000336,-0.331462584245
ACH-000337,0.23242137066100002
ACH-000339,-0.0983080504898
ACH-000341,-0.134499927855
ACH-000348,-0.0724669226424
ACH-000350,0.0295714967336
ACH-000352,-0.09323969413949999
ACH-000356,-0.17645558048
ACH-000361,-0.154597400106
ACH-000362,-0.21604477860100002
ACH-000363,0.0449069547722
ACH-000364,-0.22878281075800003
ACH-000365,0.052566124106
ACH-000366,-0.044875923468699994
ACH-000368,-0.446639792393
ACH-000374,-0.113610864762
ACH-000375,-0.0284720197468
ACH-000376,-0.0669776306887
ACH-000381,-0.146923920725
ACH-000383,0.015580378111499999
ACH-000387,0.0248834289438
ACH-000389,-0.00662453785181
ACH-000390,-0.222390051507
ACH-000393,-0.20025949186099998
ACH-000395,-0.0940301815617
ACH-000397,-0.0845542842069
ACH-000401,0.0325890794073
ACH-000402,0.145704873904
ACH-000403,-0.015495788711299998
ACH-000404,-0.34815694729400004
ACH-000406,0.0278561141883
ACH-000407,-0.149045794986
ACH-000408,-0.191407590034
ACH-000410,0.0230904488449
ACH-000411,-0.0672560275191
ACH-000414,-0.0359914981385
ACH-000415,-0.142067900106
ACH-000416,0.0072739774982499995
ACH-000420,-0.0710135505212
ACH-000421,-0.0213168131996
ACH-000424,-0.06779434435250001
ACH-000425,0.00606269583534
ACH-000426,0.0546475860619
ACH-000427,-0.08165342034560001
ACH-000433,-0.0024401512874499998
ACH-000436,-0.025226989623599996
ACH-000444,-0.059953008999300006
ACH-000445,-0.124073506742
ACH-000448,-0.118382639318
ACH-000450,-0.42669842168399996
ACH-000452,-0.140485380069
ACH-000454,-0.399504617592
ACH-000458,-0.14297538595
ACH-000459,0.07354109568589999
ACH-000460,0.016756021346200002
ACH-000461,-0.105203483986
ACH-000463,-0.10300770705199999
ACH-000464,-0.0549364256382
ACH-000466,-0.243533089937
ACH-000467,0.00735720891662
ACH-000468,-0.0248101207988
ACH-000469,-0.148304191901
ACH-000470,0.0624600942242
ACH-000471,-0.126348591573
ACH-000472,-0.12703933645999999
ACH-000473,-0.17466263516
ACH-000475,-0.0396957055728
ACH-000476,-0.276926896331
ACH-000477,0.0448277694185
ACH-000480,0.00283106503362
ACH-000481,-0.187736905478
ACH-000483,-0.049414328836000006
ACH-000484,0.0976800715821
ACH-000485,0.032910106088400004
ACH-000486,0.0104155694784
ACH-000487,-0.065527535003
ACH-000488,0.0523471049082
ACH-000490,-0.0360245269228
ACH-000491,-0.0322324068779
ACH-000495,0.0807160068124
ACH-000496,-0.15584631995200002
ACH-000499,-0.310739886121
ACH-000500,0.061112551019900006
ACH-000502,-0.00906186542101
ACH-000503,-0.133170690174
ACH-000505,-0.08965830834039999
ACH-000507,-0.04720295880340001
ACH-000510,0.06484687817969999
ACH-000511,-0.0032150728206500005
ACH-000512,-0.401735220876
ACH-000516,-0.0385397697169
ACH-000517,0.061321242727899995
ACH-000518,-0.00157124067841
ACH-000520,0.00374043582849
ACH-000521,-0.108166989963
ACH-000522,0.0503088318774
ACH-000524,0.118644549112
ACH-000527,0.012227723184200002
ACH-000528,-0.00146764509009
ACH-000537,-0.0134777273371
ACH-000541,-0.17297736211800002
ACH-000542,-0.06936041000189999
ACH-000544,-0.158325974123
ACH-000545,-0.242841577833
ACH-000547,-0.109243654991
ACH-000548,0.172583105546
ACH-000549,-0.0338562544032
ACH-000550,0.0626457396944
ACH-000552,-0.029482838647400002
ACH-000556,-0.0565700555403
ACH-000557,0.163786297571
ACH-000570,-0.0379987819803
ACH-000571,-0.183452191338
ACH-000573,-0.0615185421261
ACH-000576,0.0483495772327
ACH-000580,-0.287465205932
ACH-000584,-0.10801236006300001
ACH-000585,-0.0497254533446
ACH-000588,-0.11369381329500002
ACH-000589,-0.10242271780099999
ACH-000591,-0.147680001932
ACH-000593,-0.06710474960099999
ACH-000600,0.018191808426999998
ACH-000601,0.0880512945793
ACH-000604,-0.09579157506489999
ACH-000605,-0.08662257086559999
ACH-000606,-0.051261732646
ACH-000608,0.0403683562065
ACH-000614,-0.011334579505499999
ACH-000616,0.0348259592962
ACH-000618,-0.140235191032
ACH-000619,-0.0833060168184
ACH-000620,-0.134628677272
ACH-000621,0.061596511860300004
ACH-000622,-0.32810655684
ACH-000623,-0.119009454272
ACH-000624,-0.0102066068345
ACH-000627,-0.171914986527
ACH-000630,-0.11211759014900001
ACH-000632,-0.0752049925351
ACH-000633,-0.07892103089869999
ACH-000637,-0.093406361085
ACH-000638,-0.171772942922
ACH-000646,0.146407537901
ACH-000647,-0.109947635024
ACH-000648,0.0513498221573
ACH-000649,-0.0358775216974
ACH-000651,-0.134432215176
ACH-000652,-0.0593419760994
ACH-000653,0.0435125294953
ACH-000657,-0.10890131993100001
ACH-000658,-0.0975123899632
ACH-000661,-0.18427105844900002
ACH-000662,0.12390577595
ACH-000663,-0.025004238775400003
ACH-000665,-0.156453986894
ACH-000671,-0.0951931480656
ACH-000673,-0.09919630435830001
ACH-000676,0.00397192989223
ACH-000677,-0.137939053168
ACH-000681,0.0005950074213969999
ACH-000682,-0.155262124341
ACH-000683,-0.340746673333
ACH-000684,-0.40271086391800004
ACH-000688,-0.0588372671337
ACH-000693,-0.0976322903115
ACH-000694,-0.0278092889671
ACH-000695,-0.11232126649
ACH-000696,-0.065838086213
ACH-000697,0.029396033553499998
ACH-000699,-0.0990693106092
ACH-000701,-0.247579170469
ACH-000706,-0.0667523103347
ACH-000711,-0.0602016289274
ACH-000713,-0.250956399655
ACH-000714,-0.122017707138
ACH-000718,-0.100248251437
ACH-000720,-0.0360660385959
ACH-000721,-0.10661978683800001
ACH-000724,-0.0561358743009
ACH-000725,-0.0526743980117
ACH-000732,0.060582713043599995
ACH-000734,-0.14480712287699998
ACH-000735,-0.0972502749296
ACH-000736,-0.0333863080385
ACH-000738,-0.160131707441
ACH-000746,-0.24109854495000002
ACH-000747,-0.12433779925699999
ACH-000748,-0.0499137718262
ACH-000753,-0.0972016017605
ACH-000756,-0.246974752782
ACH-000757,0.100390097537
ACH-000758,0.109940881912
ACH-000760,-0.176884255234
ACH-000763,-0.135377396809
ACH-000764,-0.463208145347
ACH-000765,-0.170417738246
ACH-000766,0.104942019713
ACH-000767,-0.03873415095530001
ACH-000768,0.047556901242300005
ACH-000769,0.033376200753799996
ACH-000770,-0.117504919922
ACH-000771,-0.030323164817200002
ACH-000773,0.037043872798
ACH-000776,-0.16118212408399998
ACH-000777,0.13327952403899998
ACH-000778,-0.0913227037232
ACH-000781,0.00442330686121
ACH-000782,-0.133806249747
ACH-000783,-0.11567078992799999
ACH-000784,-0.11109828829700001
ACH-000785,0.015251072895500001
ACH-000787,-0.0542718221692
ACH-000788,-0.0855746488324
ACH-000791,0.125084222725
ACH-000792,-0.0880054778675
ACH-000794,-0.061171871579999995
ACH-000796,-0.143660017675
ACH-000799,0.341114070484
ACH-000800,-0.11284078938799999
ACH-000802,-0.11752098918199999
ACH-000804,-0.041761787790099994
ACH-000805,-0.284101673443
ACH-000809,-0.16927145001
ACH-000810,-0.463591611035
ACH-000811,0.03455479155630001
ACH-000817,-0.21317343804699998
ACH-000819,-0.0302401611772
ACH-000820,0.09878098448339999
ACH-000821,-0.254396720828
ACH-000822,-0.29543987338000005
ACH-000823,-0.0809769612992
ACH-000824,-0.0135336824323
ACH-000827,-0.07079587511860001
ACH-000829,0.0743386463824
ACH-000831,-0.100309485427
ACH-000832,-0.20856047443599998
ACH-000833,0.160869167404
ACH-000834,-0.0270217850967
ACH-000835,-0.020169381827
ACH-000836,-0.0898229567781
ACH-000837,0.0556779694345
ACH-000838,0.016176479201799997
ACH-000839,-0.183981416786
ACH-000840,0.07408492674639999
ACH-000841,0.0655468148529
ACH-000843,-0.29863645220199997
ACH-000846,-0.160011970988
ACH-000847,-0.130506369795
ACH-000848,-0.256499457272
ACH-000849,-0.028277978960000002
ACH-000851,-0.128804671357
ACH-000855,0.219615519553
ACH-000856,0.038040845178
ACH-000858,0.045845833898
ACH-000859,-0.35084889442
ACH-000861,-0.096080894323
ACH-000862,-0.061882793065200004
ACH-000865,-0.044573711066
ACH-000866,-0.0105646064943
ACH-000867,-0.0728640081635
ACH-000869,-0.110052065019
ACH-000872,-0.0562651154481
ACH-000873,-0.148781125432
ACH-000876,-0.06287446508019999
ACH-000878,0.0352117433603
ACH-000880,-0.0114312525874
ACH-000881,0.012676509752
ACH-000882,-0.273240792755
ACH-000884,-0.042572296476
ACH-000885,-0.0296486266354
ACH-000887,-0.109456868267
ACH-000888,-0.0542189095093
ACH-000889,-0.172689766512
ACH-000890,0.10751607208200001
