,AHI1 (54806)
ACH-000004,0.00813938673198
ACH-000007,0.0332968182947
ACH-000009,-0.0870983889326
ACH-000011,-0.0353865509944
ACH-000012,-0.0516268734963
ACH-000013,-0.14530759597100001
ACH-000014,0.00683025713658
ACH-000015,-0.044674188804199995
ACH-000017,-0.0139577778022
ACH-000018,-0.244725401967
ACH-000019,0.10873472507899999
ACH-000021,-0.198908626798
ACH-000022,0.11698689834499999
ACH-000025,-0.14008251213700001
ACH-000028,0.0538866315976
ACH-000030,-0.18938467954
ACH-000035,0.12665885390999998
ACH-000036,-0.107811583117
ACH-000037,0.0208787570677
ACH-000039,-0.342827394149
ACH-000040,-0.139750322098
ACH-000041,-0.0974589258956
ACH-000042,-0.0909561010861
ACH-000045,-0.0241613821369
ACH-000047,-0.0193794641566
ACH-000052,-0.27898954270799997
ACH-000053,-0.214683955772
ACH-000054,-0.044016768866
ACH-000055,-0.0953610680179
ACH-000060,-0.0379596208659
ACH-000067,-0.155716774395
ACH-000070,0.114053942316
ACH-000075,0.0310770595145
ACH-000078,-0.09767483627010001
ACH-000082,-0.17739856639600002
ACH-000085,0.0124416158759
ACH-000086,0.04184768409509999
ACH-000087,-0.059606227015000006
ACH-000092,-0.172944851437
ACH-000095,-0.13987709071499999
ACH-000097,-0.0431049683763
ACH-000098,-0.130376893751
ACH-000099,-0.0679243048561
ACH-000108,-0.08105080838260001
ACH-000113,-0.112602415905
ACH-000115,-0.0741157287401
ACH-000116,-0.198434909421
ACH-000118,-0.21204929091400002
ACH-000120,-0.050101513234699996
ACH-000123,-0.108003350151
ACH-000127,-0.0519422710479
ACH-000128,-0.14440474874099998
ACH-000132,-0.270723988393
ACH-000133,-0.00660567956147
ACH-000137,-0.132651089159
ACH-000138,-0.16038073089299998
ACH-000142,-0.257939037132
ACH-000143,-0.125033986445
ACH-000146,-0.0902117191416
ACH-000148,0.011131526721299998
ACH-000150,0.00710147739924
ACH-000152,0.23745199945599998
ACH-000153,-0.414279817605
ACH-000159,-0.0182794167305
ACH-000160,-0.318998733443
ACH-000163,0.00377095438706
ACH-000167,-0.24355820355399999
ACH-000168,0.0105299065792
ACH-000169,0.011973066977299999
ACH-000178,-0.04978136133830001
ACH-000182,-0.0631622685465
ACH-000183,-0.157595081104
ACH-000188,-0.03259841267540001
ACH-000189,-0.139399141294
ACH-000190,-0.148608406928
ACH-000198,-0.050686423126999995
ACH-000204,-0.0272423018158
ACH-000206,-0.183366293423
ACH-000207,-0.168001962217
ACH-000211,-0.0600471155408
ACH-000215,-0.08201204304710001
ACH-000221,-0.0173945179931
ACH-000222,0.0247328457663
ACH-000223,-0.184325881842
ACH-000226,0.054102266140199994
ACH-000227,0.0265472475894
ACH-000228,0.09259195653899999
ACH-000231,-0.09242524523080001
ACH-000232,-0.0263341855263
ACH-000233,-0.196970581742
ACH-000234,-0.245065525973
ACH-000235,-0.12353281105999998
ACH-000237,-0.14863847525499999
ACH-000238,-0.0287722620237
ACH-000243,-0.08677588027750001
ACH-000244,-0.0540515593694
ACH-000246,-0.139578277192
ACH-000248,0.004064621454610001
ACH-000250,-0.174809324521
ACH-000251,-0.009560093877629999
ACH-000253,-0.054660523738599996
ACH-000255,-0.052026640257599996
ACH-000256,-0.014675878562
ACH-000257,0.00841336901068
ACH-000258,0.072415417144
ACH-000259,-0.0740342528042
ACH-000260,-0.0910936610585
ACH-000261,-0.148822203018
ACH-000262,-0.107064293595
ACH-000263,0.07771485467400001
ACH-000264,0.00367840000827
ACH-000265,-0.0481188876224
ACH-000266,-0.11378385012700001
ACH-000272,-0.13344999456599999
ACH-000273,-0.123124905315
ACH-000274,-0.139868485937
ACH-000277,-0.127094371765
ACH-000278,-0.041843192416
ACH-000279,-0.143847696239
ACH-000280,-0.012317129284
ACH-000281,-0.15635805377
ACH-000288,-0.09682047365839999
ACH-000291,-0.031189234067799998
ACH-000293,-0.0911830357132
ACH-000294,-0.0681582892697
ACH-000295,-0.275617759806
ACH-000296,-0.00513576876225
ACH-000302,-0.00585429363011
ACH-000304,-0.258027709499
ACH-000307,-0.060303029507
ACH-000308,-0.118591760448
ACH-000310,-0.201098242655
ACH-000311,-0.0814770882427
ACH-000312,0.023706298892000002
ACH-000315,-0.0651783601739
ACH-000316,-0.191122315678
ACH-000317,0.07666810768139999
ACH-000318,-0.00629105196811
ACH-000319,-0.08274987857010001
ACH-000320,-0.24120927746399998
ACH-000322,-0.20063524761100002
ACH-000323,0.0246451453123
ACH-000324,-0.127104474317
ACH-000329,-0.0606745486707
ACH-000330,-0.152218217702
ACH-000331,-0.127143464544
ACH-000332,-0.138548123376
ACH-000334,-0.0897436037355
ACH-000335,0.0784941429295
ACH-000336,0.033674599399200006
ACH-000337,-0.09090605871889999
ACH-000339,-0.0662828788138
ACH-000341,-0.209990725417
ACH-000348,-0.0935793195376
ACH-000350,0.041014584932
ACH-000352,0.14052341301100002
ACH-000356,-0.060206418293000004
ACH-000361,0.044619369972800006
ACH-000362,-0.036185525242699995
ACH-000363,-0.12939665113399998
ACH-000364,-0.216830595864
ACH-000365,-0.037235531346199995
ACH-000366,-0.10288727850099999
ACH-000368,0.00842646966304
ACH-000374,0.00712812597902
ACH-000375,-0.0736197679078
ACH-000376,-0.126544510931
ACH-000381,-0.140794640592
ACH-000383,-0.121706153659
ACH-000387,-0.23808636554999998
ACH-000389,-0.169952155803
ACH-000390,0.0299014757691
ACH-000393,-0.100164936545
ACH-000395,-0.0940636998137
ACH-000397,-0.0596663327207
ACH-000401,-0.000529821792278
ACH-000402,-0.037822574929499995
ACH-000403,-0.18542374114
ACH-000404,-0.172144792946
ACH-000406,-0.07201769856939999
ACH-000407,0.03255532560590001
ACH-000408,0.0155874199945
ACH-000410,-0.278065897009
ACH-000411,-0.117304601511
ACH-000414,-0.168033233708
ACH-000415,-0.123604649955
ACH-000416,-0.07338258230019999
ACH-000420,0.016273012418500002
ACH-000421,-0.104425705644
ACH-000424,0.130204867734
ACH-000425,-0.0724340018104
ACH-000426,0.241796147587
ACH-000427,-0.35167478617700004
ACH-000433,-0.0704424790223
ACH-000436,-0.14213873536399999
ACH-000444,-0.028020861025099996
ACH-000445,-0.131746559145
ACH-000448,-0.110129166271
ACH-000450,0.0020960974772799997
ACH-000452,0.0291138537817
ACH-000454,-0.057783011747000006
ACH-000458,-0.06432321471699999
