,BROX (148362)
ACH-000004,-0.014410277674
ACH-000007,0.19405864227699998
ACH-000009,-0.08410020688110001
ACH-000011,0.127864844691
ACH-000012,0.120061996745
ACH-000013,0.0026740171340200003
ACH-000014,0.039193464300500004
ACH-000015,0.171979620636
ACH-000017,0.0648504734785
ACH-000018,0.00132930962255
ACH-000019,0.377445333516
ACH-000021,0.0863362708685
ACH-000022,0.00799676672517
ACH-000025,-0.0485675556837
ACH-000028,0.327942337373
ACH-000030,0.08394998158510002
ACH-000035,0.156825670651
ACH-000036,-0.156640997442
ACH-000037,0.154261461321
ACH-000039,0.06665680649809999
ACH-000040,0.108950863034
ACH-000041,0.306797213843
ACH-000042,0.137257764772
ACH-000045,0.142274099913
ACH-000047,0.0771696078863
ACH-000052,0.013140605985399999
ACH-000053,0.145953992724
ACH-000054,0.207864954135
ACH-000055,0.274933050071
ACH-000060,0.185954431686
ACH-000067,0.21391048505
ACH-000070,0.0264386779371
ACH-000075,0.0912354221018
ACH-000078,0.139853477416
ACH-000082,0.018765214693900002
ACH-000085,0.0640068220058
ACH-000086,0.154158669879
ACH-000087,0.17721844575399998
ACH-000092,0.056439874315099996
ACH-000095,0.06797427720930001
ACH-000097,0.33593294453199996
ACH-000098,-0.00464637238473
ACH-000099,0.0753195350152
ACH-000108,0.121316717875
ACH-000113,0.17013523552700002
ACH-000115,-0.0751870749504
ACH-000116,0.139785016402
ACH-000118,0.10566167282700001
ACH-000120,0.045762443888099996
ACH-000123,0.0531691388563
ACH-000127,0.158400464693
ACH-000128,0.231924167247
ACH-000132,0.0546776085995
ACH-000133,0.118854289472
ACH-000137,0.092400301227
ACH-000138,0.20241966346999998
ACH-000142,-0.122221183078
ACH-000143,0.308858828354
ACH-000146,0.0405080822449
ACH-000148,0.057630419858
ACH-000150,0.17598298191700001
ACH-000152,0.08103546422119999
ACH-000153,0.298903539177
ACH-000159,0.0971931834795
ACH-000160,0.196084513753
ACH-000163,0.0458099602128
ACH-000167,0.115821807367
ACH-000168,0.005998593654840001
ACH-000169,0.164895146211
ACH-000178,0.0468322114266
ACH-000182,0.086056228021
ACH-000183,0.18225837820799998
ACH-000188,0.060691102543599995
ACH-000189,-0.0471059321402
ACH-000190,0.18876571373599998
ACH-000198,0.135206087773
ACH-000204,0.164412184588
ACH-000206,0.104986756386
ACH-000207,-0.04291860055369999
ACH-000211,0.22850445378400003
ACH-000215,0.125310875555
ACH-000221,0.252732099986
ACH-000222,0.169657431722
ACH-000223,0.08640522372069999
ACH-000226,0.0799240683249
ACH-000227,-0.0778617266055
ACH-000228,0.16822277543699998
ACH-000231,0.12969400099300002
ACH-000232,0.127288865592
ACH-000233,0.11932781852
ACH-000234,0.0686911572228
ACH-000235,0.11131580332499999
ACH-000237,0.233040427172
ACH-000238,0.11086299176100001
ACH-000243,0.105264283111
ACH-000244,-0.130782209994
ACH-000246,0.0480367517398
ACH-000248,-0.0478004384633
ACH-000250,0.19788242384500002
ACH-000251,0.0439469238393
ACH-000253,0.0781507867158
ACH-000255,0.109844394572
ACH-000256,0.137217788208
ACH-000257,0.0185349618384
ACH-000258,-0.11275173926200001
ACH-000259,0.159684237983
ACH-000260,0.123184613266
ACH-000261,0.122959861164
ACH-000262,0.293661471899
ACH-000263,0.221319819142
ACH-000264,0.0818852159335
ACH-000265,0.18439621602899997
ACH-000266,0.10419715628699999
ACH-000272,0.12795508977199999
ACH-000273,0.132120359753
ACH-000274,0.20489106083099998
ACH-000277,0.13262172428
ACH-000278,0.16911642589099998
ACH-000279,0.140378673242
ACH-000280,0.243760471767
ACH-000281,-0.0147917957426
ACH-000288,0.120289166556
ACH-000291,0.06962092448400001
ACH-000293,0.119452579608
ACH-000294,0.0225219534612
ACH-000295,0.17464870249699999
ACH-000296,0.148637454863
ACH-000302,0.150679387675
ACH-000304,0.020602749549499998
ACH-000307,0.168317960836
ACH-000308,0.130454158639
ACH-000310,-0.070523088951
ACH-000311,-0.018435774260700002
ACH-000312,0.146044471654
ACH-000315,0.117588770641
ACH-000316,0.09028526479980001
ACH-000317,0.11748660086200001
ACH-000318,0.131851088807
ACH-000319,0.3449146185
ACH-000320,0.015334393153799999
ACH-000322,0.026951479171500002
ACH-000323,0.21121061297000002
ACH-000324,-0.0220069201555
ACH-000329,-0.0572610667936
ACH-000330,0.0565898750893
ACH-000331,-0.00545299073048
ACH-000332,0.144652853387
ACH-000334,-0.0604526002689
ACH-000335,0.24219726781800002
ACH-000336,0.140759648391
ACH-000337,0.428398338108
ACH-000339,0.14418654469699999
ACH-000341,0.208727597632
ACH-000348,0.14273611613700002
ACH-000350,0.11863172183199999
ACH-000352,0.270232889234
ACH-000356,0.247148743939
ACH-000361,0.10982061697699999
ACH-000362,0.0669641429138
ACH-000363,0.225939585139
ACH-000364,0.19237537232299998
ACH-000365,0.215880563017
ACH-000366,0.12783152507200002
ACH-000368,0.09472938076330001
ACH-000374,-0.0499794103335
ACH-000375,0.150487267718
ACH-000376,0.11084657208200001
ACH-000381,0.0882514388528
ACH-000383,0.0872868454437
ACH-000387,0.150418736679
ACH-000389,0.20121416548300003
ACH-000390,0.183489157672
ACH-000393,0.0349895686561
ACH-000395,0.08928425109430001
ACH-000397,0.0538317378037
ACH-000401,0.149725156453
ACH-000402,0.129505638631
ACH-000403,0.148066632038
ACH-000404,0.038785983532599995
ACH-000406,0.094075337581
ACH-000407,0.287993287286
ACH-000408,0.057487458072100005
ACH-000410,-0.0499628372859
ACH-000411,-0.032584548823
ACH-000414,0.11494696122300001
ACH-000415,0.14630433762800002
ACH-000416,0.12148467902799999
ACH-000420,0.0291265975108
ACH-000421,0.108162824995
ACH-000424,0.0296464415167
ACH-000425,0.151917799581
ACH-000426,0.39140198510799995
ACH-000427,-0.0402413598255
ACH-000433,0.0564493619345
ACH-000436,0.308924972148
ACH-000444,0.27562170950599996
ACH-000445,0.111119670865
ACH-000448,0.178866506114
ACH-000450,0.430484662246
ACH-000452,0.180754500821
ACH-000454,0.0835885819834
ACH-000458,0.0676963916873
ACH-000459,0.17597392279500002
ACH-000460,0.0616137247725
ACH-000461,0.269307631466
ACH-000463,0.142442502349
ACH-000464,-0.07244362080689999
ACH-000466,0.048321353935699994
ACH-000467,-0.00994750835514
ACH-000468,0.0005594450081379999
ACH-000469,0.124663228629
ACH-000470,0.22259242052900002
ACH-000471,0.168560646676
ACH-000472,0.11403272404
ACH-000473,0.0480264720845
ACH-000475,0.172233763033
ACH-000476,0.196680568922
ACH-000477,0.27493674167800003
ACH-000480,0.17087762534499998
ACH-000481,0.15497117714400002
ACH-000483,0.22114362656199998
ACH-000484,0.201550392326
ACH-000485,0.15675386111300002
ACH-000486,0.184704385505
ACH-000487,0.162628203648
ACH-000488,0.07725769347519999
ACH-000490,0.140335994653
ACH-000491,0.08214694721739998
ACH-000495,-0.027296958535599998
ACH-000496,0.0432832470414
ACH-000499,0.314870194591
ACH-000500,0.47592858356299994
ACH-000502,0.110162499238
ACH-000503,0.030810675648500003
ACH-000505,0.17426267385400002
ACH-000507,0.19207540272999998
ACH-000510,0.102381560215
ACH-000511,0.0804827046297
ACH-000512,-0.011982046852899999
ACH-000516,0.019785323153299998
ACH-000517,0.0541694619016
ACH-000518,0.12386209302300001
ACH-000520,0.0787132881071
ACH-000521,0.193278959677
ACH-000522,0.057263979461199994
ACH-000524,0.037415689710000005
ACH-000527,0.16291365467399999
ACH-000528,0.0995980287958
ACH-000537,-0.0148236077345
ACH-000541,0.278732599169
ACH-000542,0.167043100871
ACH-000544,0.226789086181
ACH-000545,0.321907921208
ACH-000547,0.16744982167199998
ACH-000548,0.167091137069
ACH-000549,0.07440867661089999
ACH-000550,0.0199789031426
ACH-000552,0.162727906916
ACH-000556,0.115240164669
ACH-000557,0.18107248930599998
ACH-000570,0.382750464581
ACH-000571,0.073230359816
ACH-000573,0.246869488846
ACH-000576,0.09785905183710002
ACH-000580,0.21138179701999998
ACH-000584,0.123977664452
ACH-000585,0.159687776856
ACH-000588,-0.0926121113039
ACH-000589,0.146167187433
ACH-000591,0.33707243363000006
ACH-000593,0.157795322229
ACH-000600,0.213930672866
ACH-000601,0.0168532894776
ACH-000604,0.329489267132
ACH-000605,-0.05270443254
ACH-000606,0.138994598099
ACH-000608,0.09649658362510001
ACH-000614,0.18750319875799998
ACH-000616,0.125843407484
ACH-000618,0.0353915824326
ACH-000619,0.181852912058
ACH-000620,0.227553217571
ACH-000621,0.0763911446048
ACH-000622,0.0856305258344
ACH-000623,0.16715747789899998
