,TOMM20L (387990)
ACH-000004,0.00178110865174
ACH-000007,-0.23585956970199998
ACH-000009,-0.17099764998
ACH-000011,-0.350990756491
ACH-000012,-0.0889349391558
ACH-000013,-0.08771775317080001
ACH-000014,-0.09955310936629999
ACH-000015,-0.007598292524189999
ACH-000017,-0.35340967307800003
ACH-000018,-0.303766814254
ACH-000019,-0.35689033028300005
ACH-000021,0.0419027300323
ACH-000022,-0.0849583245922
ACH-000025,-0.27494042346299996
ACH-000028,-0.0164067971429
ACH-000030,-0.07938136542110001
ACH-000035,-0.12767195103099999
ACH-000036,-0.24818560059099998
ACH-000037,0.0108315944324
ACH-000039,-0.197695742953
ACH-000040,0.00513804336755
ACH-000041,-0.15047951033
ACH-000042,-0.19959548594999998
ACH-000045,0.009210372192870001
ACH-000047,-0.255746134893
ACH-000052,-0.269097755141
ACH-000053,-0.019878430313900002
ACH-000054,-0.0659610185039
ACH-000055,-0.21769112272900001
ACH-000060,-0.49193971500399997
ACH-000067,-0.131422395637
ACH-000070,-0.138118082911
ACH-000075,-0.227729886158
ACH-000078,0.019501391343200003
ACH-000082,-0.183635193418
ACH-000085,-0.10883844710000001
ACH-000086,-0.158682628315
ACH-000087,-0.165903590154
ACH-000092,-0.168523501569
ACH-000095,-0.17983784753600002
ACH-000097,-0.215568241116
ACH-000098,-0.258355094685
ACH-000099,-0.0369912177754
ACH-000108,0.0197261904162
ACH-000113,-0.240732783417
ACH-000115,0.110353413006
ACH-000116,-0.08143431414010001
ACH-000118,-0.07922448838280001
ACH-000120,0.048301334554699996
ACH-000123,0.0663185956034
ACH-000127,-0.100332728198
ACH-000128,-0.234082270992
ACH-000132,-0.121824920374
ACH-000133,-0.198528328517
ACH-000137,-0.10976947987400001
ACH-000138,0.0139056861461
ACH-000142,-0.217568321254
ACH-000143,-0.0274875767381
ACH-000146,-0.10759954367
ACH-000148,-0.153716692175
ACH-000150,0.0469362852986
ACH-000152,-0.235463078483
ACH-000153,-0.339306513662
ACH-000159,-0.017538974972900002
ACH-000160,-0.352790033795
ACH-000163,-0.150361745254
ACH-000167,-0.7180104584100001
ACH-000168,-0.153233225957
ACH-000169,-0.35957519510200003
ACH-000178,-0.0649657942789
ACH-000182,-0.153796236119
ACH-000183,-0.16186407717700002
ACH-000188,-0.0586474916164
ACH-000189,-0.5024927353059999
ACH-000190,-0.0398328834323
ACH-000198,-0.09864749026979999
ACH-000204,-0.139610820098
ACH-000206,-0.131462584005
ACH-000207,-0.18790833038
ACH-000211,-0.148539704775
ACH-000215,-0.120992588096
ACH-000221,-0.16537552946200001
ACH-000222,0.00496465334566
ACH-000223,-0.09970365022019999
ACH-000226,-0.17124949886100002
ACH-000227,-0.429913809058
ACH-000228,-0.0522541958295
ACH-000231,-0.268989893623
ACH-000232,-0.394220974552
ACH-000233,-0.11604955897199999
ACH-000234,-0.07176219793239999
ACH-000235,-0.058763427679999994
ACH-000237,0.0482470387916
ACH-000238,-0.26678825397100003
