,GNE (10020)
ACH-000004,-0.0454580831482
ACH-000007,0.09202691591460001
ACH-000009,-0.130572799764
ACH-000011,0.036974152719
ACH-000012,0.187433354883
ACH-000013,-0.0654088682359
ACH-000014,0.13986858975400002
ACH-000015,-0.0717773178298
ACH-000017,0.00872052309951
ACH-000018,-0.161697150352
ACH-000019,0.0165613349688
ACH-000021,-0.233429240189
ACH-000022,-0.0602124651081
ACH-000025,0.015261451903600001
ACH-000028,-0.104172563647
ACH-000030,-0.088636397322
ACH-000035,-0.0734887200116
ACH-000036,0.248703260949
ACH-000037,-0.054797711336400004
ACH-000039,0.0332972816431
ACH-000040,-0.034537254752
ACH-000041,0.0846571324027
ACH-000042,-0.0971427260616
ACH-000045,-0.235710508332
ACH-000047,-0.00254093470345
ACH-000052,-0.121693814656
ACH-000053,-0.0355982903972
ACH-000054,0.00048395714752800004
ACH-000055,0.08619982936380001
ACH-000060,0.172338347523
ACH-000067,0.15970164388699998
ACH-000070,-0.6969963309270001
ACH-000075,0.0330700340001
ACH-000078,-0.0013240194080499999
ACH-000082,-0.11434606418
ACH-000085,0.114859390957
ACH-000086,0.0935284774893
ACH-000087,0.07982803717760001
ACH-000092,-0.134847995713
ACH-000095,0.04756031086180001
ACH-000097,-0.117902780437
ACH-000098,-0.044574602539999994
ACH-000099,0.146652710812
ACH-000108,-0.10459340858100001
ACH-000113,0.43728144114699996
ACH-000115,-0.037400310874300007
ACH-000116,0.268794176989
ACH-000118,-0.052693541082699996
ACH-000120,0.0777925623042
ACH-000123,0.051980003970699996
ACH-000127,-0.0147259346438
ACH-000128,0.07746087372310001
ACH-000132,0.0590984192552
ACH-000133,0.057534903973699994
ACH-000137,0.111272613484
ACH-000138,-0.0830588689716
ACH-000142,0.00396890282432
ACH-000143,0.114236782338
ACH-000146,-0.0744751128893
ACH-000148,-0.071289024131
ACH-000150,-0.018125060153
ACH-000152,0.228318976962
ACH-000153,0.06409850131389999
ACH-000159,0.0234580206322
ACH-000160,-0.27329017456099997
ACH-000163,0.0339640091774
ACH-000167,-0.10770229157700001
ACH-000168,0.07284073090689999
ACH-000169,0.20161586458
ACH-000178,0.132275779657
ACH-000182,-0.145044529926
ACH-000183,0.0641869928615
ACH-000188,-0.050536142434199995
