,MGAT4A (11320)
ACH-000277,0.102076576305
ACH-000278,-0.0385882007514
ACH-000279,-0.141089049864
ACH-000280,-0.0669775294256
ACH-000281,-0.0869813686819
ACH-000288,-0.163945949071
ACH-000291,-0.17101101261100002
ACH-000293,-0.09073209679460001
ACH-000294,-0.204057892633
ACH-000295,-0.17442715942099998
ACH-000296,-0.267291501668
ACH-000302,-0.164966498015
ACH-000304,-0.149042347126
ACH-000307,-0.359267968263
ACH-000308,-0.275663035548
ACH-000310,-0.28168898233
ACH-000311,-0.32227655804099997
ACH-000312,-0.225577310722
ACH-000315,0.059731624587199994
ACH-000316,-0.198101168303
ACH-000317,-0.311717337931
ACH-000318,-0.11921891387
ACH-000319,0.04401850939759999
ACH-000320,-0.405724440256
ACH-000322,-0.0190435400849
ACH-000323,-0.153945224673
ACH-000324,-0.405175799403
ACH-000329,-0.202361936308
ACH-000330,-0.338001548794
ACH-000331,-0.314838467905
ACH-000332,-0.114601789747
ACH-000334,-0.518866143951
ACH-000335,-0.290342943699
ACH-000336,-0.17031161604400002
ACH-000337,-0.177815396578
ACH-000339,-0.14932960663699998
ACH-000341,-0.249831322762
ACH-000348,-0.11961269817800001
ACH-000350,-0.023874135100500002
ACH-000352,-0.190561506633
ACH-000356,-0.115599845442
ACH-000361,-0.392751191278
ACH-000362,-0.24947691534299998
ACH-000363,-0.150807490012
ACH-000364,-0.260262813411
ACH-000365,-0.274388692269
ACH-000366,-0.11805944674100001
ACH-000368,-0.0187514696728
ACH-000374,-0.17309080905000002
ACH-000375,-0.13025609963600002
ACH-000376,-0.242847935537
ACH-000381,-0.279521089242
ACH-000383,-0.0500341548139
ACH-000387,-0.325696087335
ACH-000389,-0.0431070182922
ACH-000390,-0.183510504911
ACH-000393,-0.391581814716
ACH-000395,-0.0659064954404
ACH-000397,-0.19840098805
ACH-000401,0.034600070782199996
ACH-000402,-0.325204272993
ACH-000403,-0.0599406963337
ACH-000404,-0.0636954312506
ACH-000406,-0.24780823662300003
ACH-000407,-0.11721618480999998
ACH-000408,-0.14424710246
ACH-000410,-0.04739444903
ACH-000411,-0.128486261001
ACH-000414,-0.25464140528499996
ACH-000415,-0.223523546676
ACH-000416,-0.172938954416
ACH-000420,-0.12814156886
ACH-000421,-0.11187760653300001
ACH-000424,-0.343650611551
ACH-000425,-0.242107583404
ACH-000426,0.0397919000789
ACH-000427,0.0784608860365
ACH-000433,-0.129634561784
ACH-000436,-0.00647022475557
ACH-000444,-0.14105585752
ACH-000445,-0.344393710137
ACH-000448,-0.136038489699
ACH-000450,-0.277595940423
ACH-000452,-0.11182238947
ACH-000454,-0.13825046535399999
ACH-000458,-0.09670112708360001
ACH-000459,0.049862897714900004
ACH-000460,-0.0656454582921
ACH-000461,-0.054247957012999996
ACH-000463,-0.41068356062899997
ACH-000464,-0.140785531337
ACH-000466,-0.206653716774
ACH-000467,-0.108670395726
ACH-000468,-0.200260350204
ACH-000469,-0.0666403118681
ACH-000470,-0.190023337428
ACH-000471,-0.18055211809799998
ACH-000472,-0.150241081847
ACH-000473,0.00684200970722
ACH-000475,-0.0836340987461
ACH-000476,-0.20153680734700002
ACH-000477,-0.225856705389
ACH-000480,-0.21436413589899997
ACH-000481,-0.10355865053300001
ACH-000483,0.09660705784460001
ACH-000484,0.019725198192200002
ACH-000485,0.021191024159900002
ACH-000486,-0.362033952525
ACH-000487,-0.163415470657
ACH-000488,-0.0923020903386
ACH-000490,-0.192920957323
ACH-000491,-0.243982614588
ACH-000495,-0.466377358966
ACH-000496,-0.437655722925
ACH-000499,-0.290670579322
ACH-000500,-0.44560926765000003
ACH-000502,-0.177626221154
ACH-000503,-0.030089616241200004
ACH-000505,-0.225153514483
ACH-000507,-0.10003500075300001
ACH-000510,-0.301110351564
ACH-000511,-0.157634673409
ACH-000512,-0.16749233863399998
ACH-000516,-0.0450698797913
ACH-000517,-0.0893645009802
ACH-000518,-0.08876843501000001
ACH-000520,-0.191926300392
ACH-000521,-0.3172389633
ACH-000522,-0.17737521460099998
ACH-000524,-0.14160407675
ACH-000527,-0.0874246848333
ACH-000528,-0.222891305114
ACH-000537,-0.141319435257
ACH-000541,0.0028400248097699998
ACH-000542,-0.115467441958
ACH-000544,-0.156968909781
ACH-000545,-0.280334171295
ACH-000547,0.071216326765
ACH-000548,-0.146680684231
ACH-000549,-0.314755824562
ACH-000550,-0.0740168399577
ACH-000552,-0.16972454745999999
ACH-000556,-0.181140433987
ACH-000557,0.0738613312881
ACH-000570,-0.174258183633
ACH-000571,-0.0684337529248
ACH-000573,-0.0900977773088
ACH-000576,-0.08529142788550001
ACH-000580,-0.176457540087
ACH-000584,-0.193294202861
ACH-000585,-0.24290790539700002
ACH-000588,-0.0392450766473
ACH-000589,-0.301639602607
ACH-000591,-0.290048756835
ACH-000593,-0.07055330279500001
ACH-000600,-0.0226274256368
ACH-000601,-0.246555839571
ACH-000604,-0.20714328627300002
ACH-000605,-0.198826030014
ACH-000606,-0.212890894919
ACH-000608,-0.0548698879978
ACH-000614,-0.0742095739793
ACH-000616,-0.21345344618
ACH-000618,-0.130467155137
ACH-000619,-0.246907650112
ACH-000620,-0.240507636406
ACH-000621,-0.12305600129899999
ACH-000622,-0.025315284488599998
ACH-000623,-0.271868193855
ACH-000624,-0.155806538456
ACH-000627,-0.13842638261499998
ACH-000630,-0.274907089819
ACH-000632,-0.269477314864
ACH-000633,-0.14503391829099999
ACH-000637,0.17280486108399998
ACH-000638,-0.140038976432
ACH-000646,-0.136013293846
ACH-000647,-0.157403453455
ACH-000648,-0.103859430908
ACH-000649,-0.33835668653000006
ACH-000651,-0.227156265941
ACH-000652,0.1043953143
ACH-000653,-0.153404569014
ACH-000657,-0.209748197069
ACH-000658,-0.156827786848
ACH-000661,0.139873306713
ACH-000662,-0.16363007694
ACH-000663,-0.353995745721
ACH-000665,-0.36745495179
ACH-000671,-0.147147721775
ACH-000673,-0.21100019137499998
ACH-000676,-0.187535507843
ACH-000677,-0.288211500617
ACH-000681,-0.399849571501
ACH-000682,-0.264263858054
ACH-000683,-0.081279859988
ACH-000684,-0.40978131400300005
ACH-000688,-0.136121043084
ACH-000693,-0.0637561496249
ACH-000694,-0.271012069162
ACH-000695,-0.494436562684
ACH-000696,-0.164344257422
ACH-000697,-0.284243696559
ACH-000699,-0.0659941498185
ACH-000701,-0.29258456429499996
ACH-000706,-0.050416044770300004
ACH-000711,-0.270933357165
ACH-000713,-0.286271074479
ACH-000714,-0.09699682376180001
ACH-000718,-0.0223723980005
ACH-000720,-0.153052613653
ACH-000721,-0.418865482099
ACH-000724,-0.145881137187
ACH-000725,-0.36286765212
ACH-000732,-0.160677233067
ACH-000734,-0.21895052955400002
ACH-000735,-0.119213966569
ACH-000736,-0.053401528065599994
ACH-000738,-0.170611482311
ACH-000746,0.0195647992882
ACH-000747,-0.235719894983
ACH-000748,-0.17779073045000002
ACH-000753,-0.18860797341699997
ACH-000756,-0.263085393623
ACH-000757,-0.44483585990400004
ACH-000758,-0.211152102817
ACH-000760,-0.178131288022
ACH-000763,-0.381750598323
ACH-000764,-0.110430317329
ACH-000765,-0.0208404631918
ACH-000766,-0.23783722186700001
ACH-000767,-0.152158853444
ACH-000768,-0.258541642451
ACH-000769,-0.32922533946
ACH-000770,-0.156237789489
ACH-000771,-0.212513532323
ACH-000773,-0.0209829589806
ACH-000776,-0.275959183934
ACH-000777,-0.147427676758
ACH-000778,-0.344806915986
ACH-000781,-0.11720157667600001
ACH-000782,0.0047840557948199995
ACH-000783,0.0438079292299
ACH-000784,-0.152693538397
ACH-000785,-0.369244815137
ACH-000787,-0.18832746993299998
ACH-000788,-0.167196771434
ACH-000791,-0.215921810561
ACH-000792,-0.09010956149110001
ACH-000794,0.08258285465639999
ACH-000796,-0.323003796195
ACH-000799,-0.0485186771174
ACH-000800,-0.00472474418487
ACH-000802,-0.216698262124
ACH-000804,-0.187239855765
ACH-000805,-0.129150544768
ACH-000809,-0.262619290914
ACH-000810,0.0050038349423500005
ACH-000811,-0.17740857125300002
ACH-000817,-0.192188171444
ACH-000819,-0.23718060994399998
ACH-000820,-0.00434524415248
ACH-000821,0.034706441374900004
ACH-000822,-0.0151678852941
ACH-000823,-0.11560025905099999
ACH-000824,-0.00200154938858
ACH-000827,-0.14121096216700002
ACH-000829,-0.15626091969699998
ACH-000831,-0.18479518441599999
ACH-000832,-0.193354566919
ACH-000833,0.21268691544399998
ACH-000834,-0.216752366571
ACH-000835,-0.367807398464
ACH-000836,-0.241233152108
ACH-000837,-0.34793473376199996
ACH-000838,-0.195280706367
ACH-000839,-0.20177864287
ACH-000840,-0.147181615297
ACH-000841,-0.354999405936
ACH-000843,-0.23705232802600001
ACH-000846,0.0628209180644
ACH-000847,-0.262526885991
ACH-000848,-0.32124219865
ACH-000849,-0.183261004938
ACH-000851,-0.304405516484
ACH-000855,-0.173259612703
ACH-000856,-0.0594083110699
ACH-000858,-0.12894181869100002
ACH-000859,-0.23779073862300001
ACH-000861,-0.251789901912
ACH-000862,-0.282084135955
ACH-000865,-0.1577937476
ACH-000866,-0.246654012025
ACH-000867,-0.0503629581255
ACH-000869,-0.30798824009799997
ACH-000872,-0.339739612069
ACH-000873,-0.09809196767169999
ACH-000876,-0.0924397074206
ACH-000878,-0.270782793604
ACH-000880,0.007986947714050001
ACH-000881,-0.146255018018
ACH-000882,-0.16491468526699998
ACH-000884,-0.19528259804
ACH-000885,-0.09167397772489999
ACH-000887,-0.194789548624
ACH-000888,-0.17311746955200003
ACH-000889,-0.23802653949299998
ACH-000890,-0.10439649736500001
ACH-000896,-0.160066909782
ACH-000898,-0.303071009038
ACH-000900,-0.266375029615
ACH-000901,-0.152111009424
ACH-000905,-0.218450938913
ACH-000906,-0.157380118947
ACH-000907,-0.239918640694
ACH-000910,-0.0239187265907
ACH-000911,-0.215781274738
ACH-000912,-0.247719302108
ACH-000913,-0.24657214527600002
ACH-000915,-0.199473709078
ACH-000916,0.143593735697
ACH-000917,-0.159426074317
ACH-000921,-0.0421048800621
ACH-000924,-0.21580170619800002
ACH-000926,-0.11129672914699999
ACH-000928,-0.346016909736
ACH-000929,-0.106760646814
ACH-000932,-0.200060842707
ACH-000935,-0.355105007724
ACH-000936,-0.133334385781
ACH-000937,0.02608742238
ACH-000938,0.0804708488231
ACH-000939,-0.110372053188
ACH-000941,-0.378284996851
ACH-000943,-0.263734627404
ACH-000946,-0.350733815938
ACH-000947,-0.159491794337
ACH-000948,-0.28464590935199996
ACH-000950,-0.0184028174312
ACH-000953,0.120976611464
ACH-000957,-0.08378367152689999
ACH-000958,0.045693679695199996
ACH-000960,-0.0735507509607
ACH-000963,-0.29958206629
ACH-000968,-0.0630360562301
ACH-000969,-0.24576750331099997
ACH-000973,-0.09191906545600001
ACH-000974,-0.199192152614
ACH-000975,-0.261094419672
ACH-000976,-0.164742877975
ACH-000978,-0.12485131968
ACH-000980,-0.23459993034
ACH-000984,-0.328279925313
ACH-000986,-0.265898331714
ACH-000988,-0.277338054989
ACH-000993,-0.040703400167699993
ACH-000994,-0.0262136257744
ACH-000996,-0.0526998975574
ACH-001001,-0.129682319006
ACH-001020,0.29061052782900004
ACH-001028,-0.249985273902
ACH-001031,-0.0271558691148
ACH-001038,-0.211921306334
ACH-001048,-0.342676067003
ACH-001050,-0.13268532589600002
ACH-001053,-0.297599572644
ACH-001054,-0.11843987295
ACH-001061,-0.09755310563570001
ACH-001067,0.00427130000281
ACH-001075,-0.14436666985899999
ACH-001096,-0.0133606166771
ACH-001128,-0.117887395365
ACH-001134,-0.136486191638
ACH-001151,-0.157247185298
ACH-001163,-0.245505824293
ACH-001164,0.184647340039
ACH-001173,-0.14631651078500002
ACH-001183,-0.0583238276578
ACH-001184,-0.328357257809
ACH-001190,-0.25436594895799997
ACH-001192,-0.34886019706699994
ACH-001193,-0.215668603145
ACH-001196,-0.0843684559683
ACH-001197,0.012466541224
ACH-001205,-0.335621740954
ACH-001211,-0.0963857814505
ACH-001212,-0.163716909056
ACH-001228,-0.21598791952799998
ACH-001232,-0.09717235577839999
ACH-001239,-0.167109141196
ACH-001274,-0.10854163373400001
ACH-001275,-0.22176890617699999
ACH-001277,-0.22346763028499997
ACH-001278,0.0036601077581900005
ACH-001280,0.0971919541648
ACH-001283,0.14487563262599998
ACH-001289,-0.062235797027199995
ACH-001295,-0.245443276237
ACH-001300,-0.140221154982
ACH-001301,-0.00419054953989
ACH-001302,0.100588860659
ACH-001303,-0.234946738438
ACH-001306,-0.140770726502
ACH-001318,-0.37944664835999997
ACH-001322,-0.268458664954
ACH-001328,-0.0976082623477
ACH-001332,-0.163560342377
ACH-001333,-0.246796464692
ACH-001336,-0.214406007051
ACH-001340,-0.08762422980799998
ACH-001346,-0.209246232157
ACH-001353,-0.0172264088076
ACH-001354,-0.0371652785149
ACH-001367,0.0278948011149
ACH-001368,-0.27412795783599997
ACH-001374,-0.0451553276681
ACH-001375,-0.0052011361945500005
ACH-001377,-0.24948265391
ACH-001380,-0.222205970491
ACH-001391,-0.18513996861200002
ACH-001407,-0.188204252353
ACH-001408,-0.011028665868899999
ACH-001413,-0.0042486569645599995
ACH-001430,-0.162383762711
ACH-001431,-0.15960157050899998
ACH-001450,0.08055037409089999
ACH-001496,-0.116693818684
ACH-001500,-0.267764602127
ACH-001521,-0.019475156811
ACH-001523,-0.0206201964118
ACH-001532,-0.18479333471999998
ACH-001536,-0.16111337871099998
ACH-001550,-0.33149013715799996
ACH-001552,0.0195804772661
ACH-001554,-0.313014596285
ACH-001645,-0.0290057004145
ACH-001654,-0.014664004887899998
ACH-001715,-0.28918933748000003
ACH-001735,-0.08978220636569999
ACH-001736,-0.143564468786
ACH-001737,-0.567713381077
ACH-001740,-0.179986566278
ACH-001745,-0.217879975528
ACH-001750,-0.10285667135399999
ACH-001765,-0.161315902773
ACH-001956,-0.106998369639
ACH-001957,-0.188550351336
