,SKIL (6498)
ACH-000004,0.0991691999808
ACH-000007,-0.271832658576
ACH-000009,-0.0002385781364
ACH-000011,0.182239052944
ACH-000012,0.203802679621
ACH-000013,0.107671188912
ACH-000014,-0.008304871092
ACH-000015,0.207386252914
ACH-000017,-0.0574831665338
ACH-000018,-0.059268854359099996
ACH-000019,-0.0629846546488
ACH-000021,0.105642751696
ACH-000022,0.161183546301
ACH-000025,-0.006839518474420001
ACH-000028,-0.0513762632169
ACH-000030,-0.0369196704589
ACH-000035,-0.0009206846948139999
ACH-000036,-0.0480905371931
ACH-000037,0.23549109981999997
ACH-000039,-0.0250890422321
ACH-000040,0.255935101928
ACH-000041,0.102320992492
ACH-000042,0.0336155330559
ACH-000045,0.0774075620013
ACH-000047,0.20624463782299998
ACH-000052,0.18415356739500002
ACH-000053,0.047839187700500004
ACH-000054,-0.0701928686806
ACH-000055,0.241309611531
ACH-000060,0.189666042655
ACH-000067,0.243827510421
ACH-000070,0.184975909201
ACH-000075,0.14603700109
ACH-000078,-0.0206159364102
ACH-000082,0.09728411710010001
ACH-000085,0.150055058234
ACH-000086,0.146696364161
ACH-000087,-0.0312689872993
ACH-000092,0.045494892606300005
ACH-000095,-0.0188335969567
ACH-000097,0.152366539296
ACH-000098,0.155734101718
ACH-000099,0.0980517698703
ACH-000108,0.17871245645199998
ACH-000113,-0.0271415489536
ACH-000115,0.09413853075039999
ACH-000116,0.0356740818468
ACH-000118,0.247665421621
ACH-000120,-0.048834546835099996
ACH-000123,0.013918958684200003
ACH-000127,0.111629617671
ACH-000128,-0.0530080315263
ACH-000132,0.0494070985319
ACH-000133,0.0898148867364
ACH-000137,0.141279981888
ACH-000138,-0.00838352329979
ACH-000142,-0.0194267471974
ACH-000143,0.041371928689
ACH-000146,0.19245336149700001
ACH-000148,0.059686848867499996
ACH-000150,0.051786458967900004
ACH-000152,0.0596844050364
ACH-000153,0.317262303197
ACH-000159,-0.0298225936666
ACH-000160,0.240818913956
ACH-000163,0.138746534815
ACH-000167,0.39921898897299996
ACH-000168,0.054590383227900004
ACH-000169,0.112109385194
ACH-000178,0.18170317182100001
ACH-000182,0.10395402066199999
ACH-000183,0.11761843420399999
ACH-000188,0.136615904362
ACH-000189,-0.176564452157
ACH-000190,0.294659025983
ACH-000198,-0.0922942392247
ACH-000204,-0.131801432293
ACH-000206,0.241732545739
ACH-000207,-0.199805367445
ACH-000211,0.132898270762
ACH-000215,0.0380921022684
ACH-000221,0.21516419561900002
ACH-000222,0.14633781319800002
ACH-000223,0.00719580958964
ACH-000226,0.137832162448
ACH-000227,0.27016250018599997
ACH-000228,0.20240552324499997
ACH-000231,0.0659422672357
ACH-000232,0.0506893398485
ACH-000233,-0.0322191749964
ACH-000234,-0.230410206492
ACH-000235,0.0383177059282
ACH-000237,0.0393856482788
ACH-000238,0.12829261249
ACH-000243,0.136001837846
ACH-000244,0.12815898198200001
ACH-000246,0.0311786703579
ACH-000248,0.0484610187186
ACH-000250,0.200189016479
ACH-000251,0.281616162306
ACH-000253,0.0538471919142
ACH-000255,0.357029610479
ACH-000256,0.0578291109333
ACH-000257,0.0697133575153
ACH-000258,-0.166274542878
ACH-000259,0.138908257517
ACH-000260,0.13833658452
ACH-000261,0.00718848586757
ACH-000262,0.24955844058600002
ACH-000263,0.175845367095
ACH-000264,-0.0377438857045
ACH-000265,0.130260210845
ACH-000266,0.05857190853619999
ACH-000272,0.0350619067903
ACH-000273,0.120291880881
ACH-000274,0.0225370473087
ACH-000277,0.00895416952537
ACH-000278,0.168211611041
ACH-000279,-0.0286744814696
ACH-000280,-0.0603038435769
ACH-000281,0.102705574191
ACH-000288,-0.012782034994999998
ACH-000291,0.158015943731
ACH-000293,0.15428402760600002
ACH-000294,-0.0422072825562
ACH-000295,-0.20979365167599998
ACH-000296,0.06980282252589999
ACH-000302,0.08188447370299999
ACH-000304,0.140776076624
ACH-000307,0.0998464724844
ACH-000308,0.200698252126
ACH-000310,0.013314892859
ACH-000311,-0.20696823467300002
ACH-000312,0.0875292854917
ACH-000315,0.139570342673
ACH-000316,0.033925187658799996
ACH-000317,0.0933851991343
ACH-000318,0.121072189233
ACH-000319,0.0710794056527
ACH-000320,0.057977575842500004
ACH-000322,0.127299449401
ACH-000323,0.0955041927376
ACH-000324,0.0694124456054
ACH-000329,0.0386317852006
ACH-000330,0.23835860357900002
ACH-000331,0.199531863812
ACH-000332,0.0687707139096
ACH-000334,0.21022382493900002
ACH-000335,0.0853298313894
ACH-000336,-0.189940644982
ACH-000337,0.268163292457
ACH-000339,0.061782507243300006
ACH-000341,0.0654227222887
ACH-000348,0.11331651548499999
ACH-000350,0.241350376342
ACH-000352,0.00471163483494
ACH-000356,0.17404853572700002
ACH-000361,0.19199951138799998
ACH-000362,-0.0837819427369
ACH-000363,0.0832588648616
ACH-000364,0.152661179895
ACH-000365,0.0192973070712
ACH-000366,0.00231448056518
ACH-000368,-0.0497823463741
ACH-000374,0.133167922928
ACH-000375,0.23544119965399998
ACH-000376,-0.00231982283082
ACH-000381,-0.119064494446
ACH-000383,0.0158871981048
ACH-000387,-0.109950969345
ACH-000389,-0.14548138539
ACH-000390,0.025680598349799997
ACH-000393,0.0982298767913
ACH-000395,0.023609300890200004
ACH-000397,-0.04075963181080001
ACH-000401,0.07317584289689999
ACH-000402,-0.0154936523539
ACH-000403,0.120287253273
ACH-000404,0.145644443792
ACH-000406,0.052659437288199995
ACH-000407,0.258584881205
ACH-000408,0.326809186652
ACH-000410,0.0569426553542
ACH-000411,0.0131850473008
ACH-000414,0.0751572780818
ACH-000415,-0.0768049266435
ACH-000416,0.108385776074
ACH-000420,-0.012428986337999999
ACH-000421,0.181647103429
ACH-000424,0.162755966579
ACH-000425,0.0952602447338
ACH-000426,0.0376497212359
ACH-000427,-0.019343794581400002
ACH-000433,-0.030261115565
ACH-000436,0.20197178078800002
ACH-000444,0.060775094442699996
ACH-000445,0.019660781137900003
ACH-000448,0.07805494020260001
ACH-000450,0.147969779576
ACH-000452,0.149170377145
