,ABCB8 (11194)
ACH-000004,0.114107825252
ACH-000007,-0.0778499188374
ACH-000009,0.061000920717199994
ACH-000011,0.136566936488
ACH-000012,0.129814635988
ACH-000013,0.111588382275
ACH-000014,-0.141853024037
ACH-000015,0.0508691752081
ACH-000017,0.0934346237162
ACH-000018,0.20693312167
ACH-000019,0.246836052265
ACH-000021,-0.0385324415593
ACH-000022,0.19870947578200002
ACH-000025,0.18701494379500003
ACH-000028,0.0794116046427
ACH-000030,0.104248656883
ACH-000035,0.0108327626821
ACH-000036,0.158608383576
ACH-000037,0.153157718093
ACH-000039,-0.142238463831
ACH-000040,-0.07509727834589999
ACH-000041,0.114989135051
ACH-000042,-0.0325094900416
ACH-000045,-0.230611638673
ACH-000047,0.004356176014930001
ACH-000052,0.0128939199055
ACH-000053,-0.135540707568
ACH-000054,0.17730046584800002
ACH-000055,0.128430251081
ACH-000060,0.07836369566269999
ACH-000067,0.19042588944699998
ACH-000070,0.198173302183
ACH-000075,0.166844937025
ACH-000078,-0.0161537542124
ACH-000082,0.18680299957899998
ACH-000085,0.354081700765
ACH-000086,0.111462422849
ACH-000087,0.31071132309099997
ACH-000092,0.147361770952
ACH-000095,-0.0107916316049
ACH-000097,-0.0037768547036599997
ACH-000098,0.188720204293
ACH-000099,0.10611232977299999
ACH-000108,0.0297743889732
ACH-000113,0.0908518904435
ACH-000115,0.105432398548
ACH-000116,0.0938543561717
ACH-000118,0.0999116901485
ACH-000120,-0.024667869152799997
ACH-000123,-0.019692154512599997
ACH-000127,-0.026435599818299998
ACH-000128,0.281300103774
ACH-000132,0.223718227328
ACH-000133,0.18991276766600002
ACH-000137,0.139898529337
ACH-000138,0.131413177225
ACH-000142,0.0366897550371
ACH-000143,0.030309905644
ACH-000146,-0.046489411386900006
ACH-000148,0.043866862191
ACH-000150,0.147394959068
ACH-000152,0.110649838051
ACH-000153,0.261844577631
ACH-000159,-0.105517019338
ACH-000160,0.17602911739799998
ACH-000163,0.242239062796
ACH-000167,0.530821855842
ACH-000168,0.229667390029
ACH-000169,0.10926789099199999
ACH-000178,-0.0162016347282
ACH-000182,-0.0579826321794
ACH-000183,-0.00202161787655
ACH-000188,0.184522655108
