,LAT (27040)
ACH-000004,-0.06775028487200001
ACH-000007,0.023360527035699998
ACH-000009,-0.00356314242913
ACH-000011,-0.0894394783594
ACH-000012,-0.121111224944
ACH-000013,-0.250805079551
ACH-000014,-0.105320573979
ACH-000015,-0.189460979229
ACH-000017,-0.20742254414099998
ACH-000018,-0.12638066852399998
ACH-000019,-0.023848923662
ACH-000021,-0.222903200397
ACH-000022,-0.110692164814
ACH-000025,-0.299916308934
ACH-000028,-0.179276923737
ACH-000030,-0.009062341303
ACH-000035,-0.0806117181937
ACH-000036,-0.05196135623669999
ACH-000037,-0.08639851508400001
ACH-000039,-0.0209698318717
ACH-000040,-0.150398119616
ACH-000041,-0.060587894928699995
ACH-000042,-0.0102545433415
ACH-000045,-0.0608595695378
ACH-000047,-0.290830478906
ACH-000052,-0.195633760121
ACH-000053,-0.0889065061001
ACH-000054,0.0194324703159
ACH-000055,0.0513323210451
ACH-000060,0.220586069166
ACH-000067,-0.0057961224468999996
ACH-000070,0.0049293856964100005
ACH-000075,-0.0772362495305
ACH-000078,0.043825446649000004
ACH-000082,-0.090721808925
ACH-000085,0.06164039685409999
ACH-000086,-0.08495918413889998
ACH-000087,-0.208311631058
ACH-000092,-0.0532200004244
ACH-000095,0.035033481543099994
ACH-000097,-0.08527624882950001
ACH-000098,-0.195862704355
ACH-000099,-0.06451383710030001
ACH-000108,-0.049044378588300006
ACH-000113,-0.154478762828
ACH-000115,-0.0632356165059
ACH-000116,-0.03449302700969999
ACH-000118,-0.100472909459
ACH-000120,-0.0274252514583
ACH-000123,-0.11050361130200001
ACH-000127,-0.34968869961099996
ACH-000128,-0.0220148354677
ACH-000132,-0.0749465039923
ACH-000133,-0.0115521494667
ACH-000137,-0.15564615849000002
ACH-000138,0.040375457110699994
ACH-000142,-0.263308469853
ACH-000143,-0.050240525403
ACH-000146,-0.043337454357900006
ACH-000148,-0.198339918406
ACH-000150,-0.169095865239
ACH-000152,0.0740133062553
ACH-000153,-0.138553969489
ACH-000159,-0.0917478432882
ACH-000160,0.120555893269
ACH-000163,-0.0365407277475
ACH-000167,-0.007611362910840001
ACH-000168,0.0270549404565
ACH-000169,-0.0975497267283
ACH-000178,-0.0532348810547
ACH-000182,-0.20510377376800001
ACH-000183,-0.05324964653440001
ACH-000188,0.050971530723199994
ACH-000189,-0.19030316613099998
ACH-000190,0.010554874991899998
ACH-000198,-0.0821217517616
ACH-000204,-0.204520207826
ACH-000206,-0.0935847624935
ACH-000207,-0.0121927022867
ACH-000211,0.0795965421225
ACH-000215,-0.0736443750098
ACH-000221,-0.269061392365
ACH-000222,0.163598841656
ACH-000223,-0.030033514635900004
ACH-000226,0.045364667884599995
ACH-000227,-0.264351977803
ACH-000228,-0.207080685444
ACH-000231,-0.19241698727899997
ACH-000232,-0.151585135841
ACH-000233,-0.13189235479
ACH-000234,-0.06973368751589999
ACH-000235,-0.0259068004012
ACH-000237,-0.0275712871265
ACH-000238,0.21282049515999998
ACH-000243,-0.122346018902
ACH-000244,0.0834415577265
ACH-000246,0.0225877722242
ACH-000248,-0.193283472643
ACH-000250,-0.121400485207
ACH-000251,-0.0285505210707
ACH-000253,0.026307059467099998
ACH-000255,-0.036927098059400004
ACH-000256,0.0423222631604
ACH-000257,0.115290569025
ACH-000258,0.05348722045530001
ACH-000259,-0.13551447652100002
ACH-000260,-0.11349476059000001
ACH-000261,-0.11027836297700001
ACH-000262,0.0487507850665
ACH-000263,0.123571645942
ACH-000264,-0.06727234159109999
ACH-000265,-0.19996859397999997
ACH-000266,0.00727244552362
ACH-000272,-0.023986505548299997
ACH-000273,-0.0958376504762
ACH-000274,-0.170798914406
ACH-000277,-0.0912585546081
ACH-000278,0.0137232069291
ACH-000279,-0.0129955131984
ACH-000280,-0.0762142992287
ACH-000281,0.181299755957
ACH-000288,-0.167333625584
ACH-000291,-0.146491011199
ACH-000293,-0.306300091645
ACH-000294,0.00689733511072
ACH-000295,-0.326263206149
ACH-000296,-0.136637629633
ACH-000302,-0.165423388062
ACH-000304,-0.210512804217
ACH-000307,-0.12325015660800001
ACH-000308,-0.11151477177100001
ACH-000310,-0.09882435387880001
ACH-000311,-0.176324821358
ACH-000312,-0.0456558856809
ACH-000315,-0.332362323631
ACH-000316,-0.0453681324092
ACH-000317,0.0353277585132
ACH-000318,-0.164300752147
ACH-000319,-0.380900877026
ACH-000320,0.131987790582
ACH-000322,-0.35597517200499995
ACH-000323,-0.325298265722
ACH-000324,-0.042222918675
ACH-000329,-0.000569728899153
ACH-000330,-0.129059982879
ACH-000331,-0.026171842536299998
ACH-000332,-0.0698640095705
ACH-000334,-0.111839969692
ACH-000335,-0.046778488712
ACH-000336,-0.14482258730699998
ACH-000337,-0.36436251919
ACH-000339,-0.123806631512
ACH-000341,0.00379950232608
ACH-000348,-0.00420423044415
ACH-000350,-0.0543895925627
ACH-000352,-0.084929411778
ACH-000356,-0.293229656445
ACH-000361,-0.13984122073
ACH-000362,-0.0808291614313
ACH-000363,-0.08923844866260001
ACH-000364,-0.0480522448736
ACH-000365,-0.28957779698
ACH-000366,-0.0753751200735
ACH-000368,-0.115471383005
ACH-000374,-0.0393734485186
ACH-000375,-0.15449454636
ACH-000376,-0.027195106843900002
ACH-000381,-0.104298406517
ACH-000383,0.0053181432478300004
ACH-000387,-0.17305472354600002
ACH-000389,-0.18871197107700002
ACH-000390,-0.159852232933
ACH-000393,0.0211960405314
ACH-000395,0.130421522793
ACH-000397,-0.08568521703819999
ACH-000401,-0.216065536332
ACH-000402,-0.407660144595
ACH-000403,-0.0270378040405
ACH-000404,-0.018423634571799997
ACH-000406,-0.198029546651
ACH-000407,-0.063439722129
ACH-000408,-0.252144459029
ACH-000410,-0.13752822567
ACH-000411,-0.0162674657856
ACH-000414,0.00573237057359
ACH-000415,-0.321170159728
ACH-000416,-0.145794960897
ACH-000420,-0.125536256741
ACH-000421,-0.172999277615
ACH-000424,-0.513924935586
ACH-000425,-0.23942553116999998
ACH-000426,0.0561551902111
ACH-000427,0.014199327868200001
ACH-000433,-0.189610812263
ACH-000436,-0.212442986725
ACH-000444,-0.076875290254
ACH-000445,-0.209215408118
ACH-000448,-0.213642319054
ACH-000450,-0.178415706275
ACH-000452,-0.22391678547600002
ACH-000454,-0.100453404263
ACH-000458,-0.113476632883
ACH-000459,-0.383071408153
ACH-000460,-0.104342135703
ACH-000461,-0.10028423319700001
ACH-000463,-0.029195256766499998
ACH-000464,-0.060419369439599996
ACH-000466,0.0768252160755
ACH-000467,0.103365638806
ACH-000468,0.0211546808654
ACH-000469,0.0111887871692
ACH-000470,0.0840004145314
ACH-000471,-0.101415708846
ACH-000472,-0.105313855399
ACH-000473,-0.202393842998
ACH-000475,-0.030365432315500002
ACH-000476,0.13697297715
ACH-000477,0.16146169676
ACH-000480,-0.130839911978
ACH-000481,-0.0624372191114
ACH-000483,-0.373860935198
ACH-000484,-0.19403709897
ACH-000485,-0.0448104107467
ACH-000486,-0.36132972403
ACH-000487,0.028111650190400003
ACH-000488,-0.23636887937399997
ACH-000490,-0.023495066759
ACH-000491,0.0973209198876
ACH-000495,-0.279992704577
ACH-000496,-0.17142592862
ACH-000499,-0.23079651325
ACH-000500,0.221108825805
ACH-000502,-0.17145618547400002
ACH-000503,-0.116680894577
ACH-000505,-0.12263828379899999
ACH-000507,-0.13804493578
ACH-000510,-0.331138915046
ACH-000511,-0.0380383156664
ACH-000512,0.107748901051
ACH-000516,-0.18955942896800002
ACH-000517,-0.0167889162152
ACH-000518,-0.110998535588
ACH-000520,-0.277789322798
ACH-000521,-0.0342510247573
ACH-000522,-0.14829943685799998
ACH-000524,0.0310945146793
ACH-000527,-0.157576745109
ACH-000528,-0.149332997459
ACH-000537,-0.251879505877
ACH-000541,-0.224630951236
ACH-000542,-0.10909111732000001
ACH-000544,-0.23091263789900002
ACH-000545,-0.071030263674
ACH-000547,-0.050784870646400006
ACH-000548,-0.0123481801134
ACH-000549,-0.0819477143734
ACH-000550,0.0327047510957
ACH-000552,-0.112729261274
ACH-000556,-0.184265436499
ACH-000557,0.0976492900532
ACH-000570,0.05222987012659999
ACH-000571,0.0400846189565
ACH-000573,0.0291412477586
ACH-000576,-0.0686057128751
ACH-000580,-0.153936730404
ACH-000584,-0.19078060098400001
ACH-000585,-0.246330575688
ACH-000588,-0.10383868107000001
ACH-000589,-0.15955738089000002
ACH-000591,-0.148857540368
ACH-000593,-0.149708569527
ACH-000600,0.16573858401
ACH-000601,-0.229683942443
ACH-000604,-0.390370766192
ACH-000605,-0.271299412443
ACH-000606,-0.23199988191799997
ACH-000608,-0.0489444072199
ACH-000614,-0.14190810636700002
ACH-000616,-0.0304377252905
ACH-000618,-0.11603169577500001
