,TENC1 (23371)
ACH-000004,-0.15178911113399998
ACH-000007,-0.382269596915
ACH-000009,-0.47066136709299994
ACH-000011,-0.21245106486600002
ACH-000012,-0.409717848499
ACH-000013,-0.516421654861
ACH-000014,-0.0015172691837500002
ACH-000015,-0.37762023120099997
ACH-000017,-0.438848596445
ACH-000018,-0.497323829205
ACH-000019,-0.33758160699699996
ACH-000021,-0.329112436574
ACH-000022,-0.319392022014
ACH-000025,-0.390944972036
ACH-000028,-0.536658293796
ACH-000030,-0.381652930486
ACH-000035,-0.264302595938
ACH-000036,-0.220444947856
ACH-000037,-0.43662459356100003
ACH-000039,-0.36203422928400003
ACH-000040,-0.390942199701
ACH-000041,-0.492754260756
ACH-000042,-0.204887816138
ACH-000045,-0.144846264627
ACH-000047,-0.360324810182
ACH-000052,-0.22437417782400002
ACH-000053,-0.334005424083
ACH-000054,-0.306872079471
ACH-000055,-0.545730747572
ACH-000060,-0.350614059247
ACH-000067,-0.36708187869000003
ACH-000070,-0.411064178705
ACH-000075,-0.320093213028
ACH-000078,-0.404762803622
ACH-000082,-0.261867773662
ACH-000085,-0.08353978692710001
ACH-000086,-0.5430456782549999
ACH-000087,-0.522264392693
ACH-000092,-0.121888160658
ACH-000095,-0.21269129611999998
ACH-000097,-0.41950786792800004
ACH-000098,-0.223208435148
ACH-000099,-0.308688188789
ACH-000108,-0.221465475806
ACH-000113,-0.266954516696
ACH-000115,-0.23916628194200001
ACH-000116,-0.20940581195900002
ACH-000118,-0.30822349588799997
ACH-000120,-0.15601823869999998
ACH-000123,-0.281385399092
ACH-000127,-0.426103855039
ACH-000128,-0.49601709146899997
ACH-000132,-0.215584447782
ACH-000133,-0.571880829702
ACH-000137,-0.228897193802
ACH-000138,-0.4142039442
ACH-000142,-0.41288252798600006
ACH-000143,-0.0804195904395
ACH-000146,-0.25187044283300003
ACH-000148,-0.34440476282399995
ACH-000150,-0.352659830066
ACH-000152,-0.430469817304
ACH-000153,-0.247868737679
ACH-000159,-0.20753563518100002
ACH-000160,-0.485909809075
ACH-000163,-0.46422082130900005
ACH-000167,-0.22090064229800002
ACH-000168,-0.48039197987300003
ACH-000169,-0.28565734125799996
ACH-000178,-0.266171813259
ACH-000182,-0.30862552485
ACH-000183,-0.300679654908
ACH-000188,-0.37711306355999996
ACH-000189,-0.230718259704
ACH-000190,-0.46267911802100004
ACH-000198,-0.252647992797
ACH-000204,0.1580149275
ACH-000206,-0.126396565052
ACH-000207,-0.37114284360600003
ACH-000211,-0.20869162052499998
ACH-000215,-0.38064998635200004
ACH-000221,-0.101801541378
ACH-000222,-0.230388944731
ACH-000223,-0.29755792467500003
ACH-000226,-0.041207083742900004
ACH-000227,-0.346702824843
ACH-000228,-0.406816050872
ACH-000231,-0.5084739145480001
ACH-000232,-0.324420942279
ACH-000233,-0.306715442841
ACH-000234,-0.321983941434
ACH-000235,-0.378761448018
ACH-000237,-0.15608162308499998
ACH-000238,-0.421387429348
ACH-000243,-0.265453723712
ACH-000244,0.0505355778506
ACH-000246,-0.483204966766
ACH-000248,-0.47030509072300003
ACH-000250,-0.239943368073
ACH-000251,-0.215691992249
ACH-000253,-0.166221834343
ACH-000255,-0.24103037563299998
ACH-000256,-0.309700834914
ACH-000257,-0.130542105356
ACH-000258,-0.304314598459
ACH-000259,-0.33805981360699994
ACH-000260,-0.236122606796
ACH-000261,-0.416274225481
ACH-000262,-0.36589999191399997
ACH-000263,-0.709219511097
ACH-000264,-0.406124640931
ACH-000265,-0.207724351624
ACH-000266,-0.309024339401
ACH-000272,-0.211751642064
ACH-000273,-0.331521074798
ACH-000274,-0.510176039339
ACH-000277,-0.315674277608
ACH-000278,-0.29260236348499996
ACH-000279,-0.34578636175599997
ACH-000280,-0.335117201727
ACH-000281,-0.39919367407799994
ACH-000288,-0.362540737763
ACH-000291,-0.40209473051
ACH-000293,-0.423825604461
ACH-000294,-0.21484937682500002
ACH-000295,-0.11032511135399999
ACH-000296,-0.323739394174
ACH-000302,-0.303096711455
ACH-000304,-0.45866694974100003
ACH-000307,-0.38625090766599995
ACH-000308,-0.33052030675
ACH-000310,-0.08908224718800001
ACH-000311,-0.32979643562100003
ACH-000312,-0.32358399673599997
ACH-000315,-0.27660999634
ACH-000316,-0.338268546706
ACH-000317,-0.13033345435799998
ACH-000318,-0.595533507233
ACH-000319,-0.469792104203
ACH-000320,-0.340361423285
ACH-000322,-0.400038205816
ACH-000323,-0.251049940066
ACH-000324,-0.326392778082
ACH-000329,-0.368913705462
ACH-000330,-0.10453989070900001
ACH-000331,-0.204443478021
ACH-000332,-0.286454833134
ACH-000334,-0.131014759224
ACH-000335,-0.548013516542
ACH-000336,-0.583184703693
ACH-000337,-0.193233576322
ACH-000339,-0.444700738235
ACH-000341,-0.344770465993
ACH-000348,-0.189376204318
ACH-000350,-0.43137492792800003
ACH-000352,-0.221297895853
ACH-000356,-0.540781423629
ACH-000361,-0.07507964448580001
ACH-000362,-0.265762183714
ACH-000363,-0.143622691797
ACH-000364,-0.37480342634400005
ACH-000365,-0.467115244267
ACH-000366,-0.31342400302900003
ACH-000368,-0.257548776424
ACH-000374,-0.390313791286
ACH-000375,-0.36219094977099997
ACH-000376,-0.26108134731
ACH-000381,0.0039497618449
ACH-000383,-0.29578644059799997
ACH-000387,-0.539224275797
ACH-000389,-0.303282505841
ACH-000390,-0.43069911887400003
ACH-000393,-0.212473111613
ACH-000395,-0.396674381875
ACH-000397,-0.27132367085000003
ACH-000401,-0.291647002674
ACH-000402,-0.144435682154
ACH-000403,-0.311627567358
ACH-000404,-0.315695015548
ACH-000406,-0.308930798153
ACH-000407,-0.282606965617
ACH-000408,-0.416115273936
ACH-000410,-0.40269855291
ACH-000411,-0.149972702369
ACH-000414,-0.324332496496
ACH-000415,-0.311525817757
ACH-000416,-0.356374677443
ACH-000420,0.00876233713476
ACH-000421,-0.542568137625
ACH-000424,-0.496684717341
ACH-000425,-0.241597393312
ACH-000426,-0.240504374166
ACH-000427,-0.380067300093
ACH-000433,-0.543760520114
ACH-000436,-0.340741458734
ACH-000444,-0.140571501099
ACH-000445,-0.394729943627
ACH-000448,-0.40737157943700003
ACH-000450,-0.353921401723
ACH-000452,-0.48588682311000003
ACH-000454,-0.421983038032
ACH-000458,-0.279242585178
ACH-000459,-0.274407055979
ACH-000460,-0.347653041447
ACH-000461,-0.374433752201
ACH-000463,-0.215178221047
ACH-000464,-0.286761520613
ACH-000466,-0.276681338221
ACH-000467,-0.26720246174199996
ACH-000468,-0.521961927564
ACH-000469,-0.39838008503899996
ACH-000470,-0.489905649705
ACH-000471,-0.324384016
ACH-000472,-0.38653593096600003
ACH-000473,-0.472948647519
ACH-000475,-0.28286706011999996
ACH-000476,-0.18143910654599998
ACH-000477,-0.0380245468284
ACH-000480,-0.54758531281
ACH-000481,-0.561947186406
ACH-000483,-0.3689807761300001
ACH-000484,-0.205578337466
ACH-000485,-0.43668465448399996
ACH-000486,-0.382462636019
ACH-000487,-0.337773195677
ACH-000488,-0.348472052598
ACH-000490,-0.531006605676
ACH-000491,-0.45971382589800003
ACH-000495,-0.179407196624
ACH-000496,-0.351859775404
ACH-000499,-0.46283683475299997
ACH-000500,-0.657021567569
ACH-000502,-0.280656371571
ACH-000503,-0.28722263772
ACH-000505,-0.313987505562
ACH-000507,-0.338606817601
ACH-000510,-0.34470688913900005
ACH-000511,-0.34544546498400003
ACH-000512,-0.791369286691
ACH-000516,-0.36142779659999996
ACH-000517,-0.26250661108199996
ACH-000518,-0.380748059212
ACH-000520,-0.362816887937
ACH-000521,-0.304770914479
ACH-000522,-0.265642121692
ACH-000524,-0.24067859677200001
ACH-000527,-0.31599264513
ACH-000528,-0.300995484956
ACH-000537,-0.33629436552299996
ACH-000541,-0.660458306654
ACH-000542,-0.409734505797
ACH-000544,-0.314671399905
ACH-000545,-0.37118528916999993
ACH-000547,-0.267035201396
ACH-000548,-0.375897110357
ACH-000549,-0.299777773194
ACH-000550,-0.332297763664
ACH-000552,-0.305270852695
ACH-000556,-0.5465761898529999
ACH-000557,-0.25709924103500004
ACH-000570,-0.35206265343800003
ACH-000571,-0.18662758187399997
ACH-000573,-0.19681584503600003
ACH-000576,-0.208339080945
ACH-000580,-0.250971160333
ACH-000584,-0.453428518151
ACH-000585,-0.488689322548
ACH-000588,-0.267230291983
ACH-000589,-0.375729382864
ACH-000591,-0.41643554039399994
ACH-000593,-0.535359145979
ACH-000600,-0.27902188271699996
ACH-000601,-0.33757693647299997
ACH-000604,-0.34780975671899994
ACH-000605,-0.22420453545000002
ACH-000606,-0.46267589226000005
ACH-000608,-0.491567494981
ACH-000614,-0.410553367861
ACH-000616,-0.43083387599399997
ACH-000618,-0.409501682302
ACH-000619,-0.329689651268
ACH-000620,-0.23471130849599997
ACH-000621,-0.465393799476
ACH-000622,-0.234220197702
ACH-000623,-0.377033421092
ACH-000624,-0.33109455408300004
ACH-000627,-0.245306212259
ACH-000630,-0.342037595229
ACH-000632,-0.304480480312
ACH-000633,-0.344113892302
ACH-000637,-0.215811060005
ACH-000638,-0.415121576575
ACH-000646,-0.191668625687
ACH-000647,-0.28414610609700003
ACH-000648,-0.321718040735
ACH-000649,-0.44289811014799996
ACH-000651,-0.562159642667
ACH-000652,-0.17130414564899998
ACH-000653,-0.440666137514
ACH-000657,-0.44296371534199996
ACH-000658,-0.21776027264400002
ACH-000661,-0.48828069391199996
ACH-000662,-0.0474827398685
ACH-000663,-0.306202698975
ACH-000665,-0.469104352023
ACH-000671,-0.32598850464400003
ACH-000673,-0.34383226766900005
ACH-000676,-0.36175916044600004
ACH-000677,-0.583162776573
ACH-000681,-0.188706940341
ACH-000682,-0.551123545646
ACH-000683,-0.42545020869499994
ACH-000684,-0.380167201738
ACH-000688,-0.611266965548
ACH-000693,-0.528475533308
ACH-000694,-0.5423132759279999
ACH-000695,-0.38465678891000005
ACH-000696,-0.362009324365
ACH-000697,-0.41362852549999995
ACH-000699,-0.157651427934
ACH-000701,-0.507172937313
ACH-000706,-0.159706279801
ACH-000711,-0.376215824465
ACH-000713,-0.359791055573
ACH-000714,-0.19031578363499999
ACH-000718,-0.239318579177
ACH-000720,-0.380612956858
ACH-000721,-0.24771128203099999
ACH-000724,-0.024070063436
ACH-000725,-0.247037433751
ACH-000732,-0.415250909564
ACH-000734,-0.33570149186399995
ACH-000735,-0.487157594688
ACH-000736,-0.351948950631
ACH-000738,-0.571398547353
ACH-000746,-0.236307938206
ACH-000747,-0.223470510367
