,BCL6B (255877)
ACH-000004,0.159979371591
ACH-000007,0.0455282933279
ACH-000009,-0.044501372355899994
ACH-000011,-0.0107126467436
ACH-000012,0.07117083836410001
ACH-000013,-0.06929587559660001
ACH-000014,0.0311057634241
ACH-000015,-0.00765778170999
ACH-000017,0.017740550162
ACH-000018,-0.0761040491127
ACH-000019,0.119902301096
ACH-000021,0.013178533259399999
ACH-000022,0.0234432619688
ACH-000025,-0.039330323986400004
ACH-000028,-0.0943288357177
ACH-000030,0.104392118133
ACH-000035,0.0325386821029
ACH-000036,-0.106054396501
ACH-000037,0.05330155993959999
ACH-000039,0.060363441766999995
ACH-000040,-0.10867334936899999
ACH-000041,-0.09635017308119999
ACH-000042,-0.06157373432580001
ACH-000045,-0.133418683871
ACH-000047,-0.10659030332599999
ACH-000052,-0.104524594996
ACH-000053,-0.0017467307739700002
ACH-000054,-0.0285245143389
ACH-000055,0.39421277563199997
ACH-000060,-0.19714974925
ACH-000067,-0.012263540522
ACH-000070,-0.189116992149
ACH-000075,0.00550837947148
ACH-000078,-0.00859447738353
ACH-000082,-0.0855628149044
ACH-000085,0.16195561485999999
ACH-000086,-0.0319032797194
ACH-000087,0.018776315350900002
ACH-000092,-0.015355229408599999
ACH-000095,0.0336530279543
ACH-000097,-0.050587398907399994
ACH-000098,-0.0205616266275
ACH-000099,-0.017406556697
ACH-000108,0.00814179149942
ACH-000113,-0.170987886385
ACH-000115,-0.08160736136489999
ACH-000116,0.163884132085
ACH-000118,-0.0297840196364
ACH-000120,0.17835879656800002
ACH-000123,-0.113831375004
ACH-000127,0.047339855383800006
ACH-000128,-0.000648395597351
ACH-000132,-0.04609444109019999
ACH-000133,-0.171016779767
ACH-000137,0.017389479994700002
ACH-000138,-0.157105033649
ACH-000142,-0.00723042625191
ACH-000143,0.027512291404499997
ACH-000146,-0.0176650900834
ACH-000148,0.0712559786974
ACH-000150,0.00914322672354
ACH-000152,-0.095471766702
ACH-000153,0.0652546532075
ACH-000159,0.06014686823919999
ACH-000160,0.0052144377756
ACH-000163,0.0316834844583
ACH-000167,0.234663483847
ACH-000168,0.0105024602012
ACH-000169,0.049585228050499995
ACH-000178,-0.017673643509400004
ACH-000182,-0.138531896079
ACH-000183,-0.0792423753438
ACH-000188,-0.45805454764200004
ACH-000189,0.0715087084669
ACH-000190,-0.16724350326600002
ACH-000198,-0.024709971266799996
ACH-000204,-0.183707280997
ACH-000206,-0.0680361476542
ACH-000207,-0.46766705759300004
ACH-000211,-0.0350823925154
ACH-000215,-0.0170035477394
ACH-000221,-0.09611296990639999
ACH-000222,-0.108924963597
ACH-000223,-0.099302480447
ACH-000226,-0.19240659360100001
ACH-000227,-0.0450028042918
ACH-000228,-0.22640627040999997
ACH-000231,-0.0761709121239
ACH-000232,-0.050449821226
ACH-000233,-0.09373647891239999
ACH-000234,-0.10350903669299999
ACH-000235,-0.09153046442389999
ACH-000237,-0.000897536658489
ACH-000238,-0.2997982439
ACH-000243,-0.0864407634297
ACH-000244,-0.368677547298
ACH-000246,-0.0441830277257
ACH-000248,0.0866876969182
ACH-000250,-0.0995622044109
ACH-000251,-0.0414496618095
ACH-000253,0.051908363521600005
ACH-000255,0.0670602556467
ACH-000256,-0.20593797596799998
ACH-000257,-0.16622103139799999
ACH-000258,-0.00793518926224
ACH-000259,-0.0546489731446
ACH-000260,0.0227869999134
ACH-000261,0.18954428837600001
ACH-000262,0.0148585507803
ACH-000263,-0.403007027007
ACH-000264,-0.0802180091664
ACH-000265,-0.0787039715797
ACH-000266,-0.0416454739505
ACH-000272,0.0262230675984
ACH-000273,-0.0680627292791
ACH-000274,0.010441512374299999
ACH-000277,-0.0184027367774
ACH-000278,0.0027034998832600006
ACH-000279,-0.0006617449318600001
ACH-000280,-0.113687803676
ACH-000281,0.0860338343225
ACH-000288,-0.289874597649
ACH-000291,-0.040937136892499996
ACH-000293,-0.0683068939997
ACH-000294,-0.0869500354708
ACH-000295,-0.0356044027514
ACH-000296,-0.24661411831099997
ACH-000302,0.0256561677307
ACH-000304,0.0599044398502
ACH-000307,-0.0823965343517
ACH-000308,-0.048405187477000004
ACH-000310,0.267298401457
ACH-000311,-0.028456265315
ACH-000312,0.0424895262289
ACH-000315,0.259376744146
ACH-000316,-0.0544582010597
ACH-000317,0.10626546502
ACH-000318,-0.0539622574849
ACH-000319,-0.041437260790699995
ACH-000320,0.26507909289799997
ACH-000322,-0.055536253684
ACH-000323,-0.13191671309699998
ACH-000324,0.0877810185283
ACH-000329,0.0672915565113
ACH-000330,-0.217049671822
ACH-000331,0.047784684240899995
ACH-000332,0.010402329294200001
ACH-000334,-0.0524396589202
ACH-000335,-0.180402839212
ACH-000336,-0.222768589993
ACH-000337,0.0373693475421
ACH-000339,-0.0802226473614
ACH-000341,-0.00552840819034
ACH-000348,-0.023334259980599997
ACH-000350,0.08471208237839999
ACH-000352,-0.0473244083846
ACH-000356,-0.0800515208837
ACH-000361,-0.276952268776
ACH-000362,-0.11902692334699999
ACH-000363,-0.0332300498161
ACH-000364,-0.000763736396761
ACH-000365,-0.0940302832842
ACH-000366,-0.0805179105799
ACH-000368,0.120265589769
ACH-000374,0.10074362898
ACH-000375,-0.17578497329999998
ACH-000376,0.03607906158580001
ACH-000381,-0.174786016475
ACH-000383,-0.10773982603
ACH-000387,-0.08120290400510001
ACH-000389,-0.255299302909
ACH-000390,0.058750533570099996
ACH-000393,-0.0244185460812
ACH-000395,-0.129271508851
ACH-000397,-0.06223468729309999
ACH-000401,0.184952027604
ACH-000402,-0.342703599418
ACH-000403,0.0275271724748
ACH-000404,-0.286313083841
ACH-000406,0.0276514522142
ACH-000407,-0.108067792281
ACH-000408,0.09164146321360002
ACH-000410,-0.014382753495499999
ACH-000411,-0.17702593337
ACH-000414,-0.103276916483
ACH-000415,-0.18781646606
ACH-000416,0.120631637781
ACH-000420,-0.050426453062000005
ACH-000421,-0.0775423016561
ACH-000424,-0.11556444505699999
ACH-000425,0.08879324603599999
ACH-000426,0.40366706921400003
ACH-000427,0.0526620663195
ACH-000433,0.15387419259500001
ACH-000436,0.153269758429
ACH-000444,0.0618786672413
ACH-000445,-0.138493418159
ACH-000448,-0.0102857294668
ACH-000450,-0.175038805604
ACH-000452,-0.112834124918
ACH-000454,-0.04627953598930001
ACH-000458,-0.141955055395
ACH-000459,0.09356414265450001
ACH-000460,-0.09098269923709999
ACH-000461,0.0008619675018169999
ACH-000463,0.105459810834
ACH-000464,-0.0808816325929
ACH-000466,0.035959463668699995
ACH-000467,0.0415621625549
ACH-000468,-0.141729340633
ACH-000469,-0.177303832187
ACH-000470,-0.126543201776
ACH-000471,-0.034508021885199996
ACH-000472,-0.0849676102678
ACH-000473,-0.07533844861039998
ACH-000475,-0.14279236034499998
ACH-000476,-0.08700135274
ACH-000477,0.0682620799539
ACH-000480,-0.07239581554920001
ACH-000481,-0.058275272758099995
ACH-000483,0.11486091484500001
ACH-000484,-0.270069074873
ACH-000485,0.102049876852
ACH-000486,-0.0482911391711
ACH-000487,0.12318446058299999
ACH-000488,-0.200555577599
ACH-000490,0.0150555077582
ACH-000491,-0.0955740247726
ACH-000495,-0.151308731325
ACH-000496,0.0957432559093
ACH-000499,-0.0327409556398
ACH-000500,-0.276228494394
ACH-000502,-0.133786181255
ACH-000503,-0.38344329572700003
ACH-000505,0.00107510550246
ACH-000507,-0.0224866767133
ACH-000510,0.0006656971367530001
ACH-000511,0.0326654012388
ACH-000512,0.0675100717655
ACH-000516,0.04303215824659999
ACH-000517,0.00156515103925
ACH-000518,-0.10018836677000001
ACH-000520,0.048876126528599996
ACH-000521,0.162059097209
ACH-000522,-0.000615269765807
ACH-000524,-0.050733789845500005
ACH-000527,-0.0438219020141
ACH-000528,0.10316973947699999
ACH-000537,0.042002381459300006
ACH-000541,0.35351369319799997
ACH-000542,-0.036722668009199995
ACH-000544,-0.0516651778471
ACH-000545,-0.0328958043133
ACH-000547,-0.212279877078
ACH-000548,-0.0903357186575
ACH-000549,-0.187819078107
ACH-000550,-0.28592164963399996
ACH-000552,-0.08083508758760001
ACH-000556,-0.234386769918
ACH-000557,-0.052068124867099996
ACH-000570,-0.24464823739799998
ACH-000571,-0.12834235797000001
ACH-000573,-0.124732084738
ACH-000576,-0.027836165453499997
ACH-000580,0.01908690676
ACH-000584,-0.17486697885000002
ACH-000585,-0.14414047077
ACH-000588,0.061792276807199994
ACH-000589,0.013350378034700001
ACH-000591,0.139518893911
ACH-000593,-0.10441135738500001
ACH-000600,-0.182379877327
ACH-000601,-0.0936995432809
ACH-000604,-0.407513065114
ACH-000605,-0.100867684395
ACH-000606,-0.122275124151
ACH-000608,-0.151818917672
ACH-000614,0.199991244732
ACH-000616,0.0685203436522
ACH-000618,0.0644972702808
ACH-000619,-0.149664753815
ACH-000620,-0.10107356794500001
ACH-000621,-0.0884981691701
ACH-000622,0.182985054197
ACH-000623,-0.0900708104535
ACH-000624,-0.134975928967
ACH-000627,-0.18039103583000002
ACH-000630,-0.0655956129501
ACH-000632,-0.0893783111996
ACH-000633,-0.0864810243104
ACH-000637,0.0328595389337
ACH-000638,-0.06102803344819999
ACH-000646,0.042214919599400005
ACH-000647,0.0701594010778
ACH-000648,-0.0132677303574
ACH-000649,0.08524962767280002
ACH-000651,-0.0425921455792
ACH-000652,-0.093839284399
ACH-000653,0.031574859776
ACH-000657,-0.0567142330804
ACH-000658,-0.0172261663646
ACH-000661,0.228823268431
ACH-000662,0.0335239810041
ACH-000663,0.0859341169892
ACH-000665,-0.053273410834900004
ACH-000671,-0.12143248638
ACH-000673,-0.173400012168
ACH-000676,0.06596208158490001
ACH-000677,0.0178138612933
ACH-000681,-0.0557327625266
ACH-000682,-0.0624722506889
ACH-000683,0.127934836313
ACH-000684,0.00429928306226
ACH-000688,0.10463003690400001
ACH-000693,-0.171696154063
ACH-000694,-0.005017313628510001
ACH-000695,-0.19831729247299998
ACH-000696,0.0884906955573
ACH-000697,-0.0798907451719
ACH-000699,-0.041136602847
ACH-000701,0.0207978346947
