,GBA (2629)
ACH-000004,0.28316627712299997
ACH-000007,-0.0036556255552199993
ACH-000009,-0.10526384563999999
ACH-000011,0.38278914342799997
ACH-000012,0.07917178818580001
ACH-000013,0.11450349350500001
ACH-000014,0.00288622942595
ACH-000015,0.0258155490498
ACH-000017,0.220452021518
ACH-000018,0.17335683609400002
ACH-000019,0.16978455910999998
ACH-000021,-0.07834902927630001
ACH-000022,0.158648126651
ACH-000025,0.0855257265794
ACH-000028,0.15170661387
ACH-000030,0.18870741345699998
ACH-000035,0.314563855533
ACH-000036,0.0116371974257
ACH-000037,0.23554460212499997
ACH-000039,-0.02653865004
ACH-000040,0.171139176552
ACH-000041,0.283106068867
ACH-000042,0.19684358020999998
ACH-000045,-0.000412830667086
ACH-000047,0.19512374640799998
ACH-000052,0.36689787063
ACH-000053,0.153782507612
ACH-000054,0.126462088025
ACH-000055,-0.11962386288799999
ACH-000060,0.20614494462400001
ACH-000067,0.271641920302
ACH-000070,0.19402281194
ACH-000075,0.167301259435
ACH-000078,-0.149241264111
ACH-000082,0.114924425168
ACH-000085,0.0954312181786
ACH-000086,-0.20654385284600002
ACH-000087,0.161182218487
ACH-000092,0.0071504448993000005
ACH-000095,0.106994373521
ACH-000097,0.153084766371
ACH-000098,0.0758300137472
ACH-000099,0.103249174177
ACH-000108,0.14977949889699999
ACH-000113,0.20061211768399997
ACH-000115,0.382043866224
ACH-000116,0.256039079186
ACH-000118,0.07759627640200001
ACH-000120,0.020057281485599997
ACH-000123,0.25184005945300003
ACH-000127,0.152179232694
ACH-000128,0.101006244605
ACH-000132,0.169679931969
ACH-000133,0.0832643701733
ACH-000137,0.00568285167031
ACH-000138,0.14621603120999999
ACH-000142,0.142035945779
ACH-000143,0.203986756257
ACH-000146,0.0807942145577
ACH-000148,0.0172159844599
ACH-000150,0.0722271498895
ACH-000152,0.08952168988949999
ACH-000153,0.0107405668382
ACH-000159,0.0140641315178
ACH-000160,0.204834490988
ACH-000163,0.11247317912999999
ACH-000167,0.150308197237
ACH-000168,0.132915171857
ACH-000169,0.218782201754
ACH-000178,0.112845496649
ACH-000182,0.123680841845
ACH-000183,0.152406252416
ACH-000188,0.048230007275
ACH-000189,0.0618394719443
ACH-000190,0.220857654769
ACH-000198,0.20253027940499999
ACH-000204,-0.115352653836
ACH-000206,0.130512981962
ACH-000207,0.14325472496
ACH-000211,0.056163833908000005
ACH-000215,0.0619910798671
ACH-000221,0.122537658267
ACH-000222,-0.0850968502135
ACH-000223,0.146427541889
ACH-000226,0.030628127747499997
ACH-000227,0.306357719334
ACH-000228,-0.00103863719392
ACH-000231,0.25258410141
ACH-000232,0.16983736040999997
ACH-000233,0.0281900014422
ACH-000234,0.0914598794119
ACH-000235,-0.0373167784505
ACH-000237,0.0197624478782
ACH-000238,0.231216167104
ACH-000243,-0.029484375852399998
ACH-000244,-0.030459633444
ACH-000246,0.071470430861
ACH-000248,0.203340259247
ACH-000250,0.139812720532
ACH-000251,-0.034861993785
ACH-000253,0.179364818385
ACH-000255,0.0161921041397
ACH-000256,0.239949868004
ACH-000257,0.268179886834
ACH-000258,-0.124460444212
ACH-000259,0.122152489453
ACH-000260,0.105259515843
ACH-000261,0.11813677293500001
ACH-000262,0.239163986285
