,KIT (3815)
ACH-000004,-0.0553009491785
ACH-000007,-0.251124458042
ACH-000009,-0.0163036473113
ACH-000011,-0.18978468052099998
ACH-000012,-0.38122159434
ACH-000013,0.03840889176869999
ACH-000014,-0.37483660768700006
ACH-000015,-0.196109828244
ACH-000017,-0.24709523303300002
ACH-000018,-0.08119443573889999
ACH-000019,-0.30992792504
ACH-000021,-0.20851377431499998
ACH-000022,-0.336056362281
ACH-000025,-0.106216844664
ACH-000028,-0.244256175926
ACH-000030,-0.20798491529
ACH-000035,-0.0621614639209
ACH-000036,-0.09230043952160001
ACH-000037,-0.390009527455
ACH-000039,-0.283975170119
ACH-000040,-0.338978364783
ACH-000041,-0.21118845860100002
ACH-000042,-0.189522496009
ACH-000045,-0.0344537766912
ACH-000047,-0.255589552698
ACH-000052,0.0205825626765
ACH-000053,-0.100935486109
ACH-000054,-0.125213608581
ACH-000055,-0.0577410817353
ACH-000060,-0.359940780982
ACH-000067,-0.21461544851199998
ACH-000070,0.0741017318355
ACH-000075,-0.205065931222
ACH-000078,-0.297133492231
ACH-000082,-0.152346586018
ACH-000085,-0.295721557294
ACH-000086,-0.0103323392095
ACH-000087,-0.163526372438
ACH-000092,-0.0217143249973
ACH-000095,-0.182962809687
ACH-000097,-0.300661902045
ACH-000098,-0.157703707921
ACH-000099,-0.33650890075499995
ACH-000108,-0.12783074184499998
ACH-000113,-0.0992519791615
ACH-000115,-0.0574642927548
ACH-000116,-0.017955540666900003
ACH-000118,-0.23964040630999997
ACH-000120,-0.170853971695
ACH-000123,-0.107530809143
ACH-000127,-0.139825719284
ACH-000128,-0.316253208319
ACH-000132,-0.161509305273
ACH-000133,-0.20946282554600001
ACH-000137,0.0716578671085
ACH-000138,-0.111732978545
ACH-000142,-0.15597039408399999
ACH-000143,-0.129318954485
ACH-000146,-0.0950727839069
ACH-000148,-0.181536979334
ACH-000150,-0.0355285292975
ACH-000152,-0.25266287080600003
ACH-000153,-0.162406214346
ACH-000159,-0.149139360353
ACH-000160,-0.19184568674400002
ACH-000163,-0.313286203019
ACH-000167,-0.0979553283111
ACH-000168,-0.164851656601
ACH-000169,-0.26300766138799997
ACH-000178,-0.206760068666
ACH-000182,-0.20422076392799998
ACH-000183,-0.301681995503
ACH-000188,-0.085497993113
ACH-000189,-0.057651876952200004
ACH-000190,-0.05909434313080001
ACH-000198,-0.166515559813
ACH-000204,-0.021887822206599995
ACH-000206,-0.004489619178659999
ACH-000207,-0.07546178206830001
ACH-000211,-0.31420587020999996
ACH-000215,-0.5840068022070001
ACH-000221,-0.0458523215766
ACH-000222,-0.141529606602
ACH-000223,-0.111481966068
ACH-000226,-0.335034307737
ACH-000227,-0.283957263521
ACH-000228,-0.0732136603882
ACH-000231,-0.179905206517
ACH-000232,-0.20708631966899999
ACH-000233,0.00679833020365
ACH-000234,0.061962001892
ACH-000235,-0.112559580906
ACH-000237,-0.152374065622
ACH-000238,-0.18622674875300002
ACH-000243,-0.130264541853
ACH-000244,-0.025752192365000003
ACH-000246,0.025205910549
ACH-000248,-0.24630009981800002
ACH-000250,-0.09360021812560002
ACH-000251,-0.247460069396
ACH-000253,-0.152052908434
ACH-000255,-0.174451686287
ACH-000256,-0.326749463087
ACH-000257,-0.272388553555
ACH-000258,0.0152004562323
ACH-000259,-0.159076640904
ACH-000260,-0.263297760224
ACH-000261,-0.180545601361
ACH-000262,-0.224718317959
ACH-000263,-1.27009016464
ACH-000264,-0.202196258677
ACH-000265,-0.24281980545200002
ACH-000266,-0.0632337290215
ACH-000272,-0.159177252337
ACH-000273,-0.148607397139
ACH-000274,-0.16970339686900002
ACH-000277,-0.252931789586
ACH-000278,-0.07239942908460001
ACH-000279,-0.37471425140299996
ACH-000280,-0.267344228175
ACH-000281,0.0579009740802
ACH-000288,-0.09550010724789999
ACH-000291,0.00490015135836
ACH-000293,-0.24990415848499997
ACH-000294,-0.10504535838500001
ACH-000295,-0.069676840427
ACH-000296,0.028848105692099998
ACH-000302,-0.18553328804400002
ACH-000304,-0.44010699422399996
ACH-000307,-0.024024187881299997
ACH-000308,-0.136402700257
ACH-000310,-0.41707121127400004
ACH-000311,-0.226905619745
ACH-000312,-0.21790400533000004
ACH-000315,-0.137332568139
ACH-000316,-0.384750265599
ACH-000317,-0.0192744011825
ACH-000318,-0.28354711976999997
ACH-000319,-0.11557487461100001
ACH-000320,-0.058190519517700004
ACH-000322,-0.275833502511
ACH-000323,-0.504620786229
ACH-000324,-0.17152643050299998
ACH-000329,-0.13031043674
ACH-000330,-0.391911143845
ACH-000331,-0.0633993112347
ACH-000332,-0.213305840592
ACH-000334,-0.132849175519
ACH-000335,0.0234003108231
ACH-000336,-0.194151304908
ACH-000337,0.13984458221100002
ACH-000339,-0.37059966551
ACH-000341,0.060971246939199995
ACH-000348,-0.151874419891
ACH-000350,-0.215690441096
ACH-000352,-0.00681837657043
ACH-000356,-0.151832658003
ACH-000361,0.131623119679
ACH-000362,-0.272853362047
ACH-000363,-0.09094364033060001
ACH-000364,-0.025613944617
ACH-000365,-0.133051682907
ACH-000366,-0.17235033428399998
ACH-000368,-0.536862593062
ACH-000374,-0.317010200563
ACH-000375,-0.11402762624000001
ACH-000376,-0.330773524595
ACH-000381,0.05406263284440001
ACH-000383,-0.250436416935
ACH-000387,-0.258143269307
ACH-000389,0.0208518975905
ACH-000390,-0.216983264197
ACH-000393,-0.201651648825
ACH-000395,-0.20470743736400002
ACH-000397,-0.16951136092900002
ACH-000401,-0.10582924864900001
ACH-000402,-0.134236642148
ACH-000403,-0.205165600172
ACH-000404,-0.10337216979000001
ACH-000406,-0.12168628142000001
ACH-000407,0.0373678878922
ACH-000408,-0.22149072064599998
ACH-000410,-0.16065223086799998
ACH-000411,0.0637064002025
ACH-000414,-0.210995338923
ACH-000415,-0.196494108572
ACH-000416,-0.269985317535
ACH-000420,-0.369976713095
ACH-000421,-0.181905290404
ACH-000424,0.0278931891052
ACH-000425,-0.29247968573800004
ACH-000426,-0.1345480643
ACH-000427,-0.27325434478300004
ACH-000433,-0.0216775590471
ACH-000436,-0.0988245611079
ACH-000444,0.0671268990092
ACH-000445,-0.13012616082
ACH-000448,-0.323340279186
ACH-000450,-0.466835186022
ACH-000452,-0.0720287214613
ACH-000454,-0.18987137627599998
ACH-000458,-0.287865156407
ACH-000459,-0.145869753845
ACH-000460,-0.17144982497699998
ACH-000461,-0.323815659402
ACH-000463,-0.0748664861183
ACH-000464,-0.24680774786899998
ACH-000466,-0.062382230487099996
ACH-000467,-0.165478209531
ACH-000468,-0.24424240328400001
ACH-000469,-0.307254467449
ACH-000470,-0.12927101645
ACH-000471,-0.069774988201
ACH-000472,-0.005283278516899999
ACH-000473,-0.136896235917
ACH-000475,-0.128807241781
ACH-000476,-0.0989749928721
ACH-000477,-0.193726821297
ACH-000480,0.112456743638
ACH-000481,-0.1911502968
ACH-000483,-0.29602597565600003
ACH-000484,0.36526165333599997
ACH-000485,-0.36057875459
ACH-000486,-0.260966695944
ACH-000487,-0.20368961404199998
ACH-000488,-0.149053694696
ACH-000490,-0.103172298269
ACH-000491,-0.125129947414
ACH-000495,-0.0769124552966
ACH-000496,-0.232601164394
ACH-000499,0.00039519487518400006
ACH-000500,0.16165756647600002
ACH-000502,-0.275696560631
ACH-000503,-0.186514656047
ACH-000505,-0.0181215028098
ACH-000507,-0.22909203111499998
ACH-000510,-0.21076792141800002
ACH-000511,-0.0831582791248
ACH-000512,-0.421947562993
ACH-000516,-0.038589743191199996
ACH-000517,-0.124020853222
ACH-000518,-0.12866461691
ACH-000520,0.084614336111
ACH-000521,-0.151688838665
ACH-000522,-0.160188890427
ACH-000524,-0.211305938477
ACH-000527,-0.188039586696
ACH-000528,-0.203446944622
ACH-000537,-0.0632083556003
ACH-000541,-0.149397960344
ACH-000542,-0.254270533477
ACH-000544,-0.221573137724
ACH-000545,-0.0933918090825
ACH-000547,-0.154838970399
ACH-000548,-0.23336331517099998
ACH-000549,-0.167282338037
ACH-000550,-0.25801170258699996
ACH-000552,-0.151544531822
ACH-000556,-0.234968789446
ACH-000557,0.010178634399299998
ACH-000570,-0.263234472903
ACH-000571,-0.106394478728
ACH-000573,-0.192427003535
ACH-000576,-0.222745125453
ACH-000580,-0.378652211399
ACH-000584,-0.270484297162
ACH-000585,-0.156509234029
ACH-000588,0.036896714778199995
ACH-000589,-0.16917660571600002
ACH-000591,-0.34246367069899997
ACH-000593,-0.17557192013300002
ACH-000600,-0.109919295989
ACH-000601,-0.18548652200500002
ACH-000604,-0.232583249952
ACH-000605,-0.16834115606199998
ACH-000606,-0.196022548098
ACH-000608,-0.15073806440999998
ACH-000614,-0.154227667324
ACH-000616,-0.20560122035999998
ACH-000618,-0.0826403519031
ACH-000619,-0.32162521876
ACH-000620,-0.12892011313100002
ACH-000621,-0.23659762935800002
ACH-000622,-0.24255498465300002
