,ETF1 (2107)
ACH-000279,-2.3556118526099996
ACH-000280,-1.66574772372
ACH-000281,-1.5185068708899998
ACH-000288,-1.8628624625099999
ACH-000291,-1.68963047518
ACH-000293,-1.81841730618
ACH-000294,-2.07976881614
ACH-000295,-2.07226545462
ACH-000296,-1.72251921758
ACH-000302,-1.7971031279700003
ACH-000304,-1.7519060214400002
ACH-000307,-1.65027916926
ACH-000308,-1.8098143460799998
ACH-000310,-2.05891345548
ACH-000311,-1.69027818223
ACH-000312,-1.79500548965
ACH-000315,-1.8404004343
ACH-000316,-2.0166830107900005
ACH-000317,-1.62803973618
ACH-000318,-1.7146981856
ACH-000319,-1.5476677994699999
ACH-000320,-1.72942742363
ACH-000322,-1.90709482034
ACH-000323,-1.67142499299
ACH-000324,-1.7198986229400004
ACH-000329,-2.1396712473500004
ACH-000330,-1.8704477175799998
ACH-000331,-1.63464617909
ACH-000332,-1.63200068104
ACH-000334,-2.41384446799
ACH-000335,-1.8902230038599999
ACH-000336,-2.15094191108
ACH-000337,-1.6067196451499999
ACH-000339,-1.7189416729400002
ACH-000341,-1.89381786725
ACH-000348,-2.29449211071
ACH-000350,-1.97644897403
ACH-000352,-1.78670815931
ACH-000356,-1.9368178395900002
ACH-000361,-1.7245437996200002
ACH-000362,-1.8229521578299999
ACH-000363,-1.9317778011099997
ACH-000364,-1.7532894135599997
ACH-000365,-1.998069434
ACH-000366,-1.53471252755
ACH-000368,-1.93323037538
ACH-000374,-1.8885364051400002
ACH-000375,-1.8882442835900002
ACH-000376,-1.8652286193599998
ACH-000381,-1.7340628043200002
ACH-000383,-2.16874622885
ACH-000387,-1.8057302507
ACH-000389,-1.7124868847699999
ACH-000390,-1.8691437826700001
ACH-000393,-1.6684205385600002
ACH-000395,-1.78973765967
ACH-000397,-1.7832646168700002
ACH-000401,-1.93686230027
ACH-000402,-2.33919196548
ACH-000403,-2.12405417133
ACH-000404,-1.7932650486700001
ACH-000406,-2.08614807996
ACH-000407,-1.9613917916699999
ACH-000408,-1.4854091504299998
ACH-000410,-1.77745915689
ACH-000411,-1.6621233582799997
ACH-000414,-1.80046607681
ACH-000415,-1.83896909271
ACH-000416,-1.61370335375
ACH-000420,-1.82494934383
ACH-000421,-1.6370397104899999
ACH-000424,-1.4246094350299998
ACH-000425,-1.7968818171599998
ACH-000426,-2.34002971856
ACH-000427,-2.01743172348
ACH-000433,-1.7917890266499998
ACH-000436,-1.81430026588
ACH-000444,-1.6793836282799999
ACH-000445,-1.75373713216
ACH-000448,-1.8365912678
ACH-000450,-1.64732560977
ACH-000452,-1.8342913266099998
ACH-000454,-1.45334399188
ACH-000458,-1.5603863774000002
ACH-000459,-2.89096000754
ACH-000460,-1.6522314508700002
ACH-000461,-1.80606000934
ACH-000463,-1.5105546831
ACH-000464,-1.9510017023500001
ACH-000466,-1.82454840529
ACH-000467,-1.57136646806
ACH-000468,-1.79041973847
ACH-000469,-1.83806519315
ACH-000470,-2.08860343926
ACH-000471,-1.87215464158
ACH-000472,-2.03737217069
ACH-000473,-1.79449445374
ACH-000475,-2.0717092516299997
ACH-000476,-1.7454792821
ACH-000477,-2.52120647896
ACH-000480,-2.03329498697
ACH-000481,-2.0815626774
ACH-000483,-2.05479332172
ACH-000484,-2.2302841122099997
ACH-000485,-1.8677082367900002
ACH-000486,-1.6369158459200002
ACH-000487,-1.99859059555
ACH-000488,-1.8348044832599997
ACH-000490,-1.64589064459
ACH-000491,-2.04580712433
ACH-000495,-1.44878925838
ACH-000496,-1.85830711458
ACH-000499,-1.51615552348
ACH-000500,-1.5131346165900001
ACH-000502,-1.67453640576
ACH-000503,-2.0672991086400003
ACH-000505,-1.58593024877
ACH-000507,-1.7336702361900003
ACH-000510,-1.86195250775
ACH-000511,-1.75436822895
ACH-000512,-1.9034382217599999
ACH-000516,-1.66165934159
ACH-000517,-1.9648951803599999
ACH-000518,-1.71698271416
ACH-000520,-1.91532919224
ACH-000521,-1.48662284635
ACH-000522,-1.7886124585799998
ACH-000524,-2.0264633179900002
ACH-000527,-1.7934222398
ACH-000528,-1.7277693628
ACH-000537,-1.9389645709999999
ACH-000541,-1.8029271541999998
ACH-000542,-1.63731438371
ACH-000544,-1.8242885788099998
ACH-000545,-1.57688644564
ACH-000547,-1.4338290198199999
ACH-000548,-1.6189905963799998
ACH-000549,-1.86333062372
ACH-000550,-1.4002915249
ACH-000552,-1.64541579386
ACH-000556,-1.7351283204499999
ACH-000557,-2.28038588062
ACH-000570,-1.77151334259
ACH-000571,-2.20889199555
ACH-000573,-2.09680434137
ACH-000576,-1.7300264311200002
ACH-000580,-1.6670049285600002
ACH-000584,-2.01894101786
ACH-000585,-1.85303497512
ACH-000588,-1.6763854793200001
ACH-000589,-1.7775573441099999
ACH-000591,-1.8517686026400002
ACH-000593,-1.9552879101900003
ACH-000600,-1.8260123553599998
ACH-000601,-1.8741452824
ACH-000604,-2.202329512
ACH-000605,-1.9436936295299998
ACH-000606,-1.5741138993500001
ACH-000608,-1.9746324961900001
ACH-000614,-1.5001981026700002
ACH-000616,-1.7154111782400001
ACH-000618,-1.7767228135900002
ACH-000619,-1.7078850436000002
ACH-000620,-1.87906542944
ACH-000621,-2.10228453387
ACH-000622,-1.8150722855599999
ACH-000623,-1.8262025774000001
ACH-000624,-1.7192813161000002
ACH-000627,-1.56378232711
ACH-000630,-1.7617923651299998
ACH-000632,-1.7413506587099998
ACH-000633,-2.26015854244
ACH-000637,-1.6683600705300001
ACH-000638,-1.6458541728
ACH-000646,-2.39670788537
ACH-000647,-1.85537619785
ACH-000648,-1.26850172116
ACH-000649,-1.8264469903099998
ACH-000651,-1.87289946637
ACH-000652,-1.5602088857499998
ACH-000653,-2.0876445647999997
ACH-000657,-2.0317285300599996
ACH-000658,-2.0193483202599998
ACH-000661,-2.09840017285
ACH-000662,-1.7790846322099998
ACH-000663,-1.9632216657900003
ACH-000665,-1.6455468471999999
ACH-000671,-2.320970256
ACH-000673,-1.9366250466599997
ACH-000676,-1.73915841687
ACH-000677,-2.16123326378
ACH-000681,-1.73723009545
ACH-000682,-1.80954730405
ACH-000683,-1.84261730387
ACH-000684,-1.50764734815
ACH-000688,-1.9460470657299997
ACH-000693,-1.8621417948099999
ACH-000694,-1.7058207173700002
ACH-000695,-1.7583837788999999
ACH-000696,-1.68875358613
ACH-000697,-1.83689651912
ACH-000699,-2.43530995464
ACH-000701,-1.81283594613
ACH-000706,-1.6067032287600003
ACH-000711,-1.89598829998
ACH-000713,-1.3725129813699999
ACH-000714,-2.05053537819
ACH-000718,-1.9317669723
ACH-000720,-1.8490717404299999
ACH-000721,-1.83661970683
ACH-000724,-2.46992624835
ACH-000725,-2.14067600453
ACH-000732,-1.73307212588
ACH-000734,-1.80987660795
ACH-000735,-1.8877654915000002
ACH-000736,-1.9578690640099998
ACH-000738,-1.96753012129
ACH-000746,-1.9488027267599999
ACH-000747,-1.6764138884
ACH-000748,-1.65301660282
ACH-000753,-1.974097416
ACH-000756,-1.9367101582099997
ACH-000757,-1.70920209972
ACH-000758,-1.57860098942
ACH-000760,-1.62860981849
ACH-000763,-2.15665046832
ACH-000764,-1.7745020447400002
ACH-000765,-1.67565774801
ACH-000766,-1.9124340625599998
ACH-000767,-1.9168744384599998
ACH-000768,-1.62755858074
ACH-000769,-1.71286478044
ACH-000770,-2.03099825706
ACH-000771,-1.68279221299
ACH-000773,-1.89865184908
ACH-000776,-1.7585842513499998
ACH-000777,-1.64696619276
ACH-000778,-1.91323095716
ACH-000781,-1.8289389776400002
ACH-000782,-1.9669966928599998
ACH-000783,-2.04148480377
ACH-000784,-1.8693125117299998
ACH-000785,-1.8582896203000001
ACH-000787,-1.83162915083
ACH-000788,-1.74821674482
ACH-000791,-1.5868708384399999
ACH-000792,-1.79196736197
ACH-000794,-1.71161741068
ACH-000796,-1.5277629917200002
ACH-000799,-1.88162491785
ACH-000800,-1.5624231397
ACH-000802,-1.7254976510799998
ACH-000804,-1.61460111765
ACH-000805,-1.6817377230500001
ACH-000809,-1.7264820830599998
ACH-000810,-1.33025279415
ACH-000811,-2.02829257186
ACH-000817,-1.73403544567
ACH-000819,-1.64909324069
ACH-000820,-1.45082959565
ACH-000821,-1.8068515650299999
ACH-000822,-2.40073340824
ACH-000823,-1.6511384162399998
ACH-000824,-2.01618824587
ACH-000827,-1.6779102495500002
ACH-000829,-2.00104839199
ACH-000831,-1.7221577701400004
ACH-000832,-1.5034612917299999
ACH-000833,-1.8580505554799998
ACH-000834,-1.6802160016
ACH-000835,-1.77366418023
ACH-000836,-2.1932053403
ACH-000837,-1.74988510227
ACH-000838,-1.7829034402900001
ACH-000839,-1.74441991627
ACH-000840,-1.76358884738
ACH-000841,-1.64373660657
ACH-000843,-1.4380446073
ACH-000846,-1.75002855348
ACH-000847,-1.6416928245299998
ACH-000848,-1.8173359676299998
ACH-000849,-1.70527319519
ACH-000851,-1.7376684965400002
ACH-000855,-1.47603792404
ACH-000856,-1.86200379085
ACH-000858,-1.67295126006
ACH-000859,-1.60899023959
ACH-000861,-1.9130074881799999
ACH-000862,-1.8916885320599997
ACH-000865,-1.73058734058
ACH-000866,-1.78405155869
ACH-000867,-1.74239308523
ACH-000869,-2.3034838839500003
ACH-000872,-1.6182048063799999
ACH-000873,-1.93618672822
ACH-000876,-2.6428988526599997
ACH-000878,-1.25807456032
ACH-000880,-1.5764411812399999
ACH-000881,-1.8023930417700003
ACH-000882,-1.78116120213
ACH-000884,-1.87317096348
ACH-000885,-1.93777312395
ACH-000887,-1.77943169897
ACH-000888,-1.74140757193
ACH-000889,-2.0657235728
ACH-000890,-1.4586438805500002
ACH-000896,-1.6850655582299998
ACH-000898,-1.86191161432
ACH-000900,-1.7671705620599998
ACH-000901,-1.7508638123299998
ACH-000905,-1.7835160567500001
ACH-000906,-1.91854884569
ACH-000907,-1.55090594553
ACH-000910,-2.1880531747
ACH-000911,-1.82487630372
ACH-000912,-1.8644826960900003
ACH-000913,-1.7293500248299998
ACH-000915,-1.9664374167200003
ACH-000916,-2.0661665875999997
ACH-000917,-1.8900058678799998
ACH-000921,-1.78203625991
ACH-000924,-1.81470611107
ACH-000926,-1.91937148537
ACH-000928,-1.7137535739200003
ACH-000929,-1.45269175562
ACH-000932,-1.9618045964700002
ACH-000935,-1.69058991061
ACH-000936,-1.74007460757
ACH-000937,-2.21752938218
ACH-000938,-1.85730138692
ACH-000939,-2.01136976125
ACH-000941,-1.7870140776900003
ACH-000943,-1.63175338058
ACH-000946,-1.7252555074400002
ACH-000947,-1.8337591457700002
ACH-000948,-1.7665265693599999
ACH-000950,-1.72533202895
ACH-000953,-2.05591206907
ACH-000957,-1.67237344449
ACH-000958,-1.82349145444
ACH-000960,-2.10803740485
ACH-000963,-2.36341809812
ACH-000968,-1.9717177887900001
ACH-000969,-1.76171717973
ACH-000973,-1.7303677178999999
ACH-000974,-1.8382639326099999
ACH-000975,-1.9490712178
ACH-000976,-1.4721027210799997
ACH-000978,-1.90634846447
ACH-000980,-1.94034949379
ACH-000984,-1.8447860905200002
ACH-000986,-1.65140295148
ACH-000988,-1.71969911373
ACH-000993,-1.7726320849900001
ACH-000994,-2.03484106338
ACH-000996,-1.7789526535099998
ACH-001001,-1.8729106795200001
ACH-001020,-2.1409416048299996
ACH-001028,-1.96845807771
ACH-001031,-1.8079852181099998
ACH-001038,-1.9911975351099997
ACH-001048,-1.8241257544099998
ACH-001050,-1.82009562975
ACH-001053,-1.94679704146
ACH-001054,-1.75772130002
ACH-001061,-1.74751891513
ACH-001067,-2.07066875807
ACH-001075,-1.8035749295099996
ACH-001096,-2.01256406585
ACH-001128,-1.9847021877900002
ACH-001134,-1.84761270555
ACH-001151,-1.66827609873
ACH-001163,-1.568434755
ACH-001164,-1.9900110886099998
ACH-001173,-1.7992808848500002
ACH-001183,-1.6439247629700002
ACH-001184,-1.9805984907599998
ACH-001190,-1.68598767741
ACH-001192,-2.04587932637
ACH-001193,-1.65345365868
ACH-001196,-2.05955226815
ACH-001197,-2.05353089231
ACH-001205,-1.8208782620700001
ACH-001211,-1.9521193523500002
ACH-001212,-1.7921849820400002
ACH-001228,-1.6647678551299998
ACH-001232,-1.7421482803900001
ACH-001239,-2.0967121412000003
ACH-001274,-2.1140805331
ACH-001275,-1.82404628873
ACH-001277,-1.9337954739099996
ACH-001278,-1.8825560302000002
ACH-001280,-1.9781137541799998
ACH-001283,-1.61657221683
ACH-001289,-1.8745632243299999
ACH-001295,-1.9194287334400002
ACH-001300,-1.8563030064900001
ACH-001301,-1.63337270693
ACH-001302,-1.8061706233400001
ACH-001303,-2.26122502557
ACH-001306,-1.86960925354
ACH-001318,-1.6953897481600002
ACH-001322,-1.7874170343200002
ACH-001328,-1.7897299232
ACH-001332,-1.6163858171599998
ACH-001333,-1.72518172793
ACH-001336,-1.61145754266
ACH-001340,-1.73584748542
ACH-001346,-1.56540718188
ACH-001353,-2.0664396607700004
ACH-001354,-1.6510390950100002
ACH-001367,-1.72746648714
ACH-001368,-1.86560362841
ACH-001374,-1.6081730369799998
ACH-001375,-1.5317112516799998
ACH-001377,-1.8428352253599998
ACH-001380,-1.97194582709
ACH-001391,-1.9035821859200002
ACH-001407,-1.9432806848599997
ACH-001408,-1.6509747564300001
ACH-001413,-1.8420074475400001
ACH-001430,-1.8644286847799998
ACH-001431,-1.8134832260599998
ACH-001450,-1.6412986378299999
ACH-001496,-2.10959479561
ACH-001500,-2.10116629142
ACH-001521,-2.0602144350200002
ACH-001523,-1.8398704504599996
ACH-001532,-1.9504461729099998
ACH-001536,-1.7361577192299997
ACH-001550,-1.6425628312399998
ACH-001552,-1.9215200373900003
ACH-001554,-1.9650730370599998
ACH-001645,-1.7286414170700002
ACH-001654,-1.86224572059
ACH-001715,-1.88879060972
ACH-001735,-1.96819499065
ACH-001736,-2.08988492561
ACH-001737,-2.2004284667099996
ACH-001740,-1.82244458365
ACH-001745,-1.9790726985099998
ACH-001750,-1.74359575896
ACH-001765,-2.0111538277700003
ACH-001956,-1.8704000362
ACH-001957,-1.7516817197999999
