,RGS17 (26575)
ACH-000004,0.0946503691231
ACH-000007,0.15674514350299998
ACH-000009,0.180332045238
ACH-000011,0.12161325860300001
ACH-000012,0.07059153223260001
ACH-000013,0.121719068937
ACH-000014,0.27251443063299996
ACH-000015,0.194889940898
ACH-000017,0.19626948411800002
ACH-000018,0.0570291267005
ACH-000019,0.22155266092599998
ACH-000021,-0.130399418269
ACH-000022,0.23188992278599999
ACH-000025,0.07801858129710001
ACH-000028,0.10671978487099999
ACH-000030,0.126361648321
ACH-000035,0.06573303067269999
ACH-000036,0.06868036118780001
ACH-000037,-0.0109092609696
ACH-000039,-0.047775754591199995
ACH-000040,0.0511208935976
ACH-000041,0.259853565184
ACH-000042,0.123129874029
ACH-000045,0.121420812988
ACH-000047,0.18847518641199998
ACH-000052,0.019080693431
ACH-000053,0.07275148327589999
ACH-000054,0.151057815491
ACH-000055,-0.00877842210662
ACH-000060,0.17289859943100003
ACH-000067,0.279958261236
ACH-000070,0.27504379811
ACH-000075,0.027331468551500003
ACH-000078,0.136509084177
ACH-000082,0.06757422072359999
ACH-000085,0.204562913131
ACH-000086,0.116903074158
ACH-000087,0.0586601653127
ACH-000092,0.0908260621574
ACH-000095,0.0798685202077
ACH-000097,0.119605899004
ACH-000098,0.0587451664489
ACH-000099,0.11595556603599999
ACH-000108,0.159286773599
ACH-000113,0.07141656001560001
ACH-000115,-0.07727472243969999
ACH-000116,0.0293934755562
ACH-000118,0.0883815441873
ACH-000120,0.218645203325
ACH-000123,0.154139491984
ACH-000127,0.15479631089600002
ACH-000128,-0.00172636328376
ACH-000132,0.0673941813495
ACH-000133,0.149234171158
ACH-000137,0.087422625693
ACH-000138,0.256501620067
ACH-000142,0.0704915616913
ACH-000143,-0.00911310927319
ACH-000146,0.0227027984079
ACH-000148,0.20307065719099998
ACH-000150,0.127584957241
ACH-000152,0.0178678619644
ACH-000153,-0.10423722792099999
ACH-000159,0.26330495147599997
ACH-000160,0.0503284520977
ACH-000163,0.09950566639939999
ACH-000167,0.31490013662099997
ACH-000168,0.09949893852939999
ACH-000169,0.15311850008199998
ACH-000178,0.005610264591710001
ACH-000182,0.163980115134
ACH-000183,0.275488840409
ACH-000188,0.184826008412
ACH-000189,0.21829158928599998
ACH-000190,0.09850709413830001
ACH-000198,0.0787406004638
ACH-000204,0.0199559252282
ACH-000206,0.46875662001699997
ACH-000207,-0.06380904698630001
ACH-000211,0.102791660671
ACH-000215,0.11459308955
ACH-000221,0.24796065923799998
ACH-000222,0.00522999506892
ACH-000223,-0.0425470701349
ACH-000226,0.22184754075100002
ACH-000227,0.356029475258
ACH-000228,0.145429931129
ACH-000231,0.172584923207
ACH-000232,0.0631370924914
