,PIGH (5283)
ACH-000004,-0.517783510959
ACH-000007,-0.41819275849200005
ACH-000009,-0.584121837587
ACH-000011,-0.644792636394
ACH-000012,-0.552963033157
ACH-000013,-0.527261888396
ACH-000014,-0.588118132501
ACH-000015,-0.37474494268799996
ACH-000017,-0.45679579244900004
ACH-000018,-0.49951443923199995
ACH-000019,-0.49320276596699997
ACH-000021,-0.266779736829
ACH-000022,-0.47366500485
ACH-000025,-0.47560189325400004
ACH-000028,-0.31722702117699997
ACH-000030,-0.517911483014
ACH-000035,-0.565879606761
ACH-000036,-0.37237153640500004
ACH-000037,-0.350630627703
ACH-000039,-0.402410393448
ACH-000040,-0.415494816701
ACH-000041,-0.483248418257
ACH-000042,-0.45269369441699997
ACH-000045,-0.640027161615
ACH-000047,-0.6828469714129999
ACH-000052,-0.384696004286
ACH-000053,-0.408614288413
ACH-000054,-0.322510440508
ACH-000055,-0.3750009058
ACH-000060,-0.542367144593
ACH-000067,-0.332948802081
ACH-000070,-0.570598349859
ACH-000075,-0.38428312149599997
ACH-000078,-0.368331085539
ACH-000082,-0.631218561234
ACH-000085,-0.517826144683
ACH-000086,-0.423448932835
ACH-000087,-0.461070252503
ACH-000092,-0.5850935939999999
ACH-000095,-0.481310995991
ACH-000097,-0.43109627335600004
ACH-000098,-0.356794123266
ACH-000099,-0.284586229388
ACH-000108,-0.514770639867
ACH-000113,-0.44588016459799995
ACH-000115,-0.181777668189
ACH-000116,-0.30651238795200003
ACH-000118,-0.503858156709
ACH-000120,-0.441353146425
ACH-000123,-0.48565716158999994
ACH-000127,-0.382317430395
ACH-000128,-0.353515387914
ACH-000132,-0.575732893204
ACH-000133,-0.400663760835
ACH-000137,-0.592979753158
ACH-000138,-0.441187536721
ACH-000142,-0.351757482549
ACH-000143,-0.454397156643
ACH-000146,-0.30648668538400003
ACH-000148,-0.441237049871
ACH-000150,-0.39231118038199997
ACH-000152,-0.30849948661800003
ACH-000153,-0.5057481630990001
ACH-000159,-0.41312123584700006
ACH-000160,-0.524056718036
ACH-000163,-0.269545306416
ACH-000167,-0.535280141157
ACH-000168,-0.386614284947
ACH-000169,-0.39599041781800004
ACH-000178,-0.404790469751
ACH-000182,-0.310612181146
ACH-000183,-0.447762494111
ACH-000188,-0.460343875224
ACH-000189,-0.813193629642
ACH-000190,-0.7246668263339999
ACH-000198,-0.36806314736400003
ACH-000204,-0.19041883554400002
ACH-000206,-0.359589564343
ACH-000207,-0.62687041764
ACH-000211,-0.46313010630900003
ACH-000215,-0.297788064471
ACH-000221,-0.286796755843
ACH-000222,-0.507996461381
ACH-000223,-0.44862931963299996
ACH-000226,-0.526070726456
ACH-000227,-0.5770155990879999
ACH-000228,-0.48685002323700005
ACH-000231,-0.5033090160970001
ACH-000232,-0.614500821744
ACH-000233,-0.483365140461
ACH-000234,-0.506078738829
ACH-000235,-0.5066188246159999
ACH-000237,-0.0361106761231
ACH-000238,-0.8128532254709999
ACH-000243,-0.5380273552929999
ACH-000244,-0.791092516419
ACH-000246,-0.33617133910700003
ACH-000248,-0.585706166267
ACH-000250,-0.424969868761
ACH-000251,-0.629708702272
ACH-000253,-0.46243369691799996
ACH-000255,-0.580534443608
ACH-000256,-0.374851592625
ACH-000257,-0.4797248672300001
ACH-000258,-0.37638343829000004
ACH-000259,-0.37878529887900003
ACH-000260,-0.394046454043
ACH-000261,-0.5545722456009999
ACH-000262,-0.316226670263
ACH-000263,-0.208291609577
ACH-000264,-0.35978378041599995
ACH-000265,-0.48203593809100004
ACH-000266,-0.509018746001
ACH-000272,-0.87781243495
ACH-000273,-0.379295967017
ACH-000274,-0.424476364138
ACH-000277,-0.639866427262
ACH-000278,-0.45115779129100003
ACH-000279,-0.543193985
ACH-000280,-0.5887882731449999
ACH-000281,-0.409856367098
ACH-000288,-0.43426124939800004
ACH-000291,-0.46755707694399995
ACH-000293,-0.180388503233
ACH-000294,-0.266618964148
ACH-000295,-0.357045347361
ACH-000296,-0.31705337216999996
ACH-000302,-0.47099801923600004
ACH-000304,-0.694439598406
ACH-000307,-0.585313147741
ACH-000308,-0.46182751893999996
ACH-000310,-0.314245523716
ACH-000311,-0.473149745571
ACH-000312,-0.363391741504
ACH-000315,-0.501537967747
ACH-000316,-0.46570682972800004
ACH-000317,-0.5665177301
ACH-000318,-0.34338652259
ACH-000319,-0.495665826945
ACH-000320,-0.565199108078
ACH-000322,-0.6873395674230001
ACH-000323,-0.46772890219499996
ACH-000324,-0.526850078777
ACH-000329,-0.360534424634
ACH-000330,-0.36018710100999995
ACH-000331,-0.587972058191
ACH-000332,-0.5217290011410001
ACH-000334,-0.165296394971
ACH-000335,-0.6905188548289999
ACH-000336,-0.5642277015630001
ACH-000337,-0.488206154477
ACH-000339,-0.536305901532
ACH-000341,-0.448127593561
ACH-000348,-0.39151497498000004
ACH-000350,-0.326979226527
ACH-000352,-0.548595483623
ACH-000356,-0.33974301902099996
ACH-000361,-0.321762902688
ACH-000362,-0.315974795779
ACH-000363,-0.464377200727
ACH-000364,-0.678187053571
ACH-000365,-0.313074743289
ACH-000366,-0.39532471416500004
ACH-000368,-0.694471874299
ACH-000374,-0.6645084027929999
ACH-000375,-0.366285408975
ACH-000376,-0.50389267516
ACH-000381,-0.624150141837
ACH-000383,-0.512849902161
ACH-000387,-0.42246144821000003
ACH-000389,-0.622044544437
ACH-000390,-0.420351989909
ACH-000393,-0.560315364363
ACH-000395,-0.493041239682
ACH-000397,-0.5309307436899999
ACH-000401,-0.427966414428
ACH-000402,-0.365098960789
ACH-000403,-0.622960060754
ACH-000404,-0.364672148043
ACH-000406,-0.37008497263400003
ACH-000407,-0.443704176465
ACH-000408,-0.764558470775
ACH-000410,-0.501604778482
ACH-000411,-0.595596625949
ACH-000414,-0.536773817613
ACH-000415,-0.636843580234
ACH-000416,-0.382565935598
ACH-000420,-0.442168823745
ACH-000421,-0.510036485733
ACH-000424,-0.31942402488
ACH-000425,-0.46256243045
ACH-000426,-0.470330461439
ACH-000427,-0.7228549598690001
ACH-000433,-0.634709041931
ACH-000436,-0.40347778313
ACH-000444,-0.443021165008
ACH-000445,-0.820119259135
ACH-000448,-0.79288844678
ACH-000450,-0.35091892225
ACH-000452,-0.426434086008
ACH-000454,-0.642768435087
ACH-000458,-0.578943370282
ACH-000459,-0.473029388473
ACH-000460,-0.409008623741
ACH-000461,-0.391701612601
ACH-000463,-0.41298050661700003
ACH-000464,-0.7450306494769999
ACH-000466,-0.7809146396719999
ACH-000467,-0.607373260117
ACH-000468,-0.43164430807
ACH-000469,-0.401814196141
ACH-000470,-0.452365187226
ACH-000471,-0.808452861901
ACH-000472,-0.379321531789
ACH-000473,-0.364838427265
ACH-000475,-0.487347991336
ACH-000476,-0.597215292119
ACH-000477,-0.187302096956
ACH-000480,-0.500521119746
ACH-000481,-0.712815949268
ACH-000483,-0.424179216875
ACH-000484,-0.33597085718
ACH-000485,-0.645261942787
ACH-000486,-0.429409017997
ACH-000487,-0.50461250956
ACH-000488,-0.503504571761
ACH-000490,-0.59325427945
ACH-000491,-0.597909372053
ACH-000495,-0.760578139718
ACH-000496,-0.537055814939
ACH-000499,-0.5097190410469999
ACH-000500,-0.629384020659
ACH-000502,-0.491166133591
ACH-000503,-0.9188503223029999
ACH-000505,-0.456860877922
ACH-000507,-0.44824204238000004
ACH-000510,-0.279751421482
ACH-000511,-0.423925879311
ACH-000512,-0.730617405149
ACH-000516,-0.48732359684199994
ACH-000517,-0.472437707277
ACH-000518,-0.46127638214199995
ACH-000520,-0.440134927746
ACH-000521,-0.513501384622
ACH-000522,-0.640132022535
ACH-000524,-0.502421754551
ACH-000527,-0.466664956556
ACH-000528,-0.505700854274
ACH-000537,-0.5942023370049999
ACH-000541,-0.447645284337
ACH-000542,-0.552847092783
ACH-000544,-0.371512869819
ACH-000545,-0.58352435128
ACH-000547,-0.304334901805
ACH-000548,-0.523166733608
ACH-000549,-0.341889946999
ACH-000550,-0.306262598557
ACH-000552,-0.827890837238
ACH-000556,-0.36325711046899994
ACH-000557,-0.300834752203
ACH-000570,-0.577446408876
ACH-000571,-0.300886289107
ACH-000573,-0.468036896773
ACH-000576,-0.33273185187
ACH-000580,-0.316742496379
ACH-000584,-0.492585873789
ACH-000585,-0.610469542075
ACH-000588,-0.212607449124
ACH-000589,-0.5461063388449999
ACH-000591,-0.44322355270400005
ACH-000593,-0.608317170123
ACH-000600,-0.48880027393299996
ACH-000601,-0.44713124045900005
ACH-000604,-0.41944768229199997
ACH-000605,-0.427440420027
ACH-000606,-0.426047793525
ACH-000608,-0.286916256774
ACH-000614,-0.336834127439
ACH-000616,-0.38382498769400003
ACH-000618,-0.522562037725
ACH-000619,-0.673409749413
ACH-000620,-0.7993007911550001
ACH-000621,-0.24273786598900002
ACH-000622,-0.250330544649
ACH-000623,-0.515138193443
ACH-000624,-0.51329848993
ACH-000627,-0.488489563771
ACH-000630,-0.745178099491
ACH-000632,-0.585700656408
ACH-000633,-0.46551894020900003
ACH-000637,-0.642576270942
ACH-000638,-0.529688249671
ACH-000646,-0.540968836266
ACH-000647,-0.488405189481
ACH-000648,-0.527123454118
ACH-000649,-0.628789689121
ACH-000651,-0.445810186377
ACH-000652,-0.443196510045
ACH-000653,-0.357481442838
ACH-000657,-0.434246913508
ACH-000658,-0.160701759993
ACH-000661,-0.253479747266
ACH-000662,-0.5356993293010001
ACH-000663,-0.591795939689
ACH-000665,-0.37387649265600004
ACH-000671,-0.7861838416060001
ACH-000673,-0.46207248425499997
ACH-000676,-0.24724796294100002
ACH-000677,-0.310614929634
ACH-000681,-0.417734690007
ACH-000682,-0.463061495756
ACH-000683,-0.346895490066
ACH-000684,-0.84656122475
ACH-000688,-0.42761615846999995
ACH-000693,-0.468368891154
ACH-000694,-0.424494253108
ACH-000695,-0.805510407703
ACH-000696,-0.45017164571999996
ACH-000697,-0.282359870764
ACH-000699,-0.537968159521
ACH-000701,-0.518705120913
ACH-000706,-0.529498022521
ACH-000711,-0.524383736048
ACH-000713,-0.141632146446
ACH-000714,-0.400039701615
ACH-000718,-0.44054376001
ACH-000720,-0.35752518074100004
ACH-000721,-0.422071656839
ACH-000724,-0.294951561664
ACH-000725,-0.6005240406319999
ACH-000732,-0.45930414190499996
ACH-000734,-0.42520748713100004
ACH-000735,-0.640774695678
ACH-000736,-0.44000574204
ACH-000738,-0.5037746656759999
ACH-000746,-0.496910529642
ACH-000747,-0.515836839207
ACH-000748,-0.318994041904
ACH-000753,-0.53503383087
ACH-000756,-0.596569586321
ACH-000757,-0.572938829125
ACH-000758,-0.488986048336
ACH-000760,-0.487202892546
ACH-000763,-0.35114857618600004
ACH-000764,-0.6394987594780001
ACH-000765,-0.47018778668399996
ACH-000766,-0.399023756468
ACH-000767,-0.478464548737
ACH-000768,-0.633724752894
ACH-000769,-0.515385645727
ACH-000770,-0.434145102369
ACH-000771,-0.583729563401
ACH-000773,-0.468329439784
ACH-000776,-0.285524406961
ACH-000777,-0.582472043597
ACH-000778,-0.473893731022
ACH-000781,-0.555254866299
ACH-000782,-0.635154668935
ACH-000783,-0.577165645806
ACH-000784,-0.419919001267
ACH-000785,-0.572662583034
ACH-000787,-0.6066340746209999
ACH-000788,-0.496459280644
ACH-000791,-0.6744561526039999
ACH-000792,-0.590161145057
