,ZNF705D (728957)
ACH-000004,-0.119416250235
ACH-000007,-0.123919249255
ACH-000009,-0.0181788833638
ACH-000011,0.0241989496066
ACH-000012,-0.0104294267852
ACH-000013,-0.0266082068169
ACH-000014,0.186698502866
ACH-000015,-0.0350822644383
ACH-000017,-0.0313394079972
ACH-000018,-0.0598606446153
ACH-000019,0.109890530149
ACH-000021,-0.121748671625
ACH-000022,-0.0702704065718
ACH-000025,0.07489109099960001
ACH-000028,0.003120512525
ACH-000030,-0.0512333682902
ACH-000035,-0.08917671390990001
ACH-000036,-0.10111005069399999
ACH-000037,0.00391567499559
ACH-000039,-0.06145270754380001
ACH-000040,0.0715811888514
ACH-000041,0.057221112828699995
ACH-000042,-0.0415445254963
ACH-000045,0.09179609300989998
ACH-000047,0.0467203419826
ACH-000052,-0.09690206679050001
ACH-000053,-0.12808384366800002
ACH-000054,0.026323587931499998
ACH-000055,0.0478764370125
ACH-000060,0.17356001898200002
ACH-000067,-0.0381081693059
ACH-000070,0.075872831206
ACH-000075,-0.0499286597993
ACH-000078,-0.005844832596220001
ACH-000082,-0.0334448685644
ACH-000085,-0.144397937938
ACH-000086,0.0036778913844399998
ACH-000087,0.129309341454
ACH-000092,0.12480933360200001
ACH-000095,0.13869830063400002
ACH-000097,-0.00368803333766
ACH-000098,0.05975846157319999
ACH-000099,-0.139561352937
ACH-000108,0.0301855811265
ACH-000113,-0.09084962887939999
ACH-000115,0.141767753942
ACH-000116,-0.09641347538860001
ACH-000118,-0.032617015195
ACH-000120,0.06701763976559999
ACH-000123,-0.09413212591089999
ACH-000127,-0.113323523645
ACH-000128,0.029718645543299997
ACH-000132,0.12111281822999999
ACH-000133,-0.0656363931021
ACH-000137,-0.10433279112800001
ACH-000138,-0.0395188022758
ACH-000142,0.0643579693764
ACH-000143,0.028726236842200003
ACH-000146,0.030722933503400003
ACH-000148,-0.0899300134443
ACH-000150,0.00110549113411
ACH-000152,-0.03939640021
ACH-000153,0.0214371031138
ACH-000159,-0.0753484625146
ACH-000160,-0.11625520251299999
ACH-000163,0.10237282888499999
ACH-000167,0.0215186955352
ACH-000168,0.0657857656018
ACH-000169,0.019473526383900003
ACH-000178,-0.147684165827
ACH-000182,0.00930472291461
ACH-000183,-0.125649875155
ACH-000188,-0.137660670511
ACH-000189,0.019910759046400002
ACH-000190,-0.043390619258399994
ACH-000198,-0.0323909845306
ACH-000204,-0.26960231024500003
