,GFER (2671)
ACH-000004,-1.08066761499
ACH-000007,-0.980532995212
ACH-000009,-0.695201726976
ACH-000011,-0.9467706396269999
ACH-000012,-0.8694108003829999
ACH-000013,-0.974718727145
ACH-000014,-0.855820066935
ACH-000015,-1.12294397175
ACH-000017,-0.82467110735
ACH-000018,-0.687433333099
ACH-000019,-0.883250566607
ACH-000021,-0.982494723062
ACH-000022,-0.9794628704739999
ACH-000025,-1.00697550131
ACH-000028,-0.9769052389740001
ACH-000030,-0.633962493719
ACH-000035,-0.8907656407469999
ACH-000036,-0.804702935564
ACH-000037,-0.7607366151330001
ACH-000039,-0.590269296874
ACH-000040,-0.7755008850489999
ACH-000041,-1.2758925349799999
ACH-000042,-0.6920348919120001
ACH-000045,-0.8976088171340001
ACH-000047,-0.7386801096250001
ACH-000052,-0.870471988274
ACH-000053,-0.504577990422
ACH-000054,-0.31019404415999996
ACH-000055,-1.0704006442799998
ACH-000060,-0.919196102085
ACH-000067,-0.9379689996889999
ACH-000070,-0.659594253264
ACH-000075,-1.39109451211
ACH-000078,-0.720238446301
ACH-000082,-0.589417791624
ACH-000085,-0.98445753183
ACH-000086,-0.7780538732150001
ACH-000087,-0.7409132562749999
ACH-000092,-0.87118146986
ACH-000095,-0.7127160789300001
ACH-000097,-0.7036039380529999
ACH-000098,-1.15110165919
ACH-000099,-0.916299758266
ACH-000108,-0.7449570266459999
ACH-000113,-1.20635144873
ACH-000115,-1.14177648964
ACH-000116,-0.8372549424979999
ACH-000118,-0.661881648378
ACH-000120,-0.901637654483
ACH-000123,-0.76105419882
ACH-000127,-0.9095091314720001
ACH-000128,-0.850678617301
ACH-000132,-1.0554742429100001
ACH-000133,-0.981905864098
ACH-000137,-0.8566217614030001
ACH-000138,-0.9065704306769999
ACH-000142,-1.20379901336
ACH-000143,-0.617283987941
ACH-000146,-0.8318888681899999
ACH-000148,-1.02930642687
ACH-000150,-1.08436097355
ACH-000152,-0.750147413636
ACH-000153,-0.46704084699799997
ACH-000159,-0.8344336507369999
ACH-000160,-0.840473142067
ACH-000163,-0.730450317746
ACH-000167,-0.577432771578
ACH-000168,-0.9441344924700001
ACH-000169,-0.943062668785
ACH-000178,-0.919482605684
ACH-000182,-0.750433609409
ACH-000183,-1.02550347526
ACH-000188,-0.79704369626
ACH-000189,-0.806996644846
ACH-000190,-0.981637364382
ACH-000198,-0.846441634313
ACH-000204,-0.9194318486990001
ACH-000206,-0.8087448860449999
ACH-000207,-0.624017471804
ACH-000211,-1.09673480844
ACH-000215,-0.872442788627
ACH-000221,-0.8042633281
ACH-000222,-1.0535067168
ACH-000223,-0.689365733059
ACH-000226,-0.579051505486
ACH-000227,-1.04667735344
ACH-000228,-0.707957080282
ACH-000231,-0.950944279037
ACH-000232,-0.942179590622
ACH-000233,-0.717699398996
ACH-000234,-0.6970314002670001
ACH-000235,-0.685015455395
ACH-000237,-0.92152098765
ACH-000238,-1.02293571481
ACH-000243,-0.8826708637590001
ACH-000244,-0.8139550059270001
ACH-000246,-0.8633403205069999
ACH-000248,-0.978101616119
ACH-000250,-0.931142709615
ACH-000251,-0.44996495053499996
ACH-000253,-0.844118849264
ACH-000255,-0.883325857136
ACH-000256,-1.02624462716
ACH-000257,-0.939213572645
ACH-000258,-0.739665684049
ACH-000259,-0.939433317568
ACH-000260,-0.797866277704
ACH-000261,-0.892550882792
ACH-000262,-0.732182928277
ACH-000263,-0.914275283652
ACH-000264,-0.8835045064470001
ACH-000265,-1.01296406009
ACH-000266,-0.503532980032
ACH-000272,-0.713016157387
ACH-000273,-0.8139971340819999
ACH-000274,-0.800857595927
ACH-000277,-0.768603356127
ACH-000278,-0.539985422283
ACH-000279,-1.15565574838
ACH-000280,-0.94495484394
ACH-000281,-1.05674100101
ACH-000288,-0.883420743676
ACH-000291,-0.776189219669
ACH-000293,-1.14928146276
ACH-000294,-0.9265702061130001
ACH-000295,-0.9661488436329999
ACH-000296,-0.8244513619149999
ACH-000302,-0.721494465932
ACH-000304,-0.950935386725
ACH-000307,-0.9173783671200001
ACH-000308,-0.714517259313
ACH-000310,-0.410815393508
ACH-000311,-0.9179837397700001
ACH-000312,-0.9773888921539999
ACH-000315,-0.668840113932
ACH-000316,-1.23768838824
ACH-000317,-1.00952338995
ACH-000318,-0.790188887183
ACH-000319,-0.9133790472669999
ACH-000320,-0.8730956337369999
ACH-000322,-1.1310538105799999
ACH-000323,-0.908662428793
ACH-000324,-0.855515095241
ACH-000329,-0.776807547673
ACH-000330,-0.7583849340819999
ACH-000331,-0.824048142779
ACH-000332,-0.776834476107
ACH-000334,-0.751486439457
ACH-000335,-0.8830808487530001
ACH-000336,-1.06628590601
ACH-000337,-0.747625692366
ACH-000339,-0.6948621461210001
ACH-000341,-0.625198806021
ACH-000348,-1.04904283731
ACH-000350,-0.613144602616
ACH-000352,-0.886600749954
ACH-000356,-1.22243038072
ACH-000361,-0.7616208006470001
ACH-000362,-0.815581035304
ACH-000363,-0.462041042925
ACH-000364,-0.825284314997
ACH-000365,-0.8245032995630001
ACH-000366,-0.837807096632
ACH-000368,-1.04006699016
ACH-000374,-0.588086228602
ACH-000375,-1.12067501019
ACH-000376,-0.682275658734
ACH-000381,-0.758338417554
ACH-000383,-0.536479815344
ACH-000387,-0.74689015499
ACH-000389,-1.05811794691
ACH-000390,-1.053372231
ACH-000393,-0.542270843358
ACH-000395,-0.550404558843
ACH-000397,-0.7955987759550001
ACH-000401,-1.2597252646500001
