,CABIN1 (23523)
ACH-000004,-0.013646651588299998
ACH-000007,-0.37151020375
ACH-000009,-0.129364730603
ACH-000011,-0.22534817776399999
ACH-000012,-0.23903913865499998
ACH-000013,0.16666740819599998
ACH-000014,-0.40401838361299997
ACH-000015,-0.647215802801
ACH-000017,-0.21879033597800002
ACH-000018,-0.348754052988
ACH-000019,-0.469445819147
ACH-000021,-0.06428811787409999
ACH-000022,-0.23907131195099998
ACH-000025,-0.281753500606
ACH-000028,-0.7323878233159999
ACH-000030,-0.209516227533
ACH-000035,-0.436471754621
ACH-000036,0.09686904633099999
ACH-000037,-0.056251021703599996
ACH-000039,-0.049210425655100004
ACH-000040,-0.38346505007299997
ACH-000041,-0.0154050889668
ACH-000042,-0.222866826716
ACH-000045,0.09251816384310002
ACH-000047,-0.46485314561499996
ACH-000052,-0.208764229179
ACH-000053,-0.048964269942500006
ACH-000054,-0.127151493857
ACH-000055,0.121727443431
ACH-000060,-0.714981832041
ACH-000067,-0.351390047012
ACH-000070,-0.465120662572
ACH-000075,-0.225978004198
ACH-000078,-0.0824405624736
ACH-000082,-0.22633588562399998
ACH-000085,-0.316210096338
ACH-000086,-0.285147415552
ACH-000087,0.132681303714
ACH-000092,-0.00444416485027
ACH-000095,0.11404011458900001
ACH-000097,-0.36606249287799997
ACH-000098,-0.358408699864
ACH-000099,-0.33579427924599997
ACH-000108,-0.25318458955
ACH-000113,-0.43594196579800004
ACH-000115,-0.5272067100060001
ACH-000116,-0.0678475626
ACH-000118,-0.20580001035599998
ACH-000120,-0.49295160638
ACH-000123,-0.605893095195
ACH-000127,0.0507508397751
ACH-000128,-0.265885081202
ACH-000132,-0.10234119255799999
ACH-000133,-0.26808701160799997
ACH-000137,-0.461013916627
ACH-000138,-0.122707519756
ACH-000142,-0.0700669481408
ACH-000143,0.265737031204
ACH-000146,-0.36390758101
ACH-000148,-0.347430315195
ACH-000150,-0.160961120305
ACH-000152,-0.07537304728689999
ACH-000153,-0.237199794306
ACH-000159,-0.20625514508200002
ACH-000160,0.030839004360099998
ACH-000163,-0.0262983826991
ACH-000167,0.420175740062
ACH-000168,-0.217227345302
ACH-000169,-0.273653743312
ACH-000178,-0.396657742971
ACH-000182,0.0377194876174
ACH-000183,-0.555575585535
ACH-000188,-0.232887192663
ACH-000189,-0.0771759832783
ACH-000190,0.189962654659
ACH-000198,-0.497195635368
ACH-000204,-0.260419430098
ACH-000206,0.027064337445099996
ACH-000207,-0.322750244297
ACH-000211,-0.290129527173
ACH-000215,-0.283044518259
ACH-000221,-0.420471023421
ACH-000222,-0.324043623746
ACH-000223,-0.200233369296
ACH-000226,-0.186512893979
ACH-000227,-0.00910129709358
ACH-000228,-0.425698562492
ACH-000231,-0.131239354038
ACH-000232,-0.481393087532
ACH-000233,0.0966174012916
ACH-000234,-0.152230420082
ACH-000235,-0.121724622821
ACH-000237,-0.279973783667
ACH-000238,-0.160515790454
ACH-000243,-0.391224131573
