,FUZ (80199)
ACH-000004,-0.11482855056199999
ACH-000007,-0.035262276902
ACH-000009,-0.0194542354206
ACH-000011,0.060825925239500006
ACH-000012,-0.18067031951200002
ACH-000013,-0.287678216948
ACH-000014,0.0781700412696
ACH-000015,-0.231752764566
ACH-000017,0.286350219748
ACH-000018,-0.29087209239
ACH-000019,0.116367761317
ACH-000021,-0.040274746939999995
ACH-000022,-0.0574266921425
ACH-000025,0.06354548961680001
ACH-000028,-0.045179178192
ACH-000030,-0.0615464934649
ACH-000035,-0.146985192479
ACH-000036,0.0733410431747
ACH-000037,-0.0528592456095
ACH-000039,-0.296859117577
ACH-000040,0.116575533804
ACH-000041,-0.0278975170902
ACH-000042,-0.14052035896099999
ACH-000045,-0.19881778191399999
ACH-000047,-0.146474125826
ACH-000052,-0.112267626095
ACH-000053,-0.0996052700488
ACH-000054,-0.0973862626928
ACH-000055,0.012733420519000001
ACH-000060,0.00509137104449
ACH-000067,-0.339901529781
ACH-000070,0.128352346387
ACH-000075,-0.050864688165600004
ACH-000078,-0.148728820799
ACH-000082,0.11843526580199999
ACH-000085,0.045210201733800005
ACH-000086,-0.0733502653331
ACH-000087,-0.25067027884599996
ACH-000092,-0.135499547328
ACH-000095,-0.036862470334300006
ACH-000097,0.019235134995
ACH-000098,-0.0705745722089
ACH-000099,-0.0620442389537
ACH-000108,-0.035242410900800006
ACH-000113,-0.054338626749
ACH-000115,-0.268428962073
ACH-000116,0.122603253345
ACH-000118,-0.0133845264642
ACH-000120,0.00698781708474
ACH-000123,-0.158183003427
ACH-000127,-0.06811347145619999
ACH-000128,0.0611740183132
ACH-000132,0.07380643132930001
ACH-000133,-0.08561764307060002
ACH-000137,-0.06569518844240001
ACH-000138,-0.232601431844
ACH-000142,-0.23370076635200002
ACH-000143,-0.0983361621132
ACH-000146,-0.109390387779
ACH-000148,0.059838635817
ACH-000150,0.0060927933938
ACH-000152,-0.049811242164
ACH-000153,0.13566042500199998
ACH-000159,-0.103469773753
ACH-000160,-0.09799319391450001
ACH-000163,0.109806571578
ACH-000167,-0.0876310126959
ACH-000168,-0.231085208575
ACH-000169,0.0190559020821
ACH-000178,0.034731984547
ACH-000182,-0.109268234245
ACH-000183,0.069338726947
ACH-000188,-0.015228457143700002
ACH-000189,0.010383750951
ACH-000190,0.0233120024938
ACH-000198,0.0440475256043
ACH-000204,-0.114653321506
ACH-000206,0.0137183401716
ACH-000207,-0.287045368537
ACH-000211,-0.0632522404401
ACH-000215,-0.126482427245
ACH-000221,-0.107866999683
ACH-000222,-0.142097842222
ACH-000223,0.166249592992
ACH-000226,0.011198928796099999
ACH-000227,0.236033419326
ACH-000228,-0.183335968109
ACH-000231,0.160807005814
ACH-000232,-0.007578468215749999
ACH-000233,-0.141292708524
ACH-000234,-0.0532785423836
ACH-000235,-0.141223312002
ACH-000237,-0.100528307115
ACH-000238,-0.0351710871534
ACH-000243,-0.014079475235899998
ACH-000244,0.283901034008
ACH-000246,0.100150225581
ACH-000248,0.0724743578733
ACH-000250,-0.0689635648409
ACH-000251,0.10264934452999999
ACH-000253,0.0126642498173
ACH-000255,-0.181774313977
ACH-000256,0.007252358378270001
ACH-000257,-0.132529417737
ACH-000258,0.262774394103
ACH-000259,-0.11000872223099999
ACH-000260,-0.008791860877920001
ACH-000261,-0.12044740255200001
ACH-000262,-0.21068005617899999
ACH-000263,0.294093217749
ACH-000264,-0.0215908096731
ACH-000265,-0.179734307925
ACH-000266,-0.15961171767500001
ACH-000272,0.0745633597163
ACH-000273,-0.0347559142029
ACH-000274,0.0264199526634
ACH-000277,-0.18251521053800002
ACH-000278,-0.0862318674989
ACH-000279,-0.059080275407800004
ACH-000280,-0.134866521894
ACH-000281,-0.24334724190999998
ACH-000288,0.0114317814302
ACH-000291,-0.127195049936
ACH-000293,-0.454677075564
ACH-000294,-0.15876735904300002
ACH-000295,0.093426407491
ACH-000296,0.17790201334800002
ACH-000302,-0.295280538478
ACH-000304,-0.0604794037905
ACH-000307,-0.0127045121144
ACH-000308,-0.0759121558951
ACH-000310,-0.258195907269
ACH-000311,-0.132132154727
ACH-000312,-0.17909349090100002
ACH-000315,-0.308321287851
ACH-000316,-0.0875397777847
ACH-000317,0.0866951008495
ACH-000318,-0.050646992660699997
ACH-000319,-0.24865018367
ACH-000320,-0.13448963123500002
ACH-000322,0.279582991302
ACH-000323,0.0854058977737
ACH-000324,-0.025305193462400004
ACH-000329,0.0444163968759
ACH-000330,-0.321373265799
ACH-000331,0.09360169291639998
ACH-000332,-0.16340699109999998
ACH-000334,-0.0731944187125
ACH-000335,-0.08866289125360001
ACH-000336,0.023334915588599996
ACH-000337,-0.036790419769699996
ACH-000339,-0.10679062938200001
ACH-000341,-0.257097552276
ACH-000348,0.0432618767638
ACH-000350,-0.11427719874000002
ACH-000352,-0.11352644845000001
ACH-000356,0.00955074059424
ACH-000361,0.177886587277
ACH-000362,-0.31276712597399997
ACH-000363,0.06128372521080001
ACH-000364,-0.0192258558399
ACH-000365,-0.12386145309900001
ACH-000366,-0.254049864982
ACH-000368,0.0921121461608
ACH-000374,-0.014683940814200002
ACH-000375,0.146790306001
ACH-000376,-0.057495665365399996
ACH-000381,-0.018097745103700002
ACH-000383,-0.114127784047
ACH-000387,0.147907124564
ACH-000389,0.053753420152099995
ACH-000390,-0.0354972630139
ACH-000393,-0.0817745579876
ACH-000395,-0.0934087670434
ACH-000397,-0.212241417583
ACH-000401,-0.125277385151
ACH-000402,-0.297806238955
ACH-000403,-0.0489315965826
ACH-000404,0.221672627016
ACH-000406,-0.0125757469416
ACH-000407,-0.07989584467069999
ACH-000408,-0.227903000786
ACH-000410,-0.128226442913
ACH-000411,0.00892711012309
ACH-000414,-0.150155190777
ACH-000415,-0.0426739160927
ACH-000416,0.132046596618
ACH-000420,-0.023033827749099997
ACH-000421,-0.103638238673
ACH-000424,0.264923091652
ACH-000425,0.0043973797318599996
ACH-000426,-0.0919844053004
ACH-000427,0.0350858067405
ACH-000433,0.182662354756
ACH-000436,-0.06938981396260001
ACH-000444,0.00321537909198
ACH-000445,-0.0011785239354100002
ACH-000448,-0.0877590121909
ACH-000450,-0.06823920931340001
ACH-000452,-0.0879844660518
ACH-000454,0.0555920611894
ACH-000458,0.0513451323575
ACH-000459,0.09135994603219999
ACH-000460,-0.225622741928
ACH-000461,0.07634813152480001
ACH-000463,-0.261816117063
