,TBC1D10A (83874)
ACH-000226,-0.15040469957699998
ACH-000227,-0.37315048608900003
ACH-000228,-0.250360698276
ACH-000231,-0.261011148142
ACH-000232,-0.20196332164500003
ACH-000233,-0.179934094399
ACH-000234,-0.0857510728542
ACH-000235,-0.123739234083
ACH-000237,-0.245478121036
ACH-000238,0.0575453824273
ACH-000243,-0.25808393527600004
ACH-000244,-0.604955771888
ACH-000246,-0.112670353451
ACH-000248,-0.244262642645
ACH-000250,-0.08252060607850001
ACH-000251,0.0509335158133
ACH-000253,-0.0413942407075
ACH-000255,-0.0477325621568
ACH-000256,-0.162483550935
ACH-000257,-0.19437838189399997
ACH-000258,-0.42494819846500004
ACH-000259,-0.185143492872
ACH-000260,-0.18091290945799998
ACH-000261,-0.2353474566
ACH-000262,-0.134854637768
ACH-000263,-0.270995908146
ACH-000264,-0.277920601669
ACH-000265,-0.178367067168
ACH-000266,-0.30385204286999995
ACH-000272,-0.412747110721
ACH-000273,-0.33705556467
ACH-000274,-0.314674306701
ACH-000277,-0.10650540548800001
ACH-000278,-0.284380183149
ACH-000279,-0.202452885351
ACH-000280,-0.171267301672
ACH-000281,-0.28139949431600003
ACH-000288,-0.201106607729
ACH-000291,-0.291946847004
ACH-000293,-0.164178437324
ACH-000294,-0.0799500741522
ACH-000295,-0.0631296356654
ACH-000296,-0.5268367581800001
ACH-000302,-0.22049265599
ACH-000304,-0.188894802212
ACH-000307,-0.203508230836
ACH-000308,-0.39415496315
ACH-000310,-0.5209568819
ACH-000311,-0.323256309278
ACH-000312,-0.350309618333
ACH-000315,0.019196096750599998
ACH-000316,-0.05476450367380001
ACH-000317,-0.16258063890000002
ACH-000318,-0.232941941124
ACH-000319,-0.148679658675
ACH-000320,-0.345176498412
ACH-000322,-0.5365135264190001
ACH-000323,-0.378050524379
ACH-000324,-0.39925063067
ACH-000329,-0.0143296160355
ACH-000330,-0.385880870334
ACH-000331,-0.172660008508
ACH-000332,-0.272282846266
ACH-000334,-0.101248587291
ACH-000335,-0.36569101071599996
ACH-000336,-0.286153919833
ACH-000337,-0.23748960655499998
ACH-000339,-0.0769332354093
ACH-000341,-0.431431688401
ACH-000348,-0.143742269783
ACH-000350,-0.12452772796900001
ACH-000352,-0.167526260064
ACH-000356,0.054360261121500004
ACH-000361,-0.326331101395
ACH-000362,-0.24709591934
ACH-000363,-0.12232860270300001
ACH-000364,-0.330214173788
ACH-000365,-0.0988451801361
ACH-000366,-0.135537168398
ACH-000368,-0.17243620391399997
ACH-000374,-0.16692353943399998
ACH-000375,-0.141474700092
ACH-000376,-0.285407642132
ACH-000381,-0.399737209607
ACH-000383,-0.131266456612
ACH-000387,-0.17094489953400002
ACH-000389,-0.137528073444
ACH-000390,-0.110163043697
ACH-000393,-0.10848581567500001
ACH-000395,-0.470873054448
ACH-000397,-0.252490371887
ACH-000401,-0.365243994223
ACH-000402,-0.14527539554899999
ACH-000403,-0.37753166778700004
ACH-000404,0.335317369828
ACH-000406,-0.20742925261599998
ACH-000407,-0.09064388102700001
ACH-000408,-0.174298802157
ACH-000410,-0.36846724770800005
ACH-000411,-0.222099624454
ACH-000414,-0.266291173119
ACH-000415,-0.115724595266
ACH-000416,-0.120035197203
ACH-000420,-0.370003128346
ACH-000421,-0.439140185232
ACH-000424,-0.184022841472
ACH-000425,-0.707512495361
ACH-000426,-0.121524565147
ACH-000427,-0.275066041614
ACH-000433,0.0112109022389
ACH-000436,-0.180640446704
ACH-000444,-0.217064298613
ACH-000445,-0.573849068519
ACH-000448,-0.0501295699827
ACH-000450,0.187728677315
ACH-000452,-0.196634730535
ACH-000454,-0.175726431443
ACH-000458,-0.00701389492417
ACH-000459,-0.09618661145349999
ACH-000460,-0.659111559472
ACH-000461,-0.0500185271804
ACH-000463,-0.121139600149
ACH-000464,-0.21080523664
ACH-000466,-0.434303190929
ACH-000467,-0.190699043148
ACH-000468,-0.228268414964
ACH-000469,-0.14256329228700002
ACH-000470,-0.267210971335
ACH-000471,-0.23263317906300002
ACH-000472,-0.21807361692
ACH-000473,-0.201349673171
ACH-000475,-0.17550558509199998
ACH-000476,0.0048122479462100005
ACH-000477,-0.06614481895390001
ACH-000480,-0.139420778377
ACH-000481,-0.0945586238284
ACH-000483,-0.56559441813
ACH-000484,-0.308698164463
ACH-000485,-0.156331360041
ACH-000486,-0.137168111623
ACH-000487,-0.234045421306
ACH-000488,-0.195477408092
ACH-000490,-0.151430357894
ACH-000491,-0.343078590445
ACH-000495,-0.12055299064000001
ACH-000496,-0.156277704818
ACH-000499,-0.146616301402
ACH-000500,-0.162240861879
ACH-000502,-0.204801753907
ACH-000503,-0.138058395769
ACH-000505,-0.351134916726
ACH-000507,-0.131073221383
ACH-000510,-0.224984116835
ACH-000511,-0.144078223052
ACH-000512,0.138876844789
ACH-000516,-0.317925389582
ACH-000517,-0.264372630995
ACH-000518,0.049875679534599995
ACH-000520,-0.0578214054533
ACH-000521,-0.397095052947
ACH-000522,0.049113452039099996
ACH-000524,-0.283537136796
ACH-000527,-0.355520415359
ACH-000528,-0.398882883358
ACH-000537,-0.341781100675
ACH-000541,-0.484262714276
ACH-000542,-0.218875724072
ACH-000544,-0.0893610881235
ACH-000545,-0.13305094621
ACH-000547,-0.311499126707
ACH-000548,-0.07497816274880001
ACH-000549,-0.229059024842
ACH-000550,0.0169003677962
ACH-000552,-0.160077263414
ACH-000556,-0.180072098605
ACH-000557,-0.00888769359899
ACH-000570,-0.404242018212
ACH-000571,-0.275368161561
ACH-000573,-0.225907667019
ACH-000576,-0.363598242525
ACH-000580,-0.048515121576800005
ACH-000584,-0.17783989513
ACH-000585,0.101215063324
ACH-000588,-0.20994501652199998
ACH-000589,-0.17072210869899998
ACH-000591,-0.539447749925
ACH-000593,-0.0417471170087
ACH-000600,-0.06333811235799999
ACH-000601,-0.193250701385
ACH-000604,-0.327900833895
ACH-000605,-0.312387392862
ACH-000606,-0.303138949627
ACH-000608,-0.27134162908000004
ACH-000614,-0.0807575945288
ACH-000616,-0.25642760834399997
ACH-000618,-0.109597470595
ACH-000619,-0.12882326746099998
ACH-000620,-0.125877033675
ACH-000621,-0.15573310140799998
ACH-000622,-0.495991779282
ACH-000623,-0.273646892851
ACH-000624,-0.132342128575
ACH-000627,-0.218934530711
ACH-000630,-0.135705688012
ACH-000632,-0.313024553168
ACH-000633,-0.272093816642
ACH-000637,-0.336668760753
ACH-000638,-0.26344301999200004
ACH-000646,-0.226610176946
ACH-000647,-0.215308091115
ACH-000648,-0.0247895652415
ACH-000649,-0.08100804124689999
ACH-000651,-0.32936089824299997
ACH-000652,-0.022388118002800002
ACH-000653,-0.0106520547268
ACH-000657,-0.140484752661
ACH-000658,-0.10278566420499999
ACH-000661,0.017917869184000002
ACH-000662,-0.09744073167600001
ACH-000663,-0.042276874585800005
ACH-000665,-0.415247464115
ACH-000671,-0.2036828534
ACH-000673,-0.256241104572
ACH-000676,-0.12114145378499999
ACH-000677,-0.150046386836
ACH-000681,-0.347196760409
ACH-000682,-0.232343367324
ACH-000683,-0.0823159078236
ACH-000684,-0.261750110785
ACH-000688,-0.0344837367519
ACH-000693,-0.257574737381
ACH-000694,-0.232057308562
ACH-000695,-0.32237047222
ACH-000696,-0.234332517636
ACH-000697,-0.357631021498
ACH-000699,-0.260630767225
ACH-000701,-0.127733749168
ACH-000706,-0.130236918498
ACH-000711,-0.24655467599800002
ACH-000713,0.0406664306674
ACH-000714,-0.0530745606398
ACH-000718,-0.10419171521500001
ACH-000720,-0.192239282693
ACH-000721,-0.260594879789
ACH-000724,-0.0753528326219
ACH-000725,-0.25358752548
ACH-000732,-0.00423981398133
ACH-000734,-0.30832238885499996
ACH-000735,-0.518183735878
ACH-000736,-0.0105169682836
ACH-000738,-0.12635725509600002
ACH-000746,-0.09041183653339999
ACH-000747,-0.33597547081600004
ACH-000748,-0.11820739779100001
ACH-000753,-0.0654836255942
ACH-000756,-0.08514666994820001
ACH-000757,-0.34196623550099997
ACH-000758,-0.37803303927299997
ACH-000760,-0.279301506169
ACH-000763,-0.019904733883599996
ACH-000764,-0.262495444305
ACH-000765,-0.154839084088
ACH-000766,-0.188844631
ACH-000767,-0.284058863241
ACH-000768,-0.36999326683600003
ACH-000769,-0.265041267992
ACH-000770,-0.26593981964
ACH-000771,-0.469484556271
ACH-000773,-0.30365625225299997
ACH-000776,-0.16410263283
ACH-000777,-0.15054152795700002
ACH-000778,-0.272773162588
ACH-000781,-0.150287283983
ACH-000782,-0.298480352633
ACH-000783,0.151604113137
ACH-000784,-0.0164796954969
ACH-000785,-0.10636781926000001
ACH-000787,-0.239210880332
ACH-000788,-0.15336969232
ACH-000791,-0.176703918092
ACH-000792,-0.0876025987359
ACH-000794,-0.193445597032
ACH-000796,-0.140861297669
ACH-000799,-0.276993181551
ACH-000800,-0.5255085396410001
ACH-000802,-0.153780341816
ACH-000804,-0.293140445889
ACH-000805,-0.280541799727
ACH-000809,-0.09924183776930001
ACH-000810,-0.376423997198
ACH-000811,-0.261821902019
ACH-000817,-0.348169679087
ACH-000819,-0.5445499844
ACH-000820,-0.10404017171800001
ACH-000821,-0.293739546205
ACH-000822,-0.09083925343699999
ACH-000823,-0.042602455682199995
ACH-000824,-0.0248887494637
ACH-000827,-0.20815376750599998
ACH-000829,-0.261344362771
ACH-000831,-0.335104679305
ACH-000832,-0.08523975394910001
ACH-000833,-0.16071468468900002
ACH-000834,-0.136579644854
ACH-000835,-0.342165993596
ACH-000836,-0.211810288066
ACH-000837,-0.255564383628
ACH-000838,-0.142546733559
ACH-000839,-0.116606919399
ACH-000840,-0.161356998024
ACH-000841,-0.25945575509
ACH-000843,-0.205078475148
ACH-000846,-0.231491504346
ACH-000847,-0.141588737464
ACH-000848,-0.226551963721
ACH-000849,-0.0328188012481
ACH-000851,-0.300470484438
ACH-000855,-0.557902272976
ACH-000856,-0.300628367178
ACH-000858,-0.110801689532
ACH-000859,-0.378612739071
ACH-000861,-0.12331823930500001
ACH-000862,0.0103855201702
ACH-000865,-0.21200952331599998
ACH-000866,-0.233234996677
ACH-000867,-0.16204376480399998
ACH-000869,-0.122882580931
ACH-000872,-0.38974538729
ACH-000873,-0.28424237705
ACH-000876,-0.190119800127
ACH-000878,-0.025400484714000002
ACH-000880,-0.35762104517899995
ACH-000881,-0.283525733484
ACH-000882,-0.273430851759
ACH-000884,-0.07103933753939999
ACH-000885,-0.296161759651
ACH-000887,-0.106112447689
ACH-000888,-0.024872685738900002
ACH-000889,-0.167036851103
ACH-000890,-0.512164184489
ACH-000896,-0.140615325075
ACH-000898,-0.0819293661651
ACH-000900,-0.246484891972
ACH-000901,-0.24820412648200002
ACH-000905,-0.038754721809400004
ACH-000906,-0.252978595629
ACH-000907,-0.20245193745200002
ACH-000910,-0.09153750095869999
ACH-000911,-0.189702469056
ACH-000912,-0.0896490026555
ACH-000913,-0.101510228355
ACH-000915,-0.12173019941299999
ACH-000916,-0.310307534612
ACH-000917,-0.070313460146
ACH-000921,-0.06120377517180001
ACH-000924,-0.146774174739
ACH-000926,-0.23236706655
ACH-000928,-0.10797573879000001
ACH-000929,-0.017664676495400003
ACH-000932,-0.334440693245
ACH-000935,0.00396051220216
ACH-000936,-0.571826919608
ACH-000937,-0.197067546692
ACH-000938,-0.11165390359099998
ACH-000939,-0.07816568035060001
ACH-000941,-0.147921301676
ACH-000943,-0.182454808831
ACH-000946,-0.45979294383999997
ACH-000947,-0.19260337057100002
ACH-000948,-0.28469928958
ACH-000950,-0.457257147557
ACH-000953,-0.0386553118425
ACH-000957,-0.477321617827
ACH-000958,-0.423388468404
ACH-000960,-0.0510978516619
ACH-000963,-0.299445139103
ACH-000968,-0.21301680878100002
ACH-000969,-0.118621546634
ACH-000973,-0.265056607136
ACH-000974,-0.312004416947
ACH-000975,-0.187528245857
ACH-000976,-0.439315152371
ACH-000978,0.138797440895
ACH-000980,-0.116397877304
ACH-000984,-0.11386026840800001
ACH-000986,-0.20684416866900002
ACH-000988,-0.260437500746
ACH-000993,-0.169728915598
ACH-000994,-0.33984084020099997
ACH-000996,-0.143978495838
ACH-001001,-0.198147688241
ACH-001020,-0.128515816905
ACH-001028,-0.224980870766
ACH-001031,-0.11941110669600001
ACH-001038,-0.264709794267
ACH-001048,-0.22695030834899999
ACH-001050,-0.35799171876900004
ACH-001053,-0.214773211155
ACH-001054,-0.130889664832
ACH-001061,-0.049895223423800004
ACH-001067,-0.504930221359
ACH-001075,-0.232151436629
ACH-001096,-0.234994492493
ACH-001128,-0.0204602228452
ACH-001134,-0.10397753137299999
ACH-001151,-0.360728346891
ACH-001163,-0.271780136761
ACH-001164,-0.239182525315
ACH-001173,-0.384122072294
ACH-001183,-0.117968602475
ACH-001184,-0.33094320384500003
ACH-001190,-0.1795726014
ACH-001192,-0.5360640533259999
ACH-001193,-0.192767434925
ACH-001196,-0.107747453547
ACH-001197,-0.157752606641
ACH-001205,-0.0475549264401
ACH-001211,-0.124423405139
ACH-001212,0.013603726429600001
ACH-001228,-0.0839164368533
ACH-001232,-0.148582808403
ACH-001239,-0.139675511585
ACH-001274,-0.133212362318
ACH-001275,-0.166984464282
ACH-001277,-0.129328503596
ACH-001278,-0.09061692586169999
ACH-001280,-0.357588565768
ACH-001283,-0.387420679708
ACH-001289,-0.180876633407
ACH-001295,-0.266432425443
ACH-001300,-0.157189887417
ACH-001301,-0.237290440067
ACH-001302,-0.029895133722799998
ACH-001303,-0.16377368205700002
ACH-001306,-0.166230166486
ACH-001318,-0.22442353797200001
ACH-001322,-0.272027432705
ACH-001328,-0.189182113252
ACH-001332,-0.19349168473900002
ACH-001333,-0.31570423904100003
ACH-001336,-0.23042311922699998
ACH-001340,-0.206911352855
ACH-001346,-0.0962667318531
ACH-001353,-0.5288339640640001
ACH-001354,-0.0827739021724
ACH-001367,-0.281484379523
ACH-001368,-0.154348324095
ACH-001374,0.08294134285310001
ACH-001375,-0.000878430068377
ACH-001377,-0.211258781908
ACH-001380,-0.118249370703
ACH-001391,-0.0372312881477
ACH-001407,-0.293833080793
ACH-001408,-0.18349152397399998
ACH-001413,-0.283743304975
ACH-001430,-0.243221944817
ACH-001431,0.0403736866945
ACH-001450,-0.0886447417532
ACH-001496,-0.120105011953
ACH-001500,-0.07360507937630001
ACH-001521,0.00661529013279
ACH-001523,-0.255705509245
ACH-001532,-0.254333198313
ACH-001536,-0.07832724826700001
ACH-001550,-0.236431259034
ACH-001552,-0.25961460268000003
ACH-001554,-0.117433255478
ACH-001645,-0.34155753536899996
ACH-001654,-0.161328401275
ACH-001715,-0.586284153239
ACH-001735,-0.17723347943
ACH-001736,-0.18676181090799998
ACH-001737,-0.1358725515
ACH-001740,-0.200304377397
ACH-001745,-0.030632829860499998
ACH-001750,-0.272672401545
ACH-001765,-0.211987541145
ACH-001956,-0.0804729064386
ACH-001957,-0.159784610151
