,SF3B3 (23450)
ACH-000004,-1.97108480812
ACH-000007,-1.6753742437799999
ACH-000009,-1.15733823088
ACH-000011,-1.4543344863499998
ACH-000012,-1.35665395777
ACH-000013,-1.66102162632
ACH-000014,-1.7826790811400002
ACH-000015,-1.35212732127
ACH-000017,-1.73310522843
ACH-000018,-1.50917240049
ACH-000019,-1.73393003051
ACH-000021,-1.60977015875
ACH-000022,-1.62827312736
ACH-000025,-1.31887495212
ACH-000028,-1.3199786957600002
ACH-000030,-1.4854916944299998
ACH-000035,-1.27440681898
ACH-000036,-1.71997183349
ACH-000037,-1.6557609574799999
ACH-000039,-1.5968002906299998
ACH-000040,-1.38591037053
ACH-000041,-1.5959167460600001
ACH-000042,-1.39476894587
ACH-000045,-1.8890063861099997
ACH-000047,-1.30736891045
ACH-000052,-1.74962254697
ACH-000053,-1.85005283868
ACH-000054,-1.51310353831
ACH-000055,-1.56768481632
ACH-000060,-1.20132933469
ACH-000067,-1.4423769581
ACH-000070,-1.41213175533
ACH-000075,-1.42722072294
ACH-000078,-1.8310885595299997
ACH-000082,-1.7762836695400002
ACH-000085,-1.3552806847799999
ACH-000086,-1.52941925364
ACH-000087,-1.46406798225
ACH-000092,-1.53336155441
ACH-000095,-1.7404181786300001
ACH-000097,-1.5239018611300001
ACH-000098,-1.35251073007
ACH-000099,-1.5590348521200001
ACH-000108,-1.3813076214
ACH-000113,-1.71480854697
ACH-000115,-2.46735178908
ACH-000116,-1.32342014114
ACH-000118,-1.5279374231099998
ACH-000120,-1.70851564871
ACH-000123,-1.5669171968200002
ACH-000127,-1.52954573958
ACH-000128,-1.70480582929
ACH-000132,-1.8205325021
ACH-000133,-1.71690141572
ACH-000137,-1.23799744428
ACH-000138,-1.48783400674
ACH-000142,-1.5394999130200002
ACH-000143,-1.45661536762
ACH-000146,-1.88560823931
ACH-000148,-1.48530979345
ACH-000150,-1.6730863835299998
ACH-000152,-1.34894955462
ACH-000153,-1.42948574437
ACH-000159,-1.6197597620299997
ACH-000160,-1.65170730486
ACH-000163,-1.47867559935
ACH-000167,-1.84474328651
ACH-000168,-1.30210653423
ACH-000169,-1.6035674327899998
ACH-000178,-1.3022952036
ACH-000182,-1.47422035553
ACH-000183,-1.9035110073599997
ACH-000188,-1.51597151774
ACH-000189,-1.2365842769
ACH-000190,-1.71285660236
ACH-000198,-1.88493881689
ACH-000204,-1.66066115335
ACH-000206,-1.6848357034399999
ACH-000207,-2.24503184218
ACH-000211,-1.66887398059
ACH-000215,-1.6869371260600001
ACH-000221,-1.41301458947
ACH-000222,-1.68061340854
ACH-000223,-1.82982982771
ACH-000226,-1.66518412847
ACH-000227,-1.84206518575
ACH-000228,-1.27362138297
ACH-000231,-1.55232218725
ACH-000232,-1.4914220423700002
ACH-000233,-1.77160019496
ACH-000234,-0.797475489156
ACH-000235,-1.58571998339
ACH-000237,-1.5579885771700002
ACH-000238,-1.68675550915
ACH-000243,-1.4253457566
ACH-000244,-1.47439629676
ACH-000246,-1.2622466121200002
ACH-000248,-1.4123573895100001
ACH-000250,-1.4243350736899998
ACH-000251,-1.05917338093
ACH-000253,-1.5759358885799999
ACH-000255,-1.2993476209100001
ACH-000256,-1.48556496649
ACH-000257,-1.5452760546000002
ACH-000258,-1.5657537273500002
ACH-000259,-1.5548369967299998
ACH-000260,-1.48418368462
ACH-000261,-1.2635202270299999
ACH-000262,-1.5622652981099998
ACH-000263,-1.8472994416400002
ACH-000264,-1.5907603669100001
ACH-000265,-1.6821585648800002
ACH-000266,-1.53746703294
ACH-000272,-1.4085552622400002
ACH-000273,-1.61694330689
ACH-000274,-1.61294640435
ACH-000277,-1.56511349687
ACH-000278,-1.4971803165600002
ACH-000279,-1.77985124563
ACH-000280,-1.65352318456
ACH-000281,-1.44792727834
ACH-000288,-1.64999614255
ACH-000291,-1.57659693076
ACH-000293,-1.6608349470200001
ACH-000294,-1.35244032651
ACH-000295,-1.65583048416
ACH-000296,-1.36976039166
ACH-000302,-1.35277629815
ACH-000304,-1.8867660083099997
ACH-000307,-1.25740860577
ACH-000308,-1.7500874220500002
ACH-000310,-2.2441729236400003
ACH-000311,-1.4758513223199998
ACH-000312,-1.46171343546
ACH-000315,-1.4254447914100001
ACH-000316,-1.3127446243799998
ACH-000317,-1.1281580229100001
ACH-000318,-1.42737476932
ACH-000319,-1.35801313905
ACH-000320,-1.5750765194
ACH-000322,-1.73660436711
ACH-000323,-1.38753772754
ACH-000324,-1.48400833627
ACH-000329,-1.6993306977399998
ACH-000330,-1.5832139000499998
ACH-000331,-1.4124053535699999
ACH-000332,-1.5330834333599999
ACH-000334,-2.1053785808099996
ACH-000335,-1.21819294954
ACH-000336,-1.74535213402
ACH-000337,-1.68177467895
ACH-000339,-1.6420749886500001
ACH-000341,-1.67661699497
ACH-000348,-1.59314583507
ACH-000350,-1.83396891302
ACH-000352,-1.42571166829
ACH-000356,-1.3486079660499999
ACH-000361,-1.3398797278399999
ACH-000362,-1.6466321240200001
ACH-000363,-2.2510076498599996
ACH-000364,-1.4248929503999999
ACH-000365,-1.78179435449
ACH-000366,-1.5833832329700002
