,MIEF1 (54471)
ACH-000004,0.0469556768476
ACH-000007,0.025894943312499998
ACH-000009,-0.137843931514
ACH-000011,-0.12063793661800001
ACH-000012,-0.0675038688808
ACH-000013,-0.219185015295
ACH-000014,-0.285304519717
ACH-000015,-0.050381280308300004
ACH-000017,-0.12377174767000002
ACH-000018,-0.22676458479000003
ACH-000019,-0.0850869148945
ACH-000021,-0.053359939438899995
ACH-000022,-0.13915199289799998
ACH-000025,-0.21254937526099998
ACH-000028,-0.153147928377
ACH-000030,-0.169673393382
ACH-000035,-0.39877356052
ACH-000036,-0.08341410720180001
ACH-000037,-0.221584344224
ACH-000039,0.0534046031815
ACH-000040,-0.09145713343119999
ACH-000041,-0.130602235062
ACH-000042,-0.315063010883
ACH-000045,0.110810380922
ACH-000047,-0.450117812426
ACH-000052,-0.104475085624
ACH-000053,-0.112816197225
ACH-000054,0.025429609461500004
ACH-000055,-0.17842465601500002
ACH-000060,-0.035713123325699994
ACH-000067,0.112869189922
ACH-000070,-0.0140038672487
ACH-000075,-0.117277242203
ACH-000078,0.0578196402621
ACH-000082,0.0487698219815
ACH-000085,-0.14564553009099998
ACH-000086,-0.150900186908
ACH-000087,0.0662886006281
ACH-000092,-0.225882911041
ACH-000095,-0.0168753942724
ACH-000097,-0.112258816758
ACH-000098,-0.20368268846999998
ACH-000099,-0.2040543258
ACH-000108,-0.06772589698680001
ACH-000113,0.0799982631256
ACH-000115,-0.109063346475
ACH-000116,-0.147480407124
ACH-000118,-0.0773376598438
ACH-000120,-0.0487455416261
ACH-000123,-0.271538702154
ACH-000127,0.047883793842000005
ACH-000128,-0.023247570598200002
ACH-000132,0.0541224842117
ACH-000133,-0.0285581225738
ACH-000137,-0.176304662765
ACH-000138,0.0260369398654
ACH-000142,-0.108818046014
ACH-000143,-0.31689103158799997
ACH-000146,0.0417929947076
ACH-000148,-0.0306678007465
ACH-000150,0.016747939331399998
ACH-000152,-0.0795559130824
ACH-000153,-0.023247296127999997
ACH-000159,0.08732520634569998
ACH-000160,-0.225949912582
ACH-000163,-0.196296981802
ACH-000167,-0.218387505279
ACH-000168,0.0029847032477000003
ACH-000169,-0.292626304914
ACH-000178,-0.09215881106769999
ACH-000182,-0.114526068341
ACH-000183,-0.285535711713
ACH-000188,0.0569912903291
ACH-000189,-0.151441054792
ACH-000190,-0.183504739331
ACH-000198,-0.0454396007115
ACH-000204,0.0694697241329
ACH-000206,-0.162748222739
ACH-000207,-0.312531268624
ACH-000211,-0.11062750405999999
ACH-000215,-0.0272889278249
ACH-000221,-0.21859833274999999
ACH-000222,-0.200528615187
ACH-000223,-0.133105132755
ACH-000226,-0.0627029138448
ACH-000227,-0.111516413552
ACH-000228,-0.0159014622457
ACH-000231,-0.359453529473
ACH-000232,-0.12145386091299999
ACH-000233,-0.234727614281
ACH-000234,-0.0678289740881
ACH-000235,-0.0269747998754
ACH-000237,-0.121979105075
ACH-000238,0.16787878728
ACH-000243,-0.167184443131
ACH-000244,0.178495543199
ACH-000246,-0.27363292645799997
ACH-000248,0.16689112054000002
ACH-000250,-0.127381404321
ACH-000251,0.0602732861685
ACH-000253,-0.20866792374499998
ACH-000255,-0.190957010535
ACH-000256,-0.16476736254899998
ACH-000257,0.12412384913300001
ACH-000258,0.039511330532999996
ACH-000259,-0.0821142610061
ACH-000260,-0.11518934850099999
ACH-000261,-0.086385189224
ACH-000262,-0.326909329217
ACH-000263,-0.15402451405
ACH-000264,-0.11495549466499999
ACH-000265,-0.16921747942899998
ACH-000266,-0.127251217068
ACH-000272,-0.08575838768670001
ACH-000273,0.0030100197105700005
ACH-000274,-0.21639529648699998
ACH-000277,-0.0647185631363
ACH-000278,-0.322151373628
ACH-000279,-0.16941703237300001
ACH-000280,-0.0689268985414
ACH-000281,-0.143482209681
ACH-000288,-0.159373338464
ACH-000291,-0.100694482196
ACH-000293,-0.00311219388852
ACH-000294,0.20484050574999998
ACH-000295,0.295517298939
ACH-000296,0.106103605963
ACH-000302,-0.198209257864
ACH-000304,-0.40137861472900005
ACH-000307,-0.010731468516799998
ACH-000308,-0.0700360030276
ACH-000310,0.0936462108642
ACH-000311,-0.22755734848499998
ACH-000312,-0.0411201856394
ACH-000315,-0.317712022829
ACH-000316,0.146124946439
ACH-000317,-0.630150871967
ACH-000318,-0.0463836431568
ACH-000319,-0.029470216008200004
ACH-000320,-0.255810357055
ACH-000322,-0.0884894330415
ACH-000323,-0.150996827295
ACH-000324,-0.013161317599200001
ACH-000329,0.007665792746259999
ACH-000330,-0.162868061417
ACH-000331,-0.134757823606
ACH-000332,-0.11651802827199999
ACH-000334,0.021608365165
ACH-000335,0.0611929013124
ACH-000336,-0.184546134133
ACH-000337,-0.137557071113
ACH-000339,-0.030002687786099998
ACH-000341,-0.354708896984
ACH-000348,-0.19166824774
ACH-000350,-0.08440154869960001
ACH-000352,-0.22836075190400001
ACH-000356,-0.11133856427100002
ACH-000361,-0.124334529387
ACH-000362,0.0497124596716
ACH-000363,-0.21695295123000002
ACH-000364,-0.10066765465199999
ACH-000365,-0.0977331150522
