,POLR3D (661)
ACH-000004,-0.624790226929
ACH-000007,-0.733553485385
ACH-000009,-0.763816992448
ACH-000011,-0.964141654682
ACH-000012,-0.809405442931
ACH-000013,-0.836956355702
ACH-000014,-0.567295370626
ACH-000015,-1.01537661896
ACH-000017,-1.28660092589
ACH-000018,-0.553204134159
ACH-000019,-1.04033259489
ACH-000021,-0.612717907341
ACH-000022,-0.6803448800059999
ACH-000025,-1.08244789334
ACH-000028,-0.711325168681
ACH-000030,-0.9489778449490001
ACH-000035,-1.13672867476
ACH-000036,-0.83845515592
ACH-000037,-0.7647025474160001
ACH-000039,-0.6859184720370001
ACH-000040,-0.670482757152
ACH-000041,-0.371629764212
ACH-000042,-0.986405149119
ACH-000045,-0.7249844762659999
ACH-000047,-0.753236458933
ACH-000052,-0.9846292599959999
ACH-000053,-0.660606562721
ACH-000054,-0.7491363590819999
ACH-000055,-0.756980914993
ACH-000060,-0.9784015775499999
ACH-000067,-0.7232640415100001
ACH-000070,-0.8637641259819999
ACH-000075,-0.8148225771909999
ACH-000078,-0.48654677258
ACH-000082,-0.8536653675220001
ACH-000085,-0.977006214461
ACH-000086,-0.7569072562620001
ACH-000087,-0.318785979883
ACH-000092,-0.878533849393
ACH-000095,-0.595158889137
ACH-000097,-0.699159450053
ACH-000098,-0.591719279532
ACH-000099,-0.733344466143
ACH-000108,-0.8706186432459999
ACH-000113,-0.8540113420990001
ACH-000115,-0.907017079242
ACH-000116,-1.05602275834
ACH-000118,-1.0853394009200001
ACH-000120,-0.7544992666320001
ACH-000123,-0.8939973082960001
ACH-000127,-0.864218307166
ACH-000128,-0.516791448011
ACH-000132,-1.10987757298
ACH-000133,-0.679807001276
ACH-000137,-1.27400095949
ACH-000138,-0.7537141895589999
ACH-000142,-0.696095655011
ACH-000143,-0.9999127777169999
ACH-000146,-0.623497395911
ACH-000148,-0.804985493232
ACH-000150,-1.01727974486
ACH-000152,-0.7570683941240001
ACH-000153,-0.8162462924930001
ACH-000159,-0.9888063367290001
ACH-000160,-0.357759436364
ACH-000163,-0.8612516275480001
ACH-000167,-0.421822387433
ACH-000168,-0.912069999174
ACH-000169,-0.9375158406990001
ACH-000178,-0.980309686608
ACH-000182,-0.876586107306
ACH-000183,-0.9889071446700001
ACH-000188,-0.777219553247
ACH-000189,-0.482389939166
ACH-000190,-0.383636622966
ACH-000198,-0.758315547437
ACH-000204,-0.8403657083589999
ACH-000206,-1.35816132198
ACH-000207,-1.00477940036
ACH-000211,-0.9304956352220001
ACH-000215,-0.632385263181
ACH-000221,-0.72750666089
ACH-000222,-0.685970074259
ACH-000223,-0.85027809977
ACH-000226,-0.779905740687
ACH-000227,-0.24076753254799999
ACH-000228,-1.11667474683
ACH-000231,-0.6364912082859999
ACH-000232,-0.8242448890590001
ACH-000233,-0.803504262409
ACH-000234,-0.716517034315
ACH-000235,-0.805172060657
ACH-000237,-0.7309113555869999
ACH-000238,-0.49554924261100003
ACH-000243,-1.08566990718
ACH-000244,-0.6751023584260001
ACH-000246,-1.04078992369
ACH-000248,-0.927151578571
ACH-000250,-0.745855310363
ACH-000251,-1.31569936194
ACH-000253,-0.883866073475
ACH-000255,-0.8044755218330001
ACH-000256,-0.692879465933
ACH-000257,-0.531386171308
ACH-000258,-1.1321221376700001
ACH-000259,-0.9622749156110001
ACH-000260,-0.913634280337
ACH-000261,-1.04787731499
ACH-000262,-0.841604007522
ACH-000263,-0.675478345202
ACH-000264,-0.722739773368
ACH-000265,-0.968155500014
ACH-000266,-0.849260146375
ACH-000272,-0.574730883705
ACH-000273,-0.470790222307
ACH-000274,-0.489806955141
ACH-000277,-0.953021544915
ACH-000278,-1.01778188828
ACH-000279,-0.435913903181
ACH-000280,-1.10587136547
ACH-000281,-0.933632873994
ACH-000288,-0.351637487301
ACH-000291,-0.721461080694
ACH-000293,-0.978257308723
ACH-000294,-1.21206732373
ACH-000295,-1.01968384144
ACH-000296,-0.669049521222
ACH-000302,-0.753936214197
ACH-000304,-0.6604982587129999
ACH-000307,-0.865311716202
ACH-000308,-0.665202352367
ACH-000310,-0.445963195484
ACH-000311,-0.8812510634110001
ACH-000312,-0.847039932783
ACH-000315,-0.91871387385
ACH-000316,-0.700257389683
ACH-000317,-1.0229033419700002
ACH-000318,-0.879282845897
ACH-000319,-0.57096369376
ACH-000320,-1.00359480226
ACH-000322,-1.33248777061
ACH-000323,-0.823041322704
ACH-000324,-0.597161501946
ACH-000329,-0.51923479585
ACH-000330,-1.21961142569
ACH-000331,-0.935572308785
ACH-000332,-0.960234720333
ACH-000334,-0.548825699127
ACH-000335,-0.555310424411
ACH-000336,-0.800585873796
ACH-000337,-0.8551074106829999
ACH-000339,-0.905142122798
ACH-000341,-0.693650468801
ACH-000348,-0.452788066859
ACH-000350,-1.06289334444
ACH-000352,-1.3717724698700002
ACH-000356,-1.16141067877
ACH-000361,-0.5737489480899999
ACH-000362,-0.9585492058399999
ACH-000363,-0.8029837286399999
ACH-000364,-0.81834726241
ACH-000365,-0.689994392425
ACH-000366,-0.546064314747
ACH-000368,-0.721902806161
ACH-000374,-1.0857475521200002
ACH-000375,-0.881254583683
ACH-000376,-0.7351129241009999
ACH-000381,-0.917738668689
ACH-000383,-0.6829980495129999
ACH-000387,-0.955219864954
ACH-000389,-0.8123372580570001
ACH-000390,-0.8601496138510001
ACH-000393,-0.846869679544
ACH-000395,-0.687503728548
ACH-000397,-0.7555815298899999
ACH-000401,-0.993027473159
ACH-000402,-1.10828877136
ACH-000403,-1.00244486174
ACH-000404,-0.9028639082909999
ACH-000406,-0.712409401726
ACH-000407,-0.8113894178200001
ACH-000408,-0.72698286301
ACH-000410,-1.31133541369
ACH-000411,-0.908336029644
ACH-000414,-0.9739216742100001
ACH-000415,-0.723555496612
ACH-000416,-0.839074966614
ACH-000420,-0.7586142834049999
ACH-000421,-1.02789895234
ACH-000424,-0.591497102775
ACH-000425,-0.56159937203
ACH-000426,-1.22083047343
ACH-000427,-1.2526980787200002
ACH-000433,-1.0163840323
ACH-000436,-0.5643670190919999
ACH-000444,-1.20734433524
ACH-000445,-0.796823900836
ACH-000448,-0.7579806853929999
ACH-000450,-0.828966895043
ACH-000452,-0.8625747625489999
ACH-000454,-0.9577774017149999
ACH-000458,-0.815753582617
ACH-000459,-1.39085835966
ACH-000460,-0.9212553799269999
ACH-000461,-0.8459474885449999
ACH-000463,-0.751601768856
ACH-000464,-0.357190974459
ACH-000466,-1.30883147987
ACH-000467,-1.13558647851
ACH-000468,-0.5025497194749999
ACH-000469,-0.6868403853399999
ACH-000470,-0.8524590821349999
ACH-000471,-0.8680010825900001
ACH-000472,-0.9698910528720001
ACH-000473,-1.3554494441799998
ACH-000475,-1.1629013985799999
ACH-000476,-1.08275706531
ACH-000477,-0.684200825278
ACH-000480,-0.900236293721
ACH-000481,-0.791780017804
ACH-000483,-1.56250914696
ACH-000484,-1.38043512101
ACH-000485,-1.01358183244
ACH-000486,-0.930536545766
ACH-000487,-0.863946069409
ACH-000488,-0.80496089095
ACH-000490,-0.839788512071
ACH-000491,-0.720865496312
ACH-000495,-0.846508257919
ACH-000496,-0.786582533664
ACH-000499,-0.595453679451
ACH-000500,-0.373053840551
ACH-000502,-0.8002782763609999
