,EFHC1 (114327)
ACH-000004,-0.29168607327
ACH-000007,-0.0906541047624
ACH-000009,-0.181185892854
ACH-000011,-0.07372643237000001
ACH-000012,-0.36758486806199997
ACH-000013,-0.301152419315
ACH-000014,-0.32502802993200003
ACH-000015,-0.24074075403700002
ACH-000017,-0.23633841159699998
ACH-000018,-0.377829420639
ACH-000019,-0.465029059285
ACH-000021,-0.240108080815
ACH-000022,-0.19110906164799998
ACH-000025,-0.23048065743299997
ACH-000028,-0.18253495188299998
ACH-000030,-0.17723465593600002
ACH-000035,-0.357484419131
ACH-000036,-0.27431274147
ACH-000037,-0.09985264713539999
ACH-000039,-0.306497323286
ACH-000040,-0.250380087401
ACH-000041,-0.421198361689
ACH-000042,-0.267056665917
ACH-000045,-0.0513363727585
ACH-000047,-0.41902438289899996
ACH-000052,-0.535729527609
ACH-000053,-0.114011557048
ACH-000054,-0.25264479562
ACH-000055,0.031907618825
ACH-000060,-0.486600620971
ACH-000067,-0.251066824218
ACH-000070,-0.239032000882
ACH-000075,-0.387136486746
ACH-000078,-0.131148789572
ACH-000082,-0.18611050560800002
ACH-000085,-0.5043996476879999
ACH-000086,-0.284414342769
ACH-000087,-0.512814538067
ACH-000092,-0.11896677682
ACH-000095,-0.09370158605949999
ACH-000097,-0.242005769743
ACH-000098,-0.360184925334
ACH-000099,-0.234801025517
ACH-000108,-0.321718157465
ACH-000113,-0.224353961816
ACH-000115,-0.36663624539899997
ACH-000116,-0.212289123244
ACH-000118,-0.21065016973700001
ACH-000120,-0.302624185103
ACH-000123,-0.368756643728
ACH-000127,-0.216229768068
ACH-000128,-0.284063918033
ACH-000132,-0.10592412541099999
ACH-000133,-0.23632048253600002
ACH-000137,-0.153943207061
ACH-000138,-0.131718797545
ACH-000142,-0.129292312025
ACH-000143,-0.43095231492799996
ACH-000146,-0.26486371048
ACH-000148,-0.123533223565
ACH-000150,-0.0886240431618
ACH-000152,-0.261163956186
ACH-000153,-0.07384701084419999
ACH-000159,-0.29722450996800004
ACH-000160,-0.099224878718
ACH-000163,-0.242349256681
ACH-000167,-0.161901021297
ACH-000168,-0.474195892723
ACH-000169,-0.239773212401
ACH-000178,-0.232412250449
ACH-000182,-0.350922210778
ACH-000183,-0.42877383603600006
ACH-000188,-0.320058842935
ACH-000189,0.213872905369
ACH-000190,-0.458022348036
ACH-000198,-0.37701692278300003
ACH-000204,-0.21032211880600002
ACH-000206,-0.333335722954
ACH-000207,-0.462879608514
ACH-000211,-0.302433521655
ACH-000215,-0.197676604102
ACH-000221,-0.167596322535
ACH-000222,-0.44484056639200004
ACH-000223,-0.122923475735
ACH-000226,-0.23855928129999998
ACH-000227,-0.163048282124
ACH-000228,-0.09065245974780001
ACH-000231,-0.334760017689
ACH-000232,-0.154144859032
ACH-000233,-0.159671537215
ACH-000234,-0.23287411577199998
ACH-000235,-0.234069434714
ACH-000237,-0.24611583076299998
ACH-000238,-0.223177497676
ACH-000243,-0.15540915469
ACH-000244,-0.230934710496
ACH-000246,-0.211291858344
ACH-000248,-0.37850709528099996
ACH-000250,-0.17980890359700002
ACH-000251,-0.05981058156980001
ACH-000253,-0.234454034604
ACH-000255,-0.17399009449299999
ACH-000256,-0.39343469872299996
ACH-000257,-0.20538318543099998
ACH-000258,-0.0775252267856
ACH-000259,-0.162268966504
ACH-000260,-0.09958013625210001
ACH-000261,-0.268933037856
ACH-000262,0.302898469254
ACH-000263,0.334556879212
ACH-000264,-0.304054058098
ACH-000265,-0.301565884849
ACH-000266,-0.213374198224
ACH-000272,-0.25655645444200004
ACH-000273,-0.424117467526
ACH-000274,-0.20852324870900002
ACH-000277,-0.117720833223
ACH-000278,-0.144180287239
ACH-000279,-0.335844258365
ACH-000280,-0.339871169653
ACH-000281,-0.249667090456
ACH-000288,-0.247578663075
ACH-000291,-0.172327871974
ACH-000293,-0.60182103295
ACH-000294,-0.155590950386
ACH-000295,-0.0163406565302
ACH-000296,-0.324800725645
ACH-000302,-0.23126203669599998
ACH-000304,0.00383898298219
ACH-000307,-0.457423976849
ACH-000308,-0.154515983255
ACH-000310,-0.0674774317824
ACH-000311,-0.113946064725
ACH-000312,-0.198438041389
ACH-000315,-0.556672585288
ACH-000316,-0.303549452389
ACH-000317,-0.6005961280300001
ACH-000318,-0.286412735285
ACH-000319,-0.0711756283423
ACH-000320,-0.21094177255
ACH-000322,0.133146539788
ACH-000323,-0.0819123059042
ACH-000324,-0.173114214788
ACH-000329,-0.0502831206738
ACH-000330,-0.17873663448899998
ACH-000331,-0.183821021837
ACH-000332,-0.218510751505
ACH-000334,-0.20248776225900003
ACH-000335,-0.016463110137399997
ACH-000336,-0.503293753138
ACH-000337,-0.644643874948
ACH-000339,-0.275220312627
ACH-000341,-0.342833255779
ACH-000348,-0.08049121559650001
ACH-000350,-0.204301507858
ACH-000352,-0.222749607298
ACH-000356,-0.396290017897
ACH-000361,-0.309906045467
ACH-000362,-0.31594166008900004
ACH-000363,-0.24148805639899998
ACH-000364,-0.39851141782300004
ACH-000365,-0.241972192041
ACH-000366,-0.0883773431266
ACH-000368,-0.213170262058
ACH-000374,-0.44313931219999997
ACH-000375,-0.252580459483
ACH-000376,-0.325105318222
ACH-000381,-0.46671724550099997
ACH-000383,-0.18296939218400002
ACH-000387,-0.206431853843
ACH-000389,-0.317735005685
ACH-000390,-0.17029577406
ACH-000393,-0.43641152471600003
ACH-000395,-0.178927313485
ACH-000397,-0.13053204611400002
ACH-000401,-0.5212614421289999
ACH-000402,-0.239106193492
ACH-000403,-0.341660324063
ACH-000404,-0.360392395317
ACH-000406,-0.167876515796
ACH-000407,-0.226612261421
ACH-000408,-0.20675198852200002
ACH-000410,-0.238222078024
ACH-000411,-0.109786803061
ACH-000414,-0.18064499486900001
ACH-000415,-0.357585992938
ACH-000416,-0.198527911496
ACH-000420,0.055518729270400004
ACH-000421,-0.26201252365899996
ACH-000424,-0.17078390977299998
ACH-000425,-0.174663098253
ACH-000426,-0.33853974998499997
ACH-000427,0.13186866900900002
ACH-000433,-0.312471399549
ACH-000436,0.0152604574228
ACH-000444,0.0278016262689
ACH-000445,-0.231831354636
ACH-000448,-0.230620153721
ACH-000450,-0.324895341829
ACH-000452,-0.182857120565
ACH-000454,-0.171463444212
ACH-000458,-0.299538379683
ACH-000459,-0.04095486950780001
ACH-000460,-0.22333091187600002
ACH-000461,-0.23264774747699998
ACH-000463,-0.286449827518
ACH-000464,-0.0261744538393
ACH-000466,-0.266403489732
ACH-000467,-0.000494864342946
ACH-000468,-0.279528160969
ACH-000469,-0.272339808142
ACH-000470,-0.0697688472078
