,ASPM (259266)
ACH-000395,-0.372180890377
ACH-000397,-0.348754379774
ACH-000401,-0.375236925867
ACH-000402,-0.504288560305
ACH-000403,-0.214057492402
ACH-000404,0.09489978955880002
ACH-000406,-0.15579969947300001
ACH-000407,-1.057930054
ACH-000408,-0.27720021147
ACH-000410,-0.458355797843
ACH-000411,-0.46496230951899997
ACH-000414,-0.36486589625
ACH-000415,-0.284515664314
ACH-000416,-0.38430083647200003
ACH-000420,-0.661106537251
ACH-000421,-0.380063036871
ACH-000424,-0.43209240484
ACH-000425,-0.39186081923699995
ACH-000426,-0.46671348972599996
ACH-000427,-0.376611011391
ACH-000433,-0.243464283095
ACH-000436,-0.548124796948
ACH-000444,-0.656322941454
ACH-000445,-0.721224124048
ACH-000448,-0.403970882804
ACH-000450,-0.6416619624140001
ACH-000452,-0.37066008990800003
ACH-000454,-0.5686871915839999
ACH-000458,-0.543528358371
ACH-000459,0.198699142175
ACH-000460,-0.284113784313
ACH-000461,-1.00960113625
ACH-000463,-0.41958425628799995
ACH-000464,-0.29553172179299997
ACH-000466,-0.653044390964
ACH-000467,-0.475617512602
ACH-000468,-0.12016088469000001
ACH-000469,-0.08566799926210002
ACH-000470,-0.0894876221205
ACH-000471,-0.523660161115
ACH-000472,-0.323512855785
ACH-000473,-0.521920827792
ACH-000475,-0.443482190749
ACH-000476,-0.47315100232600005
ACH-000477,-0.369553446478
ACH-000480,-0.50142017223
ACH-000481,-0.6724465128020001
ACH-000483,-0.504219281179
ACH-000484,-0.54071189056
ACH-000485,-0.883685811407
ACH-000486,-0.39438420526
ACH-000487,-0.444286385315
ACH-000488,-0.30539040473
ACH-000490,-0.489969271941
ACH-000491,-0.8565628879170001
ACH-000495,-0.39509107067500004
ACH-000496,-0.727484817667
ACH-000499,-0.244589278167
ACH-000500,-0.634909281091
ACH-000502,-0.554162693311
ACH-000503,-0.207473294751
ACH-000505,-0.67101372362
ACH-000507,-0.588154644868
ACH-000510,-0.40132658929
ACH-000511,-0.38116994094499995
ACH-000512,-0.88433870546
ACH-000516,-0.447312267889
ACH-000517,-0.253271603309
ACH-000518,-0.411967183504
ACH-000520,-0.41551818039099997
ACH-000521,-0.442216681799
ACH-000522,-0.526115672415
ACH-000524,-0.391133476838
ACH-000527,-0.37094021460500004
ACH-000528,-0.23594144870499997
ACH-000537,-0.351610556677
ACH-000541,-0.40664639595299995
ACH-000542,-0.475701297897
ACH-000544,-0.14357169443700002
ACH-000545,-0.49677369816399997
ACH-000547,-0.427649879045
ACH-000548,-0.70817530309
ACH-000549,-0.355152967399
ACH-000550,-0.565403413328
ACH-000552,-1.0422818533700002
ACH-000556,-0.23519858375100003
ACH-000557,-0.21798456742800001
ACH-000570,-0.147186567569
ACH-000571,-0.208500613441
ACH-000573,-0.258248936663
ACH-000576,-0.585093203164
ACH-000580,-0.294088355611
ACH-000584,-0.412164339625
ACH-000585,-0.7786749710519999
ACH-000588,-0.198834516172
ACH-000589,-0.52085785103
ACH-000591,-0.0638445626666
ACH-000593,-0.259501686986
ACH-000600,-0.356980862414
ACH-000601,-0.611338644508
ACH-000604,0.110031955337
ACH-000605,-0.508108640819
ACH-000606,-0.475966886796
ACH-000608,-0.325785525036
ACH-000614,-0.13052179140200001
ACH-000616,-0.917035720686
ACH-000618,-0.314210013693
ACH-000619,-0.591540960237
ACH-000620,-0.126069302042
ACH-000621,-0.7292484351
ACH-000622,-0.6528810020929999
ACH-000623,-0.34789732251100003
ACH-000624,-0.357372283744
ACH-000627,-0.660566217128
ACH-000630,-0.7772086130179999
ACH-000632,-0.323036186563
ACH-000633,-0.13965842816
ACH-000637,-1.14796576687
ACH-000638,-0.612825327201
ACH-000646,-0.0395413831599
ACH-000647,-0.474659912183
ACH-000648,-0.178343599694
ACH-000649,-0.370345639745
ACH-000651,-0.351541866165
ACH-000652,-0.322889842947
ACH-000653,-0.58810784493
ACH-000657,-0.30815415818799996
ACH-000658,-0.4628374632399999
ACH-000661,-0.48727685586499997
ACH-000662,-0.9273103984000001
ACH-000663,-0.657978670785
ACH-000665,-0.291715620791
ACH-000671,-0.538517812808
ACH-000673,-0.446488271033
ACH-000676,-0.327181316688
ACH-000677,-0.454354679372
ACH-000681,-0.44002755481600003
ACH-000682,-0.293211792749
ACH-000683,-0.308592552034
ACH-000684,-0.303671936476
ACH-000688,-0.371572656839
ACH-000693,-0.20054854747099998
ACH-000694,-0.376753943668
ACH-000695,-0.594950607286
ACH-000696,-0.332558709951
ACH-000697,-0.372861854959
ACH-000699,-0.696803673047
ACH-000701,-0.366868971017
ACH-000706,-0.46267684012500004
ACH-000711,-0.528835014448
ACH-000713,-0.504727327917
ACH-000714,-0.591038444249
ACH-000718,-0.806630660816
ACH-000720,-0.135875786041
ACH-000721,-0.582840822557
ACH-000724,-0.117680363047
ACH-000725,-0.5382484005120001
ACH-000732,-0.462092335523
ACH-000734,-0.5599773125240001
ACH-000735,-0.589627535431
ACH-000736,-0.49123738296499997
ACH-000738,-0.219104261406
ACH-000746,-0.235844458242
ACH-000747,-0.38620528897100004
ACH-000748,-0.28892515605
ACH-000753,-0.42799221715
ACH-000756,-0.5709934516480001
ACH-000757,-0.6772076249510001
ACH-000758,-0.313626423605
ACH-000760,-0.20322318859900002
ACH-000763,-0.423591790809
ACH-000764,-0.7088782425660001
ACH-000765,-0.581697899655
ACH-000766,-0.206455945553
ACH-000767,-1.10130781469
ACH-000768,-0.573165315111
ACH-000769,-0.36159103670500004
ACH-000770,-0.20429429362799997
ACH-000771,-0.47387814538199996
ACH-000773,-0.680079708734
ACH-000776,-0.177265444263
ACH-000777,-0.363745125102
ACH-000778,-0.298221541925
ACH-000781,-0.432218133078
ACH-000782,-0.46366278942
ACH-000783,-0.15904061100400002
ACH-000784,-0.471642245325
ACH-000785,-0.6582332518280001
ACH-000787,-0.388259743713
ACH-000788,-0.332703731233
ACH-000791,-0.47317328835199995
ACH-000792,-0.193210757551
ACH-000794,-0.30394502013
ACH-000796,-0.673514129474
ACH-000799,-0.471944747985
ACH-000800,-0.83319278785
ACH-000802,-0.371675699049
ACH-000804,-0.343070900438
ACH-000805,-0.563291396092
ACH-000809,-0.37065990694300005
ACH-000810,-0.267812009298
ACH-000811,-0.30559897931999996
ACH-000817,-0.6157855984889999
ACH-000819,-0.38419101949400003
ACH-000820,-0.863950070923
ACH-000821,0.04223835213240001
ACH-000822,-0.479502540667
ACH-000823,-0.335035766718
ACH-000824,-0.255653641913
ACH-000827,-0.43010147439499996
ACH-000829,-0.760809400606
ACH-000831,-0.136107081096
ACH-000832,-0.410526329105
ACH-000833,-0.652228859475
ACH-000834,-0.34075848180600005
ACH-000835,-0.336326829261
ACH-000836,-0.519898764487
ACH-000837,-0.583946413048
ACH-000838,-0.703916099518
ACH-000839,-0.610095735131
ACH-000840,-0.626075424501
ACH-000841,-0.303129650397
ACH-000843,-0.25503956989
ACH-000846,-0.341239209546
ACH-000847,-0.6888745430750001
ACH-000848,-0.8247449091560001
ACH-000849,-0.148300702401
ACH-000851,-0.615184424657
ACH-000855,-0.226639065997
ACH-000856,-0.26574220924
ACH-000858,-0.253180923886
ACH-000859,-0.570225418743
ACH-000861,-0.5161552779899999
ACH-000862,-0.193311973541
ACH-000865,-0.51944120346
ACH-000866,0.0151855716573
ACH-000867,-0.321747113982
ACH-000869,-1.3098788481599999
ACH-000872,-0.38647315514200004
ACH-000873,-0.658034174325
ACH-000876,-0.271703229855
ACH-000878,-0.240043719997
ACH-000880,-0.31316734639800003
ACH-000881,-0.349614420094
ACH-000882,-0.9121273506540001
ACH-000884,-0.49218588213200004
ACH-000885,-0.269472340682
ACH-000887,-0.44460427942
ACH-000888,-0.5108843747640001
ACH-000889,-0.426702211324
ACH-000890,-0.277525282559
ACH-000896,-0.18658696217999998
ACH-000898,-0.31500004725
ACH-000900,-0.790441194903
ACH-000901,-1.3643419357
ACH-000905,-0.233526066543
ACH-000906,-0.841202579821
ACH-000907,-0.317165495211
ACH-000910,-0.25908132827
ACH-000911,-0.363249068228
ACH-000912,-0.790409092245
ACH-000913,-0.308554080947
ACH-000915,-0.301580551717
ACH-000916,-1.16649535225
ACH-000917,-0.0485286300352
ACH-000921,-0.709374224404
ACH-000924,-0.7278622216670001
ACH-000926,-0.22717022539099999
ACH-000928,-0.0524139626492
ACH-000929,-0.7133838472220001
ACH-000932,-0.331316147079
ACH-000935,-0.387358496837
ACH-000936,-0.373301055307
ACH-000937,-0.44815888438699997
ACH-000938,-0.139528095953
ACH-000939,-0.312674091344
ACH-000941,-0.27302727943000005
ACH-000943,-0.82195981013
ACH-000946,-0.22262623655900002
ACH-000947,-0.14761309654100002
ACH-000948,-0.33449546241300004
ACH-000950,-0.32322138583099996
ACH-000953,-0.409871690379
ACH-000957,-0.273816563433
ACH-000958,-0.670599411982
ACH-000960,-0.238817894345
ACH-000963,-0.9088639888510001
ACH-000968,-0.38086922579000004
ACH-000969,-0.17772188157699997
ACH-000973,-0.505923000289
ACH-000974,-0.8360875137379999
ACH-000975,-0.604212742108
ACH-000976,-0.501558017624
ACH-000978,-0.529331929128
ACH-000980,-0.342851950904
ACH-000984,-0.462778850029
ACH-000986,-0.447877933581
ACH-000988,-0.27527268920000003
ACH-000993,-0.176806822965
ACH-000994,-0.250328692366
ACH-000996,-0.7017748959029999
ACH-001001,-0.46186937961999996
ACH-001020,-0.40629651025799995
ACH-001028,-0.471250835706
ACH-001031,-0.32621675211
ACH-001038,-0.644632230785
ACH-001048,-0.46303509508900004
ACH-001050,-0.287191174086
ACH-001053,-0.638559838334
ACH-001054,-0.384681219071
ACH-001061,-0.214278519951
ACH-001067,-0.560610544371
ACH-001075,-0.369975150121
ACH-001096,-0.36824146116800005
ACH-001128,-0.595057881857
ACH-001134,-0.37744251229599995
ACH-001151,-0.555911711166
ACH-001163,-0.580201452876
ACH-001164,-0.48761347349899997
ACH-001173,-0.333709123143
ACH-001183,-0.504307902
ACH-001184,-0.329228433217
ACH-001190,-0.418182135647
ACH-001192,-0.351259349476
ACH-001193,-0.42712984186999997
ACH-001196,-0.311691641818
ACH-001197,-0.478563045912
ACH-001205,-0.632538413915
ACH-001211,-0.639231892095
ACH-001212,-0.452942112784
ACH-001228,-0.430148811999
ACH-001232,-0.34358988657899997
ACH-001239,-0.307068031714
ACH-001274,-0.601218924728
ACH-001275,-0.21404777369000003
ACH-001277,-0.43432374348999997
ACH-001278,-0.41628443699199996
ACH-001280,-0.124895460479
ACH-001283,-0.542974305291
ACH-001289,-0.578814318293
ACH-001295,-0.27953435388500003
ACH-001300,-0.112324285324
ACH-001301,-0.417529190334
ACH-001302,-0.39327990220200004
ACH-001303,-0.13660698285800002
ACH-001306,-0.756251809264
ACH-001318,-0.356255830663
ACH-001322,-0.350485132826
ACH-001328,-0.513192479608
ACH-001332,-0.541121145471
ACH-001333,-0.34504243709700005
ACH-001336,-0.608706367602
ACH-001340,-0.464381483802
ACH-001346,-0.388918844199
ACH-001353,-0.39075460474600004
ACH-001354,-0.636638544265
ACH-001367,-0.0752762357858
ACH-001368,-0.715381759016
ACH-001374,-0.7205348544750001
ACH-001375,-0.6811207849619999
ACH-001377,-0.37493209655799997
ACH-001380,-0.622525291335
ACH-001391,-0.579277099618
ACH-001407,-0.934977830693
ACH-001408,-0.49044152398
ACH-001413,-0.7184461702570001
ACH-001430,-0.544113419491
ACH-001431,-0.266843096728
ACH-001450,-0.17336126619699999
ACH-001496,-0.458327137117
ACH-001500,-0.470785469
ACH-001521,-0.43084000646700005
ACH-001523,-0.365310330096
ACH-001532,-0.583215311387
ACH-001536,-0.10739567386
ACH-001550,-0.474787401511
ACH-001552,-0.27709305842500004
ACH-001554,-0.35743083872000003
ACH-001645,-0.703651307978
ACH-001654,-0.259132061799
ACH-001715,-0.647406953017
ACH-001735,-0.252276094073
ACH-001736,-0.316044031614
ACH-001737,-0.664963538728
ACH-001740,-0.41064880014399996
ACH-001745,-0.527471423812
ACH-001750,-0.46978108802
ACH-001765,-0.7980503316099999
ACH-001956,-0.35143839204000005
ACH-001957,-0.671271468909
