,HNRNPR (10236)
ACH-000004,-0.5843877728970001
ACH-000007,-0.412565420159
ACH-000009,-0.758413533448
ACH-000011,-0.759079365523
ACH-000012,-0.745075081809
ACH-000013,-0.38491255653000006
ACH-000014,-0.81579380494
ACH-000015,-0.585277760272
ACH-000017,-0.785852123264
ACH-000018,-0.460680563924
ACH-000019,-0.452870958203
ACH-000021,-0.8405311810889999
ACH-000022,-0.507273047567
ACH-000025,-0.502759743538
ACH-000028,-0.241049440581
ACH-000030,-0.598353217468
ACH-000035,-0.56907067312
ACH-000036,-0.165062251152
ACH-000037,-0.777278476667
ACH-000039,-0.64303937368
ACH-000040,-0.816614321425
ACH-000041,-0.620758616723
ACH-000042,-0.6577813625819999
ACH-000045,-0.479759387465
ACH-000047,-0.532332093305
ACH-000052,-0.489624477968
ACH-000053,-0.5371049632429999
ACH-000054,-0.548940211967
ACH-000055,-0.80816868722
ACH-000060,-0.608054982444
ACH-000067,-0.49516677153599997
ACH-000070,-0.170129650762
ACH-000075,-0.6252071747860001
ACH-000078,-0.784169674303
ACH-000082,-0.508531925285
ACH-000085,-0.624594826612
ACH-000086,-0.431498265532
ACH-000087,-0.284915370344
ACH-000092,-0.8019827375380001
ACH-000095,-0.623733151378
ACH-000097,-0.555846196018
ACH-000098,-0.490226236702
ACH-000099,-0.7558594751559999
ACH-000108,-0.603139877681
ACH-000113,-0.671927131536
ACH-000115,-0.286183153104
ACH-000116,-0.42411685132
ACH-000118,-0.649390900154
ACH-000120,-0.710773373431
ACH-000123,-0.717973083293
ACH-000127,-0.5566770569699999
ACH-000128,-0.5716708108690001
ACH-000132,-0.5751150689710001
ACH-000133,-0.37901972884499996
ACH-000137,-0.236288846765
ACH-000138,-0.5841673718429999
ACH-000142,-0.45399198469200003
ACH-000143,-0.585596089019
ACH-000146,-0.565308755766
ACH-000148,-0.549374277017
ACH-000150,-0.639504412635
ACH-000152,-0.772365435327
ACH-000153,-0.8890307202140001
ACH-000159,-0.638880114781
ACH-000160,-0.631818568838
ACH-000163,-0.290904483403
ACH-000167,-0.650461923138
ACH-000168,-0.6267714818860001
ACH-000169,-0.325565500617
ACH-000178,-0.7184749381910001
ACH-000182,-0.501601536081
ACH-000183,-0.429858519682
ACH-000188,-0.607987946696
ACH-000189,-0.5592236558020001
ACH-000190,-0.589324479169
ACH-000198,-0.616189813069
ACH-000204,-0.34122792428300003
ACH-000206,-0.307464456261
ACH-000207,-0.519635983974
ACH-000211,-0.32647593097600003
ACH-000215,-0.539541944064
ACH-000221,-0.35705413514
ACH-000222,-0.26850143126
ACH-000223,-0.47652440465
ACH-000226,-0.279329204099
ACH-000227,-0.606184834311
ACH-000228,-0.189474532292
ACH-000231,-0.47614741266099997
ACH-000232,-0.583777201601
ACH-000233,-0.5466048548319999
ACH-000234,-0.577353831352
ACH-000235,-0.520259992373
ACH-000237,-0.46313516572499996
ACH-000238,-0.593891504275
ACH-000243,-0.723331608962
ACH-000244,-0.29031609038199996
ACH-000246,-0.541581460404
ACH-000248,-0.537046819072
ACH-000250,-0.517007099305
ACH-000251,-0.704813646444
ACH-000253,-0.578971982405
ACH-000255,-0.620491424887
ACH-000256,-0.663579392459
ACH-000257,-0.422256591492
ACH-000258,-0.7880838442899999
ACH-000259,-0.420862721837
ACH-000260,-0.46205092387900004
ACH-000261,-0.509118217602
ACH-000262,-0.327839911829
ACH-000263,-1.26668755699
ACH-000264,-0.500314342546
ACH-000265,-0.692223015837
ACH-000266,-0.664276968113
ACH-000272,-0.515088889086
ACH-000273,-0.637006500852
ACH-000274,-0.625601661282
ACH-000277,-0.487792157839
ACH-000278,-0.258058567754
ACH-000279,-0.648813868544
ACH-000280,-0.331874072182
ACH-000281,-0.657344834178
ACH-000288,-0.6641846674440001
ACH-000291,-0.62557507806
ACH-000293,-0.5119013773219999
ACH-000294,-0.373577912971
ACH-000295,-0.0366346099519
ACH-000296,-0.656600367518
ACH-000302,-0.343582153084
ACH-000304,-0.6048941360600001
ACH-000307,-0.667261275207
ACH-000308,-0.5189878729190001
ACH-000310,-0.584920729136
ACH-000311,-0.566954722843
ACH-000312,-0.771227779777
ACH-000315,-0.25326655811500004
ACH-000316,-0.333195383154
ACH-000317,0.0633685563366
ACH-000318,-0.522418238901
ACH-000319,-0.606473822217
ACH-000320,-0.668513985692
ACH-000322,-0.7714928691290001
ACH-000323,-0.6083209642899999
ACH-000324,-0.654346126728
ACH-000329,-0.566282698341
ACH-000330,-0.6127929261399999
ACH-000331,-0.576425250506
ACH-000332,-0.757951273432
ACH-000334,-0.24922031660900001
ACH-000335,-0.44039892044100004
ACH-000336,-0.782490121712
ACH-000337,-0.151435644018
ACH-000339,-0.657003896241
ACH-000341,-0.82562691631
ACH-000348,-0.645731029296
ACH-000350,-0.705789377668
ACH-000352,-0.45748403899400003
ACH-000356,-0.601943733955
ACH-000361,-0.878014512322
ACH-000362,-0.645167281229
ACH-000363,-0.646902592546
ACH-000364,-0.377459009386
ACH-000365,-0.705578496251
ACH-000366,-0.49711081705
ACH-000368,-0.7532859485510001
ACH-000374,-0.44973425845299997
ACH-000375,-0.724113056222
ACH-000376,-0.48704588602399995
ACH-000381,-0.6437748795139999
ACH-000383,-0.519569423752
ACH-000387,-0.713492479948
ACH-000389,-0.7376719498250001
ACH-000390,-0.38027690749399995
ACH-000393,-0.422695945467
ACH-000395,-0.787236658893
ACH-000397,-0.591550904774
ACH-000401,-0.33762476935
ACH-000402,-0.26113472129099996
ACH-000403,-0.53017583698
ACH-000404,0.212074575649
ACH-000406,-0.26989807321
ACH-000407,-0.580881864429
ACH-000408,-0.307797114287
ACH-000410,-0.536449396188
ACH-000411,-0.561537327541
ACH-000414,-0.6320235974689999
ACH-000415,-0.538300143473
ACH-000416,-0.573543406332
ACH-000420,-0.6493605112749999
ACH-000421,-0.48899680519100003
ACH-000424,-0.738324210721
ACH-000425,-0.41623201694300005
ACH-000426,-0.9005183842059999
ACH-000427,-0.422093249044
ACH-000433,-0.5103953056589999
ACH-000436,-0.314622580406
ACH-000444,-0.62617581316
ACH-000445,-0.45849809425899996
ACH-000448,-0.575976607963
ACH-000450,-0.326650886692
ACH-000452,-0.449606714402
ACH-000454,-0.688821140401
ACH-000458,-0.32834322279899997
ACH-000459,-0.0899841979337
ACH-000460,-0.5989035025580001
ACH-000461,-0.4777960514399999
ACH-000463,-0.625203842095
ACH-000464,-0.667993490471
ACH-000466,-0.683439154709
ACH-000467,-0.5848028736590001
ACH-000468,-0.6783259163519999
ACH-000469,-0.44029953606600003
ACH-000470,-0.449720375125
ACH-000471,-0.376742057569
ACH-000472,-0.48783221074600003
ACH-000473,-0.491894575118
ACH-000475,-0.526067138911
ACH-000476,-0.373100109857
ACH-000477,-0.316602038651
ACH-000480,-0.515649333187
ACH-000481,-0.450680890439
ACH-000483,-0.454465435767
ACH-000484,-0.7931755988120001
ACH-000485,-0.469466910694
ACH-000486,-0.509131524016
ACH-000487,-0.6051146237489999
ACH-000488,-0.7679941547779999
ACH-000490,-0.45508928312200003
ACH-000491,-0.622263071793
ACH-000495,-0.473909320563
ACH-000496,-0.49595634788099996
ACH-000499,-0.21427000960999998
ACH-000500,-0.9225413098090001
ACH-000502,-0.515753474254
ACH-000503,-0.646827038419
ACH-000505,-0.657853944258
ACH-000507,-0.412833659336
ACH-000510,-0.28834251676600003
ACH-000511,-0.45883634888
ACH-000512,-0.47649196800300003
ACH-000516,-0.46249963158999996
ACH-000517,-0.45869040983900006
ACH-000518,-0.555624799436
ACH-000520,-0.53399964674
ACH-000521,-0.6091912219919999
ACH-000522,-0.559589791867
ACH-000524,-0.661489081016
ACH-000527,-0.542569881479
ACH-000528,-0.525174309414
ACH-000537,-0.23179515716200003
ACH-000541,0.0631796797887
ACH-000542,-0.405976495778
ACH-000544,-0.6970911543680001
ACH-000545,-0.273864713197
ACH-000547,-0.56660065401
ACH-000548,-0.7187548204549999
ACH-000549,-0.49976803957500004
ACH-000550,-0.7906752985909999
ACH-000552,-0.431379013628
ACH-000556,-0.555053719318
ACH-000557,-0.7891848434250001
ACH-000570,-0.666543092686
ACH-000571,-0.495482340947
ACH-000573,-0.509840949697
ACH-000576,-0.763503933128
ACH-000580,-0.722007062145
ACH-000584,-0.389281145335
ACH-000585,-0.416925616519
ACH-000588,-0.572094763534
ACH-000589,-0.634156079638
ACH-000591,-0.784348730546
ACH-000593,-0.547344852053
ACH-000600,-0.411031205806
ACH-000601,-0.39855533897100004
ACH-000604,-0.8113397184550001
ACH-000605,-0.17888724755899998
ACH-000606,-0.457035806321
ACH-000608,-0.540390468077
ACH-000614,-0.557319255702
ACH-000616,-0.618445171631
ACH-000618,-0.58804275072
ACH-000619,-0.461881297297
ACH-000620,-0.604897497144
ACH-000621,-0.7228063157629999
ACH-000622,-0.723726123343
ACH-000623,-0.55179036589
ACH-000624,-0.684662604173
ACH-000627,-0.789448563011
ACH-000630,-0.432764369842
ACH-000632,-0.6716712450329999
ACH-000633,-0.656380376557
ACH-000637,-0.568204969044
ACH-000638,-0.567277569541
ACH-000646,-0.808303998953
ACH-000647,-0.456265249865
ACH-000648,-0.559127370444
ACH-000649,-0.453774544772
ACH-000651,-0.37615507333400006
ACH-000652,-0.419313456592
ACH-000653,-0.5916497594960001
ACH-000657,-0.44919563823499997
ACH-000658,-0.43950416569
ACH-000661,-0.67692699326
ACH-000662,-0.199271209802
ACH-000663,-0.529618509062
ACH-000665,-0.25630052431
ACH-000671,-0.615380979869
ACH-000673,-0.552567045125
ACH-000676,-0.508087041999
ACH-000677,-0.20690447924400002
ACH-000681,-0.457214220892
ACH-000682,-0.7938900751350001
ACH-000683,-0.649762690451
ACH-000684,-0.46115639605400005
ACH-000688,-0.590509757736
ACH-000693,-0.278279942417
ACH-000694,-0.53610436793
ACH-000695,-0.491043257966
ACH-000696,-0.45123393308999993
ACH-000697,-0.732323625928
ACH-000699,-0.919708020421
ACH-000701,-0.261159738174
ACH-000706,-0.302511262091
ACH-000711,-0.5684812085350001
ACH-000713,-0.477876635582
ACH-000714,-0.426662320229
ACH-000718,-0.8909675972299999
ACH-000720,-0.5794866386899999
ACH-000721,-0.485169147254
ACH-000724,-0.468971809476
ACH-000725,-0.5484239396689999
ACH-000732,-0.473251644861
ACH-000734,-0.42789440662600003
ACH-000735,-0.6583594049620001
ACH-000736,-0.422961180911
ACH-000738,-0.571675587845
ACH-000746,-0.345009826902
ACH-000747,-0.316534779929
ACH-000748,-0.537414761652
ACH-000753,-0.5564218143190001
ACH-000756,-0.67682116811
ACH-000757,-0.785543667719
ACH-000758,-0.426296060584
ACH-000760,-0.747896421966
ACH-000763,-0.8516287735539999
ACH-000764,-0.421925810541
ACH-000765,-0.489334902863
ACH-000766,-0.562739569881
ACH-000767,-0.479568747857
ACH-000768,-0.541459978481
ACH-000769,-0.784259545589
ACH-000770,-0.631792276039
ACH-000771,-0.558455056545
ACH-000773,-0.389245293635
ACH-000776,-0.332495889575
ACH-000777,-0.522443839527
ACH-000778,-0.523936821782
ACH-000781,-0.649993084286
ACH-000782,-0.615246579081
ACH-000783,-0.509946203523
ACH-000784,-0.360924954886
ACH-000785,-0.881022841091
ACH-000787,-0.661716713727
ACH-000788,-0.639891318541
ACH-000791,-0.6945671860160001
ACH-000792,-0.324688853457
ACH-000794,-0.7400125940350001
ACH-000796,-0.6579881742620001
ACH-000799,-0.673366293742
ACH-000800,-0.45461308711000004
ACH-000802,-0.467735001316
ACH-000804,-0.468152555829
ACH-000805,-0.36838954948799996
ACH-000809,-0.420606675352
