,BCL2A1 (597)
ACH-000262,0.0352490663411
ACH-000263,-0.304934925398
ACH-000264,-0.150544896765
ACH-000265,-0.209885524262
ACH-000266,-0.124382501497
ACH-000272,-0.135672620188
ACH-000273,-0.0912643336518
ACH-000274,-0.22637386976100002
ACH-000277,-0.139711693542
ACH-000278,0.0180975477256
ACH-000279,-0.0937815522397
ACH-000280,0.009462821135379999
ACH-000281,-0.005535747798359999
ACH-000288,-0.0808941564546
ACH-000291,-0.0359152140612
ACH-000293,-0.175047920999
ACH-000294,-0.208736038354
ACH-000295,-0.305901776409
ACH-000296,0.060245961057599995
ACH-000302,-0.153950920259
ACH-000304,-0.132341422207
ACH-000307,0.022124027378599996
ACH-000308,-0.188067071814
ACH-000310,-0.43588358891199996
ACH-000311,-0.240704179303
ACH-000312,-0.145757084012
ACH-000315,-0.0768029553829
ACH-000316,-0.0738701850787
ACH-000317,-0.046700682264599995
ACH-000318,-0.052020925244
ACH-000319,-0.120859289028
ACH-000320,-0.196032616485
ACH-000322,-0.441835527029
ACH-000323,-0.046969485826199996
ACH-000324,-0.074793853408
ACH-000329,-0.12172891474000001
ACH-000330,0.107035715482
ACH-000331,-0.17391045142499997
ACH-000332,-0.16990505090500002
ACH-000334,-0.40238626565800006
ACH-000335,-0.174765656839
ACH-000336,-0.12658103855900002
ACH-000337,-0.123867325354
ACH-000339,-0.09278851281600001
ACH-000341,0.0834649419662
ACH-000348,-0.126839578138
ACH-000350,-0.252035837795
ACH-000352,0.09712157872410002
ACH-000356,-0.13557118110400002
ACH-000361,0.07447447359189999
ACH-000362,-0.0861498188433
ACH-000363,-0.17115826539700002
ACH-000364,-0.174340957893
ACH-000365,-0.147528403566
ACH-000366,-0.147778109757
ACH-000368,-0.323660769708
ACH-000374,-0.114055745305
ACH-000375,0.165648228775
ACH-000376,-0.0139943430111
ACH-000381,-0.163091752881
ACH-000383,-0.143727741164
ACH-000387,-0.187968406798
ACH-000389,-0.0985573753995
ACH-000390,0.0009652886418430001
ACH-000393,-0.0263853990149
ACH-000395,-0.153213001423
ACH-000397,-0.111067744627
ACH-000401,-0.247287426986
ACH-000402,-0.07252709943739999
ACH-000403,-0.11694902670099999
ACH-000404,0.051754737919999995
ACH-000406,-0.344074130397
ACH-000407,-0.187088593057
ACH-000408,0.07039021586010001
ACH-000410,-0.200690670412
ACH-000411,-0.122084512517
ACH-000414,-0.146374490248
ACH-000415,-0.010120952337
ACH-000416,-0.139728655185
ACH-000420,-0.198665427841
ACH-000421,-0.08557928981589999
ACH-000424,-0.043689630662199996
ACH-000425,-0.41720739907300003
ACH-000426,0.0337574736493
ACH-000427,0.0033161306624000003
ACH-000433,0.0214264260847
ACH-000436,-0.295389559904
ACH-000444,0.037792246919
ACH-000445,-0.140135118707
ACH-000448,-0.22636810416499997
ACH-000450,-0.254934767813
ACH-000452,-0.203550122551
ACH-000454,-0.0501144746385
ACH-000458,-0.0196048322116
ACH-000459,0.029357747355999997
ACH-000460,-0.0498815145517
ACH-000461,-0.10214877909
ACH-000463,-0.0236564307992
ACH-000464,0.050270843027599994
ACH-000466,-0.06846836392559999
ACH-000467,-0.160079200055
ACH-000468,-0.210054883492
ACH-000469,-0.0925910896898
ACH-000470,-0.304037591082
ACH-000471,-0.08135596254319999
ACH-000472,-0.127312298079
ACH-000473,-0.15551037258300002
ACH-000475,-0.0837574321025
ACH-000476,-0.26667111948600003
ACH-000477,-0.17203302583500002
ACH-000480,0.00679013083732
ACH-000481,-0.160559725248
ACH-000483,-0.07815881435380001
ACH-000484,-0.10890834762599999
ACH-000485,-0.208192697559
ACH-000486,-0.232145530985
ACH-000487,-0.17850145307999998
ACH-000488,-0.19742829465
ACH-000490,-0.09609917046060001
ACH-000491,-0.0812670583728
ACH-000495,-0.165732062958
ACH-000496,-0.00125024126182
ACH-000499,-0.125524567448
ACH-000500,0.0679645027877
ACH-000502,-0.140679081691
ACH-000503,-0.211435184283
ACH-000505,-0.293267214538
ACH-000507,-0.12170565796800001
ACH-000510,-0.0767560083965
ACH-000511,-0.11140677042300001
ACH-000512,-0.0230149344431
ACH-000516,-0.158287180681
ACH-000517,-0.104869781864
ACH-000518,0.000956764810532
ACH-000520,-0.027601886400099997
ACH-000521,-0.234381743378
ACH-000522,-0.049096866944000006
ACH-000524,-0.115147076011
ACH-000527,-0.18403730012400002
ACH-000528,-0.15450613486300002
ACH-000537,-0.0768942313045
ACH-000541,-0.131469356012
ACH-000542,-0.16527110343499998
ACH-000544,-0.253288242143
ACH-000545,0.005835876222210001
ACH-000547,0.19376738924000003
ACH-000548,-0.131132701479
ACH-000549,-0.108681184151
ACH-000550,-0.20869965252099998
ACH-000552,0.0668659667207
ACH-000556,-0.127006027226
ACH-000557,-0.17081689379099999
ACH-000570,0.169515820405
ACH-000571,-0.10166185053200001
ACH-000573,-0.0706935812963
ACH-000576,-0.241406586211
ACH-000580,-0.164672422987
ACH-000584,-0.128472514388
ACH-000585,-0.104794400042
ACH-000588,-0.09384180893750001
ACH-000589,-0.11550672573899999
ACH-000591,-0.12135348478599998
ACH-000593,-0.0239670048251
ACH-000600,-0.0923445277108
ACH-000601,-0.12981725806
ACH-000604,-0.0504630774008
ACH-000605,-0.11222925710699999
ACH-000606,-0.06574369868669999
ACH-000608,-0.170819016301
ACH-000614,-0.228688920304
ACH-000616,-0.0254732865137
ACH-000618,-0.0331957257859
ACH-000619,-0.115390674173
ACH-000620,-0.233915238222
ACH-000621,-0.283433213572
ACH-000622,-0.136394588012
ACH-000623,-0.236036964558
ACH-000624,-0.116942441334
ACH-000627,0.0404682962039
ACH-000630,-0.036079228722
ACH-000632,-0.188949984738
ACH-000633,-0.126806949687
ACH-000637,-0.176543206595
ACH-000638,-0.149698270718
ACH-000646,0.0756739666695
ACH-000647,-0.131147419002
ACH-000648,0.0541077114494
ACH-000649,-0.175697669634
ACH-000651,-0.12334750540100001
ACH-000652,-0.052812091457
ACH-000653,-0.162336576319
ACH-000657,-0.11580911715
ACH-000658,-0.22994441265299997
ACH-000661,-0.265026377702
ACH-000662,-0.04230913582859999
ACH-000663,-0.00449708145572
ACH-000665,-0.13670573977199998
ACH-000671,0.0183531433961
ACH-000673,-0.158478207408
ACH-000676,-0.0950555769304
ACH-000677,-0.220348625427
ACH-000681,-0.114106228696
ACH-000682,-0.17457294363499998
ACH-000683,-0.20273051034200001
ACH-000684,-0.141627587808
ACH-000688,-0.210929496327
ACH-000693,-0.135524676388
ACH-000694,0.0146073128076
ACH-000695,-0.09461206191950002
ACH-000696,-0.154347519168
ACH-000697,-0.19491526020999997
ACH-000699,-0.21211844118599998
ACH-000701,-0.17802813728300002
ACH-000706,-0.04169636266
ACH-000711,-0.202674024285
ACH-000713,-0.132876752242
ACH-000714,-0.19067776307300002
ACH-000718,-0.175502271271
ACH-000720,-0.05696756929959999
ACH-000721,-0.08283421796450001
ACH-000724,-0.0700886326943
ACH-000725,-0.187771147035
ACH-000732,0.0202740755113
ACH-000734,-0.13147979455199998
ACH-000735,-0.186728720522
ACH-000736,-0.115789085123
ACH-000738,-0.136262838024
ACH-000746,-0.037906423914
ACH-000747,-0.178048174857
ACH-000748,-0.198752786097
ACH-000753,-0.023550817093199998
ACH-000756,-0.154101359672
ACH-000757,-0.382891445562
ACH-000758,-0.251934902416
ACH-000760,-0.191478592044
ACH-000763,-0.25031894331300003
ACH-000764,-0.189838117968
ACH-000765,-0.10881427327700001
ACH-000766,-0.07595044672689999
ACH-000767,-0.186512802296
ACH-000768,-0.11682226473400001
ACH-000769,0.00937297172462
ACH-000770,-0.19156990452199998
ACH-000771,-0.08797317561000001
ACH-000773,-0.114548781403
ACH-000776,-0.18377735128199998
ACH-000777,-0.117215574227
ACH-000778,-0.0441643600103
ACH-000781,-0.191496922183
ACH-000782,-0.123658012146
ACH-000783,-0.21271988318399998
ACH-000784,-0.0211669551896
ACH-000785,-0.13073587330999997
ACH-000787,0.0391779650629
ACH-000788,-0.223601002998
ACH-000791,-0.22746366046
ACH-000792,-0.22048080704599998
ACH-000794,-0.08764264273460001
ACH-000796,-0.0290368137634
ACH-000799,-0.321053791924
ACH-000800,-0.110070860034
ACH-000802,-0.0716356976258
ACH-000804,-0.22477407768399998
ACH-000805,-0.44944035029
ACH-000809,-0.09271050879380001
ACH-000810,-0.45467238557499995
ACH-000811,-0.126480308776
ACH-000817,-0.06848353355390001
ACH-000819,-0.0774208313501
ACH-000820,-0.254152878845
ACH-000821,-0.194208513601
ACH-000822,-0.273962043402
ACH-000823,-0.0895929474727
ACH-000824,-0.135438771902
ACH-000827,-0.184726932775
ACH-000829,-0.402447308151
ACH-000831,-0.023317451311800002
ACH-000832,-0.20308209741500002
ACH-000833,-0.0704056820187
ACH-000834,-0.186274485528
ACH-000835,-0.125352113875
ACH-000836,-0.102377456624
ACH-000837,-0.15761589894300002
ACH-000838,-0.215362993921
ACH-000839,-0.29096607658
ACH-000840,-0.24083800711699999
ACH-000841,0.0033026609999499998
ACH-000843,-0.000566567822753
ACH-000846,-0.158970160917
ACH-000847,-0.13673777500700002
ACH-000848,-0.0482926063181
ACH-000849,-0.169747035563
ACH-000851,-0.251522988499
ACH-000855,-0.14494680325200002
ACH-000856,-0.09627703452019999
ACH-000858,-0.114709221359
ACH-000859,0.0432577597185
ACH-000861,-0.251459510814
ACH-000862,0.00612145658456
ACH-000865,-0.156304685043
ACH-000866,-0.171174299379
ACH-000867,-0.17719923239100002
ACH-000869,-0.185663236608
ACH-000872,-0.015151826518099999
ACH-000873,0.106538613802
ACH-000876,-0.101289490435
ACH-000878,-0.013996668175299999
ACH-000880,-0.10308374563799999
ACH-000881,-0.348223989512
ACH-000882,-0.258195581344
ACH-000884,-0.107606920242
ACH-000885,-0.248915779602
ACH-000887,-0.05114228656000001
ACH-000888,-0.0989541810405
ACH-000889,-0.0782846044964
ACH-000890,0.0123741169049
ACH-000896,-0.0237183883879
ACH-000898,-0.15909443378
ACH-000900,-0.155807702209
ACH-000901,-0.21797299442600002
ACH-000905,-0.219480124955
ACH-000906,-0.10696843892
ACH-000907,-0.0101168731835
ACH-000910,-0.16372059826500002
ACH-000911,-0.043255248225
ACH-000912,-0.213083214212
ACH-000913,-0.21390848732999998
ACH-000915,-0.25313828985500003
ACH-000916,0.132455586093
ACH-000917,-0.0244628987628
ACH-000921,-0.0163364078256
ACH-000924,-0.0690389019456
ACH-000926,-0.13163625321900002
ACH-000928,0.00519303397222
ACH-000929,-0.302536491782
ACH-000932,-0.0532729975234
ACH-000935,-0.300860361377
ACH-000936,-0.020570623141700002
ACH-000937,-0.145630737255
ACH-000938,-0.0664519510612
ACH-000939,-0.0678300817934
ACH-000941,-0.0655704272232
ACH-000943,-0.0782208612898
ACH-000946,-0.133769034324
ACH-000947,-0.0361930699125
ACH-000948,-0.07554174530739999
ACH-000950,-0.08642395593699999
ACH-000953,-0.09078162532339999
ACH-000957,0.006764132753710001
ACH-000958,-0.21676659296700002
ACH-000960,-0.0474216588783
ACH-000963,-0.20973466225200002
ACH-000968,-0.013086144785899999
ACH-000969,-0.0761118249155
ACH-000973,-0.153130139269
ACH-000974,-0.12499464706499999
ACH-000975,-0.0795962763397
ACH-000976,-0.0174584480107
ACH-000978,-0.0622069641341
ACH-000980,-0.10377308124
ACH-000984,-0.187510245389
ACH-000986,0.060191970690800005
ACH-000988,-0.11688699114199999
ACH-000993,-0.028256471343
ACH-000994,-0.112365594175
ACH-000996,-0.139482493428
ACH-001001,-0.104669416534
ACH-001020,0.0254847062459
ACH-001028,-0.032066985780500004
ACH-001031,0.035328988396199995
ACH-001038,-0.141999040399
ACH-001048,-0.12315430466600001
ACH-001050,-0.25171867627300004
ACH-001053,-0.26829446187600003
ACH-001054,-0.123795372003
ACH-001061,-0.23990350193799997
ACH-001067,-0.11579676877
ACH-001075,-0.129572938473
ACH-001096,-0.156737775099
ACH-001128,-0.18886508964600002
ACH-001134,-0.23176275330499999
ACH-001151,-0.229654497798
ACH-001163,-0.16406323463300002
ACH-001164,-0.152387938038
ACH-001173,-0.121083694893
ACH-001183,-0.0890942029398
ACH-001184,-0.07881620152680001
ACH-001190,-0.520713473949
ACH-001192,-0.07660634158730001
ACH-001193,0.00812985080923
ACH-001196,-0.06860194717780001
ACH-001197,-0.0783156161092
ACH-001205,-0.263274564611
ACH-001211,-0.200746170137
ACH-001212,0.42532973028899995
ACH-001228,-0.11370520077400001
ACH-001232,-0.184037521969
ACH-001239,-0.1461512162
ACH-001274,-0.0208237847616
ACH-001275,-0.12270989255100001
ACH-001277,0.0519854940711
ACH-001278,-0.0299474870021
ACH-001280,-0.266228959802
ACH-001283,-0.08080551660360001
ACH-001289,-0.22592096841999995
ACH-001295,-0.255729057744
ACH-001300,0.008585190399840001
ACH-001301,-0.24169415850099998
ACH-001302,-0.0534083950411
ACH-001303,-0.264367315039
ACH-001306,-0.27630524099599996
ACH-001318,0.021834652993099998
ACH-001322,-0.103837003273
ACH-001328,-0.246743325072
ACH-001332,0.011425714765299999
ACH-001333,-0.271989364038
ACH-001336,-0.024717733582599998
ACH-001340,-0.0376362877204
ACH-001346,-0.0316197901032
ACH-001353,-0.14174025117699998
ACH-001354,0.047677220916999996
ACH-001367,-0.111472264604
ACH-001368,-0.0615918738394
ACH-001374,0.00508109288579
ACH-001375,-0.26110927303000003
ACH-001377,-0.13145969114199998
ACH-001380,0.0395876185159
ACH-001391,-0.32939385959600004
ACH-001407,-0.08912785087750001
ACH-001408,-0.0680793723997
ACH-001413,-0.342200365981
ACH-001430,-0.035374242118099995
ACH-001431,-0.07306839800189999
ACH-001450,-0.0301486688811
ACH-001496,-0.167574964075
ACH-001500,-0.0551253998327
ACH-001521,-0.288426626011
ACH-001523,-0.029486720142599995
ACH-001532,-0.0739084829339
ACH-001536,-0.240895684295
ACH-001550,-0.11747067179199999
ACH-001552,-0.125366475014
ACH-001554,-0.162154097276
ACH-001645,-0.106216832509
ACH-001654,-0.14186086216
ACH-001715,-0.065019898865
ACH-001735,-0.10705871501700001
ACH-001736,-0.025024958332599996
ACH-001737,-0.15783333838
ACH-001740,-0.038594866922
ACH-001745,-0.08534923099719999
ACH-001750,-0.241806006191
ACH-001765,-0.208958747614
ACH-001956,-0.0985239378384
ACH-001957,-0.11165481959200001
