,PTGIS (5740)
ACH-000004,0.04838602273019999
ACH-000007,-0.296453769299
ACH-000009,-0.209958299864
ACH-000011,-0.145609729061
ACH-000012,0.022999606829400002
ACH-000013,0.0245217658587
ACH-000014,-0.0354442946325
ACH-000015,-0.0156336822448
ACH-000017,-0.338361416589
ACH-000018,-0.171676746777
ACH-000019,-0.21800323429000001
ACH-000021,-0.0820449201446
ACH-000022,-0.055039669611499996
ACH-000025,-0.139571172
ACH-000028,-0.0691793148316
ACH-000030,-0.172621563468
ACH-000035,-0.32543686754
ACH-000036,-0.0897092840792
ACH-000037,0.09044385777349999
ACH-000039,0.109066807568
ACH-000040,-0.0710997836247
ACH-000041,-0.16524506966900002
ACH-000042,-0.28128701395100003
ACH-000045,0.125806182255
ACH-000047,-0.06379013941650001
ACH-000052,-0.194024629791
ACH-000053,-0.0609004965044
ACH-000054,-0.107780883426
ACH-000055,0.036511905613599994
ACH-000060,-0.193514249097
ACH-000067,-0.00830352639864
ACH-000070,-0.11052863964000001
ACH-000075,0.159924984455
ACH-000078,-0.201048338924
ACH-000082,-0.206382258386
ACH-000085,-0.12055567326500001
ACH-000086,-0.20478362300900002
ACH-000087,0.08873559598570001
ACH-000092,-0.0950158792072
ACH-000095,0.006284229044850001
ACH-000097,-0.232043067267
ACH-000098,0.161308689522
ACH-000099,-0.150163208894
ACH-000108,-0.03259340814409999
ACH-000113,-0.08420511937380001
ACH-000115,-0.345525222494
ACH-000116,-0.144915972708
ACH-000118,-0.145959444551
ACH-000120,-0.14330734294000003
ACH-000123,-0.0304143057919
ACH-000127,-0.057375860663599995
ACH-000128,-0.148903483844
ACH-000132,0.0638514831372
ACH-000133,-0.18911173736099998
ACH-000137,-0.0329465892412
ACH-000138,-0.113731219959
ACH-000142,-0.262871541567
ACH-000143,-0.07630133225499999
ACH-000146,-0.203889853702
ACH-000148,0.0141466150814
ACH-000150,0.17881975015700002
ACH-000152,-0.18897935956700002
ACH-000153,-0.10478574840600001
ACH-000159,-0.179125467403
ACH-000160,-0.0634894922982
ACH-000163,-0.142701371686
ACH-000167,-0.356030146979
ACH-000168,0.053732179484099994
ACH-000169,-0.161066939739
ACH-000178,-0.063487957811
ACH-000182,-0.11091078907400001
ACH-000183,-0.293712405895
ACH-000188,-0.048683516512
ACH-000189,0.101279446899
ACH-000190,-0.155056324982
ACH-000198,-0.105844589467
ACH-000204,-0.0909139293856
ACH-000206,-0.189137113827
ACH-000207,-0.162414436743
ACH-000211,-0.12697016420499999
ACH-000215,-0.118636870787
ACH-000221,-0.0419406666399
ACH-000222,-0.062259332385099994
ACH-000223,-0.12260779214600001
ACH-000226,-0.17175538122900003
ACH-000227,-0.136244317327
ACH-000228,-0.08976678638730001
ACH-000231,-0.180392779368
ACH-000232,-0.143815886898
ACH-000233,-0.0789915629581
ACH-000234,-0.19631503430199998
ACH-000235,-0.172129280827
ACH-000237,-0.08008969301739999
ACH-000238,-0.014352180151400001
ACH-000243,-0.19384476848999999
ACH-000244,-0.08026496013889999
ACH-000246,-0.11954815048
ACH-000248,-0.183467033731
ACH-000250,-0.0773682645943
ACH-000251,-0.0119321866675
ACH-000253,-0.314099228858
ACH-000255,-0.136263619261
ACH-000256,-0.0946558237538
ACH-000257,-0.0439360680953
ACH-000258,-0.152435070151
ACH-000259,-0.214341084676
ACH-000260,-0.0660005419033
ACH-000261,-0.135637709113
ACH-000262,0.11090194218
ACH-000263,-0.174584290725
ACH-000264,-0.149892587099
ACH-000265,-0.0737683773732
ACH-000266,-0.20943031226199998
ACH-000272,-0.152754216487
ACH-000273,0.0061465544371000005
ACH-000274,-0.32086770419599997
ACH-000277,-0.514387296175
ACH-000278,-0.132207739684
ACH-000279,-0.12289441164100001
ACH-000280,0.132049939315
ACH-000281,-0.258763017872
ACH-000288,-0.0458156243537
ACH-000291,-0.174004890695
ACH-000293,-0.325529529117
