,PVRIG (79037)
ACH-000004,0.033594938151500005
ACH-000007,-0.08323008212180001
ACH-000009,-0.0385143241516
ACH-000011,-0.0580033572121
ACH-000012,-0.0617885200165
ACH-000013,0.09690282116049999
ACH-000014,-0.113629695516
ACH-000015,0.06587794835300001
ACH-000017,-0.110579544117
ACH-000018,-0.013654013441600001
ACH-000019,0.322785910893
ACH-000021,-0.296597734209
ACH-000022,-0.0853202691904
ACH-000025,0.0833079153877
ACH-000028,-0.0765912301074
ACH-000030,0.0366058574146
ACH-000035,-0.023092374110599997
ACH-000036,0.00090258768281
ACH-000037,0.005665615343350001
ACH-000039,-0.005316776097989999
ACH-000040,-0.151568149538
ACH-000041,0.15155509742
ACH-000042,-0.0879943991327
ACH-000045,-0.086971773519
ACH-000047,-0.251417134716
ACH-000052,-0.0360524681711
ACH-000053,0.123860710035
ACH-000054,0.00980325891508
ACH-000055,-0.22749804641600002
ACH-000060,-0.00919576380826
ACH-000067,-0.342320201376
ACH-000070,0.0752905190218
ACH-000075,-0.0832362160296
ACH-000078,-0.0101716181926
ACH-000082,-0.11182654304400001
ACH-000085,0.045400185611399996
ACH-000086,0.131303614002
ACH-000087,-0.442784768048
ACH-000092,0.08618522967110001
ACH-000095,-0.13098631890999998
ACH-000097,-0.0538605504832
ACH-000098,-0.012577461352899999
ACH-000099,-0.0966795199505
ACH-000108,0.0825713480383
ACH-000113,-0.21511726230999997
ACH-000115,0.039109126521300004
ACH-000116,0.0037583548807199997
ACH-000118,0.0891187727148
ACH-000120,-0.011329746080200001
ACH-000123,0.22832966045800002
ACH-000127,-0.141275983593
ACH-000128,-0.204886265813
ACH-000132,-0.0865718051462
ACH-000133,-0.0314859549262
ACH-000137,0.044765422840800005
ACH-000138,0.031809449285499995
ACH-000142,-0.312956428188
ACH-000143,-0.0615945027369
ACH-000146,0.0845368251049
ACH-000148,0.0565801816954
ACH-000150,0.130819545236
ACH-000152,0.107920288879
ACH-000153,-0.238632013406
ACH-000159,-0.126339247972
ACH-000160,-0.177776979923
ACH-000163,-0.0661651907579
ACH-000167,-0.107747676168
ACH-000168,-0.319989505448
