,WSB2 (55884)
ACH-000004,-0.235345877678
ACH-000007,0.13674004348
ACH-000009,-0.149927385911
ACH-000011,-0.239378985508
ACH-000012,-0.258630764553
ACH-000013,-0.13884559543400002
ACH-000014,-0.15888874623500002
ACH-000015,-0.35758675130999995
ACH-000017,-0.127980401556
ACH-000018,0.101777296941
ACH-000019,-0.259458949225
ACH-000021,-0.270102017199
ACH-000022,-0.294609795799
ACH-000025,-0.208248574544
ACH-000028,-0.15355749407
ACH-000030,-0.109218739267
ACH-000035,-0.198595467208
ACH-000036,-0.189605704305
ACH-000037,-0.24628129873000004
ACH-000039,-0.741000279954
ACH-000040,-0.219639800649
ACH-000041,-0.170417077269
ACH-000042,-0.208991527357
ACH-000045,-0.330261940933
ACH-000047,-0.15356050712400002
ACH-000052,-0.558790976709
ACH-000053,-0.135787059312
ACH-000054,-0.291308501625
ACH-000055,-0.127694618811
ACH-000060,-0.285680272534
ACH-000067,-0.31831756234299996
ACH-000070,-0.445196193302
ACH-000075,-0.0342445563823
ACH-000078,-0.622304772181
ACH-000082,-0.226495795521
ACH-000085,0.10529389397
ACH-000086,-0.250334245543
ACH-000087,-0.784013551351
ACH-000092,-0.26648280063499996
ACH-000095,-0.293363657166
ACH-000097,-0.139427787832
ACH-000098,-0.280809162086
ACH-000099,-0.410337955918
ACH-000108,0.0694499907717
ACH-000113,-0.285085234633
ACH-000115,-0.314271223159
ACH-000116,-0.18640018267900002
ACH-000118,-0.0385231519717
ACH-000120,-0.390174217907
ACH-000123,-0.299914129973
ACH-000127,-0.266041143082
ACH-000128,-0.106435240831
ACH-000132,-0.207403462948
ACH-000133,-0.35133645513899997
ACH-000137,-0.132838852251
ACH-000138,-0.0499314209724
ACH-000142,-0.207299370462
ACH-000143,-0.0816550357665
ACH-000146,-0.349289251625
ACH-000148,-0.127091315607
ACH-000150,-0.18553605399599998
ACH-000152,-0.39366075493600006
ACH-000153,-0.180070167292
ACH-000159,-0.0911826312675
ACH-000160,-0.126348050429
ACH-000163,-0.32295336208700004
ACH-000167,-0.209292386852
ACH-000168,-0.167097363899
ACH-000169,-0.7166782044140001
ACH-000178,-0.038341693495
ACH-000182,-0.206256238335
ACH-000183,-0.177369172183
ACH-000188,-0.184663889464
ACH-000189,-0.33522152544399997
ACH-000190,-0.0777557219988
ACH-000198,-0.758051978242
ACH-000204,0.0302092336966
ACH-000206,-0.0928537848219
ACH-000207,-0.382073979428
ACH-000211,-0.274334829732
ACH-000215,-0.314518322349
ACH-000221,-0.07485941086619999
ACH-000222,-0.297799866605
ACH-000223,-0.454930672916
ACH-000226,-0.33776483307099997
ACH-000227,-0.47260217080600003
ACH-000228,-0.246420183834
ACH-000231,-0.23607646483800002
ACH-000232,-0.37978237669200005
ACH-000233,-0.49866533663900003
ACH-000234,-0.388258831621
ACH-000235,-0.144463738544
ACH-000237,-0.152150917051
ACH-000238,-0.130753019296
ACH-000243,-0.134954889667
ACH-000244,0.0070778677825900005
ACH-000246,-0.050202560407199996
ACH-000248,-0.284637381759
ACH-000250,-0.192210874894
ACH-000251,-0.379282543546
ACH-000253,-0.10254347990599999
ACH-000255,-0.009199784693819999
ACH-000256,-0.194036493469
ACH-000257,-0.803757071568
ACH-000258,-0.520772029334
ACH-000259,-0.19685676051399997
ACH-000260,-0.24679720562
ACH-000261,-0.29386000135
ACH-000262,-0.114276698431
ACH-000263,-0.230247365251
ACH-000264,-0.521113270841
ACH-000265,-0.007861011484049999
ACH-000266,-0.13487481719699998
ACH-000272,0.0136742039376
ACH-000273,-0.148707941172
ACH-000274,-0.18403157557
ACH-000277,-0.20443997655699997
ACH-000278,-0.25318945262
ACH-000279,-0.22976666705899998
ACH-000280,-0.0567489019168
ACH-000281,-0.11387488417099999
ACH-000288,-0.194660987906
ACH-000291,-0.243276362403
ACH-000293,0.133793939027
ACH-000294,-0.11371029080999999
ACH-000295,-0.0309415713796
ACH-000296,-0.32240100364700003
ACH-000302,-0.169324255643
ACH-000304,-0.41701866398599996
ACH-000307,-0.0353541627844
ACH-000308,-0.313162367055
ACH-000310,-0.649122445936
ACH-000311,-0.440870168632
ACH-000312,-0.18221118921
ACH-000315,0.08428068000229999
ACH-000316,-0.284068572922
ACH-000317,0.2322670831
ACH-000318,-0.16086911049
ACH-000319,-0.276268713394
ACH-000320,-0.125699904191
ACH-000322,-0.426547409409
ACH-000323,-0.23514761636700002
ACH-000324,-0.283012461619
ACH-000329,-0.261629613938
ACH-000330,-0.186918291789
ACH-000331,-0.226995208143
ACH-000332,-0.23615203517299999
ACH-000334,-0.047760746388099996
ACH-000335,-0.473638152772
ACH-000336,-0.235471285713
ACH-000337,-0.19129356133
ACH-000339,-0.232316826589
ACH-000341,-0.48274616271700005
ACH-000348,-0.415120124414
ACH-000350,-0.127600400569
ACH-000352,-0.166411198821
ACH-000356,0.0138279157321
ACH-000361,-0.148824162049
ACH-000362,-0.501237374623
ACH-000363,-0.173568985744
ACH-000364,-0.156352415684
ACH-000365,-0.112445056612
ACH-000366,-0.120877812353
ACH-000368,-0.533838751845
ACH-000374,-0.494125806794
ACH-000375,-0.410004826503
ACH-000376,-0.148902589433
ACH-000381,-0.319502405851
ACH-000383,-0.215319811002
ACH-000387,-0.21363222520999997
ACH-000389,-0.471308401767
ACH-000390,-0.307849934806
ACH-000393,-0.239593230222
ACH-000395,-0.388330167361
ACH-000397,-0.118900232458
ACH-000401,-0.36408461863799996
ACH-000402,-0.297395289588
ACH-000403,-0.363548842692
ACH-000404,-0.0998992871838
ACH-000406,-0.212420849609
ACH-000407,-0.408840017934
ACH-000408,-0.232285922207
ACH-000410,-0.486167522469
ACH-000411,-0.162116513625
ACH-000414,-0.238110779109
ACH-000415,-0.10601194397500001
ACH-000416,-0.250077983963
ACH-000420,-0.25010966496
ACH-000421,-0.224676983933
ACH-000424,-0.6529138285189999
ACH-000425,-0.47186762709299995
ACH-000426,-0.208965597268
ACH-000427,-0.112519995813
ACH-000433,-0.172667766941
ACH-000436,0.00666629628072
ACH-000444,-0.16733505339500002
ACH-000445,-0.126536995335
ACH-000448,-0.163336973067
ACH-000450,0.0156667481095
ACH-000452,-0.45903835908999996
ACH-000454,-0.079098267517
ACH-000458,-0.0580470526755
ACH-000459,-0.421641716712
ACH-000460,-0.168510063754
ACH-000461,-0.255848577467
ACH-000463,-0.253598568945
ACH-000464,-0.350546564066
ACH-000466,-0.0103127170459
ACH-000467,-0.243944504194
ACH-000468,-0.169514129258
ACH-000469,-0.249032450758
ACH-000470,-0.35189428883900004
ACH-000471,-0.18130572378499998
ACH-000472,-0.16583781562799998
ACH-000473,-0.510605197895
ACH-000475,-0.33947873206900003
ACH-000476,-0.073038757065
ACH-000477,-0.30901288415
ACH-000480,-0.128625470602
ACH-000481,-0.204924183211
ACH-000483,-0.48118825312299995
ACH-000484,-0.061580410576800006
ACH-000485,-0.523600291566
ACH-000486,-0.152980629619
ACH-000487,-0.356468090097
ACH-000488,-0.312602473203
ACH-000490,-0.13403644249299998
ACH-000491,-0.788035613845
ACH-000495,-0.139330289868
ACH-000496,-0.643841193787
ACH-000499,-0.34680025502800005
ACH-000500,-0.126763357689
ACH-000502,-0.117417106397
ACH-000503,-0.046125951110899996
ACH-000505,-0.33657324369400005
ACH-000507,-0.104424998129
ACH-000510,-0.10198368696900001
ACH-000511,-0.233186679126
ACH-000512,-0.161750581141
ACH-000516,-0.297855946492
ACH-000517,-0.258377894535
ACH-000518,-0.04039933911080001
ACH-000520,-0.332905171786
ACH-000521,-0.127951497529
ACH-000522,-0.216000326376
ACH-000524,-0.20729993739
ACH-000527,-0.13129156400699998
ACH-000528,-0.148856263222
ACH-000537,-0.262723221603
ACH-000541,-0.166678722381
ACH-000542,-0.264321722696
ACH-000544,-0.196707646822
ACH-000545,-0.120419715708
ACH-000547,0.0221816508582
ACH-000548,-0.10426427509700001
ACH-000549,-0.20280671532900002
ACH-000550,-0.301378295859
ACH-000552,0.00655516068971
ACH-000556,-0.0615340254733
