,HADH (3033)
ACH-000004,-0.13354386306399998
ACH-000007,-0.0933315526279
ACH-000009,-0.365284316943
ACH-000011,-0.07090055605069999
ACH-000012,-0.0855627918438
ACH-000013,-0.0986454872603
ACH-000014,-0.17020439094099998
ACH-000015,-0.055338967129100004
ACH-000017,-0.192317367251
ACH-000018,-0.24398755054699997
ACH-000019,0.188815676441
ACH-000021,-0.102683214876
ACH-000022,-0.0527719504679
ACH-000025,-0.144601184464
ACH-000028,-0.215663751602
ACH-000030,-0.17410076160399998
ACH-000035,-0.347132123756
ACH-000036,-0.208064106086
ACH-000037,-0.133630555186
ACH-000039,-0.137058637368
ACH-000040,-0.17666905192000001
ACH-000041,-0.117238389316
ACH-000042,-0.181017848467
ACH-000045,-0.0351115304011
ACH-000047,-0.0870833521861
ACH-000052,-0.31000819967099996
ACH-000053,-0.0733351794228
ACH-000054,-0.199523042166
ACH-000055,0.017652705362
ACH-000060,-0.23946534782900003
ACH-000067,-0.127852708807
ACH-000070,-0.268774647649
ACH-000075,-0.17961514698800002
ACH-000078,-0.402045939841
ACH-000082,-0.160020099237
ACH-000085,0.09836886822630002
ACH-000086,-0.106633079032
ACH-000087,-0.131387794734
ACH-000092,-0.221020220599
ACH-000095,-0.0905436290725
ACH-000097,-0.116065499652
ACH-000098,-0.11641189034499999
ACH-000099,-0.22746455224800002
ACH-000108,-0.0922543820403
ACH-000113,-0.0378655945772
ACH-000115,-0.149569475251
ACH-000116,-0.26197681975299997
ACH-000118,0.005822378822050001
ACH-000120,-0.102343044641
ACH-000123,-0.204621166369
ACH-000127,-0.133025239106
ACH-000128,-0.347081534572
ACH-000132,-0.37226648607
ACH-000133,-0.0737481945
ACH-000137,-0.16411914476199999
ACH-000138,-0.120093075736
ACH-000142,-0.045759086919
ACH-000143,-0.204123555999
ACH-000146,-0.115560314291
ACH-000148,-0.218896039692
ACH-000150,-0.109114794948
ACH-000152,-0.396073801828
ACH-000153,0.115646471887
ACH-000159,-0.061913366288599996
ACH-000160,-0.04271509830490001
ACH-000163,-0.19062563537000002
ACH-000167,-0.0840803913472
ACH-000168,-0.30876777712299996
ACH-000169,-0.27621172923
ACH-000178,-0.08446377179680001
ACH-000182,-0.0522383498233
ACH-000183,-0.22778384782299999
ACH-000188,-0.149583945884
ACH-000189,-0.19476987417999997
ACH-000190,-0.34287286692599994
ACH-000198,-0.0990092287177
ACH-000204,-0.0602524257035
ACH-000206,0.009314703597639999
ACH-000207,-0.16624109220799999
ACH-000211,-0.10730710181500001
ACH-000215,-0.152028610608
ACH-000221,-0.0514475115822
ACH-000222,-0.231140272434
ACH-000223,-0.235272689892
ACH-000226,-0.147361659639
ACH-000227,-0.348697546589
ACH-000228,-0.0651997422156
ACH-000231,-0.193493329041
ACH-000232,-0.243302232936
ACH-000233,-0.142941702237
ACH-000234,-0.0349652600433
ACH-000235,-0.0890841182284
ACH-000237,-0.188199022514
ACH-000238,-0.159089085844
ACH-000243,-0.201696908865
ACH-000244,-0.6174328349880001
ACH-000246,-0.177886138655
ACH-000248,-0.128289311017
ACH-000250,-0.17276344660700002
ACH-000251,-0.15994215297
ACH-000253,-0.10368772545600001
ACH-000255,-0.026962079936700002
ACH-000256,-0.18289268936
ACH-000257,0.0425432580998
ACH-000258,-0.168203104608
ACH-000259,-0.136833261105
ACH-000260,-0.134958798598
ACH-000261,-0.130499144947
ACH-000262,-0.231925340654
ACH-000263,-0.04363492095930001
ACH-000264,-0.216175947562
ACH-000265,-0.21545274126999997
ACH-000266,-0.253222841142
ACH-000272,-0.12083186219799999
ACH-000273,-0.115623608226
ACH-000274,-0.19999954578899998
ACH-000277,-0.161666233966
ACH-000278,-0.107395249616
ACH-000279,-0.256223227524
ACH-000280,-0.08696993361369999
ACH-000281,-0.366627273328
ACH-000288,-0.0621064484557
ACH-000291,-0.045767911267
ACH-000293,-0.150186629415
ACH-000294,-0.17255784810199998
ACH-000295,-0.11134412184699999
ACH-000296,-0.15424125311200002
ACH-000302,-0.101802726119
ACH-000304,-0.148905567928
ACH-000307,-0.223560013931
ACH-000308,-0.258918129305
ACH-000310,-0.32181087586999996
ACH-000311,-0.418191337616
ACH-000312,-0.166071756538
ACH-000315,-0.121635221039
ACH-000316,-0.16469207530899999
ACH-000317,0.0068403425347500005
ACH-000318,-0.10591453102
ACH-000319,-0.249457903015
ACH-000320,-0.28037066767700003
ACH-000322,-0.41312824104
ACH-000323,-0.414789866885
ACH-000324,-0.08148584974619999
ACH-000329,-0.132526787446
ACH-000330,-0.0655000979045
ACH-000331,-0.21677133495
ACH-000332,-0.103692034559
ACH-000334,-0.0458783319725
ACH-000335,-0.315608613139
ACH-000336,0.06359255883449999
ACH-000337,-0.17430017868500003
ACH-000339,-0.142672772137
ACH-000341,-0.0086699117224
ACH-000348,-0.08130292078760001
ACH-000350,-0.07762673123710001
ACH-000352,-0.0063051703603999995
ACH-000356,0.013158943552299998
ACH-000361,0.201617124683
ACH-000362,-0.08284065228319999
ACH-000363,-0.0638294309133
ACH-000364,-0.216229242901
ACH-000365,-0.0201174593903
ACH-000366,-0.340284407997
ACH-000368,-0.13640946550799998
ACH-000374,-0.208525277877
ACH-000375,-0.10284123048900001
ACH-000376,-0.12163221632400001
ACH-000381,-0.267728833577
ACH-000383,-0.16364275893400002
ACH-000387,-0.16382128472899998
ACH-000389,-0.219720904347
ACH-000390,-0.0759584679559
ACH-000393,-0.014162930501299999
ACH-000395,-0.155456143715
ACH-000397,-0.0930783757808
ACH-000401,-0.20458832167500002
ACH-000402,0.101676367542
ACH-000403,-0.220722321584
ACH-000404,-0.148442121916
ACH-000406,-0.09377059950689999
ACH-000407,-0.285719425717
ACH-000408,-0.14632675270099998
ACH-000410,-0.194799123705
ACH-000411,-0.232191063227
ACH-000414,-0.298800314242
ACH-000415,-0.222548669713
ACH-000416,-0.187265490881
ACH-000420,-0.0869289100532
ACH-000421,-0.24213897254900002
ACH-000424,-0.0977189786512
ACH-000425,-0.41794585330399997
ACH-000426,-0.0748063710938
ACH-000427,-0.199352717113
ACH-000433,-0.319414094289
ACH-000436,-0.039525881153800006
ACH-000444,-0.175317700859
ACH-000445,-0.20604391831799998
ACH-000448,-0.197304006976
ACH-000450,-0.30129951237
ACH-000452,-0.12678912387900002
ACH-000454,-0.179407884602
ACH-000458,-0.0338084343847
ACH-000459,-0.08836459904090001
ACH-000460,-0.155899982455
ACH-000461,-0.0030403066042700004
ACH-000463,-0.10174372390900001
ACH-000464,-0.321074727844
ACH-000466,-0.0376646303406
ACH-000467,-0.21715581379700002
ACH-000468,-0.30549350316999996
ACH-000469,-0.0283929837685
ACH-000470,-0.117307996651
ACH-000471,-0.20053932373599997
ACH-000472,-0.0598632089856
ACH-000473,-0.07928452838660001
ACH-000475,-0.181375058779
ACH-000476,-0.118176048149
ACH-000477,-0.126317892903
ACH-000480,-0.0546020346895
ACH-000481,-0.0702945755013
ACH-000483,0.100731562281
ACH-000484,-0.049610782109
ACH-000485,-0.17146065172400002
ACH-000486,-0.176951638662
ACH-000487,-0.196294876672
ACH-000488,-0.07902581307239999
ACH-000490,-0.332165446213
ACH-000491,-0.0577087215692
ACH-000495,-0.274138619722
ACH-000496,-0.113500266448
ACH-000499,0.06750234604569999
ACH-000500,0.19715269489999998
ACH-000502,-0.08686462571289999
ACH-000503,-0.239728247526
ACH-000505,-0.134726790298
ACH-000507,-0.08846758135160002
ACH-000510,-0.327997446225
ACH-000511,-0.20006660665999998
ACH-000512,-0.18963038520599998
ACH-000516,-0.135619218292
ACH-000517,-0.0252553423646
ACH-000518,-0.119733719188
ACH-000520,-0.129261879115
ACH-000521,0.021388527979200003
ACH-000522,-0.16497711872600002
ACH-000524,-0.15918124943
ACH-000527,-0.156979169908
ACH-000528,-0.19716465523200002
ACH-000537,-0.11541996167000002
ACH-000541,-0.366891784237
ACH-000542,-0.124092688726
ACH-000544,-0.357652266172
ACH-000545,-0.16569808169000003
ACH-000547,0.17980764838500002
ACH-000548,-0.115411980521
ACH-000549,-0.14578142823100002
ACH-000550,-0.0878926808895
ACH-000552,-0.0135203509108
ACH-000556,-0.145565624765
ACH-000557,-0.00756343925986
ACH-000570,-0.142072281138
ACH-000571,-0.131832257644
ACH-000573,-0.142762188376
ACH-000576,-0.205325636588
ACH-000580,0.121379163763
ACH-000584,-0.10352964534800001
ACH-000585,-0.09376225630110001
ACH-000588,-0.168736213749
ACH-000589,-0.11383992371400001
ACH-000591,-0.237702430051
ACH-000593,-0.181801912941
ACH-000600,-0.22154164667399998
ACH-000601,-0.197706329472
ACH-000604,0.0642764681505
ACH-000605,-0.18567101173300002
ACH-000606,-0.176377846952
ACH-000608,-0.185510414691
ACH-000614,-0.262000909373
ACH-000616,-0.280879358398
ACH-000618,-0.198791964575
ACH-000619,-0.0634651349736
ACH-000620,-0.154293874405
ACH-000621,-0.04738770362769999
ACH-000622,0.0689912891724
ACH-000623,-0.183484670799
ACH-000624,-0.16444861849300002
ACH-000627,-0.043339785026400006
ACH-000630,-0.06792712149659999
ACH-000632,-0.007735493281520001
ACH-000633,-0.0184550508785
ACH-000637,-0.120504348884
ACH-000638,-0.228544972478
ACH-000646,-0.137695840766
ACH-000647,-0.33444936914
ACH-000648,-0.39859382349100003
ACH-000649,-0.205792734435
ACH-000651,-0.232925273985
ACH-000652,-0.151226390042
ACH-000653,-0.15115705861300002
ACH-000657,-0.09323498023019999
ACH-000658,-0.11678660909000002
ACH-000661,-0.449507054279
ACH-000662,-0.48700681088299996
ACH-000663,-0.135949121408
ACH-000665,-0.107337905077
ACH-000671,-0.197850006466
ACH-000673,-0.21502974409000003
ACH-000676,-0.155763987753
ACH-000677,0.0012337068685299999
ACH-000681,-0.0805881278389
ACH-000682,-0.07696041703139998
ACH-000683,-0.22713180422600002
ACH-000684,-0.328113912114
ACH-000688,-0.40659667604099997
ACH-000693,-0.16824419145
ACH-000694,0.0213019621754
ACH-000695,-0.440264518522
ACH-000696,-0.119282155617
ACH-000697,-0.081112942848
ACH-000699,-0.09973788940600001
ACH-000701,-0.321009539916
ACH-000706,-0.194729654602
ACH-000711,-0.114324323125
ACH-000713,-0.321017258253
ACH-000714,-0.0391278057686
ACH-000718,-0.169177031812
ACH-000720,-0.243171866963
ACH-000721,-0.09703188329029999
ACH-000724,-0.0791886936857
ACH-000725,-0.20695772269
ACH-000732,-0.13115811143300002
ACH-000734,0.006169446133279999
ACH-000735,-0.148354735381
ACH-000736,-0.0617272239842
ACH-000738,-0.192647101775
ACH-000746,-0.241973264706
ACH-000747,-0.110306900056
ACH-000748,-0.153740910143
ACH-000753,-0.10200977384500001
ACH-000756,-0.388097805456
ACH-000757,0.0844845458439
ACH-000758,-0.19063775510699998
ACH-000760,-0.289218845831
ACH-000763,-0.371692233838
ACH-000764,-0.16669840805
ACH-000765,-0.0489852886668
ACH-000766,-0.141103227348
ACH-000767,-0.176810705176
ACH-000768,-0.15203442525900002
ACH-000769,-0.355653596673
ACH-000770,-0.23251535170899998
ACH-000771,0.0484199363034
ACH-000773,-0.154631110386
ACH-000776,-0.204111655542
ACH-000777,-0.009120763908379998
ACH-000778,0.114522184045
ACH-000781,-0.133764514441
ACH-000782,-0.190721999036
ACH-000783,-0.283356216707
ACH-000784,-0.171061805837
ACH-000785,-0.211592396597
