,MEIS3 (56917)
ACH-000004,-0.044835591189599996
ACH-000007,-0.258472969093
ACH-000009,-0.238663006477
ACH-000011,-0.0014298677323800002
ACH-000012,-0.06984113836289998
ACH-000013,-0.253011597692
ACH-000014,-0.273657032173
ACH-000015,-0.272201555282
ACH-000017,-0.0939664398866
ACH-000018,-0.08982741100019999
ACH-000019,-0.216740055511
ACH-000021,-0.257764365806
ACH-000022,-0.328786538831
ACH-000025,0.0115450459151
ACH-000028,-0.17827561740400003
ACH-000030,-0.2401068339
ACH-000035,-0.39515204890699995
ACH-000036,-0.187388597386
ACH-000037,-0.11724285121
ACH-000039,-0.0624536584387
ACH-000040,-0.009353121349120001
ACH-000041,-0.171634070485
ACH-000042,-0.237885926827
ACH-000045,-0.318129046037
ACH-000047,-0.27481685795
ACH-000052,-0.137440685329
ACH-000053,-0.367998512949
ACH-000054,-0.3280225588
ACH-000055,-0.298461082674
ACH-000060,-0.138373867691
ACH-000067,0.0826516582141
ACH-000070,-0.166420066076
ACH-000075,-0.218317854023
ACH-000078,-0.12136139077
ACH-000082,-0.25784111226900003
ACH-000085,-0.0331072093473
ACH-000086,-0.217228307679
ACH-000087,-0.111641133081
ACH-000092,-0.400369138099
ACH-000095,-0.166413573205
ACH-000097,-0.12241945193199999
ACH-000098,-0.259239981177
ACH-000099,-0.24080390344799998
ACH-000108,-0.19916938346500002
ACH-000113,-0.11182517890100001
ACH-000115,-0.25411898481999995
ACH-000116,-0.217642154757
ACH-000118,-0.232634503834
ACH-000120,-0.0262898034637
ACH-000123,-0.127817925073
ACH-000127,-0.29419614449000003
ACH-000128,-0.16839103098799998
ACH-000132,-0.266149712055
ACH-000133,-0.128464372717
ACH-000137,-0.373044266088
ACH-000138,-0.258480701095
ACH-000142,-0.571133012702
ACH-000143,-0.314809322929
ACH-000146,-0.14145944207800001
ACH-000148,0.0351420893322
ACH-000150,-0.446060155382
ACH-000152,-0.284884885576
ACH-000153,-0.117364175585
ACH-000159,-0.121385884427
ACH-000160,-0.162984369603
ACH-000163,-0.0710834063861
ACH-000167,-0.042757190776199994
ACH-000168,-0.128196505413
ACH-000169,-0.13787874207999998
ACH-000178,-0.224605605447
