,TCOF1 (6949)
ACH-000294,-0.556859949603
ACH-000295,-0.706360088697
ACH-000296,-0.63920716655
ACH-000302,-0.834872960097
ACH-000304,-0.7720824968629999
ACH-000307,-0.8625538818590001
ACH-000308,-0.59689701447
ACH-000310,-0.5994217744420001
ACH-000311,-0.601364850391
ACH-000312,-0.5898701378660001
ACH-000315,-0.11042274294000001
ACH-000316,-0.70994085278
ACH-000317,-0.180814621353
ACH-000318,-0.879271513822
ACH-000319,-0.7126970066580001
ACH-000320,-0.568507804063
ACH-000322,-0.709888993013
ACH-000323,-0.492518511928
ACH-000324,-0.8381297505259999
ACH-000329,-0.758223455299
ACH-000330,-0.9178073852069999
ACH-000331,-0.907216531458
ACH-000332,-0.4451794671
ACH-000334,-0.338797426065
ACH-000335,-0.557203578036
ACH-000336,-0.8708618440979999
ACH-000337,-0.698887368812
ACH-000339,-0.578968628676
ACH-000341,-0.303765820691
ACH-000348,-0.647606835037
ACH-000350,-0.753554159322
ACH-000352,0.0430797509966
ACH-000356,-0.423339911201
ACH-000361,-0.396472654339
ACH-000362,-0.746509566943
ACH-000363,-0.116931512586
ACH-000364,-0.556577442996
ACH-000365,-0.37191249968
ACH-000366,-0.767010491581
ACH-000368,-0.73057277353
ACH-000374,-0.690194535769
ACH-000375,-0.692835467182
ACH-000376,-0.7643067649330001
ACH-000381,-0.7480006325040001
ACH-000383,-0.9239234917229999
ACH-000387,-0.518099492754
ACH-000389,-0.491176228328
ACH-000390,-0.7141158550040001
ACH-000393,-0.47351986551200004
ACH-000395,-0.7244205181290001
ACH-000397,-0.5380008920620001
ACH-000401,-0.6029935692399999
ACH-000402,-0.49550975942599995
ACH-000403,-0.6903971645229999
ACH-000404,-0.7977697790520001
ACH-000406,-0.7885104461650001
ACH-000407,-0.8087159600120001
ACH-000408,-0.926664115067
ACH-000410,-0.35511266961300003
ACH-000411,-0.389531959657
ACH-000414,-0.64438803328
ACH-000415,-0.8417455324140001
ACH-000416,-0.407058417335
ACH-000420,-0.28687449951
ACH-000421,-0.761247613981
ACH-000424,-0.48195547778000003
ACH-000425,-0.723901959323
ACH-000426,-0.262728133408
ACH-000427,-0.6663711664249999
ACH-000433,-0.32481153501
ACH-000436,-0.460555258006
ACH-000444,-0.9116768043250001
ACH-000445,-0.5459611852849999
ACH-000448,-0.288354038553
ACH-000450,-0.7831044501559999
ACH-000452,-0.578394527163
ACH-000454,-0.505138473775
ACH-000458,-0.67182008704
ACH-000459,-1.05679288289
ACH-000460,-0.844744866509
ACH-000461,-0.33901253413099997
ACH-000463,-0.43207779846199995
ACH-000464,-0.8359827534630001
ACH-000466,-0.46782445924500005
ACH-000467,-0.555309528901
ACH-000468,-1.04302260037
ACH-000469,-0.974806468333
ACH-000470,-0.8634216811640001
ACH-000471,-0.30428823427900004
ACH-000472,-0.330075317458
ACH-000473,-0.552607343161
ACH-000475,0.006777032054749999
ACH-000476,-0.633348095137
ACH-000477,-1.1908551623
ACH-000480,-0.8992114621960001
ACH-000481,-0.856593083935
ACH-000483,-0.782976135197
ACH-000484,-0.134355119509
ACH-000485,-0.8037907099670001
ACH-000486,-0.970273697807
ACH-000487,-0.103619757998
ACH-000488,-0.7475776124869999
ACH-000490,-0.7087452437890001
ACH-000491,-0.705040700335
ACH-000495,-0.5624614154199999
ACH-000496,-0.638251901983
ACH-000499,-0.024430627222099998
ACH-000500,-1.3247822490999999
ACH-000502,-0.439176857892
ACH-000503,-0.7014467709000001
ACH-000505,-0.977208602908
ACH-000507,-0.42655150947400006
ACH-000510,-0.616794299094
ACH-000511,-1.0167439957100002
ACH-000512,-0.173470773062
ACH-000516,-0.6711553316419999
ACH-000517,-0.478431686386
ACH-000518,-0.7683977871109999
ACH-000520,-0.855245319257
ACH-000521,-0.458242568058
ACH-000522,-0.834830994882
ACH-000524,-0.8332853129109999
ACH-000527,-0.993875283916
ACH-000528,-0.5991636873839999
ACH-000537,-0.44534070690800004
ACH-000541,-0.213079744207
ACH-000542,-1.14375796069
ACH-000544,-0.866980668529
ACH-000545,-0.777546505387
ACH-000547,-0.791369982306
ACH-000548,-0.297656571323
ACH-000549,-1.0192814441700002
ACH-000550,-0.39943817803099996
ACH-000552,-0.683230461346
ACH-000556,-0.909872230809
ACH-000557,-1.03122641581
ACH-000570,-0.565851840412
ACH-000571,-0.295781075178
ACH-000573,-0.949138190784
ACH-000576,-0.351851596857
ACH-000580,-0.885073156128
ACH-000584,-0.40697722729099994
ACH-000585,-0.973085096971
ACH-000588,-0.5292994409080001
ACH-000589,-0.6754520149619999
ACH-000591,-0.838434283694
ACH-000593,-0.9882965777889999
ACH-000600,-0.617068425839
ACH-000601,-0.485134505441
ACH-000604,-0.560746002058
ACH-000605,-0.7449914606270001
ACH-000606,-0.824181875107
ACH-000608,-1.47164359994
ACH-000614,-0.519985106175
ACH-000616,-0.560665023498
ACH-000618,-1.0304618078799999
ACH-000619,-0.9064797759219999
ACH-000620,-0.944016332511
ACH-000621,0.042938425522
ACH-000622,-0.318499013884
ACH-000623,-0.5673411870530001
ACH-000624,-0.952100465294
ACH-000627,-1.07470578097
ACH-000630,-1.05388893403
ACH-000632,-0.333306389203
ACH-000633,-0.146990592955
ACH-000637,-0.636740117791
ACH-000638,-0.563168465075
ACH-000646,-1.0244974040000001
ACH-000647,-1.15404582141
ACH-000648,-0.7918377601309999
ACH-000649,-0.7427148610259999
ACH-000651,-0.7636148326450001
ACH-000652,-0.677857235715
ACH-000653,-0.32340404948199997
ACH-000657,-0.72850848602
ACH-000658,-0.433851635441
ACH-000661,-0.805469664046
ACH-000662,-0.917932718063
ACH-000663,-1.3314857164
ACH-000665,-1.06558106697
ACH-000671,-0.319096944108
ACH-000673,-0.444904007207
ACH-000676,-0.674443781364
ACH-000677,-0.8025001228890001
ACH-000681,-0.335744342453
ACH-000682,-0.9607955485519999
ACH-000683,-0.10594910590600001
ACH-000684,-1.05541535241
ACH-000688,-0.79784708734
ACH-000693,-0.864159015177
ACH-000694,-0.85272663627
ACH-000695,-0.88233166964
ACH-000696,-0.750289257051
ACH-000697,-0.677954215041
ACH-000699,-0.464406593697
ACH-000701,-0.665487272742
ACH-000706,-0.38474155794799997
ACH-000711,-0.690330582456
ACH-000713,-0.42566051242799996
ACH-000714,-0.7025324513719999
ACH-000718,-0.487252575784
ACH-000720,-0.37949601907499997
ACH-000721,-0.424693344533
ACH-000724,-1.02102729729
ACH-000725,-0.305293113056
ACH-000732,-0.789253179418
ACH-000734,-0.276063408715
ACH-000735,-0.941178033844
ACH-000736,-0.6721330234280001
ACH-000738,-0.789346440182
ACH-000746,-0.754887347573
ACH-000747,-0.21040271933899998
ACH-000748,-0.8309629907330001
ACH-000753,-1.02172972905
ACH-000756,-0.80903260235
ACH-000757,-0.510855576798
ACH-000758,-0.024700383457900002
ACH-000760,-0.6995173087729999
ACH-000763,-0.321155969632
ACH-000764,-0.843000065433
ACH-000765,-0.5099708857999999
ACH-000766,-0.21568888804699998
ACH-000767,-0.619610920406
ACH-000768,-0.504209648711
ACH-000769,-0.483147560554
ACH-000770,-0.59947385942
ACH-000771,-0.7885595733670001
ACH-000773,-0.667757311523
ACH-000776,-0.589034167546
ACH-000777,-0.8281401043350001
ACH-000778,-0.533054294545
ACH-000781,-0.314900250459
ACH-000782,-1.00293657615
ACH-000783,-0.18149583017299997
ACH-000784,-0.249459356183
ACH-000785,-0.605206577711
ACH-000787,-0.835802620935
ACH-000788,-0.351374825879
ACH-000791,-0.6091681887039999
ACH-000792,-0.44948685943800004
ACH-000794,-0.864274435658
ACH-000796,-0.9136591770360001
ACH-000799,-0.850658004638
ACH-000800,-1.3204655204200002
ACH-000802,-0.667728667467
ACH-000804,-0.64143274865
ACH-000805,-0.506666209413
ACH-000809,-0.8224830780419999
ACH-000810,-0.916503836064
ACH-000811,-0.683831377741
ACH-000817,-0.7653046586839999
ACH-000819,-0.80805792001
ACH-000820,-0.656793223433
ACH-000821,-0.454916224501
ACH-000822,-0.301347252941
ACH-000823,-0.9657021883329999
ACH-000824,-0.794252735574
ACH-000827,-0.899002638077
ACH-000829,-0.642293239866
ACH-000831,-0.628802861935
ACH-000832,-0.48373947127300004
ACH-000833,-0.7230606105670001
ACH-000834,-0.835815552422
ACH-000835,-0.8383924421610001
ACH-000836,-1.08293972314
ACH-000837,-0.9965019449600001
ACH-000838,-0.5472530080219999
ACH-000839,-0.820654396017
ACH-000840,-1.31712672376
ACH-000841,-0.608148159787
ACH-000843,-0.720906800608
ACH-000846,-0.628421850193
ACH-000847,-0.303626866162
ACH-000848,-0.417785325102
ACH-000849,-0.886639047913
ACH-000851,-0.776031639298
ACH-000855,-0.780914232606
ACH-000856,-0.6305363072119999
ACH-000858,-0.798589236822
ACH-000859,-0.646740019163
ACH-000861,-0.8490650988070001
ACH-000862,-0.49807865504199994
ACH-000865,-0.966089987351
ACH-000866,-0.368691426809
ACH-000867,-0.311971500739
ACH-000869,-0.541855630961
ACH-000872,-0.914720829925
ACH-000873,-0.595706230483
ACH-000876,-0.706328914714
ACH-000878,-0.501881036051
ACH-000880,-1.02929022305
ACH-000881,-0.6206212557649999
ACH-000882,-0.771599386759
ACH-000884,-0.797196541892
ACH-000885,-0.637579788456
ACH-000887,-0.8955110520899999
ACH-000888,-0.18518398893500002
ACH-000889,-0.42188910934600005
ACH-000890,-0.5297817562129999
ACH-000896,-0.8466092973639999
ACH-000898,-0.892315185238
ACH-000900,-0.748551281747
ACH-000901,-0.38829499262199996
ACH-000905,-0.9562815493600001
ACH-000906,-1.03623834932
ACH-000907,-0.292583376308
ACH-000910,-1.08486719574
ACH-000911,-0.767071232272
ACH-000912,-0.760152702937
ACH-000913,-0.8524950509839999
ACH-000915,-0.15752122488
ACH-000916,-0.9037073091410001
ACH-000917,-1.12598896451
ACH-000921,-0.562771360893
ACH-000924,-0.42806376588
ACH-000926,-0.860468581459
ACH-000928,-0.838718359949
ACH-000929,-1.35229103561
ACH-000932,-0.701924047942
ACH-000935,-0.532988372445
ACH-000936,-0.570078751467
ACH-000937,-0.951982194957
ACH-000938,-0.43768329957400004
ACH-000939,-0.273971856755
ACH-000941,0.0825561360245
ACH-000943,-0.757552527845
ACH-000946,-0.555353684023
ACH-000947,-0.260767484614
ACH-000948,-0.43310214334299996
ACH-000950,-0.609406298695
ACH-000953,-0.579953557983
ACH-000957,-0.9170754061570001
ACH-000958,-0.787520346707
ACH-000960,-0.489578547512
ACH-000963,-0.6220951029
ACH-000968,-0.7435031202410001
ACH-000969,0.021481305057900003
ACH-000973,-0.9507567262379999
ACH-000974,-0.689554718483
ACH-000975,-0.138490308368
ACH-000976,-0.889749125769
ACH-000978,-0.0965507138923
ACH-000980,-0.585379617771
ACH-000984,-0.150969492747
ACH-000986,-0.523616998756
ACH-000988,-0.34773639372599996
ACH-000993,-0.582809955268
ACH-000994,-0.33833854789000006
ACH-000996,-0.608680002257
ACH-001001,-0.635982332198
ACH-001020,-0.932369159949
ACH-001028,-0.9165752107189999
ACH-001031,-0.875859136488
ACH-001038,0.0402745398074
ACH-001048,-0.893984551847
ACH-001050,-0.7982221014059999
ACH-001053,-0.619621656121
ACH-001054,-0.6755937814499999
ACH-001061,-0.697819505576
ACH-001067,-0.7927502638580001
ACH-001075,-0.993652070358
ACH-001096,-0.852520397572
ACH-001128,-1.2725842087299999
ACH-001134,-0.22662888974800002
ACH-001151,-0.42979623731600003
ACH-001163,-0.7427727075380001
ACH-001164,-0.828766044904
ACH-001173,-0.794686723125
ACH-001183,-0.566650836203
ACH-001184,-0.8174805519149999
ACH-001190,-0.271579609076
ACH-001192,0.0984225992559
ACH-001193,-0.733623771523
ACH-001196,-0.538609971588
ACH-001197,-0.40879299936499996
ACH-001205,-0.42169161416999995
ACH-001211,-1.12218113585
ACH-001212,-0.7281424217470001
ACH-001228,-0.26602646436599997
ACH-001232,-1.1125719989899998
ACH-001239,-0.60824068812
ACH-001274,-0.73052110361
ACH-001275,-0.513009975608
ACH-001277,-0.732040543614
ACH-001278,-0.965489566666
ACH-001280,-0.616795950956
ACH-001283,-0.831346371652
ACH-001289,-0.89035308459
ACH-001295,-0.7593949996089999
ACH-001300,-0.757487271214
ACH-001301,-0.8908106049850001
ACH-001302,-0.8347453251279999
ACH-001303,-0.578771517956
ACH-001306,-0.8667534812440001
ACH-001318,-0.583636040076
ACH-001322,-0.582127130625
ACH-001328,-0.923340345143
ACH-001332,-0.723429118751
ACH-001333,-1.03156820935
ACH-001336,-0.8786568542000001
ACH-001340,-0.707931318715
ACH-001346,-1.1319505995799999
ACH-001353,-0.638025358287
ACH-001354,-0.26508452127500004
ACH-001367,-0.538755932399
ACH-001368,-0.265161003948
ACH-001374,-0.6406723730830001
ACH-001375,-0.844888942842
ACH-001377,-0.63356033002
ACH-001380,-0.5038756363710001
ACH-001391,-0.608925218534
ACH-001407,-0.492338986661
ACH-001408,-0.48623186863000006
ACH-001413,-0.709534777734
ACH-001430,-0.499463322495
ACH-001431,-0.4148775171
ACH-001450,-0.384586265445
ACH-001496,-0.9943497722319999
ACH-001500,-0.354546238982
ACH-001521,-0.585230710859
ACH-001523,-0.741451371283
ACH-001532,-0.806616889756
ACH-001536,-0.664943645357
ACH-001550,-0.814366204994
ACH-001552,-0.884454767376
ACH-001554,-0.624313797075
ACH-001645,-0.849759585138
ACH-001654,-1.08675205189
ACH-001715,-0.513725772493
ACH-001735,-0.885669956364
ACH-001736,-0.944891334448
ACH-001737,-0.323800045867
ACH-001740,-0.700354215116
ACH-001745,-0.8317230151710001
ACH-001750,-0.933895616191
ACH-001765,-0.17522645982299997
ACH-001956,-0.20868026902399997
ACH-001957,-0.119809485769
