,TNN (63923)
ACH-000004,-0.172518792652
ACH-000007,-0.239349902599
ACH-000009,-0.20311503237
ACH-000011,0.130511172661
ACH-000012,-0.14149367627
ACH-000013,-0.204803844835
ACH-000014,-0.0712954915191
ACH-000015,-0.15058711067
ACH-000017,0.123118390727
ACH-000018,-0.05102549867219999
ACH-000019,-0.07320669005319999
ACH-000021,-0.0127443696524
ACH-000022,-0.0913591250172
ACH-000025,-0.151751287758
ACH-000028,-0.0502218449963
ACH-000030,-0.09579339782289999
ACH-000035,-0.0767123555479
ACH-000036,0.00742874709608
ACH-000037,-0.126050246995
ACH-000039,-0.018329932112700002
ACH-000040,-0.043736398394
ACH-000041,-0.0791381240573
ACH-000042,0.10373727265699999
ACH-000045,-0.126720822259
ACH-000047,-0.19281770665999998
ACH-000052,0.0950056718676
ACH-000053,-0.24318436903
ACH-000054,-0.19420301884100002
ACH-000055,0.00019895235081400002
ACH-000060,-0.0627344632446
ACH-000067,-0.261485521422
ACH-000070,0.08876145782400001
ACH-000075,-0.023683735208099996
ACH-000078,0.0657316275852
ACH-000082,-0.158510127352
ACH-000085,-0.18613427748599998
ACH-000086,-0.28773192242
ACH-000087,-0.08410182990369999
ACH-000092,-0.14883159331499998
ACH-000095,-0.08561590577400001
ACH-000097,-0.088866484681
ACH-000098,-0.06680741760060001
ACH-000099,0.07495830775510001
ACH-000108,-0.00787362748867
ACH-000113,-0.19019409698399997
ACH-000115,-0.013149784910200002
ACH-000116,-0.11364059994999999
ACH-000118,0.0772663913327
ACH-000120,-0.103537944921
ACH-000123,-0.173222913154
ACH-000127,0.050292932496
ACH-000128,0.13944118637800001
ACH-000132,-0.08079673247069999
ACH-000133,0.0348195164998
ACH-000137,-0.11322486095999999
ACH-000138,-0.0353689126089
ACH-000142,-0.186983765086
ACH-000143,-0.136257302735
ACH-000146,-0.25422357202199997
ACH-000148,-0.407289467597
ACH-000150,0.130503824509
ACH-000152,-0.0376573541803
ACH-000153,-0.160484642154
ACH-000159,-0.19942893564199998
ACH-000160,-0.0856615335474
ACH-000163,-0.290388305609
ACH-000167,-0.0319285248024
ACH-000168,0.0876623706978
ACH-000169,-0.24312996492199998
ACH-000178,-0.0780305415195
ACH-000182,-0.163402177076
ACH-000183,-0.242526462218
ACH-000188,-0.18979958383200002
ACH-000189,-0.112149145199
ACH-000190,-0.0801092577731
ACH-000198,-0.131037307412
ACH-000204,-0.733669819631
ACH-000206,-0.32829101884100004
ACH-000207,-0.0489965578691
ACH-000211,-0.0415140015594
ACH-000215,-0.11556108791400001
ACH-000221,-0.08743471015010001
ACH-000222,-0.398246739801
ACH-000223,-0.1793873501
ACH-000226,-0.0999298478903
ACH-000227,0.0465056637705
ACH-000228,-0.125511974869
ACH-000231,0.0508008703031
ACH-000232,-0.177089204633
ACH-000233,-0.0183214506072
ACH-000234,-0.011201290751499999
ACH-000235,-0.123682099585
ACH-000237,-0.033942574036
ACH-000238,0.00419798779074
ACH-000243,-0.0741440469256
ACH-000244,-0.189691692048
ACH-000246,0.034015860615
ACH-000248,-0.141797895349
ACH-000250,0.029018831381200004
ACH-000251,0.22300746110199998
ACH-000253,-0.10027630023
ACH-000255,-0.125494507874
ACH-000256,-0.021438210139099998
ACH-000257,-0.345758987965
ACH-000258,-0.346514550527
ACH-000259,-0.229179152592
ACH-000260,-0.233562841996
ACH-000261,-0.132918941684
ACH-000262,0.0530014156288
ACH-000263,-0.41148428876599996
ACH-000264,-0.265604552953
ACH-000265,-0.10389285170399999
ACH-000266,-0.08785785134549999
ACH-000272,-0.163023190252
ACH-000273,-0.23853609695500003
ACH-000274,-0.0803182211564
ACH-000277,-0.0580102849228
ACH-000278,0.102233063421
ACH-000279,-0.12742179803
ACH-000280,0.0150202741729
ACH-000281,-0.0889648529297
ACH-000288,-0.135679767641
ACH-000291,-0.11699034958599999
ACH-000293,-0.297566029446
ACH-000294,-0.232652733744
ACH-000295,-0.033990688318099996
ACH-000296,-0.159348336046
ACH-000302,-0.155857196781
ACH-000304,-0.0364234460112
ACH-000307,-0.0735449937192
ACH-000308,-0.00645614035148
ACH-000310,0.0671768429306
ACH-000311,-0.036344453971599994
ACH-000312,-0.219516602567
ACH-000315,-0.102330087238
ACH-000316,-0.0595692107445
ACH-000317,-0.38933633624200004
ACH-000318,-0.149603014121
ACH-000319,-0.08675564724130001
ACH-000320,-0.0684666629327
ACH-000322,0.16286620952199998
ACH-000323,-0.116087082233
ACH-000324,-0.202188401549
ACH-000329,-0.149115290777
ACH-000330,-0.217957249499
ACH-000331,-0.08590205885800001
ACH-000332,-0.0857136046731
ACH-000334,-0.577063082929
ACH-000335,-0.0225019539261
ACH-000336,-0.447623125517
ACH-000337,-0.108944645711
ACH-000339,0.0341708305578
ACH-000341,-0.11963920818
ACH-000348,0.08533061860480001
ACH-000350,-0.161652485697
ACH-000352,-0.050447418374
ACH-000356,0.127123223206
ACH-000361,-0.143706072424
ACH-000362,-0.144205333452
ACH-000363,-0.162414468711
ACH-000364,-0.034460073798699996
ACH-000365,-0.241787413886
ACH-000366,-0.17978909866099999
ACH-000368,0.0709496895326
ACH-000374,-0.0247826806941
ACH-000375,0.132095851344
ACH-000376,-0.196516103834
ACH-000381,-0.297019061939
ACH-000383,-0.16201610925899998
ACH-000387,-0.0974905108887
ACH-000389,-0.167643846228
ACH-000390,-0.07819541981539999
ACH-000393,-0.0314562641751
ACH-000395,-0.056119873010300005
ACH-000397,-0.274430101463
ACH-000401,0.164005132535
ACH-000402,-0.26345117155000003
ACH-000403,-0.10769405120799999
ACH-000404,-0.295524352605
ACH-000406,-0.200034057329
ACH-000407,-0.0918834779343
ACH-000408,-0.09814053331110001
