,RIC1 (57589)
ACH-000004,-1.43154413187
ACH-000007,-0.939841766353
ACH-000009,-0.8393692303470001
ACH-000011,-1.05863719571
ACH-000012,-1.30233299436
ACH-000013,-0.499240833432
ACH-000014,-0.408681009233
ACH-000015,-0.974142895632
ACH-000017,-0.16533910977
ACH-000018,-0.397265999777
ACH-000019,-0.34143091155999994
ACH-000021,-0.373113620731
ACH-000022,-0.566545810168
ACH-000025,-0.697888341841
ACH-000028,-0.44408332874
ACH-000030,-1.34578527081
ACH-000035,-0.46845987326399996
ACH-000036,-0.9408533578489999
ACH-000037,-0.42300729458499997
ACH-000039,-0.375404554462
ACH-000040,-1.02269646201
ACH-000041,-0.24554428663199998
ACH-000042,-1.23451752405
ACH-000045,-0.661820125739
ACH-000047,-0.9860578996799999
ACH-000052,-0.38808618391000005
ACH-000053,-1.14807970502
ACH-000054,-0.578517542965
ACH-000055,-1.20603612245
ACH-000060,-1.1169998833700001
ACH-000067,-0.615233648587
ACH-000070,-1.18829569775
ACH-000075,-0.7897124706049999
ACH-000078,-0.521454088076
ACH-000082,-0.5570770499800001
ACH-000085,-1.30332981884
ACH-000086,-0.894331330194
ACH-000087,-0.522643957189
ACH-000092,-0.973563269932
ACH-000095,-1.05794661213
ACH-000097,-0.459312018577
ACH-000098,-0.981285741457
ACH-000099,-0.45497692636799997
ACH-000108,-0.951876930169
ACH-000113,-0.442909166862
ACH-000115,-0.8956791912100001
ACH-000116,-0.533823065888
ACH-000118,-0.996090711424
ACH-000120,-0.58352483465
ACH-000123,-0.447434674874
ACH-000127,-0.675465572047
ACH-000128,-0.33743560728200006
ACH-000132,-0.310180260915
ACH-000133,-0.8391237165819999
ACH-000137,-0.403277702573
ACH-000138,-1.44194038669
ACH-000142,-1.29564069686
ACH-000143,-1.00346105923
ACH-000146,-0.449958280823
ACH-000148,-0.0744790668845
ACH-000150,-0.5091823478249999
ACH-000152,-0.31148697831300004
ACH-000153,-1.34988408246
ACH-000159,-0.307510384854
ACH-000160,-1.12462604021
ACH-000163,-0.674808641656
ACH-000167,-1.06127159435
ACH-000168,-0.961533588687
ACH-000169,-1.1593899498
ACH-000178,-0.932477174384
ACH-000182,-1.03587226464
ACH-000183,-1.0594366243
ACH-000188,-0.292522841404
ACH-000189,-1.12310774389
ACH-000190,-1.34833180627
ACH-000198,-0.219303289776
ACH-000204,-1.19226519068
ACH-000206,-1.27254139369
ACH-000207,-0.7515842193699999
ACH-000211,-1.18470816221
ACH-000215,-0.900904427752
ACH-000221,-0.19537393921399998
ACH-000222,-1.1820264477
ACH-000223,-0.631094669981
ACH-000226,-1.20324078612
ACH-000227,-0.595964671294
ACH-000228,-0.210221941101
ACH-000231,-0.931920278256
ACH-000232,-0.6176544244200001
ACH-000233,-1.33143033884
ACH-000234,-0.647151251469
ACH-000235,-1.3776080567200002
ACH-000237,-0.5643973029330001
ACH-000238,-0.469471172026
ACH-000243,-0.956114710058
ACH-000244,-0.721995176452
ACH-000246,-0.873515915653
ACH-000248,-0.830558251249
ACH-000250,-1.0312847651700001
ACH-000251,-1.1833478207600001
ACH-000253,-1.2885585047600001
ACH-000255,-0.742284144271
ACH-000256,-0.15659765675999998
ACH-000257,-0.664307585056
ACH-000258,-0.659646700082
ACH-000259,-1.30683527135
ACH-000260,-0.864730008143
ACH-000261,-1.19883675512
ACH-000262,-0.9113470820990001
ACH-000263,-0.9708370987639999
ACH-000264,-0.861501218158
ACH-000265,-0.6037412759499999
ACH-000266,-1.42788155792
ACH-000272,-1.15289096692
ACH-000273,-0.693354783063
ACH-000274,-0.334711215789
ACH-000277,-0.487766960274
ACH-000278,-0.684321963589
ACH-000279,-0.214592031621
ACH-000280,-0.51207961681
ACH-000281,-0.995575409893
ACH-000288,-0.16455460564899999
ACH-000291,-0.8281990571019999
ACH-000293,-0.5481153860360001
ACH-000294,-0.584867324921
ACH-000295,-1.4550601681
ACH-000296,-1.21553442015
ACH-000302,-0.472933566766
ACH-000304,-1.0103929389700002
ACH-000307,-1.29026606934
ACH-000308,-0.923535952733
ACH-000310,-0.507196790214
ACH-000311,-0.9622146004600001
ACH-000312,-0.514198796015
ACH-000315,-1.34157903669
ACH-000316,-0.9616976589599999
ACH-000317,-1.5457998761899998
ACH-000318,-1.38451189538
ACH-000319,-0.751011711605
ACH-000320,-0.9788854472920001
ACH-000322,-1.13659689584
ACH-000323,-0.395307448304
ACH-000324,-0.60512270041
ACH-000329,-0.11192342425799999
ACH-000330,-0.771772688712
ACH-000331,-0.767420212483
ACH-000332,-0.690800775459
ACH-000334,-0.589253761273
ACH-000335,-0.8487914987630001
ACH-000336,-1.0180376105
ACH-000337,-1.4491795884099998
ACH-000339,-1.11289740115
ACH-000341,-0.604680566807
ACH-000348,-0.633852643782
ACH-000350,-0.268260591617
ACH-000352,-0.333858977117
ACH-000356,-0.6993438373950001
ACH-000361,-0.8303007012739999
ACH-000362,-0.374251367086
ACH-000363,-0.446535951035
ACH-000364,-0.986969494909
ACH-000365,-1.28143549254
ACH-000366,-0.490174147134
ACH-000368,-1.2654156082899999
ACH-000374,-1.62355199037
ACH-000375,-0.711933818063
ACH-000376,-1.3020331632100002
ACH-000381,-1.10679392805
ACH-000383,-1.4984279742500002
ACH-000387,-0.612094283413
ACH-000389,-1.11231247346
ACH-000390,-0.284233250698
ACH-000393,-0.510224788198
ACH-000395,-1.29046904085
ACH-000397,-1.4453319406799998
ACH-000401,-0.0510020344541
ACH-000402,-0.865942717662
ACH-000403,-1.49007972616
ACH-000404,-0.09284634331430001
ACH-000406,-0.161187133215
ACH-000407,-0.716386321765
ACH-000408,-1.18237009658
ACH-000410,-0.6723882203329999
ACH-000411,-1.38799188499
ACH-000414,-0.643055627009
ACH-000415,-1.47888368428
ACH-000416,-0.130218758275
ACH-000420,-0.797763914338
ACH-000421,-0.282178666894
ACH-000424,-0.543868781611
ACH-000425,0.08151424343239999
ACH-000426,-0.847884430746
ACH-000427,-1.3515805422799998
ACH-000433,-0.355257102026
ACH-000436,-0.836822194049
ACH-000444,-0.853843351664
ACH-000445,-1.36868749859
ACH-000448,-0.521301287117
ACH-000450,-1.04485233033
ACH-000452,-1.14162546029
ACH-000454,-1.11930360185
ACH-000458,-1.1745370421999999
ACH-000459,-0.443418617292
ACH-000460,-0.8699265018260001
ACH-000461,-0.7438536538480001
ACH-000463,-0.8450308769079999
ACH-000464,-1.1843780754000002
ACH-000466,-1.75215814241
ACH-000467,-1.1464636857200001
ACH-000468,-1.1126768597499999
ACH-000469,-1.20130988271
ACH-000470,-0.533645912905
ACH-000471,-1.25464050244
ACH-000472,-0.525035233577
ACH-000473,-0.300566575919
ACH-000475,-1.1215480117
ACH-000476,-0.9886726607100002
ACH-000477,-0.7120018171320001
ACH-000480,-0.44429640633699996
ACH-000481,-0.441273979459
ACH-000483,-0.69924399869
ACH-000484,-0.463909835398
ACH-000485,-1.17002885042
ACH-000486,-0.274624226497
ACH-000487,-0.648698061982
ACH-000488,-1.18799011131
ACH-000490,-0.936441988013
ACH-000491,-1.16160600127
ACH-000495,-0.942784410873
ACH-000496,-0.506614868768
ACH-000499,-0.6778354799580001
ACH-000500,-0.612487005969
ACH-000502,-0.9028554847779999
ACH-000503,-1.39450046803
ACH-000505,-0.529790082128
ACH-000507,-0.8082360826649999
ACH-000510,-0.34680341507
ACH-000511,-0.883611834428
ACH-000512,-1.31430623054
ACH-000516,-0.297390564594
ACH-000517,-0.753648266682
ACH-000518,-0.950470021924
ACH-000520,-1.34026023763
ACH-000521,-0.778643569548
ACH-000522,-0.959593187464
ACH-000524,-0.16049208919299998
ACH-000527,-1.3028796708700001
ACH-000528,-1.4652440317200002
ACH-000537,-1.18157334268
ACH-000541,-1.44108884737
ACH-000542,-0.469856840163
ACH-000544,-1.01181919784
ACH-000545,-0.635890984521
ACH-000547,-0.930966496226
ACH-000548,-1.4174722101700001
ACH-000549,-1.27063990212
ACH-000550,-1.0142624083399998
ACH-000552,-1.40169179877
ACH-000556,-0.312807285419
ACH-000557,-1.15780345428
ACH-000570,-0.9093513771100001
ACH-000571,-0.424552283914
ACH-000573,-0.48396321319799995
ACH-000576,-0.735153358519
ACH-000580,-0.230467996472
ACH-000584,-0.20060135710000002
ACH-000585,-0.558485703856
ACH-000588,-0.700901301989
ACH-000589,-1.2716494491700001
ACH-000591,-1.2693164077099999
ACH-000593,-0.997338815927
ACH-000600,-0.8158304036059999
ACH-000601,-0.402997822246
ACH-000604,-0.38392878846999995
ACH-000605,-0.443485977702
ACH-000606,-0.515739705693
ACH-000608,-1.50660853944
ACH-000614,-0.636330905586
ACH-000616,-0.5174395646109999
ACH-000618,-1.36011058364
ACH-000619,-1.35355884236
ACH-000620,-0.0339463747284
ACH-000621,-0.5206074183389999
ACH-000622,-1.11305738231
ACH-000623,-0.653178704098
ACH-000624,-0.125180061091
ACH-000627,-0.667454606917
ACH-000630,-1.01210764264
ACH-000632,-0.9922395444580001
ACH-000633,-0.988916553345
ACH-000637,-1.4118925739
ACH-000638,-1.02497475869
ACH-000646,-1.68872154464
ACH-000647,-0.961450399073
