,CARKD (55739)
ACH-000004,-0.21334496231800001
ACH-000007,-0.195043185315
ACH-000009,0.119683218267
ACH-000011,0.0741934288946
ACH-000012,0.015522123946499999
ACH-000013,0.023185381222099996
ACH-000014,0.0418661883416
ACH-000015,-0.0157840524518
ACH-000017,-0.0204089293643
ACH-000018,0.051174523004
ACH-000019,0.019859019529599998
ACH-000021,0.204471542353
ACH-000022,0.159859236284
ACH-000025,0.142060412704
ACH-000028,0.08171513759719999
ACH-000030,0.0457616157354
ACH-000035,-0.0268754954739
ACH-000036,0.0706262937047
ACH-000037,0.155105418794
ACH-000039,0.0739062808337
ACH-000040,0.147566714325
ACH-000041,0.0718913889555
ACH-000042,-0.034549353652300004
ACH-000045,0.046306977775300004
ACH-000047,0.18855241729299999
ACH-000052,-0.0317759066177
ACH-000053,0.0278428185807
ACH-000054,-0.0505854790744
ACH-000055,0.0611540304161
ACH-000060,0.03902876372130001
ACH-000067,0.015327701881
ACH-000070,0.130426566258
ACH-000075,0.03466700525869999
ACH-000078,0.0503284831625
ACH-000082,0.018342088593999998
ACH-000085,0.307049236947
ACH-000086,0.052681413154999995
ACH-000087,0.260878403905
ACH-000092,0.159387931162
ACH-000095,-0.007976824325560001
ACH-000097,-0.0409282382459
ACH-000098,0.0767044146729
ACH-000099,0.200044266429
ACH-000108,0.137911075821
ACH-000113,0.12330691590999998
ACH-000115,-0.07977709888889999
ACH-000116,-0.0363827983187
ACH-000118,0.202624606371
ACH-000120,0.18644040512899998
ACH-000123,0.133067130886
ACH-000127,0.0388385513113
ACH-000128,0.127872655222
ACH-000132,0.0306791816317
ACH-000133,0.07131931500310001
ACH-000137,0.198641204835
ACH-000138,0.0816491630154
ACH-000142,0.0385574853954
ACH-000143,0.14307139738900002
ACH-000146,0.036664265787199994
ACH-000148,0.0175965106251
ACH-000150,0.123288721613
ACH-000152,-0.08718157761949999
ACH-000153,-0.183214494865
ACH-000159,-0.0892066577496
ACH-000160,0.155642564358
ACH-000163,-0.0724079660289
ACH-000167,0.038702183704400005
ACH-000168,0.11314326175999999
ACH-000169,-0.031280092686799994
ACH-000178,0.04868927306990001
ACH-000182,0.05804408555269999
ACH-000183,0.0599465114382
ACH-000188,-0.006770233547489999
ACH-000189,-0.0415860982254
ACH-000190,0.166418946164
ACH-000198,-0.141676632737
ACH-000204,0.208380754686
ACH-000206,0.18861766496
ACH-000207,0.0148209278384
ACH-000211,0.09800369508889999
ACH-000215,0.0219810485594
ACH-000221,0.21298274589699998
ACH-000222,0.16463819908
ACH-000223,0.11727179519000001
ACH-000226,0.110868251909
ACH-000227,0.24931233849599999
ACH-000228,0.146526149376
ACH-000231,0.0427702027681
ACH-000232,0.0487022779115
ACH-000233,0.0400711517789
ACH-000234,0.163523600929
ACH-000235,0.0776944687741
ACH-000237,0.0187547043807
ACH-000238,-0.0074218521490400004
ACH-000243,0.157645555217
ACH-000244,0.117089564565
ACH-000246,0.09600472607100001
ACH-000248,0.181956665572
ACH-000250,0.0132610379671
ACH-000251,-0.0267105633108
ACH-000253,0.0752366163064
ACH-000255,0.237024156166
ACH-000256,0.14278811557399998
ACH-000257,-0.0209988328255
ACH-000258,-0.39992252764799996
ACH-000259,0.165312515767
ACH-000260,0.08677992797810001
ACH-000261,-0.038884196718
ACH-000262,-0.091119672653
ACH-000263,0.18123729306400002
ACH-000264,0.012088112817799998
ACH-000265,0.239815470951
ACH-000266,0.10054212979800001
ACH-000272,0.175899916029
ACH-000273,-0.129989206528
ACH-000274,-0.109715904642
ACH-000277,0.0383437660154
ACH-000278,0.103880708232
ACH-000279,-0.00723287461782
ACH-000280,-0.0121688113508
ACH-000281,-0.0170805682394
ACH-000288,-0.023144338531400004
ACH-000291,0.0572894522193
ACH-000293,0.295481601957
ACH-000294,0.022636808363200003
ACH-000295,-0.0982600852802
ACH-000296,0.0627785581951
ACH-000302,-0.035536527502
ACH-000304,-0.04083649512280001
ACH-000307,0.024710552543200003
ACH-000308,0.07377172312460001
ACH-000310,0.08095157459010001
ACH-000311,0.0592415553621
ACH-000312,0.18832068570399998
ACH-000315,0.182621780806
ACH-000316,0.193663168413
ACH-000317,0.26295761206
ACH-000318,0.0652614860643
ACH-000319,0.050437796369799996
ACH-000320,0.302161336663
ACH-000322,0.129487336031
ACH-000323,0.0395968799478
ACH-000324,0.027064831656499998
ACH-000329,0.08537495753089999
ACH-000330,0.10516108375199999
ACH-000331,0.14733162206599998
ACH-000332,0.165858479958
ACH-000334,-0.140167527891
ACH-000335,0.151993055293
ACH-000336,-0.267124196466
ACH-000337,0.308715638139
ACH-000339,0.007265766197640001
ACH-000341,0.157748163064
ACH-000348,0.11499725067500001
ACH-000350,0.0497094835563
ACH-000352,-0.034739699048099995
ACH-000356,0.056425028306
ACH-000361,0.171863465368
ACH-000362,0.049662028392400005
ACH-000363,0.0371537886136
ACH-000364,0.09207979580219999
ACH-000365,-0.025082376376799997
ACH-000366,0.132047089318
ACH-000368,0.07313466907319999
ACH-000374,-0.0257996660752
ACH-000375,-0.012890539281600001
ACH-000376,-0.011585356155
ACH-000381,0.0103842280457
ACH-000383,0.029620807727099997
ACH-000387,-0.00650370439814
ACH-000389,0.048264059651300005
ACH-000390,-0.0409222516421
ACH-000393,0.0291055299133
ACH-000395,-0.164685972744
ACH-000397,0.10711729116
ACH-000401,-0.07996104115389999
ACH-000402,0.266676503248
ACH-000403,-0.0282147897853
ACH-000404,-0.005321064262670001
ACH-000406,-0.0219139700807
ACH-000407,-0.09114928612880001
ACH-000408,-0.0484395868609
ACH-000410,0.277761577004
ACH-000411,0.00210319795562
ACH-000414,0.239976502486
ACH-000415,0.18587044713300002
ACH-000416,0.0247512687866
ACH-000420,0.241367132556
ACH-000421,0.07632649838389999
ACH-000424,0.077979906033
ACH-000425,-0.0347758567525
ACH-000426,-0.062465127697
ACH-000427,-0.0874884100278
ACH-000433,-0.0243178876516
ACH-000436,-0.164513320332
ACH-000444,-0.04173884674219999
ACH-000445,-0.253253322908
ACH-000448,0.00628826789231
ACH-000450,0.213128192207
ACH-000452,-0.0524529053558
ACH-000454,0.0202854640855
ACH-000458,0.0220278160638
ACH-000459,-0.317809373597
ACH-000460,0.042120169744800005
ACH-000461,-0.0526295331046
ACH-000463,0.255574445056
ACH-000464,0.0620784667788
ACH-000466,0.0707791824413
ACH-000467,-0.019152533588599998
ACH-000468,0.121000861953
ACH-000469,0.051632794688800006
ACH-000470,0.209314402571
ACH-000471,0.167410981531
ACH-000472,0.100865758458
ACH-000473,0.06028317554359999
ACH-000475,0.154743881824
ACH-000476,-0.0208045605227
ACH-000477,-0.21332569005
ACH-000480,0.0903712882902
ACH-000481,-0.0612700778615
ACH-000483,0.16557044858699999
ACH-000484,0.07787259357160001
ACH-000485,0.0315692214185
ACH-000486,0.11547704891100001
ACH-000487,-0.036757421968099994
ACH-000488,0.12562990853
ACH-000490,0.0414574411644
ACH-000491,-0.114100473112
ACH-000495,0.20699489684300001
ACH-000496,0.08502081403640001
ACH-000499,0.120955535436
ACH-000500,0.5705822984610001
