,SHMT1 (6470)
ACH-000004,-0.598080671483
ACH-000007,-0.18371561956399998
ACH-000009,-0.527576560692
ACH-000011,-0.083085319955
ACH-000012,-0.329504771062
ACH-000013,-0.29476554339
ACH-000014,0.0808923602817
ACH-000015,-0.307824768073
ACH-000017,-0.0959633095167
ACH-000018,-0.267617208698
ACH-000019,-0.017383188820400002
ACH-000021,-0.16260656826300002
ACH-000022,-0.509374944916
ACH-000025,0.028076317535099996
ACH-000028,-0.168742320654
ACH-000030,-0.192043086504
ACH-000035,-0.313359458705
ACH-000036,-0.15169769217700002
ACH-000037,-0.0713358353382
ACH-000039,-0.313731378456
ACH-000040,-0.280195385991
ACH-000041,-0.299843783587
ACH-000042,-0.312227888988
ACH-000045,-0.301907210121
ACH-000047,0.0719447622998
ACH-000052,-0.0651792232046
ACH-000053,-0.24742054401799998
ACH-000054,-0.2553288304
ACH-000055,-0.271433668496
ACH-000060,-0.260950909899
ACH-000067,-0.40566023100599996
ACH-000070,-0.08746517843419999
ACH-000075,-0.251276980811
ACH-000078,-0.26029209449900004
ACH-000082,-0.303034805846
ACH-000085,-0.00237345859036
ACH-000086,-0.080020063059
ACH-000087,-0.40242252853699995
ACH-000092,-0.119633233428
ACH-000095,-0.33180063789299996
ACH-000097,-0.136111232843
ACH-000098,-0.160693134484
ACH-000099,-0.239730738765
ACH-000108,-0.221784763028
ACH-000113,-0.267431208693
ACH-000115,-0.00476701811346
ACH-000116,-0.00053366999439
ACH-000118,-0.115148901667
ACH-000120,-0.113771862948
ACH-000123,-0.22612118368099998
ACH-000127,-0.07814489220710001
ACH-000128,-0.322061634598
ACH-000132,-0.165295625996
ACH-000133,-0.0726008234188
ACH-000137,-0.22491594323199998
ACH-000138,-0.102284995789
ACH-000142,-0.300512808407
ACH-000143,-0.12300449276900001
ACH-000146,-0.18273071397500001
ACH-000148,-0.0319329969261
ACH-000150,-0.384297168185
ACH-000152,-0.53582550882
ACH-000153,-0.316442781555
ACH-000159,-0.0325416450228
ACH-000160,0.463209933261
ACH-000163,-0.327468499958
ACH-000167,0.525150264674
ACH-000168,-0.0920156685069
ACH-000169,-0.188029504282
ACH-000178,-0.21276185936900002
ACH-000182,-0.0858843693274
ACH-000183,-0.344278285251
ACH-000188,-0.23971661711
ACH-000189,-0.326578392607
ACH-000190,0.18450287373500002
ACH-000198,-0.261131196243
ACH-000204,-0.125116152209
ACH-000206,-0.36170872286300004
ACH-000207,-0.308899417387
ACH-000211,0.0521706232264
ACH-000215,-0.0522134287307
ACH-000221,-0.300930709997
ACH-000222,-0.0221398119016
ACH-000223,-0.211244629381
ACH-000226,-0.252331580333
ACH-000227,0.0386271494979
ACH-000228,-0.0014319918060299998
ACH-000231,-0.0984034658826
ACH-000232,-0.177154047492
ACH-000233,-0.127846837478
ACH-000234,0.108671859626
