,POLG (5428)
ACH-001275,-0.8433183135250001
ACH-001277,-0.26580144722300003
ACH-001278,-1.03194070488
ACH-001280,-0.603220847693
ACH-001283,-0.445104137077
ACH-001289,-0.277021881087
ACH-001295,0.0949629438318
ACH-001300,-0.618114069115
ACH-001301,-0.338250027055
ACH-001302,-0.35692889950900003
ACH-001303,0.05718682519280001
ACH-001306,-0.297802716762
ACH-001318,-0.9612996159010001
ACH-001322,-0.6007210455349999
ACH-001328,-0.803967463539
ACH-001332,-0.6930558133560001
ACH-001333,-0.960359129148
ACH-001336,-0.490582035867
ACH-001340,-0.20997456866
ACH-001346,-0.601767322996
ACH-001353,-0.145546836562
ACH-001354,-0.736372264219
ACH-001367,-0.8701348114409999
ACH-001368,-0.337867937672
ACH-001374,-0.435661293816
ACH-001375,-0.168901792674
ACH-001377,-0.42926757543000005
ACH-001380,-0.486452398252
ACH-001391,-0.491125835034
ACH-001407,-1.1228170049200001
ACH-001408,-0.511815003158
ACH-001413,-0.140295441394
ACH-001430,-0.269630568141
ACH-001431,-0.487965976344
ACH-001450,-0.6935207295010001
ACH-001496,-0.529706224332
ACH-001500,-0.8357830630740001
ACH-001521,-0.348618156575
ACH-001523,-0.550090210941
ACH-001532,-0.452673037338
ACH-001536,-0.297547981272
ACH-001550,-0.682533972287
ACH-001552,-0.629417259099
ACH-001554,-0.649263108199
ACH-001645,-0.428238767364
ACH-001654,-0.487726582447
ACH-001715,-0.23656095069299998
ACH-001735,-0.18502657191799998
ACH-001736,-0.494996762603
ACH-001737,0.07839213388460001
ACH-001740,-0.236814581892
ACH-001745,-0.313809833023
ACH-001750,-0.248243732769
ACH-001765,-0.673780754797
ACH-001956,-0.248398341662
ACH-001957,-0.23915153577599998
