,POLG (5428)
ACH-000004,-0.156887180859
ACH-000007,-0.421180590063
ACH-000009,-0.47317851051700005
ACH-000011,-0.33689321055200006
ACH-000012,-0.428686825766
ACH-000013,-0.597723099858
ACH-000014,-0.599653465065
ACH-000015,-0.628809842047
ACH-000017,-0.256132753265
ACH-000018,-0.57533490555
ACH-000019,-0.190519062117
ACH-000021,-0.199749239016
ACH-000022,-0.633611412871
ACH-000025,-0.7288325328409999
ACH-000028,-0.336166300352
ACH-000030,-0.436997556243
ACH-000035,-0.718404765408
ACH-000036,-0.223086588291
ACH-000037,-0.35939035924900004
ACH-000039,-0.331097146324
ACH-000040,-0.21861278210700003
ACH-000041,-0.44055869784999996
ACH-000042,-0.251545307363
ACH-000045,-0.614439578802
ACH-000047,-0.652216385332
ACH-000052,-0.331404738245
ACH-000053,-0.04630398638640001
ACH-000054,-0.12905517101800001
ACH-000055,-0.300649669658
ACH-000060,-0.218134413996
ACH-000067,-0.16330058978599998
ACH-000070,-0.518795472615
ACH-000075,-0.476801739417
ACH-000078,-0.330572301158
ACH-000082,-0.246351860867
ACH-000085,-0.238258409596
ACH-000086,-0.8298297215639999
ACH-000087,-0.633749770091
ACH-000092,-0.36194815776600003
ACH-000095,0.0733373320086
ACH-000097,-0.152965341398
ACH-000098,-0.342999068842
ACH-000099,-0.578367900624
ACH-000108,-0.170956878923
ACH-000113,-0.47871749483000003
ACH-000115,-0.33803052516000004
ACH-000116,-0.47092084346699997
ACH-000118,-0.561101301225
ACH-000120,-0.316992748119
ACH-000123,-0.8808109661779999
ACH-000127,-1.22181047793
ACH-000128,-0.555138552058
ACH-000132,-0.236646986704
ACH-000133,-0.296858929529
ACH-000137,-0.187042138747
ACH-000138,-0.302843222199
ACH-000142,-0.45432162352
ACH-000143,-0.600570653521
ACH-000146,-0.312950272255
ACH-000148,-0.7681459198739999
ACH-000150,-0.510851180462
ACH-000152,-0.520643942777
ACH-000153,-0.620111561863
ACH-000159,-0.27664021988000004
ACH-000160,-0.754084347337
ACH-000163,-0.37211145615900004
ACH-000167,-0.10323290693600001
ACH-000168,-0.08632338045639999
ACH-000169,-0.5316546008349999
ACH-000178,-0.345750612195
ACH-000182,-0.574629700872
ACH-000183,-0.788169562762
ACH-000188,-0.405773988156
ACH-000189,-0.587718915661
ACH-000190,-0.9350010683869999
ACH-000198,-0.588878423484
ACH-000204,-0.321632272148
ACH-000206,-0.112736624287
ACH-000207,-0.69723507027
ACH-000211,-0.339147215365
ACH-000215,-0.469687189774
ACH-000221,-1.24731925054
ACH-000222,-0.25677680515900003
ACH-000223,-0.453310320219
ACH-000226,-0.261364171402
ACH-000227,-0.935962893486
ACH-000228,-0.100160086734
ACH-000231,-0.566625442803
ACH-000232,-0.797651540161
ACH-000233,-0.5823680367440001
ACH-000234,-0.309069889604
ACH-000235,-0.183371891422
ACH-000237,-0.148476496361
ACH-000238,-0.5408536861550001
ACH-000243,-0.139179860141
ACH-000244,-0.328281827019
ACH-000246,-0.590867532908
ACH-000248,-0.613430094622
ACH-000250,-0.09269066702230001
ACH-000251,-0.360468765403
ACH-000253,-0.066524999256
ACH-000255,-0.18786973496800002
ACH-000256,-0.451666501407
ACH-000257,-0.322151961438
ACH-000258,-0.31584600811
ACH-000259,-0.665829423284
ACH-000260,-0.219288379222
ACH-000261,-0.328020725337
ACH-000262,-0.37526655686899996
ACH-000263,-0.21353645225499998
ACH-000264,-0.235349678332
ACH-000265,-0.901769751241
ACH-000266,-0.184958387109
ACH-000272,-0.338600915937
ACH-000273,-0.520317997437
ACH-000274,-0.423547993791
ACH-000277,-0.36230618672
ACH-000278,-0.273523274826
ACH-000279,-1.12042970633
ACH-000280,-0.325785424021
ACH-000281,-0.6934491614480001
ACH-000288,-0.900306751328
ACH-000291,-0.319710871582
ACH-000293,-0.39934695921999996
ACH-000294,-0.854276646531
ACH-000295,-0.590489733927
ACH-000296,-0.309111687127
ACH-000302,-0.20879654043200002
ACH-000304,-0.467312849973
ACH-000307,-0.375156961944
ACH-000308,-0.252848774322
ACH-000310,-0.233999202943
ACH-000311,-0.265593594148
ACH-000312,-0.5660929928589999
ACH-000315,-0.571020513686
ACH-000316,-0.446227752868
ACH-000317,-1.20183345282
ACH-000318,-0.16604121665899998
ACH-000319,-0.304442323842
ACH-000320,-0.265462452639
ACH-000322,-0.814416604991
ACH-000323,-0.360609474606
ACH-000324,-0.324019691354
ACH-000329,-0.434378143774
ACH-000330,-0.279113172687
ACH-000331,-0.211019407786
ACH-000332,-0.0157794734864
ACH-000334,-0.285304222997
ACH-000335,-0.619886345649
ACH-000336,-0.569621951925
ACH-000337,-0.374289498128
ACH-000339,-0.39808129236900003
ACH-000341,-0.568316498261
ACH-000348,-0.315568345653
ACH-000350,-0.47297219553900005
ACH-000352,-0.110291998604
ACH-000356,-0.492731095062
ACH-000361,-0.34925406948
ACH-000362,-0.221545266416
ACH-000363,-0.22096522231899998
ACH-000364,-0.18144009888
ACH-000365,-0.713579554036
ACH-000366,-0.394327300099
ACH-000368,-0.578712120404
ACH-000374,-0.8172999163410001
ACH-000375,-0.631669673929
ACH-000376,-0.7906169910969999
ACH-000381,-0.540800189156
ACH-000383,-0.505185254719
ACH-000387,-0.34327583053099997
ACH-000389,-0.133664285243
ACH-000390,-0.312847407434
ACH-000393,-0.195380896052
ACH-000395,-0.041279603258
ACH-000397,-0.058720792153500005
ACH-000401,-0.241260998587
ACH-000402,-0.569287188438
ACH-000403,-0.261060951761
ACH-000404,-0.891065868864
ACH-000406,-0.650583414678
ACH-000407,-0.45904020803199996
ACH-000408,-0.610980372374
ACH-000410,-0.30091627602
ACH-000411,-0.110528014561
ACH-000414,-0.240968695548
ACH-000415,-0.480900232554
ACH-000416,-0.127172617568
ACH-000420,-0.173311461253
ACH-000421,-0.28281141721299996
ACH-000424,-0.727664436883
ACH-000425,-0.17527059260699998
ACH-000426,-0.19022815405299998
ACH-000427,-0.535538857926
ACH-000433,-0.376489864907
ACH-000436,0.0770572126456
ACH-000444,-0.43471899357199995
ACH-000445,-0.424449224648
ACH-000448,-0.32629413175599997
ACH-000450,-0.6182600333070001
ACH-000452,-0.26314225674
ACH-000454,-0.593700301719
ACH-000458,-0.7502126547429999
ACH-000459,-1.82999058958
ACH-000460,-0.626160271771
ACH-000461,-1.14522682741
ACH-000463,-0.23581681602
ACH-000464,-0.398916250802
ACH-000466,-0.493175573251
ACH-000467,-0.676345631279
ACH-000468,-0.663710195705
ACH-000469,-0.80540013278
ACH-000470,-0.41630716409699997
ACH-000471,-0.09045968260119999
ACH-000472,-0.196838197843
ACH-000473,-0.495921271129
ACH-000475,-0.613518479312
ACH-000476,-0.31584597282
ACH-000477,-0.25592777067
ACH-000480,-0.569451469536
ACH-000481,-0.38816374905
ACH-000483,-0.526270065137
ACH-000484,-0.452968329277
ACH-000485,-0.445249539362
ACH-000486,-0.380447903676
ACH-000487,-0.532454439976
ACH-000488,-0.612486657274
ACH-000490,-0.43780224793000005
ACH-000491,-0.341102949842
ACH-000495,-0.5341837168399999
ACH-000496,-0.234275942386
ACH-000499,-1.19954633797
ACH-000500,-0.403892691857
ACH-000502,-0.267965959879
ACH-000503,-0.747451120951
ACH-000505,-0.211528266185
ACH-000507,-0.543139876527
ACH-000510,-0.5010380657600001
ACH-000511,-0.317282898096
ACH-000512,-0.752163935976
ACH-000516,-0.243783517785
ACH-000517,-0.148654226025
ACH-000518,-0.567015484917
ACH-000520,-0.0513607869529
ACH-000521,-0.32304363838100003
ACH-000522,-0.658738046737
ACH-000524,-0.127199609022
ACH-000527,-0.309410930067
ACH-000528,-0.27427746276299997
ACH-000537,-0.39931666923
ACH-000541,-0.503864395219
ACH-000542,-0.398548705313
ACH-000544,-0.9608642619009999
ACH-000545,-0.728523426969
ACH-000547,-0.377966307273
ACH-000548,-0.43264591742700004
ACH-000549,-0.650285705069
ACH-000550,-0.5559188131239999
ACH-000552,-0.68951977685
ACH-000556,-0.26395635749400004
ACH-000557,-0.472282330928
ACH-000570,-0.46494455733
ACH-000571,-0.653962638418
ACH-000573,-0.652390359652
ACH-000576,-0.172999153651
ACH-000580,-0.264558066313
ACH-000584,-0.371273009906
ACH-000585,-0.387215423453
ACH-000588,-0.676094098249
ACH-000589,-0.10876877995100001
ACH-000591,-0.612790174411
ACH-000593,-0.513738118353
ACH-000600,-0.435237311761
ACH-000601,-0.630009601687
ACH-000604,-0.296758842482
ACH-000605,-0.5523034029
ACH-000606,-0.71540151898
ACH-000608,-0.609824863644
ACH-000614,-0.8619682832250001
ACH-000616,-0.251547330101
ACH-000618,-0.579877294543
ACH-000619,-0.576131457891
ACH-000620,-0.663339847373
ACH-000621,-0.312385861383
ACH-000622,-0.699846101999
ACH-000623,-0.43321265671000003
ACH-000624,0.00183285381597
ACH-000627,-0.435389261849
ACH-000630,-0.62991912554
ACH-000632,-0.491112955974
ACH-000633,-0.188590809768
ACH-000637,-0.340291223131
ACH-000638,-0.5285451436649999
ACH-000646,-0.346300719414
ACH-000647,-0.5076487838329999
ACH-000648,-0.287211405915
ACH-000649,-0.616185912552
ACH-000651,-1.01771215515
ACH-000652,-0.47300196030599995
ACH-000653,-0.0931406270295
ACH-000657,-0.6262664259
ACH-000658,-0.440293981557
ACH-000661,-0.42663492942000003
ACH-000662,-1.0409413055
ACH-000663,-0.305358964043
ACH-000665,-0.21618054368200001
ACH-000671,-1.03548987289
ACH-000673,-0.16938561914500003
ACH-000676,-0.7840777768330001
ACH-000677,-0.8706621660799999
ACH-000681,-0.45914705150300006
ACH-000682,-0.473872493445
ACH-000683,-0.501781562558
ACH-000684,-0.798484127573
ACH-000688,-0.617097350265
ACH-000693,-0.7496545671379999
ACH-000694,-0.9325000560719999
ACH-000695,-0.30763491974199997
ACH-000696,-0.49644450679799995
ACH-000697,-0.49372416035300004
ACH-000699,-0.44081730517800005
ACH-000701,-0.297359247705
ACH-000706,-0.893119070717
ACH-000711,-0.364984342452
ACH-000713,-0.587458324441
ACH-000714,-0.180618868455
ACH-000718,-0.347778058042
ACH-000720,-0.480667331245
ACH-000721,-0.692542078609
ACH-000724,-0.374131878213
ACH-000725,-0.466931597545
ACH-000732,-0.35955063529200004
ACH-000734,-0.8168010277009999
ACH-000735,-0.270336797284
ACH-000736,-0.226208450191
ACH-000738,-0.784121747337
ACH-000746,-0.526194632955
ACH-000747,-0.9014020355910001
ACH-000748,0.025959239872
ACH-000753,-0.937938159666
ACH-000756,-0.636411116385
ACH-000757,-0.748412146696
ACH-000758,-0.519774392952
ACH-000760,-0.477612062776
ACH-000763,-0.216765543006
ACH-000764,-0.329189993953
ACH-000765,-0.730279574462
ACH-000766,-0.299494947368
ACH-000767,-0.231061085903
ACH-000768,-0.640337390374
ACH-000769,-0.65813475328
ACH-000770,-0.464590826569
ACH-000771,-0.67280152767
ACH-000773,-0.17829552150400002
ACH-000776,-0.633882577023
ACH-000777,-0.480261815951
ACH-000778,-0.33842060651100003
ACH-000781,-0.549299374887
ACH-000782,-0.5025268035399999
ACH-000783,-0.267026604427
ACH-000784,-0.712334581262
ACH-000785,-0.229427169377
ACH-000787,-0.507663910385
ACH-000788,-0.24107801833700002
ACH-000791,-0.258254506614
ACH-000792,-0.197893847178
ACH-000794,-0.585335737025
ACH-000796,-0.259103440244
ACH-000799,-0.321934830293
ACH-000800,-0.566034965326
ACH-000802,-0.799772394569
ACH-000804,-0.918761863741
ACH-000805,-0.710433625033
ACH-000809,-0.528372997528
ACH-000810,-0.42463552179999997
ACH-000811,-0.252132053284
ACH-000817,-0.536760517422
ACH-000819,-0.49460601871699994
ACH-000820,-0.426216664372
ACH-000821,-0.42414785413
ACH-000822,-0.212864641391
ACH-000823,-0.700981068838
ACH-000824,-0.19851812754999998
ACH-000827,-0.14299699168
ACH-000829,-0.645297957396
ACH-000831,-0.707096513616
ACH-000832,-0.9011748488660001
ACH-000833,-0.490614482402
ACH-000834,-0.940943677562
ACH-000835,-0.448931269719
ACH-000836,-0.278712229962
ACH-000837,-0.507302392517
ACH-000838,-0.316988967847
ACH-000839,-0.444053909026
ACH-000840,-0.235243438873
ACH-000841,-0.09340667752489999
ACH-000843,-0.792090539692
ACH-000846,-0.295864972478
ACH-000847,-0.906966935231
ACH-000848,-0.787340495525
ACH-000849,-0.604480853298
ACH-000851,-0.750173659193
ACH-000855,-0.510430345243
ACH-000856,-0.735430671925
ACH-000858,-0.9081619431450001
ACH-000859,-0.36269484550399994
ACH-000861,-0.192030211966
ACH-000862,-0.614127332606
ACH-000865,-0.627581711472
ACH-000866,-0.555716002574
ACH-000867,-0.18417738596799998
ACH-000869,-0.417564110009
ACH-000872,-0.5236713100029999
ACH-000873,-0.851482638317
ACH-000876,-0.676974098956
ACH-000878,-0.471715972562
ACH-000880,-0.37524653468099994
ACH-000881,-0.6752003105359999
ACH-000882,-0.8478368732539999
ACH-000884,-0.41782507354000004
ACH-000885,-0.7337948485760001
ACH-000887,-0.37608547077
ACH-000888,-0.438329295513
ACH-000889,-1.16729639782
ACH-000890,-0.209725536033
ACH-000896,-0.461886916867
ACH-000898,-0.298663270797
ACH-000900,-0.473182191347
ACH-000901,-0.312891703514
ACH-000905,-0.46544522871699995
ACH-000906,-0.662017209523
ACH-000907,-0.55618570953
ACH-000910,-0.7921491667389999
ACH-000911,-0.44761198584600004
ACH-000912,-0.468303695878
ACH-000913,-1.04710651404
ACH-000915,-1.2391084323600001
ACH-000916,-0.433275411707
ACH-000917,-0.333214940037
ACH-000921,-0.41329163786
ACH-000924,-0.648655361707
ACH-000926,-0.53666683251
ACH-000928,-0.453705123777
ACH-000929,-0.174336519587
ACH-000932,-0.5948329681669999
ACH-000935,-0.479688199479
ACH-000936,-0.706751575336
ACH-000937,-0.456270323558
ACH-000938,-0.55469445378
ACH-000939,-0.662102359459
ACH-000941,-0.389216712337
ACH-000943,-1.11759271259
ACH-000946,-0.166924250792
ACH-000947,-1.4151582923700001
ACH-000948,-0.7225465476299999
ACH-000950,-0.423877030129
ACH-000953,-0.22955923391199998
ACH-000957,-0.702756923654
ACH-000958,-0.413117204464
ACH-000960,-0.36562637178400004
ACH-000963,-0.454068220798
ACH-000968,-0.954758201819
ACH-000969,-0.973056546858
ACH-000973,-0.9613813792679999
ACH-000974,-0.199529307309
ACH-000975,-0.562172128883
ACH-000976,-0.291789460703
ACH-000978,-0.8066196967839999
ACH-000980,-0.385552586969
ACH-000984,-0.535400201612
ACH-000986,-0.490125605696
ACH-000988,-0.292928817647
ACH-000993,-0.121614106969
ACH-000994,-0.706877813376
ACH-000996,-0.00613457252853
ACH-001001,-1.0657678647700002
ACH-001020,-0.10878986181299999
ACH-001028,-0.6114966757320001
ACH-001031,-0.730322899904
ACH-001038,-0.608062624701
ACH-001048,-0.359819606472
ACH-001050,-0.17039097564
ACH-001053,-0.30020806751
ACH-001054,-0.290197567128
ACH-001061,-0.5701384871190001
ACH-001067,-0.6333611763
ACH-001075,-0.348553711942
ACH-001096,-0.787909124994
ACH-001128,-0.18056939116
ACH-001134,-0.201578854683
ACH-001151,-0.128820777783
ACH-001163,-0.7585841143440001
ACH-001164,-0.7976697861800001
ACH-001173,-0.7876615722310001
ACH-001183,-0.797189204249
ACH-001184,-0.470328347936
ACH-001190,-0.39753138828100004
ACH-001192,-0.45072158406499996
ACH-001193,-0.7183384897059999
ACH-001196,-0.626279824264
ACH-001197,-0.295144556217
ACH-001205,-0.36262972968900004
ACH-001211,-0.278452448615
ACH-001212,-0.77844263875
ACH-001228,-0.303075257799
ACH-001232,-0.479452158623
ACH-001239,-0.554369983404
ACH-001274,-1.01251418687
