,TPPP3 (51673)
ACH-000004,-0.240238803294
ACH-000007,0.13996031140999998
ACH-000009,-0.04887561943199999
ACH-000011,-0.0058740882443699995
ACH-000012,-0.13734450814000002
ACH-000013,-0.257137649443
ACH-000014,-0.08221154024249999
ACH-000015,-0.0144525487442
ACH-000017,-0.12610969955
ACH-000018,0.184840675464
ACH-000019,-0.268654143108
ACH-000021,-0.283233688486
ACH-000022,0.0363330562991
ACH-000025,0.037356524111300006
ACH-000028,-0.031515512134500004
ACH-000030,-0.12902779297
ACH-000035,-0.09726275661589999
ACH-000036,-0.06162155222659999
ACH-000037,-0.359854307255
ACH-000039,-0.325312650672
ACH-000040,-0.0733024281305
ACH-000041,-0.08188903862110002
ACH-000042,-0.014744902873100001
ACH-000045,-0.135721256089
ACH-000047,-0.07337670186539999
ACH-000052,-0.309144850396
ACH-000053,-0.044283081070300004
ACH-000054,-0.051520188050800005
ACH-000055,0.0953144990175
ACH-000060,-0.052544189965199994
ACH-000067,-0.023245734451000002
ACH-000070,-0.0664256468253
ACH-000075,-0.273125041875
ACH-000078,0.00518646509012
ACH-000082,0.0232117488449
ACH-000085,-0.051439392885099994
ACH-000086,-0.151908585919
ACH-000087,-0.0333867373317
ACH-000092,0.095966872099
ACH-000095,-0.113032363006
ACH-000097,-0.196000117745
ACH-000098,-0.198302921468
ACH-000099,-0.062211619744199996
ACH-000108,-0.153665707186
ACH-000113,-0.0314196745095
ACH-000115,-0.0038735243206900003
ACH-000116,-0.0658939321137
ACH-000118,-0.13469368111899999
ACH-000120,-0.370321699397
ACH-000123,-0.0276754712733
ACH-000127,-0.241122137675
ACH-000128,-0.1389726449
ACH-000132,-0.379189034209
ACH-000133,-0.218721763889
ACH-000137,-0.031872186038199996
ACH-000138,-0.070909965317
ACH-000142,-0.042321657888000005
ACH-000143,-0.173322561617
ACH-000146,-0.26804072172800003
ACH-000148,-0.153137193427
ACH-000150,-0.162378336373
ACH-000152,-0.0755367752473
ACH-000153,0.281631159067
ACH-000159,0.014832386859799998
ACH-000160,0.222119916373
ACH-000163,0.0320554179077
ACH-000167,0.223569294146
ACH-000168,-0.284153052935
ACH-000169,0.139299333821
ACH-000178,-0.053680437251199996
ACH-000182,-0.00483545497196
ACH-000183,-0.225881636623
ACH-000188,-0.155271619069
ACH-000189,-0.044694511963099995
ACH-000190,-0.224272391669
ACH-000198,-0.131956067359
ACH-000204,-0.342938258656
ACH-000206,-0.0958754151466
ACH-000207,-0.0125565326678
ACH-000211,-0.166702391087
ACH-000215,-0.185806938828
ACH-000221,-0.16898996549400003
ACH-000222,-0.122806972047
ACH-000223,-0.128120727141
ACH-000226,-0.121256013619
ACH-000227,0.132970252596
ACH-000228,-0.0492706703571
ACH-000231,-0.0329603341691
ACH-000232,-0.046604971982599996
ACH-000233,-0.272622427555
ACH-000234,0.028303912315400002
ACH-000235,-0.14654336888
ACH-000237,-0.16090017532
ACH-000238,0.0173705616152
ACH-000243,-0.148607023574
ACH-000244,-0.28559303854
ACH-000246,0.0283245323978
ACH-000248,-0.369641926686
ACH-000250,-0.18299616130999996
ACH-000251,-0.06797557798960001
ACH-000253,0.012799076034500001
ACH-000255,-0.0262184948028
ACH-000256,0.0470666006059
ACH-000257,-0.227311700779
ACH-000258,-0.123059407129
ACH-000259,-0.145196803331
ACH-000260,-0.102181357771
ACH-000261,-0.200403995243
ACH-000262,-0.170966956461
ACH-000263,-0.271035802024
ACH-000264,-0.13735228724600002
ACH-000265,-0.0156605969214
ACH-000266,-0.04452989643519999
ACH-000272,-0.0841695140997
ACH-000273,0.047737452746400004
ACH-000274,0.150420645175
ACH-000277,-0.0060166949586
ACH-000278,-0.0671100809197
ACH-000279,-0.020882113793
ACH-000280,-0.224158570528
ACH-000281,-0.44585903798500004
ACH-000288,-0.402443507834
ACH-000291,-0.0562630949819
ACH-000293,-0.212412943528
ACH-000294,-0.331772550972
ACH-000295,0.154151737447
ACH-000296,0.08079970722219999
ACH-000302,-0.0163454559685
ACH-000304,-0.020259846438799998
ACH-000307,-0.017717247439599997
ACH-000308,-0.0910374156793
ACH-000310,-0.14143042341499998
ACH-000311,-0.196374270509
ACH-000312,-0.0675382349562
ACH-000315,-0.08862295109750001
ACH-000316,-0.49461201187
ACH-000317,-0.0777393079804
ACH-000318,-0.184185677631
ACH-000319,-0.17016305653299998
ACH-000320,-0.228680430602
ACH-000322,-0.24661851879299998
ACH-000323,-0.0176025374028
ACH-000324,-0.141083452811
ACH-000329,-0.264100176619
ACH-000330,-0.0835052898089
ACH-000331,-0.232124404731
ACH-000332,-0.0614760919064
ACH-000334,-0.147783688971
ACH-000335,-0.38221784546
ACH-000336,-0.206419802722
ACH-000337,0.056464936313500004
ACH-000339,-0.062166167596500004
ACH-000341,-0.0877180853311
ACH-000348,-0.0625777078427
ACH-000350,0.06575692736870001
ACH-000352,-0.154219137777
ACH-000356,-0.0076583039978
ACH-000361,-0.0914806242315
ACH-000362,-0.13932177894300002
ACH-000363,-0.20775840811500002
ACH-000364,0.07915477188839999
ACH-000365,-0.0350695047419
ACH-000366,0.021563855192999998
ACH-000368,-0.008968891741190001
ACH-000374,0.08046108330460001
ACH-000375,-0.27050820894
ACH-000376,-0.14254609339500002
ACH-000381,0.051406930548599995
ACH-000383,-0.11789892144099999
ACH-000387,-0.304308048563
ACH-000389,0.0393341058861
ACH-000390,-0.12639069793
ACH-000393,-0.029657337370099998
ACH-000395,-0.275176703889
ACH-000397,-0.0620739262356
ACH-000401,-0.105710922938
ACH-000402,-0.18061582822500002
ACH-000403,-0.08088814132739999
ACH-000404,0.185516283794
ACH-000406,-0.06068871150980001
ACH-000407,-0.00412930399294
ACH-000408,-0.277795521802
ACH-000410,-0.0274323310557
ACH-000411,-0.202559283596
ACH-000414,-0.246992642886
ACH-000415,-0.004313229957279999
ACH-000416,-0.302189774667
ACH-000420,-0.257009972206
ACH-000421,-0.148328436221
ACH-000424,-0.17454103021899997
ACH-000425,-0.123696754674
ACH-000426,-0.019651000369500002
ACH-000427,-0.131642700395
ACH-000433,-0.235429788802
ACH-000436,-0.00104937640533
ACH-000444,-0.137374281954
ACH-000445,-0.207074193698
ACH-000448,-0.120702850318
ACH-000450,-0.0495895965161
ACH-000452,-0.0881960806017
ACH-000454,-0.448665441149
ACH-000458,0.000403352863237
ACH-000459,-0.04418645320069999
ACH-000460,-0.0832270465773
ACH-000461,-0.08449305202089999
ACH-000463,-0.266596711317
ACH-000464,0.09511607508960002
ACH-000466,0.0563915643274
ACH-000467,-0.0831161075423
ACH-000468,-0.114504501679
ACH-000469,-0.0411115518343
ACH-000470,0.17438028247600001
ACH-000471,-0.181286360589
ACH-000472,-0.0394484712395
ACH-000473,-0.07264971716039999
ACH-000475,-0.243864088914
ACH-000476,0.0447384102441
ACH-000477,0.084200694911
ACH-000480,-0.07722877119749999
ACH-000481,0.11914707527599999
ACH-000483,-0.202663831483
ACH-000484,0.0332355024958
ACH-000485,0.05089359652869999
ACH-000486,-0.0704913867127
ACH-000487,-0.00606881310543
ACH-000488,-0.0551013639153
ACH-000490,0.057940197989600005
ACH-000491,0.00364903516006
ACH-000495,0.000194132946301
ACH-000496,-0.17080638377799998
ACH-000499,-0.07024357022689999
ACH-000500,0.088294116469
ACH-000502,-0.283647677438
ACH-000503,-0.131217256254
ACH-000505,-0.19730719781599998
ACH-000507,-0.105075734169
ACH-000510,-0.105732061545
ACH-000511,-0.08041046808569999
ACH-000512,0.13480946545199998
ACH-000516,-0.337968272848
ACH-000517,-0.0847629984595
ACH-000518,-0.00554014332297
ACH-000520,-0.223849626936
ACH-000521,-0.11041032228299999
ACH-000522,-0.23651666391999998
ACH-000524,-0.176445669661
ACH-000527,-0.0521671660644
ACH-000528,-0.029831008253599998
ACH-000537,-0.20753381440299998
ACH-000541,-0.34886586368199995
ACH-000542,-0.0987188225977
ACH-000544,-0.183039608045
ACH-000545,-0.126684285092
ACH-000547,-0.0168672731872
ACH-000548,-0.18205268816700002
ACH-000549,-0.137106691132
ACH-000550,-0.26867799404599996
ACH-000552,0.0799081895462
ACH-000556,-0.275046824129
ACH-000557,-0.00770311123941
ACH-000570,-0.0831079242654
ACH-000571,-0.057216294634
ACH-000573,-0.16153696513399998
ACH-000576,-0.0489185845082
ACH-000580,0.187903030556
ACH-000584,-0.0906917989351
ACH-000585,-0.138254060092
ACH-000588,-0.014035462518799998
ACH-000589,-0.237327128509
ACH-000591,-0.164040484872
ACH-000593,-0.130780535543
ACH-000600,-0.0561813730948
ACH-000601,-0.258628500708
ACH-000604,-0.28306881241500004
ACH-000605,-0.199016218513
ACH-000606,0.0111307714584
ACH-000608,0.0156948273887
ACH-000614,-0.19048203868000002
ACH-000616,-0.303955308011
ACH-000618,-0.137627832554
ACH-000619,-0.19713115289500002
ACH-000620,-0.0874570230061
ACH-000621,-0.23572147873500002
ACH-000622,0.0415187676433
ACH-000623,-0.108563681777
ACH-000624,-0.0805267435864
ACH-000627,-0.0191651988368
ACH-000630,-0.17972260249400002
ACH-000632,-0.177996687111
ACH-000633,0.141646780369
ACH-000637,-0.023023946945799997
ACH-000638,0.0994040138146
ACH-000646,-0.381597992952
ACH-000647,-0.15814583924
ACH-000648,-0.0987185543818
ACH-000649,-0.138930481045
ACH-000651,-0.415600155287
ACH-000652,-0.019528703648400002
ACH-000653,-0.057718317332300005
