,ASUN (55726)
ACH-000243,-0.377820650492
ACH-000244,-0.850738506481
ACH-000246,-0.599789504294
ACH-000248,-0.723354075659
ACH-000250,-0.640290235253
ACH-000251,-0.6206918148489999
ACH-000253,-0.75929738213
ACH-000255,-0.575964971133
ACH-000256,-0.659735743343
ACH-000257,-0.6459496890209999
ACH-000258,-0.696836956073
ACH-000259,-0.44040810160099997
ACH-000260,-0.484737667558
ACH-000261,-0.55211985519
ACH-000262,-0.513849380784
ACH-000263,-0.39740818185599996
ACH-000264,-0.640832299311
ACH-000265,-0.34428747501999996
ACH-000266,-0.73247716847
ACH-000272,-0.26429561042
ACH-000273,-0.853067525488
ACH-000274,-0.26996549698399996
ACH-000277,-0.529769873636
ACH-000278,-0.622563293416
ACH-000279,-0.4073269422
ACH-000280,-0.463653608033
ACH-000281,-0.5243682067750001
ACH-000288,-0.403464196986
ACH-000291,-0.749590389375
ACH-000293,-0.41083789396
ACH-000294,-0.31255663370000003
ACH-000295,-0.653564007748
ACH-000296,-0.7842223479379999
ACH-000302,-0.698881411893
ACH-000304,-0.458677350819
ACH-000307,-0.43494776957
ACH-000308,-0.561362481344
ACH-000310,-0.511846728134
ACH-000311,-0.469021064836
ACH-000312,-0.546703469999
ACH-000315,-0.384087384016
ACH-000316,-0.41267026852099997
ACH-000317,-0.42587359690399995
ACH-000318,-0.610804545137
ACH-000319,-0.578787871229
ACH-000320,-0.287332507962
ACH-000322,-0.430748387924
ACH-000323,-0.857490608302
ACH-000324,-0.27378826375
ACH-000329,-0.713129707731
ACH-000330,-0.522541045838
ACH-000331,-0.791954396792
ACH-000332,-0.4088738035
ACH-000334,-0.654124478976
ACH-000335,-0.615171533539
ACH-000336,-0.566936817581
ACH-000337,-0.7269514105149999
ACH-000339,-0.505783322275
ACH-000341,-0.7348414770980001
ACH-000348,-0.527322813375
ACH-000350,-0.50476484408
ACH-000352,-0.651486045635
ACH-000356,-0.592443559899
ACH-000361,-0.552432902627
ACH-000362,-0.375777799324
ACH-000363,-0.5467662816219999
ACH-000364,-0.435994764573
ACH-000365,-0.594275818581
ACH-000366,-0.458786645347
ACH-000368,-0.780600913893
ACH-000374,-0.552710998831
ACH-000375,-0.966604544169
ACH-000376,-0.539730581523
ACH-000381,-0.844704636923
ACH-000383,-0.51176016025
ACH-000387,-0.662524416528
ACH-000389,-0.8624731149429999
ACH-000390,-0.330035296551
ACH-000393,-0.646530925162
ACH-000395,-0.950414504506
ACH-000397,-0.531307179859
ACH-000401,-0.543222378414
ACH-000402,0.0355482420478
ACH-000403,-0.461061738966
ACH-000404,-0.657194799552
ACH-000406,-0.394334403249
ACH-000407,-0.612271558983
ACH-000408,-0.250432946706
ACH-000410,-0.8632806815200001
ACH-000411,-0.43430377948700005
ACH-000414,-0.305386918369
ACH-000415,-0.3945875896
ACH-000416,-0.554568163631
ACH-000420,-0.7574089810760001
ACH-000421,-0.819672309129
ACH-000424,-0.930947883598
ACH-000425,-0.449890122322
ACH-000426,-0.525207902516
ACH-000427,-0.24861997051800003
ACH-000433,-0.6561391409699999
ACH-000436,-0.621912195472
ACH-000444,-0.410927442448
ACH-000445,-0.9032405650309999
ACH-000448,-0.8530204399860001
ACH-000450,-0.299610695546
ACH-000452,-0.504549842129
ACH-000454,-0.488384320172
ACH-000458,-0.34188291053000003
ACH-000459,-0.37710323270900004
ACH-000460,-0.6717959750839999
ACH-000461,-0.270975548744
ACH-000463,-0.793422591212
ACH-000464,-0.585645401021
ACH-000466,-0.588623188266
ACH-000467,-0.7032025477030001
ACH-000468,-0.529995254847
ACH-000469,-0.351857539727
ACH-000470,-0.710026669267
ACH-000471,-0.676201618504
ACH-000472,-0.461581580508
ACH-000473,-0.322357909854
ACH-000475,-0.479728051239
ACH-000476,-0.6218540689190001
ACH-000477,-0.39476537636299996
ACH-000480,-0.624095960477
ACH-000481,-0.594725969226
ACH-000483,-0.7660586771019999
ACH-000484,-0.617476908296
ACH-000485,-0.426032802485
ACH-000486,-0.6980329500319999
ACH-000487,-0.5269586601780001
ACH-000488,-0.634039963235
ACH-000490,-0.47065393517899995
ACH-000491,-0.78026710085
ACH-000495,-0.512334263941
ACH-000496,-0.488876701602
ACH-000499,-0.363828280336
ACH-000500,-0.332434982552
ACH-000502,-0.473748342618
ACH-000503,-0.5220777208
ACH-000505,-0.496600560638
ACH-000507,-0.607365757169
ACH-000510,-0.50567915413
ACH-000511,-0.55172263247
ACH-000512,-0.877982707154
ACH-000516,-0.85718012624
ACH-000517,-0.575026379458
ACH-000518,-0.40680354154700005
ACH-000520,-0.338762118447
ACH-000521,-0.648423876166
ACH-000522,-0.47680348314599996
ACH-000524,-0.304794562504
ACH-000527,-0.700324216716
ACH-000528,-0.870925356441
ACH-000537,-0.7292243032960001
ACH-000541,-0.652464118639
ACH-000542,-0.533291005093
ACH-000544,-0.347821599407
ACH-000545,-0.398390127926
ACH-000547,-0.43832958174599995
ACH-000548,-0.755531226979
ACH-000549,-0.414284996754
ACH-000550,-0.516777097746
ACH-000552,-0.6350767661
ACH-000556,-0.300434781424
ACH-000557,0.20518155149
ACH-000570,-0.44352722615
ACH-000571,-0.567449461732
ACH-000573,-0.224046294564
ACH-000576,-0.532744134059
ACH-000580,-0.7154576164219999
ACH-000584,-0.629364877329
ACH-000585,-0.618085337004
ACH-000588,-0.279065174942
ACH-000589,-0.7533117834899999
ACH-000591,-0.7204486447540001
ACH-000593,-0.776198664052
ACH-000600,-0.765045819239
ACH-000601,-0.250503731006
ACH-000604,-0.601990368064
ACH-000605,-0.463169905294
ACH-000606,-0.504485399815
ACH-000608,-0.462772746794
ACH-000614,-0.881967807942
ACH-000616,-0.766045109469
ACH-000618,-0.20941531193500001
ACH-000619,-0.425775573813
ACH-000620,-0.616753530863
ACH-000621,-0.779285956977
ACH-000622,-0.705523040901
ACH-000623,-0.575803739894
ACH-000624,-0.5768107076219999
ACH-000627,-0.490652743596
ACH-000630,-0.44582980697999997
ACH-000632,-0.6623869339949999
ACH-000633,-0.45566816502999996
ACH-000637,-0.434275623309
ACH-000638,-0.63098446088
ACH-000646,-0.617209609739
ACH-000647,-0.589883617103
ACH-000648,-0.32382859962099997
ACH-000649,-0.635212547845
ACH-000651,-0.201264492587
ACH-000652,-0.5430962426479999
ACH-000653,-0.625332522281
ACH-000657,-0.469903573079
ACH-000658,-0.516257991074
ACH-000661,-0.446929600859
ACH-000662,-0.949695745961
ACH-000663,-0.392853212551
ACH-000665,-0.598247554022
ACH-000671,-0.5597594905359999
ACH-000673,-0.637216150105
ACH-000676,-0.621765141613
ACH-000677,0.190204789382
ACH-000681,-0.41000666679700004
ACH-000682,-0.361062224887
ACH-000683,-0.5530396621670001
ACH-000684,-0.55451353862
ACH-000688,-1.00708499704
ACH-000693,-0.560373371881
ACH-000694,-0.558880596227
ACH-000695,-0.666429077724
ACH-000696,-0.845569206486
ACH-000697,-0.730202928212
ACH-000699,-0.37397383999
ACH-000701,-0.528104859007
ACH-000706,-0.641388092686
ACH-000711,-0.35646987736100005
ACH-000713,-1.00197557254
ACH-000714,-0.752375688851
ACH-000718,-0.361013455299
ACH-000720,-0.772438788701
ACH-000721,-0.463421168199
ACH-000724,-0.484537877659
ACH-000725,-0.6497786656769999
ACH-000732,-0.6396651107410001
ACH-000734,-0.464589127207
ACH-000735,-0.771214348013
ACH-000736,-0.48975593064999995
ACH-000738,-0.451276708247
ACH-000746,-0.653437416814
ACH-000747,-0.5253107283389999
ACH-000748,-0.442729671319
ACH-000753,-0.553483515023
ACH-000756,-0.8034738069490001
ACH-000757,-0.54802388854
ACH-000758,-0.559625190146
ACH-000760,-0.540920529646
ACH-000763,-0.515018758222
ACH-000764,-0.8374401333120001
ACH-000765,-0.6069008418890001
ACH-000766,-0.509261637131
ACH-000767,-0.665755695733
ACH-000768,-0.857058704957
ACH-000769,-0.801687976399
ACH-000770,-0.204459505427
ACH-000771,-0.780252569481
ACH-000773,-0.7170116983499999
ACH-000776,-0.6970561333480001
ACH-000777,-0.33577555038199997
ACH-000778,-0.44610669581600004
ACH-000781,-0.356660305366
ACH-000782,-0.461039553386
ACH-000783,-0.506108311537
ACH-000784,-0.452970263053
ACH-000785,-0.5727802658919999
ACH-000787,-0.47276946300800005
ACH-000788,-0.702947869297
ACH-000791,-0.577547220613
ACH-000792,-0.608495268035
ACH-000794,-0.631197511692
ACH-000796,-0.553354366602
ACH-000799,-0.672022019595
ACH-000800,-0.44955853921000005
ACH-000802,-0.568671751343
ACH-000804,-0.462050138124
ACH-000805,-0.430437479314
ACH-000809,-0.647982509539
ACH-000810,-0.8501750874799999
ACH-000811,-0.540081156419
ACH-000817,-0.663681922936
ACH-000819,-0.822549372849
ACH-000820,-0.0803349556361
ACH-000821,-0.487697859522
ACH-000822,-0.358974843467
ACH-000823,-0.544729912062
ACH-000824,-0.40711944307
ACH-000827,-0.735795619216
ACH-000829,-0.29261268983600003
ACH-000831,-0.5843052002820001
ACH-000832,-0.638153126266
ACH-000833,-0.475487667415
ACH-000834,-0.45661204241400005
ACH-000835,-0.36839261076700003
ACH-000836,-0.41936960979599996
ACH-000837,-0.451963454934
ACH-000838,-0.37410769842299996
ACH-000839,-0.665567820961
ACH-000840,-0.938312848664
ACH-000841,-0.7019818610259999
ACH-000843,-0.568211389341
ACH-000846,-0.558312405326
ACH-000847,-0.545082986794
ACH-000848,-0.489467124031
ACH-000849,-0.8563936080329999
ACH-000851,-0.579058325423
ACH-000855,-0.5204974316709999
ACH-000856,-0.594814896063
ACH-000858,-0.7887350110879999
ACH-000859,-0.880488617196
ACH-000861,-0.19742115750999997
ACH-000862,-0.691063468594
ACH-000865,-0.445195871603
ACH-000866,-0.569144418011
ACH-000867,-0.772427615627
ACH-000869,-0.344033562451
ACH-000872,-0.39741592694600003
ACH-000873,-0.655288602787
ACH-000876,-0.419855301128
ACH-000878,-0.154790672835
ACH-000880,-0.533952372611
ACH-000881,-0.19222649184300003
ACH-000882,-0.497860243381
ACH-000884,-0.349811133456
ACH-000885,-0.41869273595
ACH-000887,-0.572907900991
ACH-000888,-0.374468656889
ACH-000889,-0.46520080688
ACH-000890,-0.332436323649
ACH-000896,-0.44337083307499997
ACH-000898,-0.627839587613
ACH-000900,-0.43117071014700004
ACH-000901,-0.471629992301
ACH-000905,-0.708174979677
ACH-000906,-0.256720093647
ACH-000907,-0.40487860251999996
ACH-000910,-0.796577296039
ACH-000911,-0.6756005813879999
ACH-000912,-0.508630965555
ACH-000913,-0.36072223265299996
ACH-000915,-0.274642424645
ACH-000916,-1.2498082290399999
ACH-000917,-0.70649192424
ACH-000921,-0.6165884669080001
ACH-000924,-0.871709597979
ACH-000926,-0.18991406835900002
ACH-000928,-0.572927308507
ACH-000929,-0.859820668052
ACH-000932,-0.563056126584
ACH-000935,-0.824655842347
ACH-000936,-0.40223003175300004
ACH-000937,-0.470341358799
ACH-000938,-0.548103169742
ACH-000939,-0.6963657757070001
ACH-000941,-0.351389843061
ACH-000943,-0.49913767624600003
ACH-000946,-0.45939518905599996
ACH-000947,-0.556667215139
ACH-000948,-0.40405809092100003
ACH-000950,-0.332717758479
ACH-000953,-0.634193815549
ACH-000957,-0.6308354524059999
ACH-000958,-0.49980526474799997
ACH-000960,-0.31610998884799996
ACH-000963,-0.6613078495629999
ACH-000968,-0.331512179936
ACH-000969,-0.511556393596
ACH-000973,-0.616917289018
ACH-000974,-0.548213986461
ACH-000975,-0.73544607888
ACH-000976,-0.388251899515
ACH-000978,-0.668961042122
ACH-000980,-0.15363927615800002
ACH-000984,-0.566355643856
ACH-000986,-0.502771332777
ACH-000988,-0.6062361464320001
ACH-000993,-0.528006474478
ACH-000994,-0.42524527990500005
ACH-000996,-0.317898686064
ACH-001001,-0.529298217186
ACH-001020,-0.9033761946250001
ACH-001028,-0.371295088124
ACH-001031,-0.665769619195
ACH-001038,-0.609735016912
ACH-001048,-0.347098030925
ACH-001050,-0.320324125161
ACH-001053,-0.775710732306
ACH-001054,-0.680758611611
ACH-001061,-0.551917488877
ACH-001067,-0.501682882895
ACH-001075,-0.662331479244
ACH-001096,-0.532803157454
ACH-001128,-0.6974503932699999
ACH-001134,-0.913818186259
ACH-001151,-0.788431099683
ACH-001163,-0.123053961957
ACH-001164,-0.8944904271330001
ACH-001173,-0.53487164783
ACH-001183,-0.441856492907
ACH-001184,-0.533990665688
ACH-001190,-0.573457372891
ACH-001192,-0.22497128015299997
ACH-001193,-0.976601081021
ACH-001196,-0.40560600647699996
ACH-001197,-0.62437901857
ACH-001205,-0.272300054064
ACH-001211,-0.902933815023
ACH-001212,-0.819441508143
ACH-001228,-0.556816165371
ACH-001232,-0.8786453726019999
ACH-001239,-0.600549082228
ACH-001274,-0.6749082357870001
ACH-001275,-0.624913213674
ACH-001277,-0.67795526729
ACH-001278,-0.738302014725
ACH-001280,-0.427190456105
ACH-001283,-0.400197485911
ACH-001289,-0.7274354529960001
ACH-001295,-0.560765435597
ACH-001300,-0.21133252942400002
ACH-001301,-0.39088816168799995
ACH-001302,-0.193634177437
ACH-001303,-0.7818559936220001
ACH-001306,-0.6756961529109999
ACH-001318,-0.606190354169
ACH-001322,-0.743502778237
ACH-001328,-0.732434339484
ACH-001332,-0.593202643122
ACH-001333,-0.34694485307800005
ACH-001336,-0.8874450138330001
ACH-001340,-0.723971407024
ACH-001346,-0.529442268505
ACH-001353,-0.33970079012800003
ACH-001354,-1.12405142998
ACH-001367,-1.00752012747
ACH-001368,-0.571492212031
ACH-001374,-0.454804708195
ACH-001375,-0.34072221468099995
ACH-001377,-0.587127921647
ACH-001380,-0.361779381236
ACH-001391,-0.541210960575
ACH-001407,-0.722559304436
ACH-001408,-0.553732884203
ACH-001413,-0.553844586667
ACH-001430,-0.6838762623819999
ACH-001431,-0.201147603391
ACH-001450,-0.41040941244199997
ACH-001496,-0.7499772264650001
ACH-001500,-0.450832878381
ACH-001521,-0.655420380255
ACH-001523,-0.259986304909
ACH-001532,-0.5717354539280001
ACH-001536,-0.402019483944
ACH-001550,-0.544663949658
ACH-001552,-0.262839054927
ACH-001554,-0.432239652614
ACH-001645,-0.417607846665
ACH-001654,-0.839588667009
ACH-001715,-0.387084829173
ACH-001735,-0.5420540625
ACH-001736,-0.596427600604
ACH-001737,-0.42219321439900004
ACH-001740,-0.135408536231
ACH-001745,-0.116345693914
ACH-001750,-0.676886595178
ACH-001765,-0.661327030184
ACH-001956,-0.32965901804000003
ACH-001957,-0.670399305738
