,GCSAML (148823)
ACH-000004,-0.0912068806109
ACH-000007,-0.287882632169
ACH-000009,-0.0167140948369
ACH-000011,-0.162330106373
ACH-000012,-0.131278422121
ACH-000013,-0.039555807774199994
ACH-000014,-0.050456966241199996
ACH-000015,-0.0747894949986
ACH-000017,-0.250612721776
ACH-000018,-0.291341334422
ACH-000019,-0.13478056335400002
ACH-000021,-0.05642210530590001
ACH-000022,-0.153002477718
ACH-000025,0.0104982312455
ACH-000028,-0.20361983750100002
ACH-000030,-0.09924939631239998
ACH-000035,-0.0337501870456
ACH-000036,-0.0283579874222
ACH-000037,-0.206800286236
ACH-000039,0.22340980367
ACH-000040,-0.241845558181
ACH-000041,-0.147180144489
ACH-000042,-0.0243466351147
ACH-000045,-0.17733412771200002
ACH-000047,-0.131937791623
ACH-000052,-0.315508011656
ACH-000053,-0.0396622532094
ACH-000054,-0.121250498385
ACH-000055,-0.397572916272
ACH-000060,-0.19976463408
ACH-000067,-0.0718135568911
ACH-000070,-0.141496977041
ACH-000075,0.134221388772
ACH-000078,-0.167525795789
ACH-000082,-0.07627150731389999
ACH-000085,0.0006731737869959999
ACH-000086,-0.0717194631531
ACH-000087,-0.146826554722
ACH-000092,-0.125234264003
ACH-000095,0.0404018402829
ACH-000097,-0.0701147272215
ACH-000098,-0.141810405943
ACH-000099,-0.076924444247
ACH-000108,-0.09710661246840001
ACH-000113,-0.11087634341800001
ACH-000115,-0.21260319935199998
ACH-000116,-0.246999511119
ACH-000118,-0.140463734234
ACH-000120,0.00188814269864
ACH-000123,-0.0716192365108
ACH-000127,-0.139985153006
ACH-000128,-0.210024323712
ACH-000132,-0.218767241657
ACH-000133,-0.0675645114727
ACH-000137,0.121151194421
ACH-000138,-0.008774084033370001
ACH-000142,0.026850051535799998
ACH-000143,-0.0293033954518
ACH-000146,-0.069116807624
ACH-000148,-0.178778870786
ACH-000150,-0.271755976571
ACH-000152,-0.114965099529
ACH-000153,0.022629217363999997
ACH-000159,-0.0746021694584
ACH-000160,0.038842801628900005
ACH-000163,-0.24517436719
ACH-000167,0.21068790216299998
ACH-000168,-0.129221938913
ACH-000169,-0.189577921407
ACH-000178,-0.0350840114656
ACH-000182,-0.18343567921700002
ACH-000183,-0.160465301126
ACH-000188,-0.059710738081800004
ACH-000189,-0.36064232637500004
ACH-000190,-0.207867740386
ACH-000198,0.015200512738
ACH-000204,-0.20133961482
ACH-000206,-0.180923455316
ACH-000207,-0.0457120353983
ACH-000211,-0.121385355062
ACH-000215,-0.19998852763799999
ACH-000221,0.0264715712137
ACH-000222,-0.126843699576
ACH-000223,-0.0928960840203
ACH-000226,0.013556010070799998
ACH-000227,-0.0725211325409
ACH-000228,-0.126943006732
ACH-000231,-0.0815324930652
ACH-000232,-0.233692089155
ACH-000233,-0.39729568723
ACH-000234,-0.0955292818115
ACH-000235,-0.062305240484600004
ACH-000237,-0.0788457356019
ACH-000238,-0.07250723586010001
ACH-000243,-0.0626052205016
ACH-000244,-0.220657601347
ACH-000246,-0.25227557368299997
ACH-000248,-0.346563730207
ACH-000250,-0.07322785299880001
ACH-000251,-0.23038818974599998
ACH-000253,0.0066954966538199994
ACH-000255,0.036190894599000004
ACH-000256,0.00706680401893
ACH-000257,-0.107991370112
ACH-000258,-0.10411618177899999
ACH-000259,-0.127115763497
ACH-000260,-0.134903170804
ACH-000261,-0.00823271869465
ACH-000262,-0.0995993365336
ACH-000263,-0.158603131024
ACH-000264,-0.108023647834
ACH-000265,0.072911042755
ACH-000266,-0.0711643703188
ACH-000272,-0.09004971689619999
ACH-000273,-0.132857315912
ACH-000274,-0.157435522813
ACH-000277,-0.425859094797
ACH-000278,0.113476377361
ACH-000279,-0.0134211363153
ACH-000280,-0.0599889158304
ACH-000281,0.0449465709244
ACH-000288,-0.12165313889900001
ACH-000291,-0.109635468291
ACH-000293,-0.225364455625
ACH-000294,0.0721930332411
ACH-000295,-0.15097687779000002
ACH-000296,-0.127176578791
ACH-000302,-0.0592009001506
ACH-000304,-0.27122795733800004
ACH-000307,-0.0104340268497
ACH-000308,-0.24058424377700002
ACH-000310,0.028118798153599998
ACH-000311,-0.151574202439
ACH-000312,-0.115086637573
ACH-000315,0.043643099529
ACH-000316,-0.04114163051980001
ACH-000317,-0.08874671330930001
ACH-000318,-0.134795657701
ACH-000319,-0.0323083291944
ACH-000320,-0.154009603759
ACH-000322,-0.138126328427
ACH-000323,-0.0772767235662
ACH-000324,-0.0450262356709
ACH-000329,-0.19292010635600002
ACH-000330,-0.115393666534
ACH-000331,0.06056058513069999
ACH-000332,-0.028334996743200003
ACH-000334,-0.200523140391
ACH-000335,0.0850641481152
ACH-000336,0.134670877035
ACH-000337,-0.134109290849
ACH-000339,-0.0761841142714
ACH-000341,0.23490074156500002
ACH-000348,-0.263802199988
ACH-000350,-0.14394624992399999
ACH-000352,-0.163385624004
ACH-000356,-0.036099219623300004
ACH-000361,-0.0632324043469
ACH-000362,-0.0724530064463
ACH-000363,-0.158816055802
ACH-000364,0.0317804675286
ACH-000365,-0.205398716382
ACH-000366,-0.138244395278
ACH-000368,-0.317180899813
ACH-000374,-0.125995034731
ACH-000375,-0.301811987855
ACH-000376,-0.0462567102551
ACH-000381,-0.138707692696
ACH-000383,-0.109346502991
ACH-000387,-0.08622151385949998
ACH-000389,-0.149794221874
ACH-000390,-0.08050008355339999
ACH-000393,-0.155968809479
ACH-000395,0.0766685692376
ACH-000397,-0.106410726937
ACH-000401,-0.16592096888
ACH-000402,-0.224641149385
ACH-000403,-0.131671657907
ACH-000404,0.0651887341346
ACH-000406,-0.0706850421728
ACH-000407,-0.0366358268447
ACH-000408,-0.191991175134
ACH-000410,-0.11136270205999999
ACH-000411,-0.0638794590213
ACH-000414,-0.23313914069000002
ACH-000415,-0.036266169687099996
ACH-000416,-0.122133184265
ACH-000420,0.0924558126845
ACH-000421,-0.172481546244
ACH-000424,0.10978134647900001
ACH-000425,-0.0894810107134
ACH-000426,0.07900435267410001
ACH-000427,-0.188949767987
ACH-000433,0.028714281709300002
ACH-000436,-0.140056365392
ACH-000444,-0.10527716244799999
ACH-000445,-0.196770777652
ACH-000448,-0.0227444756882
ACH-000450,0.144684567754
ACH-000452,-0.0276543518507
ACH-000454,-0.19556075318500002
ACH-000458,0.0660529453386
ACH-000459,-0.436481834052
ACH-000460,-0.15804158802999999
ACH-000461,-0.14232571757
ACH-000463,-0.101833568041
ACH-000464,0.0257674656808
ACH-000466,0.0499189175046
ACH-000467,-0.152080634577
ACH-000468,0.030774941338299996
ACH-000469,-0.150630157561
ACH-000470,-0.0661580243915
ACH-000471,-0.0686357081281
ACH-000472,-0.128217644578
ACH-000473,-0.24878142830400002
ACH-000475,-0.172123690004
ACH-000476,-0.07724192076360001
ACH-000477,-0.03950609914330001
ACH-000480,-0.0503441160669
ACH-000481,0.183129195064
ACH-000483,0.0134774541609
ACH-000484,-0.25748432472
ACH-000485,-0.251453906164
ACH-000486,-0.144346259607
ACH-000487,-0.202434161041
ACH-000488,-0.147614901158
ACH-000490,-0.121994671337
ACH-000491,-0.121609486838
ACH-000495,-0.06773024311840001
ACH-000496,-0.0128232840315
ACH-000499,-0.0717392746026
ACH-000500,-0.198360476593
ACH-000502,-0.06205628328980001
ACH-000503,-0.432577621998
ACH-000505,-0.18364854593
ACH-000507,-0.050385306700800006
ACH-000510,-0.101212234369
ACH-000511,-0.223220963572
ACH-000512,0.00634313389615
ACH-000516,-0.116763872638
ACH-000517,-0.148462330109
ACH-000518,0.026749336406200003
ACH-000520,-0.0964198097195
ACH-000521,0.0810142509435
ACH-000522,-0.0767030583337
ACH-000524,-0.07520619509939999
ACH-000527,-0.19013901589600002
ACH-000528,-0.0892105139827
ACH-000537,-0.00886956815631
ACH-000541,-0.19506953084800002
ACH-000542,-0.0638055515621
ACH-000544,-0.256593890624
ACH-000545,0.0963865747084
ACH-000547,-0.230874089023
ACH-000548,-0.20127113110199998
ACH-000549,-0.07114969835139999
ACH-000550,-0.152886736408
ACH-000552,-0.156413671512
ACH-000556,-0.09521787579230001
ACH-000557,-0.134370274144
ACH-000570,-0.057160399570000006
ACH-000571,-0.244344715266
ACH-000573,-0.0211692061116
ACH-000576,-0.15806952543400002
ACH-000580,-0.409610142461
ACH-000584,-0.131243124166
ACH-000585,-0.0331248309445
ACH-000588,-0.375745335058
ACH-000589,0.0194344836767
ACH-000591,-0.0317248014271
ACH-000593,-0.0715984525223
ACH-000600,-0.262954412274
ACH-000601,-0.177127012404
ACH-000604,0.27207578380999997
ACH-000605,0.051793390620400004
ACH-000606,-0.23287341171599998
ACH-000608,-0.069011736905
ACH-000614,-0.186362810753
ACH-000616,0.0437972755387
ACH-000618,-0.00906179802643
ACH-000619,-0.221584449085
ACH-000620,-0.11509925122300001
ACH-000621,-0.138089934014
ACH-000622,-0.114605081687
ACH-000623,-0.20977049607700002
ACH-000624,-0.120889275478
ACH-000627,0.022866178470400005
ACH-000630,-0.11353043777
ACH-000632,0.00251424395518
ACH-000633,-0.215769292471
