,SH3BP1 (23616)
ACH-000004,-0.257756796788
ACH-000007,-0.241544345246
ACH-000009,-0.14334361685
ACH-000011,-0.424864511399
ACH-000012,-0.417721687302
ACH-000013,-0.308877526035
ACH-000014,-0.379399194333
ACH-000015,-0.18729404331399999
ACH-000017,-0.293356864775
ACH-000018,-0.369447028841
ACH-000019,-0.481276234266
ACH-000021,-0.17624621531399998
ACH-000022,-0.526660438114
ACH-000025,-0.160670508061
ACH-000028,-0.34770936030999994
ACH-000030,-0.418810947893
ACH-000035,-0.392475405097
ACH-000036,-0.280448224997
ACH-000037,-0.35385636134900006
ACH-000039,-0.23329929901500002
ACH-000040,-0.2187157243
ACH-000041,-0.327122263963
ACH-000042,-0.455538144956
ACH-000045,-0.214101299955
ACH-000047,-0.19955765452100002
ACH-000052,-0.40860170466799994
ACH-000053,-0.29468265848700004
ACH-000054,-0.128235448042
ACH-000055,-0.303148359084
ACH-000060,-0.373633488639
ACH-000067,-0.234520576422
ACH-000070,-0.177021018336
ACH-000075,-0.24430507407699997
ACH-000078,-0.331237322148
ACH-000082,-0.0420888270522
ACH-000085,-0.0556584697537
ACH-000086,-0.056321168602300006
ACH-000087,0.19187093796799998
ACH-000092,-0.420041672349
ACH-000095,-0.16992478606
ACH-000097,-0.111887046116
ACH-000098,-0.34287432196999995
ACH-000099,-0.205932857585
ACH-000108,-0.152091048202
ACH-000113,-0.232354931869
ACH-000115,-0.18361626917399998
ACH-000116,-0.274169073623
ACH-000118,-0.109823099263
ACH-000120,-0.190918437458
ACH-000123,-0.261539510185
ACH-000127,-0.20574788653599999
ACH-000128,-0.109398795745
ACH-000132,-0.130847629676
ACH-000133,-0.286659019411
ACH-000137,-0.169308024593
ACH-000138,-0.23171913304699998
ACH-000142,-0.328223627645
ACH-000143,-0.486555865292
ACH-000146,-0.26140365043
ACH-000148,-0.195803169996
ACH-000150,0.016788920702599998
ACH-000152,-0.0313557693247
ACH-000153,-0.0803820875364
ACH-000159,-0.20294628937800002
ACH-000160,-0.308601264571
ACH-000163,-0.262082739334
ACH-000167,-0.17707461598000002
ACH-000168,-0.778293235094
ACH-000169,-0.25024563688499996
ACH-000178,-0.13656705345200001
ACH-000182,-0.210431651754
ACH-000183,-0.19752166595400003
ACH-000188,-0.160727249021
ACH-000189,-0.0477719707596
ACH-000190,-0.158342385035
ACH-000198,-0.23651322607500003
ACH-000204,-0.21993793011399998
ACH-000206,0.00935762361082
ACH-000207,-0.340539033788
ACH-000211,-0.19949587198600002
ACH-000215,-0.237460560937
ACH-000221,-0.372214146629
ACH-000222,-0.39834348982
ACH-000223,-0.276193891116
ACH-000226,-0.265468796104
ACH-000227,-0.372502833675
ACH-000228,-0.20827983798
ACH-000231,-0.211829217352
ACH-000232,-0.267138594818
ACH-000233,-0.172121156304
ACH-000234,-0.15407066039
ACH-000235,-0.143469028634
ACH-000237,-0.207491304735
ACH-000238,-0.245677108074
ACH-000243,-0.23837621668900003
ACH-000244,-0.28547714223000004
ACH-000246,-0.14892084768
ACH-000248,-0.103913700242
ACH-000250,-0.128250204858
ACH-000251,-0.107257619405
ACH-000253,-0.228694621234
ACH-000255,-0.405359217469
ACH-000256,-0.538432466639
ACH-000257,-0.014799393953499999
ACH-000258,-0.275907711005
ACH-000259,-0.251354970255
ACH-000260,-0.23626467696999998
ACH-000261,-0.31430196029199997
ACH-000262,-0.330183969332
ACH-000263,-0.202830865218
ACH-000264,-0.304412458703
ACH-000265,-0.18815900937199997
ACH-000266,-0.201835147259
ACH-000272,-0.04323772846480001
ACH-000273,-0.164704816841
ACH-000274,-0.405448990009
ACH-000277,0.0482586579192
ACH-000278,-0.16936874368500002
ACH-000279,-0.354721554622
ACH-000280,-0.317712367065
ACH-000281,-0.353656212951
ACH-000288,-0.399212864117
ACH-000291,-0.19790081270399998
ACH-000293,-0.24739638833299998
ACH-000294,-0.0248048141194
ACH-000295,-0.40567060034999997
ACH-000296,-0.25102045907299997
ACH-000302,-0.433544566189
ACH-000304,-0.260457829362
ACH-000307,-0.244339306214
ACH-000308,-0.324802269374
ACH-000310,-0.19956119184
ACH-000311,-0.17971483424600002
ACH-000312,-0.22077344593000003
ACH-000315,-0.377004919855
ACH-000316,-0.312825865194
ACH-000317,-0.071928888112
ACH-000318,-0.29854696444699996
ACH-000319,-0.0875907050615
ACH-000320,-0.299970298747
ACH-000322,-0.46229957321000004
