,ACVR1C (130399)
ACH-000004,0.311061402789
ACH-000007,0.21124710157499998
ACH-000009,-0.00648360968961
ACH-000011,0.23099267185400002
ACH-000012,0.10280477959300001
ACH-000013,0.12207820367000001
ACH-000014,0.160392192587
ACH-000015,0.12185065763
ACH-000017,0.16544728673
ACH-000018,0.0649676898563
ACH-000019,0.176160928701
ACH-000021,0.24037098475000002
ACH-000022,0.11055807412799999
ACH-000025,0.0713238447422
ACH-000028,0.022332448860400003
ACH-000030,0.10703327421700001
ACH-000035,0.163832788443
ACH-000036,0.0372503009474
ACH-000037,0.187400286607
ACH-000039,-0.0348603643071
ACH-000040,0.132124729454
ACH-000041,0.163164664381
ACH-000042,0.07577425467160001
ACH-000045,0.0573275589963
ACH-000047,0.063978580988
ACH-000052,0.25538545921
ACH-000053,0.0354456224515
ACH-000054,0.0737061952578
ACH-000055,0.206815293176
ACH-000060,0.044893909384399994
ACH-000067,0.243472330216
ACH-000070,0.127998193323
ACH-000075,0.30433272130600003
ACH-000078,0.159929600909
ACH-000082,0.29925611713100003
ACH-000085,0.35135758721999993
ACH-000086,0.141917947175
ACH-000087,0.108904042926
ACH-000092,-0.012666083905899999
ACH-000095,-0.051038626057400005
ACH-000097,0.072022225274
ACH-000098,0.044391236199000005
ACH-000099,0.0552829288535
ACH-000108,0.181477710161
ACH-000113,0.062439963887199995
ACH-000115,0.188920719929
ACH-000116,0.167377382591
ACH-000118,0.0474273673151
ACH-000120,0.09686070525689999
ACH-000123,0.11998028763
ACH-000127,0.104191872539
ACH-000128,0.0393204158119
ACH-000132,0.019717526269000002
ACH-000133,0.199823480587
ACH-000137,-0.011648573621399998
ACH-000138,0.168208492134
ACH-000142,0.161496069286
ACH-000143,0.200825326122
ACH-000146,0.16447641730100002
ACH-000148,0.05642768398030001
ACH-000150,0.10463610362199999
ACH-000152,0.256060436374
ACH-000153,0.142561160784
ACH-000159,0.101305301665
ACH-000160,0.175181187858
ACH-000163,0.027255037896500002
ACH-000167,-0.148599629798
ACH-000168,-0.088988006259
ACH-000169,0.166156052831
ACH-000178,0.20044225976500002
ACH-000182,0.07411517363180001
ACH-000183,0.0998432163737
ACH-000188,0.334626551562
ACH-000189,0.584729415241
ACH-000190,-0.0321977761148
ACH-000198,0.16333455484
ACH-000204,0.41237359611100005
ACH-000206,0.193099562993
ACH-000207,0.12106334419800001
ACH-000211,0.059113261847400005
ACH-000215,0.123651835947
ACH-000221,0.077609483963
ACH-000222,0.19240598428800001
ACH-000223,-0.0336224093711
ACH-000226,-0.177918788858
ACH-000227,0.102490941372
ACH-000228,0.0680034120637
ACH-000231,0.10376443272199999
ACH-000232,0.08064540255439999
ACH-000233,0.139916714891
ACH-000234,-0.024152582360799996
ACH-000235,0.077599452796
ACH-000237,0.206854776729
ACH-000238,0.0927453529921
ACH-000243,0.126063384065
ACH-000244,0.0312619434922
ACH-000246,0.172205699239
ACH-000248,-0.13516635018200002
ACH-000250,0.17164262190000001
ACH-000251,0.289653184149
ACH-000253,0.19471441740200002
ACH-000255,0.250681426534
ACH-000256,0.0859261138488
ACH-000257,0.0069986301986100004
ACH-000258,0.295069902492
ACH-000259,0.0741271585234
ACH-000260,0.1293978944
ACH-000261,0.160301303254
ACH-000262,0.06961789586110001
ACH-000263,0.26169979026
ACH-000264,0.0939168111651
ACH-000265,0.0597015961377
ACH-000266,0.161131529039
ACH-000272,0.020284395214299998
ACH-000273,-0.0142761336023
ACH-000274,0.129392228083
ACH-000277,0.236420978127
ACH-000278,-0.06837442750850001
ACH-000279,-0.0038469148043600004
ACH-000280,0.017861179201200002
ACH-000281,0.22428333021299998
ACH-000288,0.105697103069
ACH-000291,0.160553790785
ACH-000293,0.263663263406
ACH-000294,0.08995453209780001
ACH-000295,0.187153123752
