,CPB2 (1361)
ACH-000004,-0.181596397719
ACH-000007,0.017166115239500002
ACH-000009,0.10579714122400001
ACH-000011,-0.10715023974
ACH-000012,-0.0274594600453
ACH-000013,-0.126029677455
ACH-000014,0.179302521271
ACH-000015,-0.09854480942
ACH-000017,-0.00248210061369
ACH-000018,0.126951868175
ACH-000019,-0.042664274354800004
ACH-000021,-0.025450364462599996
ACH-000022,-0.0425938067975
ACH-000025,-0.13396157212
ACH-000028,0.0403747125172
ACH-000030,-0.0904825956837
ACH-000035,-0.075144647284
ACH-000036,-0.00735762623962
ACH-000037,0.0132446578458
ACH-000039,0.21384584172
ACH-000040,-0.18186592896200002
ACH-000041,-0.20600863288899998
ACH-000042,-0.19214130089499998
ACH-000045,-0.0153047813638
ACH-000047,-0.0916024514686
ACH-000052,-0.37950555489
ACH-000053,-0.0900678838391
ACH-000054,-0.162203710453
ACH-000055,0.204942298455
ACH-000060,-0.0849582262534
ACH-000067,-0.296265908352
ACH-000070,-0.048732233289099994
ACH-000075,-0.211868644037
ACH-000078,-0.12623429665400002
ACH-000082,-0.0565809397559
ACH-000085,-0.16091779415100002
ACH-000086,-0.108393709147
ACH-000087,-0.0286775962435
ACH-000092,0.00338862143942
ACH-000095,-0.0720399695977
ACH-000097,-0.08660713010680002
ACH-000098,-0.0990383861915
ACH-000099,-0.118056477192
ACH-000108,-0.198614261831
ACH-000113,-0.024120509328200004
ACH-000115,-0.179241392471
ACH-000116,-0.035201549971199994
ACH-000118,-0.06527812260549999
ACH-000120,-0.09513603348649999
ACH-000123,0.04899923275669999
ACH-000127,-0.161959921827
ACH-000128,-0.129335836228
ACH-000132,-0.258265038055
ACH-000133,-0.08488342761539999
ACH-000137,0.013109270954499999
ACH-000138,-0.107964684229
ACH-000142,0.0408104353159
ACH-000143,-0.150112910562
ACH-000146,-0.137733471875
ACH-000148,-0.18490450670699998
ACH-000150,-0.23794826475900002
ACH-000152,-0.105291168049
ACH-000153,0.00384095739573
ACH-000159,-0.179135820939
ACH-000160,0.08803218722610001
ACH-000163,-0.212741609649
ACH-000167,-0.131237992208
ACH-000168,-0.266156854159
ACH-000169,-0.0816025342794
ACH-000178,-0.198464669093
ACH-000182,-0.20136408693500002
ACH-000183,-0.0500480716663
ACH-000188,-0.13681691097
ACH-000189,0.0306767283109
ACH-000190,0.05277316799219999
ACH-000198,0.0211589244917
ACH-000204,-0.0441731609617
ACH-000206,-0.0596023746565
ACH-000207,-0.150401956163
ACH-000211,-0.23868847676999996
ACH-000215,-0.106623886945
ACH-000221,-0.0036982769726399997
ACH-000222,-0.121867448912
ACH-000223,-0.104927914361
ACH-000226,-0.147426136938
ACH-000227,-0.042093323764000004
ACH-000228,-0.11595594684699999
ACH-000231,-0.12180666229499999
ACH-000232,-0.162906068698
ACH-000233,-0.138345425174
ACH-000234,-0.10894203217199999
ACH-000235,-0.11006053572
ACH-000237,-0.19421144039500002
ACH-000238,-0.0027417004028
ACH-000243,-0.09709128675689999
ACH-000244,-0.18042252086899999
ACH-000246,-0.189323676972
ACH-000248,0.0713070273729
ACH-000250,-0.04636836079250001
ACH-000251,0.0532245922458
ACH-000253,-0.25094085080899997
ACH-000255,-0.013843761537
ACH-000256,0.12829831979800002
ACH-000257,0.285835583218
ACH-000258,-0.0926167119978
ACH-000259,-0.054582697999
ACH-000260,-0.0327799956307
ACH-000261,-0.0605057985859
ACH-000262,-0.27741914104000004
ACH-000263,-0.04460896849880001
ACH-000264,-0.11919961509000002
ACH-000265,-0.135383214804
ACH-000266,-0.0663921903973
ACH-000272,-0.07937697384289999
ACH-000273,0.00621564354712
ACH-000274,-0.013604097077099999
ACH-000277,-0.0553220725896
ACH-000278,-0.10467243972000001
ACH-000279,-0.05012806264169999
ACH-000280,-0.129715889979
ACH-000281,-0.19232877290300002
ACH-000288,-0.121947955246
ACH-000291,-0.0572940212569
ACH-000293,-0.105238840306
ACH-000294,0.017781360713400002
ACH-000295,-0.0488028157666
ACH-000296,-0.272404751414
ACH-000302,-0.0649304482367
ACH-000304,-0.250787930541
ACH-000307,-0.0528741355104
ACH-000308,-0.0005876864820680001
ACH-000310,-0.23827306978100002
ACH-000311,-0.057902661014900006
ACH-000312,-0.11489364718900001
ACH-000315,-0.0794603739615
ACH-000316,0.00615410977204
ACH-000317,-0.164742482615
ACH-000318,-0.0137223242945
ACH-000319,0.14653382384000002
ACH-000320,-0.125647279337
ACH-000322,-0.313567577522
ACH-000323,-0.22673123256900002
ACH-000324,0.012212472172100001
ACH-000329,0.012675729398100001
ACH-000330,-0.0842526570383
ACH-000331,-0.0845865700137
ACH-000332,-0.09187353566209999
ACH-000334,0.10166177853599999
ACH-000335,-0.11383591046599999
ACH-000336,0.08996367948830002
ACH-000337,0.058685873164300004
ACH-000339,-0.0248310077984
ACH-000341,-0.0777596520242
ACH-000348,-0.162867016905
ACH-000350,-0.125346527111
ACH-000352,-0.137888385439
ACH-000356,0.0653716136112
ACH-000361,-0.150200799454
ACH-000362,-0.0479824874127
ACH-000363,-0.202984288957
ACH-000364,0.0703287689817
ACH-000365,-0.00646469044533
ACH-000366,-0.08734750275480001
ACH-000368,0.046036400248800007
ACH-000374,-0.142873899002
ACH-000375,-0.073897927116
ACH-000376,-0.065678814641
ACH-000381,0.0118667801949
ACH-000383,-0.22238110411400003
ACH-000387,-0.0644019454419
ACH-000389,0.0272954915722
ACH-000390,-0.19986651284499998
ACH-000393,-0.0896146321375
ACH-000395,0.00121174880346
ACH-000397,-0.116521284288
ACH-000401,0.099711557069
ACH-000402,-0.346374363623
ACH-000403,-0.201701527695
ACH-000404,-0.0942007289615
ACH-000406,-0.0105343834846
ACH-000407,-0.0174943603405
ACH-000408,-0.019436099789400002
ACH-000410,-0.11838520579600001
ACH-000411,-0.151398586841
ACH-000414,-0.160307401732
ACH-000415,-0.173759414669
ACH-000416,-0.18500510358
ACH-000420,0.17184189965399999
ACH-000421,-0.07596303739410001
ACH-000424,-0.144243314556
ACH-000425,-0.196282708111
ACH-000426,-0.0987600282578
ACH-000427,-0.332108691693
ACH-000433,-0.225836201621
ACH-000436,-0.09525888486230001
ACH-000444,-0.154861286736
ACH-000445,-0.27202038486900004
ACH-000448,-0.12405427056900001
ACH-000450,-0.511866233082
ACH-000452,-0.118736863013
ACH-000454,0.030624620161099996
ACH-000458,-0.0724535676242
ACH-000459,-0.0890589059894
ACH-000460,-0.020354222316499998
ACH-000461,-0.030223336432699997
ACH-000463,-0.175837364305
ACH-000464,-0.20522812869100002
ACH-000466,0.17356499141600001
ACH-000467,-0.104346669414
ACH-000468,0.0609236866409
ACH-000469,-0.08766371707830001
ACH-000470,0.018722371957900004
ACH-000471,-0.18108647377599998
ACH-000472,-0.180085215044
ACH-000473,0.044766274039099996
ACH-000475,-0.08739233355329999
ACH-000476,0.140760655027
ACH-000477,-0.343474455264
ACH-000480,-0.19441702477400002
ACH-000481,-0.092879467786
ACH-000483,-0.13783790576899999
ACH-000484,-0.202907102267
ACH-000485,-0.12491425546900001
ACH-000486,-0.0764612036144
ACH-000487,-0.131543000018
ACH-000488,-0.09895598973030001
ACH-000490,-0.132842852318
ACH-000491,-0.007555373945060001
ACH-000495,0.288564517262
ACH-000496,-0.397636521267
ACH-000499,-0.239249806906
ACH-000500,0.20603068561700003
ACH-000502,0.011353815362499999
ACH-000503,0.134276114514
ACH-000505,-0.079656194108
ACH-000507,0.0246766885792
ACH-000510,-0.24110252794599998
ACH-000511,-0.09777695832489999
ACH-000512,0.0374987516319
ACH-000516,-0.0627689446627
ACH-000517,0.106505499243
ACH-000518,-0.014790466314299998
ACH-000520,-0.18188977825599997
ACH-000521,-0.132451818768
ACH-000522,-0.175497298241
ACH-000524,0.06093240780880001
ACH-000527,-0.100889294232
ACH-000528,0.0427584898113
ACH-000537,0.00583073832065
ACH-000541,0.129052953483
ACH-000542,-0.217443453128
ACH-000544,-0.229203850248
ACH-000545,-0.238274528056
ACH-000547,-0.132018677539
ACH-000548,-0.143308663694
ACH-000549,-0.12344355499199999
ACH-000550,-0.029852008560099997
ACH-000552,-0.20299591513
ACH-000556,-0.101958299113
ACH-000557,-0.24737088389800002
ACH-000570,-0.119976492001
ACH-000571,-0.140751936482
ACH-000573,-0.20493768881299998
ACH-000576,-0.274368776045
ACH-000580,-0.194108673354
ACH-000584,-0.11257417317700001
ACH-000585,-0.128121232301
ACH-000588,-0.0227236461832
ACH-000589,-0.0807080699025
ACH-000591,-0.18669730717099997
ACH-000593,0.117562855172
ACH-000600,0.0128935468636
ACH-000601,-0.148389523044
ACH-000604,0.023678264733599998
ACH-000605,-0.21750628007800002
ACH-000606,0.031975677652199996
ACH-000608,-0.0272234472681
ACH-000614,-0.019622390885
ACH-000616,-0.223296902456
ACH-000618,-0.0371276132309
ACH-000619,0.0035676483072500003
ACH-000620,-0.187168205042
ACH-000621,-0.0888151500456
ACH-000622,0.008819586140040001
ACH-000623,-0.19964542847800001
ACH-000624,-0.0577505100056
ACH-000627,-0.16958062334000001
ACH-000630,-0.0446624640981
ACH-000632,-0.0179429347684
ACH-000633,0.011304777028
ACH-000637,-0.09014066930010001
ACH-000638,-0.136097567941
ACH-000646,0.0644257532317
ACH-000647,0.04742990204630001
ACH-000648,-0.0764987337527
ACH-000649,-0.043119420092199996
ACH-000651,-0.236833142463
ACH-000652,-0.09398888824580001
ACH-000653,-0.06694291072309999
ACH-000657,-0.0186718215237
ACH-000658,-0.0626837353957
ACH-000661,-0.0554582738106
ACH-000662,-0.343070920814
ACH-000663,-0.16836468000799998
ACH-000665,-0.132314189079
ACH-000671,-0.0164639530985
ACH-000673,0.018010714940200002
ACH-000676,-0.0716410397862
ACH-000677,-0.0524552176299
ACH-000681,-0.023192109249
ACH-000682,-0.11944011438100001
ACH-000683,0.0043057881961999995
ACH-000684,-0.138470115927
ACH-000688,-0.326829239195
ACH-000693,-0.0916162742254
ACH-000694,0.0569149970606
ACH-000695,-0.09276993413660001
ACH-000696,-0.0144685056299
ACH-000697,0.024637481721799998
ACH-000699,-0.0715330373323
ACH-000701,-0.0885121752
ACH-000706,-0.031850709544700005
ACH-000711,-0.0683583641625
ACH-000713,-0.083782769196
ACH-000714,-0.066909313772
ACH-000718,0.062489397978300006
ACH-000720,-0.112853110058
ACH-000721,-0.023837003541
ACH-000724,-0.0461156691357
ACH-000725,-0.00667161384008
ACH-000732,-0.22880341085099998
ACH-000734,-0.18209895494699999
ACH-000735,-0.105034791053
ACH-000736,0.009868191052790002
ACH-000738,-0.170122370019
ACH-000746,0.10085883823999998
ACH-000747,0.115085435901
ACH-000748,0.034556326554999996
ACH-000753,-0.10917013892300001
ACH-000756,-0.09762510951600001
ACH-000757,-0.0418051679534
ACH-000758,-0.144890321501
ACH-000760,-0.044773568546900004
ACH-000763,0.0430371618592
ACH-000764,0.014904859280999999
ACH-000765,-0.08023811598960001
ACH-000766,-0.0938881659498
ACH-000767,-0.158748254638
ACH-000768,-0.105407811417
ACH-000769,0.155886392479
ACH-000770,-0.24193712664099998
ACH-000771,0.061036742566900004
ACH-000773,-0.134223596787
ACH-000776,-0.183081942272
ACH-000777,-0.0542015922651
ACH-000778,0.018873425498099998
ACH-000781,-0.128990506549
ACH-000782,0.110622033462
ACH-000783,0.0813432629016
ACH-000784,-0.036591229396
ACH-000785,-0.148713017156
ACH-000787,-0.09287608847510001
ACH-000788,-0.033041099614
ACH-000791,-0.128676168004
ACH-000792,0.00668876683924
ACH-000794,0.0367340678049
ACH-000796,-0.148032274909
ACH-000799,0.026468793240099996
ACH-000800,-0.386154822178
ACH-000802,-0.0807720114592
ACH-000804,-0.0963621708504
ACH-000805,-0.056590749838699994
ACH-000809,-0.104408807435
ACH-000810,-0.13931347863600002
ACH-000811,-0.168603126338
ACH-000817,-0.05620615969909999
ACH-000819,-0.138503750326
ACH-000820,0.0837789544758
ACH-000821,-0.11475134454199999
ACH-000822,0.0399528627549
ACH-000823,-0.12188332406300001
ACH-000824,-0.134758178594
ACH-000827,-0.0168654320859
ACH-000829,0.0194749188722
ACH-000831,-0.226696389298
ACH-000832,-0.0584517061551
ACH-000833,-0.279123519306
ACH-000834,-0.21307729296100003
ACH-000835,-0.040997593275300004
ACH-000836,-0.029947666773200002
ACH-000837,-0.161880612474
ACH-000838,-0.122353122751
ACH-000839,-0.08598171351360001
ACH-000840,-0.161524263291
ACH-000841,-0.11797666098500001
ACH-000843,-0.09843185659010001
ACH-000846,-0.0312985370877
ACH-000847,-0.186871005956
ACH-000848,-0.117005329199
ACH-000849,-0.14236572794000002
ACH-000851,0.10029626583699999
ACH-000855,0.0938263940623
ACH-000856,-0.11849263488600001
ACH-000858,-0.102787295316
ACH-000859,-0.19178727746399998
ACH-000861,0.059343411127000006
ACH-000862,-0.119589104948
ACH-000865,-0.0496484577243
ACH-000866,-0.13140133779000002
ACH-000867,-0.0207168461327
ACH-000869,-0.0601157492668
ACH-000872,-0.13594583416099998
ACH-000873,-0.255117532556
ACH-000876,-0.06941341672330001
ACH-000878,0.09489600222960001
ACH-000880,0.050156718147
ACH-000881,-0.0877893317474
ACH-000882,-0.0669933860481
ACH-000884,-0.160572451997
ACH-000885,-0.0755534207269
ACH-000887,-0.102053167313
ACH-000888,-0.112300504612
ACH-000889,-0.129237658465
ACH-000890,-0.219101746441
ACH-000896,0.041897227122199995
ACH-000898,0.022735158491700002
ACH-000900,0.031965335604
ACH-000901,-0.038963363304499996
ACH-000905,-0.126908588542
ACH-000906,-0.051361085535500006
ACH-000907,-0.172930080746
ACH-000910,-0.053226771540199995
ACH-000911,-0.120536726425
ACH-000912,0.011851956713399999
ACH-000913,-0.040845715333800006
ACH-000915,-0.0980411129309
ACH-000916,0.265617863966
ACH-000917,-0.030329654388
ACH-000921,-0.012806818278
ACH-000924,-0.0374181349631
ACH-000926,-0.222718688795
ACH-000928,0.017414849367400002
ACH-000929,-0.0843526538992
ACH-000932,-0.15868905478700002
ACH-000935,-0.08538179807520001
ACH-000936,-0.117290487323
ACH-000937,-0.0550357962844
ACH-000938,-0.052884233523699996
ACH-000939,-0.18360890740699998
ACH-000941,-0.09733762856389999
ACH-000943,-0.154819615419
ACH-000946,-0.0625333129846
ACH-000947,-0.09373799685669999
ACH-000948,-0.0723968507398
ACH-000950,-0.21380234079399998
ACH-000953,-0.258172918646
ACH-000957,-0.14418869867
ACH-000958,-0.25494704337900004
ACH-000960,0.0272069778156
ACH-000963,-0.111613005779
ACH-000968,-0.0698183229801
ACH-000969,-0.030467865216599995
ACH-000973,-0.108079213867
ACH-000974,-0.15238925919500002
ACH-000975,-0.0357756062769
ACH-000976,0.0140119421512
ACH-000978,-0.10283573069700001
ACH-000980,-0.123517876184
ACH-000984,-0.15125373221799998
ACH-000986,0.0516130208823
ACH-000988,-0.056627953121300006
ACH-000993,0.0163620943329
ACH-000994,-0.12502821439200001
ACH-000996,-0.187764078377
ACH-001001,-0.0205760624943
ACH-001020,-0.277324380798
ACH-001028,-0.085400360671
ACH-001031,-0.09096063058119999
ACH-001038,-0.15504376400800002
ACH-001048,0.0007217372976760001
ACH-001050,-0.0926576959459
ACH-001053,-0.03724306499030001
ACH-001054,0.025878763818
ACH-001061,-0.0691248637142
ACH-001067,-0.0171680261413
ACH-001075,-0.14913095438100002
ACH-001096,-0.116126763664
ACH-001128,0.195721082539
ACH-001134,-0.174073076002
ACH-001151,-0.0333702878313
ACH-001163,-0.080100440511
ACH-001164,-0.383996163939
ACH-001173,-0.122920910794
ACH-001183,-0.0410129147181
ACH-001184,-0.127085910636
ACH-001190,-0.14046813667400002
ACH-001192,-0.161718941714
ACH-001193,-0.28171391428000003
ACH-001196,-0.20887554764400001
ACH-001197,0.163580566298
ACH-001205,-0.281926728449
ACH-001211,0.0383321347005
ACH-001212,-0.215475919696
ACH-001228,-0.06100034644090001
ACH-001232,-0.0416180355456
ACH-001239,-0.183219480537
ACH-001274,-0.161041488209
ACH-001275,-0.183642002725
ACH-001277,-0.021262766160599997
ACH-001278,0.09678466076960002
ACH-001280,-0.24168055770100003
ACH-001283,-0.120902418203
ACH-001289,-0.34571900109
ACH-001295,-0.0511511316153
ACH-001300,-0.21421222383400002
ACH-001301,-0.300007997516
ACH-001302,-0.0354586395606
ACH-001303,-0.024170123548599997
ACH-001306,0.0215627205824
ACH-001318,0.0405043368495
ACH-001322,-0.215085064112
ACH-001328,0.042308785744500005
ACH-001332,-0.254560911662
ACH-001333,-0.13325549822899999
ACH-001336,-0.148368973671
ACH-001340,-0.147475250105
ACH-001346,0.011247985600100001
ACH-001353,-0.06746598547619999
ACH-001354,-0.061184926284600004
ACH-001367,-0.05188002191359999
ACH-001368,-0.0749430886645
ACH-001374,-0.118649956983
ACH-001375,0.0415054842229
ACH-001377,-0.242898215685
ACH-001380,-0.186534683852
ACH-001391,-0.032505186082700005
ACH-001407,-0.0152312254944
ACH-001408,0.0634144882931
