,PPIB (5479)
ACH-000281,-0.125018851854
ACH-000288,-0.132856732507
ACH-000291,-0.122580250657
ACH-000293,-0.09827967103900001
ACH-000294,-0.359050433694
ACH-000295,-0.392888000647
ACH-000296,-0.321217536146
ACH-000302,-0.126459463399
ACH-000304,0.134921378718
ACH-000307,-0.09919451328389998
ACH-000308,-0.171279935935
ACH-000310,-0.163833146629
ACH-000311,-0.129872536715
ACH-000312,-0.25080762261399997
ACH-000315,-0.277093882183
ACH-000316,0.011010902280600001
ACH-000317,0.116680117524
ACH-000318,-0.0483091133255
ACH-000319,-0.195786699313
ACH-000320,-0.11323486189899999
ACH-000322,-0.144968743316
ACH-000323,-0.0897911121828
ACH-000324,-0.19195076538
ACH-000329,-0.13958434281999998
ACH-000330,-0.11610747762399999
ACH-000331,-0.11302947544299999
ACH-000332,-0.167063024165
ACH-000334,-0.09215200379510001
ACH-000335,-0.036232951009300005
ACH-000336,-0.11811704944599999
ACH-000337,0.0535407954548
ACH-000339,-0.0722587854381
ACH-000341,-0.159521968767
ACH-000348,-0.112500496995
ACH-000350,-0.143760103143
ACH-000352,-0.286606351245
ACH-000356,-0.0281510434822
ACH-000361,-0.0720502691513
ACH-000362,-0.0566534656624
ACH-000363,-0.09390027657859999
ACH-000364,-0.213598874812
ACH-000365,-0.215034597907
ACH-000366,-0.09850583943980001
ACH-000368,-0.164589563881
ACH-000374,-0.29731209609700004
ACH-000375,0.0559277631692
ACH-000376,-0.143396825703
ACH-000381,-0.0524597020768
ACH-000383,-0.08413069159489998
ACH-000387,-0.290207398591
ACH-000389,-0.040778695103899996
ACH-000390,-0.235757544874
ACH-000393,-0.20431336257399998
ACH-000395,-0.122846624368
ACH-000397,-0.098383602798
ACH-000401,-0.16186655213
ACH-000402,-0.0414820854034
ACH-000403,-0.22241904257
ACH-000404,-0.5832396428809999
ACH-000406,-0.134794230357
ACH-000407,-0.167517622761
ACH-000408,-0.14633715717700002
ACH-000410,-0.29918275117800003
ACH-000411,-0.146869544228
ACH-000414,-0.0589472534096
ACH-000415,-0.10495685580900001
ACH-000416,-0.207755145767
ACH-000420,-0.09255597765569999
ACH-000421,-0.14909877734899998
ACH-000424,-0.184785842333
ACH-000425,-0.20331628142900002
ACH-000426,-0.121771005227
ACH-000427,-0.189188752495
ACH-000433,-0.27182375219599997
ACH-000436,-0.0665410114917
ACH-000444,-0.08594249800439999
ACH-000445,-0.373608595968
ACH-000448,-0.274198541415
ACH-000450,-0.256575012092
ACH-000452,-0.13292648692700001
ACH-000454,-0.201456425405
ACH-000458,-0.115347960438
ACH-000459,-0.07775319334099999
ACH-000460,-0.23374926855300002
ACH-000461,0.010972722322200002
ACH-000463,-0.0938736832577
ACH-000464,-0.467699459804
ACH-000466,-0.198081824128
ACH-000467,-0.146127454061
ACH-000468,-0.174329043546
ACH-000469,-0.0924381343878
ACH-000470,-0.0958125598558
ACH-000471,-0.213209758486
ACH-000472,-0.144632247772
ACH-000473,-0.210931720765
ACH-000475,-0.0328182524303
ACH-000476,-0.071361031953
ACH-000477,0.117054256179
ACH-000480,-0.11216203580499999
ACH-000481,-0.30142867713000004
ACH-000483,-0.45989868345299995
ACH-000484,-0.202237808149
ACH-000485,-0.25931235387400003
ACH-000486,-0.264645756369
ACH-000487,-0.0591851883474
ACH-000488,-0.157720670466
ACH-000490,-0.115457035747
ACH-000491,-0.31246484684
ACH-000495,-0.589948331118
ACH-000496,-0.260490040385
ACH-000499,-0.158546172782
ACH-000500,0.14412201962500001
ACH-000502,-0.180177336335
ACH-000503,-0.292844782259
ACH-000505,-0.139880574842
ACH-000507,-0.245663137786
ACH-000510,-0.134188219098
ACH-000511,-0.192411715738
ACH-000512,-0.0302661010823
ACH-000516,-0.138884204229
ACH-000517,-0.11790485636600001
ACH-000518,0.0344597511484
ACH-000520,-0.193967688886
ACH-000521,-0.0631624916424
ACH-000522,-0.467556538254
ACH-000524,-0.21420030201600002
ACH-000527,-0.21481088022
ACH-000528,-0.178017922689
ACH-000537,-0.205132061606
ACH-000541,0.0017619522310499999
ACH-000542,-0.16106332512399998
ACH-000544,-0.138010271821
ACH-000545,-0.00196455138933
ACH-000547,-0.23643148667199998
ACH-000548,-0.42938874605899996
ACH-000549,0.0499734225373
ACH-000550,-0.112024030493
ACH-000552,-0.018229457177
ACH-000556,-0.112320736542
ACH-000557,-0.07453672520980001
ACH-000570,-0.116438515882
ACH-000571,0.0802345018591
ACH-000573,-0.169137076924
ACH-000576,-0.06674439790230001
ACH-000580,-0.176050140159
ACH-000584,-0.0920690536787
ACH-000585,-0.165316510626
ACH-000588,0.128632407512
ACH-000589,-0.22349062055100002
ACH-000591,-0.222022688562
ACH-000593,-0.0801118280268
ACH-000600,-0.21557452695700002
ACH-000601,-0.19380306129099997
ACH-000604,0.10433498796299999
ACH-000605,-0.027035476596599998
ACH-000606,-0.20582326838599999
ACH-000608,-0.176875046303
ACH-000614,-0.0777236027325
ACH-000616,-0.032514293387700004
ACH-000618,-0.027197379484599996
ACH-000619,-0.129691317709
ACH-000620,-0.293956032923
ACH-000621,-0.0920621071837
ACH-000622,-0.14268196499500002
ACH-000623,-0.322450161718
ACH-000624,-0.10215041717800001
ACH-000627,-0.177697830449
ACH-000630,-0.237409582105
ACH-000632,-0.102730609725
ACH-000633,-0.116653439178
ACH-000637,0.189574515608
ACH-000638,-0.151761610946
ACH-000646,-0.127380054338
ACH-000647,-0.18741117563
ACH-000648,-0.128568035997
ACH-000649,-0.17029760280499998
ACH-000651,-0.119531905747
ACH-000652,-0.0733321305052
ACH-000653,-0.071669477341
ACH-000657,-0.164190056172
ACH-000658,0.0382452073528
ACH-000661,0.0261674679819
ACH-000662,-0.44282945785899996
ACH-000663,-0.0485398483885
ACH-000665,-0.188412847229
ACH-000671,-0.17739448098700003
ACH-000673,-0.103705837423
ACH-000676,-0.12414385352
ACH-000677,-0.169459482163
ACH-000681,-0.179691926671
ACH-000682,-0.0560532118463
ACH-000683,-0.287035554283
ACH-000684,-0.0943936839383
ACH-000688,-0.037286800445599996
ACH-000693,-0.235350597095
ACH-000694,-0.0332776558909
ACH-000695,-0.19845853240699998
ACH-000696,-0.129287439471
ACH-000697,-0.079932848156
ACH-000699,-0.207396316613
ACH-000701,-0.17666301750500002
ACH-000706,-0.0342487077103
ACH-000711,-0.157200203973
ACH-000713,-0.114032086129
ACH-000714,-0.00024145648428599997
ACH-000718,-0.322380292231
ACH-000720,-0.201106853893
ACH-000721,-0.166785070339
ACH-000724,0.0767885625511
ACH-000725,-0.185027035053
ACH-000732,-0.0523710749246
ACH-000734,-0.052624472713400004
ACH-000735,-0.136928849416
ACH-000736,-0.0470668327166
ACH-000738,-0.04223633355669999
ACH-000746,-0.15976932031
ACH-000747,-0.231496525799
ACH-000748,-0.160992096597
ACH-000753,-0.112661456075
ACH-000756,-0.24881629362100002
ACH-000757,-0.42975581540299995
ACH-000758,-0.126181131417
ACH-000760,-0.205368858574
ACH-000763,-0.10014055839199999
ACH-000764,-0.115896795139
ACH-000765,-0.15023605044500002
ACH-000766,-0.126694039787
ACH-000767,-0.19930440373199998
ACH-000768,-0.078824385149
ACH-000769,-0.259864892599
ACH-000770,-0.15268752881300002
ACH-000771,-0.143562830787
ACH-000773,-0.311131201619
ACH-000776,0.0296061626701
ACH-000777,-0.209573209177
ACH-000778,-0.0621997987949
ACH-000781,-0.27331852901799997
ACH-000782,-0.311223304784
ACH-000783,-0.347145811849
ACH-000784,-0.34084933051
ACH-000785,-0.353254514436
ACH-000787,-0.11714866521299999
ACH-000788,-0.201183542464
ACH-000791,-0.251600270181
ACH-000792,0.040451540606199994
ACH-000794,-0.20088358113
ACH-000796,-0.19123533291900002
ACH-000799,-0.07518037958710001
ACH-000800,-0.04699856854230001
ACH-000802,-0.126068067972
ACH-000804,-0.101915777649
ACH-000805,-0.372900783271
ACH-000809,-0.209929100693
ACH-000810,-0.0828386605548
ACH-000811,-0.133309483808
ACH-000817,-0.37779405973700003
ACH-000819,-0.0267775330234
ACH-000820,-0.139981158804
ACH-000821,-0.311391156438
ACH-000822,-0.150704857504
ACH-000823,-0.113556356865
ACH-000824,-0.0637451525927
ACH-000827,-0.20596437316500002
ACH-000829,-0.15041831842599998
ACH-000831,-0.132890659011
ACH-000832,-0.28858345251899997
ACH-000833,-0.22565418020199998
ACH-000834,-0.013523058056700002
ACH-000835,0.0465202980072
ACH-000836,-0.140787874401
ACH-000837,-0.215230812977
ACH-000838,-0.325042983021
ACH-000839,-0.22160736514
ACH-000840,-0.08421106991010001
ACH-000841,-0.326437762799
ACH-000843,-0.134288441691
ACH-000846,0.0121915088905
ACH-000847,-0.11645160363500001
ACH-000848,-0.100254737784
ACH-000849,0.0509284252675
ACH-000851,-0.245181253124
ACH-000855,-0.025114962143299998
ACH-000856,-0.278420554322
ACH-000858,-0.118568858001
ACH-000859,-0.35333796765000003
ACH-000861,-0.266342868681
ACH-000862,0.0763778691897
ACH-000865,-0.0707150564598
ACH-000866,-0.06317637362959999
ACH-000867,-0.0716062526566
ACH-000869,-0.204275396747
ACH-000872,-0.251791969459
ACH-000873,-0.343298984869
ACH-000876,-0.118596420233
ACH-000878,-0.018608374753700002
ACH-000880,-0.240818398062
ACH-000881,-0.132707705329
ACH-000882,-0.08320876048430001
ACH-000884,-0.21170290392000002
ACH-000885,-0.163195996022
ACH-000887,-0.137670162703
ACH-000888,-0.0896821990804
ACH-000889,0.0315983811095
ACH-000890,0.07702991967339999
ACH-000896,-0.31870591901900003
ACH-000898,-0.168851017043
ACH-000900,-0.399182398565
ACH-000901,-0.175465005973
ACH-000905,-0.32082114797600003
ACH-000906,-0.148706340741
ACH-000907,-0.21137357323199998
ACH-000910,-0.45210772145499994
ACH-000911,-0.192571026324
ACH-000912,-0.24255068574000002
ACH-000913,-0.130423241724
ACH-000915,-0.10707397001800001
ACH-000916,-0.223031917426
ACH-000917,0.0258163749664
ACH-000921,-0.20040621555500002
ACH-000924,-0.148882800591
ACH-000926,-0.283805747315
ACH-000928,-0.18037117774
ACH-000929,-0.0197972745331
ACH-000932,0.0381621027412
ACH-000935,-0.13897454248
ACH-000936,-0.197484419304
ACH-000937,-0.14288610897
ACH-000938,-0.059513838125900005
ACH-000939,-0.244644542589
ACH-000941,-0.138933932479
ACH-000943,-0.0992102200697
ACH-000946,-0.19780561496100002
ACH-000947,-0.135959325089
ACH-000948,-0.100669914351
ACH-000950,0.07521405893239999
ACH-000953,-0.0711082563807
ACH-000957,-0.12398271923200001
ACH-000958,-0.234273351413
ACH-000960,-0.19851263112700002
ACH-000963,-0.105262213858
ACH-000968,-0.22033778318100003
ACH-000969,-0.163104883972
ACH-000973,-0.216162930167
ACH-000974,-0.118057113911
ACH-000975,-0.154767158482
ACH-000976,-0.09058251235369999
ACH-000978,-0.0305303035269
ACH-000980,-0.0496559332754
ACH-000984,-0.40778869443599997
ACH-000986,-0.278789686781
ACH-000988,-0.294578823943
ACH-000993,-0.660025708192
ACH-000994,-0.148291730408
ACH-000996,-0.35564117478699997
ACH-001001,-0.20534090259799997
ACH-001020,-0.441523656714
ACH-001028,-0.109527043639
ACH-001031,-0.19555105822500002
ACH-001038,-0.239389858352
ACH-001048,0.0116970634769
ACH-001050,-0.191482467209
ACH-001053,-0.133689796451
ACH-001054,-0.082811700461
ACH-001061,-0.058809052264300006
ACH-001067,-0.313526849646
ACH-001075,-0.0156979573499
ACH-001096,-0.179504260839
ACH-001128,-0.29175215070099997
ACH-001134,-0.106791096243
ACH-001151,-0.258799507973
ACH-001163,-0.41262035825300003
ACH-001164,0.0583815654628
ACH-001173,-0.146367440524
ACH-001183,-0.062428259558699996
ACH-001184,-0.3042320377
ACH-001190,-0.12464939886700001
ACH-001192,0.00731727964257
ACH-001193,-0.48778591022
ACH-001196,-0.157575882294
ACH-001197,-0.161998769305
ACH-001205,0.0048764827887200005
ACH-001211,-0.19359290723
ACH-001212,-0.24852558353100002
ACH-001228,-0.378048738693
ACH-001232,-0.191960346763
ACH-001239,0.046725575564099994
ACH-001274,-0.231457345561
ACH-001275,-0.225541222659
ACH-001277,-0.19581783619399998
ACH-001278,-0.0387168979471
ACH-001280,-0.23409990913800002
ACH-001283,-0.23450278686999998
ACH-001289,0.0481969697798
ACH-001295,-0.134547144123
ACH-001300,0.006901281102359999
ACH-001301,-0.123372440093
ACH-001302,-0.177143862627
ACH-001303,-0.0143210259357
ACH-001306,-0.250322922192
ACH-001318,0.0425809537725
ACH-001322,-0.0769471877614
ACH-001328,-0.16837769439199998
ACH-001332,-0.525483989153
ACH-001333,0.16369757639000002
ACH-001336,-0.20145499151500001
ACH-001340,-0.0963872332336
ACH-001346,-0.11948636157400001
ACH-001353,-0.09320556640580001
ACH-001354,-0.52094934603
ACH-001367,-0.156629207305
ACH-001368,-0.0809882229081
ACH-001374,-0.130869284136
ACH-001375,-0.04877185162719999
ACH-001377,-0.10509306674
ACH-001380,-0.277078664267
ACH-001391,-0.17478643880199998
ACH-001407,-0.124191848901
ACH-001408,-0.105306908531
ACH-001413,-0.328401877095
ACH-001430,-0.172215539685
ACH-001431,-0.016192353253799998
ACH-001450,-0.100900719673
ACH-001496,-0.0678109343864
ACH-001500,-0.316804640646
ACH-001521,0.010259896061299999
ACH-001523,-0.11242598674599999
ACH-001532,-0.0464475624209
ACH-001536,-0.329598050269
ACH-001550,-0.0409184035517
ACH-001552,0.0765280487858
ACH-001554,-0.148569145908
ACH-001645,-0.0176532179715
ACH-001654,-0.112848524317
ACH-001715,-0.0171630835037
ACH-001735,-0.06940700237530001
ACH-001736,-0.139832870347
ACH-001737,-0.024036071199
ACH-001740,-0.11807491971100001
ACH-001745,-0.0723166651945
ACH-001750,-0.364121139542
ACH-001765,-0.15599957693
ACH-001956,-0.10671140963199999
ACH-001957,-0.152439834958
