,CAMK4 (814)
ACH-000004,0.304657238017
ACH-000007,0.22306338170200002
ACH-000009,0.12177019754
ACH-000011,0.040772696085099994
ACH-000012,-0.025350330666
ACH-000013,-0.0247824503189
ACH-000014,0.170548878255
ACH-000015,-0.053587575752300005
ACH-000017,-0.08012727172230001
ACH-000018,0.0329741224076
ACH-000019,0.21828173884799998
ACH-000021,-0.13476300373400002
ACH-000022,0.031692719424
ACH-000025,0.0919950558761
ACH-000028,-0.0307800923268
ACH-000030,-0.014337327108100002
ACH-000035,0.0407956604709
ACH-000036,0.130801279903
ACH-000037,0.182410649684
ACH-000039,0.017959774287099998
ACH-000040,-0.0503483461024
ACH-000041,0.157244899486
ACH-000042,-0.09550164791860001
ACH-000045,0.2295683231
ACH-000047,0.0786914236227
ACH-000052,0.336751476933
ACH-000053,-0.0039946710039
ACH-000054,-0.129115130929
ACH-000055,0.101379055707
ACH-000060,0.16336370185000001
ACH-000067,0.030973896989599996
ACH-000070,-0.0335957875841
ACH-000075,0.30292623308
ACH-000078,0.107075658073
ACH-000082,-0.113806279966
ACH-000085,0.0571271075411
ACH-000086,-0.0135795731821
ACH-000087,0.06816051149880001
ACH-000092,0.0538249644197
ACH-000095,-0.0416225689149
ACH-000097,-0.0845929109157
ACH-000098,0.040322004794099996
ACH-000099,-0.08393888061839999
ACH-000108,-0.08419485287360001
ACH-000113,-0.0030734259790400004
ACH-000115,0.140388731358
ACH-000116,0.0234903418686
ACH-000118,-0.07340785784539999
ACH-000120,0.0847836024914
ACH-000123,-0.10524896284600001
ACH-000127,0.0667575459467
ACH-000128,-0.17743472612999997
ACH-000132,0.0998776371195
ACH-000133,-0.0309722471048
ACH-000137,-0.0328267312453
ACH-000138,-0.155279349848
ACH-000142,-0.046572706350600006
ACH-000143,0.34537679885300004
ACH-000146,0.04381991315219999
ACH-000148,0.0422911652385
ACH-000150,0.0226530170493
ACH-000152,0.209820089556
ACH-000153,0.0579681107684
ACH-000159,-0.0571836265384
ACH-000160,0.04936225413269999
ACH-000163,0.136265261558
ACH-000167,0.0852463074708
ACH-000168,0.14420755724
ACH-000169,0.00441283470384
ACH-000178,-0.00021217124680000002
ACH-000182,-0.000517075977641
ACH-000183,-0.120937846536
ACH-000188,0.00342051664244
ACH-000189,0.27520554292
ACH-000190,-0.0514861855684
ACH-000198,-0.07279939767360001
ACH-000204,0.0725421749912
ACH-000206,0.120221890294
ACH-000207,0.0299104451651
ACH-000211,0.050065810335300005
ACH-000215,0.177215696544
ACH-000221,-0.048573411873399995
ACH-000222,-0.10237323464199999
ACH-000223,0.132366648718
ACH-000226,-0.05891932382230001
ACH-000227,0.0656350569347
ACH-000228,-0.06667399516440001
ACH-000231,0.0029454809136999997
ACH-000232,-0.0173510923876
ACH-000233,-0.0621062907497
ACH-000234,0.024865549344500002
ACH-000235,0.0022732866653699998
ACH-000237,0.115997057829
ACH-000238,-0.0554194550041
ACH-000243,-0.0886946071744
ACH-000244,-0.22056606459000003
ACH-000246,0.0167812824771
ACH-000248,0.20550366766699998
ACH-000250,0.08066144320969999
ACH-000251,0.0699123833919
ACH-000253,0.005457082604379999
ACH-000255,-0.033955400967200004
ACH-000256,0.16338744687
ACH-000257,-0.11638758524800001
ACH-000258,0.33697089668799995
ACH-000259,-0.033751802839
ACH-000260,-0.0677723382982
ACH-000261,0.00780322979076
ACH-000262,0.424293509942
ACH-000263,0.21860915926199997
ACH-000264,-0.08311171579979999
ACH-000265,-0.135799921426
