,FES (2242)
ACH-000004,-0.22598008638300002
ACH-000007,-0.172251119397
ACH-000009,-0.0159626506132
ACH-000011,-0.103947676503
ACH-000012,-0.043879754640600004
ACH-000013,0.12038882353399999
ACH-000014,0.0902214396816
ACH-000015,0.09634038123469998
ACH-000017,0.0321751591392
ACH-000018,0.238256796069
ACH-000019,-0.326742129745
ACH-000021,0.0413259706454
ACH-000022,-0.11546681432
ACH-000025,0.00816059984578
ACH-000028,0.17050275709899998
ACH-000030,0.06625788922
ACH-000035,0.051032873330800005
ACH-000036,0.028176743665299996
ACH-000037,0.255741520248
ACH-000039,0.06213316848119999
ACH-000040,0.114737460973
ACH-000041,-0.0553883403555
ACH-000042,-0.19897783511300002
ACH-000045,0.0381262006215
ACH-000047,-0.0982635989132
ACH-000052,0.259546754434
ACH-000053,0.0048433543622899995
ACH-000054,0.109517419044
ACH-000055,0.11980133828299999
ACH-000060,0.0634350332035
ACH-000067,0.13942614416500002
ACH-000070,0.129260006166
ACH-000075,-0.0728569930007
ACH-000078,0.012147051386500001
ACH-000082,-0.11032646688400001
ACH-000085,0.0239199076134
ACH-000086,0.13152532060900002
ACH-000087,-0.183386351062
ACH-000092,0.0255360516418
ACH-000095,-0.119037292653
ACH-000097,0.132845839049
ACH-000098,0.0652509428435
ACH-000099,0.0396415453493
ACH-000108,-0.0335770419343
ACH-000113,0.121749226248
ACH-000115,0.0187687986345
ACH-000116,-0.0335038280571
ACH-000118,0.052339943712499996
ACH-000120,0.0072000258116
ACH-000123,-0.08849785902830001
ACH-000127,0.160980910683
ACH-000128,-0.128023700404
ACH-000132,0.012489569789100001
ACH-000133,0.0913907594971
ACH-000137,-0.0817484506373
ACH-000138,-0.0388532092897
ACH-000142,0.0127994683004
ACH-000143,0.105824625947
ACH-000146,0.07502186295010001
ACH-000148,0.023295475257900003
ACH-000150,-0.0025193365054400002
ACH-000152,0.156892725373
ACH-000153,-0.030865104283400002
ACH-000159,0.110175821506
ACH-000160,-0.059298268312300006
ACH-000163,0.0884790785881
ACH-000167,0.137720113281
ACH-000168,0.0387635781848
ACH-000169,0.0603770238719
ACH-000178,0.0108123120017
ACH-000182,-0.0278175160157
ACH-000183,-0.118522354719
ACH-000188,0.024052096608700002
ACH-000189,0.267036590308
ACH-000190,-0.035573059778900004
ACH-000198,-0.0509107549773
ACH-000204,-0.0282686645767
ACH-000206,0.118958037146
ACH-000207,0.149195875985
ACH-000211,0.11456196737600001
ACH-000215,0.0801233888564
ACH-000221,0.112524143271
ACH-000222,0.306480582455
ACH-000223,0.121167438859
ACH-000226,0.08956331101949999
ACH-000227,-0.18294397381799998
ACH-000228,0.09896091853160001
ACH-000231,0.0253927451585
ACH-000232,-0.020173658912099997
ACH-000233,0.0706804164598
ACH-000234,0.08642145638160001
ACH-000235,0.0114585915498
ACH-000237,0.105945175823
ACH-000238,0.07297022909919999
ACH-000243,0.000544966754463
ACH-000244,0.39928337954099996
ACH-000246,0.0834220778626
ACH-000248,-0.0291502205731
ACH-000250,0.0727213729212
ACH-000251,-0.077055543655
ACH-000253,-0.0013049544581300002
ACH-000255,0.05041741733630001
ACH-000256,0.0600931321929
ACH-000257,0.022992817540099998
ACH-000258,0.250054977602
ACH-000259,-0.127717182415
ACH-000260,0.0155475862261
ACH-000261,0.134259406624
ACH-000262,0.00829713548416
ACH-000263,-0.319976549979
ACH-000264,0.134073612845
ACH-000265,-0.0203004365815
ACH-000266,-0.031623752091799996
ACH-000272,0.13268633276699998
ACH-000273,0.028336007593099996
ACH-000274,-0.166804317278
ACH-000277,-0.102577825437
ACH-000278,-0.060077827752400004
ACH-000279,-0.20500193011700002
ACH-000280,-0.0262080965563
ACH-000281,-0.0830552270055
ACH-000288,-0.103933962521
ACH-000291,0.160998318701
ACH-000293,-0.0212487706238
ACH-000294,-0.0775924232625
ACH-000295,0.047413570331499996
ACH-000296,-0.0775298975262
