,DDR1 (780)
ACH-000004,-0.07066600717930001
ACH-000007,0.0892018483765
ACH-000009,-0.131672260639
ACH-000011,0.06827872495590001
ACH-000012,-0.06616914422119999
ACH-000013,-0.047039219968
ACH-000014,0.053900219843199995
ACH-000015,0.0327800345135
ACH-000017,-0.15055628899700002
ACH-000018,0.249234993351
ACH-000019,0.108731187395
ACH-000021,-0.0316662790977
ACH-000022,-0.0834253067452
ACH-000025,0.08083070492069999
ACH-000028,-0.209123822674
ACH-000030,-0.0117064859421
ACH-000035,0.028261905635700003
ACH-000036,-0.0774355015851
ACH-000037,0.0411036555007
ACH-000039,-0.04766313558730001
ACH-000040,0.056249981649400004
ACH-000041,-0.006344628190319999
ACH-000042,-0.142729782445
ACH-000045,0.152141264642
ACH-000047,-0.07669709629930001
ACH-000052,-0.121487835657
ACH-000053,-0.07915852216699999
ACH-000054,-0.259458687772
ACH-000055,-0.0313925994563
ACH-000060,-0.0639167486648
ACH-000067,0.0294707738422
ACH-000070,0.0319831758726
ACH-000075,0.163068430648
ACH-000078,0.028172444042599998
ACH-000082,-0.021144524211300003
ACH-000085,0.00139275389557
ACH-000086,0.05379767167380001
ACH-000087,0.0583063820464
ACH-000092,-0.0373193411624
ACH-000095,-0.0190900101461
ACH-000097,-0.13138397648
ACH-000098,-0.053096113347699994
ACH-000099,0.12617560931299998
ACH-000108,-0.18273458973999998
ACH-000113,-0.0333610853003
ACH-000115,-0.0298282632485
ACH-000116,0.146257174347
ACH-000118,-0.032958278387
ACH-000120,-0.161344906613
ACH-000123,0.0200664533682
ACH-000127,0.00266610700168
ACH-000128,0.20691451672699998
ACH-000132,-0.220731339978
ACH-000133,0.12401793928400001
ACH-000137,0.140654630198
ACH-000138,0.0711752229483
ACH-000142,0.022654545515
ACH-000143,-0.162785124866
ACH-000146,-0.11747210362199999
ACH-000148,0.0160924260186
ACH-000150,-0.151476787724
ACH-000152,0.137845307858
ACH-000153,0.09106612744270001
ACH-000159,-0.03985978653069999
ACH-000160,-0.164557170663
ACH-000163,-0.0640840296893
ACH-000167,0.056871535430300005
ACH-000168,-0.148227796293
ACH-000169,-0.120290559494
ACH-000178,0.119277331466
ACH-000182,-0.030510863018400003
ACH-000183,0.0653093662519
ACH-000188,-0.00725382206706
ACH-000189,-0.142999514901
ACH-000190,-0.20841067579199998
ACH-000198,-0.139251577478
ACH-000204,-0.43647854130400005
ACH-000206,0.0512179631604
ACH-000207,-0.151918652952
ACH-000211,-0.059082835066400004
ACH-000215,-0.08638574667960001
ACH-000221,0.0641518122491
ACH-000222,-0.306417003523
ACH-000223,-0.052879902679199994
ACH-000226,0.0821074837715
ACH-000227,0.172165716576
ACH-000228,-0.0846339905317
ACH-000231,0.051224390494999994
ACH-000232,0.057580371790500004
ACH-000233,-0.10482302998500001
ACH-000234,-0.383337548577
ACH-000235,-0.062077750949999996
ACH-000237,0.0382490132367
ACH-000238,-0.145877246762
ACH-000243,-0.141199149601
ACH-000244,-0.518890746452
ACH-000246,-0.007897025917270001
ACH-000248,-0.024324650947799998
ACH-000250,-0.218372689166
ACH-000251,-0.239983914837
ACH-000253,-0.06981554055110001
ACH-000255,-0.13001938521
ACH-000256,-0.051314167617100004
ACH-000257,0.11968560320499999
ACH-000258,-0.007613762448069999
ACH-000259,-0.129042829135
ACH-000260,-0.0030898642946999995
ACH-000261,0.0043856800694200004
ACH-000262,0.025347339867500002
ACH-000263,0.0994066419938
ACH-000264,0.0016892477947
ACH-000265,-0.10004289341
ACH-000266,-0.217573744516
ACH-000272,0.0587132321978
ACH-000273,-0.339515368552
ACH-000274,0.060108982080800004
ACH-000277,-0.012683948364299999
ACH-000278,0.0106014555463
ACH-000279,0.063768012135
ACH-000280,0.023441816073
ACH-000281,-0.614812064674
ACH-000288,0.0104104220045
ACH-000291,-0.0942176659398
ACH-000293,0.119758598706
ACH-000294,-0.0997783765778
ACH-000295,-0.0797497704282
ACH-000296,-0.0639563437334
ACH-000302,-0.026874456312
ACH-000304,-0.0679132653951
ACH-000307,-0.047156716046900006
ACH-000308,-0.0426470032054
ACH-000310,0.0770136976204
ACH-000311,-0.193867315794
ACH-000312,-0.163257563459
ACH-000315,-0.040672126620699994
ACH-000316,-0.21598094156599998
ACH-000317,0.00073533834691
ACH-000318,-0.110936791297
ACH-000319,0.179220628882
ACH-000320,-0.213473630871
ACH-000322,-0.0498846825586
ACH-000323,-0.17751370107
ACH-000324,0.0156851978165
ACH-000329,0.0932879332602
ACH-000330,-0.0372202872845
ACH-000331,-0.0177173222337
ACH-000332,-0.0333727770824
ACH-000334,0.11130734146400001
ACH-000335,-0.229430678398
ACH-000336,0.17395921563499997
ACH-000337,0.103009601832
ACH-000339,-0.0112302238174
ACH-000341,0.0209819682198
ACH-000348,-0.111632351029
ACH-000350,0.192800301156
ACH-000352,0.0183819674234
ACH-000356,0.118445722186
ACH-000361,-0.0435112196031
ACH-000362,0.0954975743059
ACH-000363,0.0138079198572
ACH-000364,-0.0767460273518
ACH-000365,-0.0415795597766
ACH-000366,-0.061049005646800006
ACH-000368,-0.102912380525
ACH-000374,-0.321573645732
ACH-000375,-0.014936272601600001
ACH-000376,0.0304399363496
ACH-000381,-0.0530249132818
ACH-000383,-0.115805635571
ACH-000387,-0.134198931613
ACH-000389,0.162446819242
ACH-000390,0.055731017820499995
ACH-000393,-0.258351294582
ACH-000395,0.149270277852
ACH-000397,-0.0622842538461
ACH-000401,0.33375073252099996
ACH-000402,-0.211820278173
ACH-000403,0.07242110763889999
ACH-000404,-0.141714354975
ACH-000406,-0.0408262915141
ACH-000407,-0.133010241001
ACH-000408,0.0585796609799
ACH-000410,-0.16589150687100002
ACH-000411,-0.090632445042
ACH-000414,-0.0339914236
ACH-000415,0.00531548614497
ACH-000416,0.0654112499543
ACH-000420,-0.0813061096983
ACH-000421,0.0346278828926
ACH-000424,0.101765678146
ACH-000425,-0.0979738722798
ACH-000426,0.28424078299600003
ACH-000427,0.07198002103239999
ACH-000433,-0.12166953560900001
ACH-000436,-0.0446830712466
