,LRFN4 (78999)
ACH-000004,-0.13230511194
ACH-000007,-0.10654451881000002
ACH-000009,-0.0855970305058
ACH-000011,-0.1966572593
ACH-000012,-0.173739957638
ACH-000013,-0.17459998611699998
ACH-000014,0.234012570795
ACH-000015,-0.116899736491
ACH-000017,-0.321823327163
ACH-000018,-0.12332432399
ACH-000019,-0.496450505323
ACH-000021,-0.20497562606800002
ACH-000022,-0.268202210769
ACH-000025,-0.10322768349
ACH-000028,-0.270369445431
ACH-000030,-0.15554940157
ACH-000035,0.00235853768215
ACH-000036,-0.19317808850999998
ACH-000037,-0.34750073240400003
ACH-000039,-0.305737116169
ACH-000040,-0.325758109973
ACH-000041,-0.086238467676
ACH-000042,-0.24957950438299997
ACH-000045,-0.322390590342
ACH-000047,-0.0932052015507
ACH-000052,-0.595791627876
ACH-000053,-0.156535752359
ACH-000054,-0.183010224911
ACH-000055,-0.257712782271
ACH-000060,-0.059365090347
ACH-000067,0.0890315860874
ACH-000070,-0.147640753236
ACH-000075,-0.222018488052
ACH-000078,0.0764761776672
ACH-000082,-0.36420982565300003
ACH-000085,-0.110425976394
ACH-000086,-0.280544621436
ACH-000087,-0.359544309136
ACH-000092,-0.261555647997
ACH-000095,-0.156277155298
ACH-000097,-0.524274518584
ACH-000098,-0.0850809090205
ACH-000099,-0.07048506703889999
ACH-000108,-0.0757761246085
ACH-000113,-0.11377906285
ACH-000115,-0.481937744433
ACH-000116,-0.2348934061
ACH-000118,-0.23270452527600002
ACH-000120,-0.125393520652
ACH-000123,-0.0826641589738
ACH-000127,-0.331260873479
ACH-000128,0.04468809137180001
ACH-000132,-0.336320807076
ACH-000133,-0.274720597127
ACH-000137,-0.09375247757449999
ACH-000138,-0.23138648086199998
ACH-000142,-0.425411600005
ACH-000143,-0.33163218934300004
ACH-000146,-0.055699361103800006
ACH-000148,-0.134901106263
ACH-000150,-0.0584032190006
ACH-000152,0.00752672330574
ACH-000153,-0.320950077826
ACH-000159,-0.17192855083500003
ACH-000160,-0.34685870937299995
ACH-000163,-0.221059464815
ACH-000167,-0.365191655956
ACH-000168,-0.23134680622099998
ACH-000169,-0.40462597501500003
ACH-000178,-0.144134240157
ACH-000182,-0.11286561249600001
ACH-000183,-0.25853259623
ACH-000188,-0.423125422155
ACH-000189,-0.345194401054
ACH-000190,-0.30168627535
ACH-000198,-0.35100586048
ACH-000204,-0.12051700454900001
ACH-000206,-0.17047619817200002
ACH-000207,-0.7289070874320001
ACH-000211,-0.23357283094700002
ACH-000215,-0.22076271661200003
ACH-000221,-0.18343858114999997
ACH-000222,-0.091534171908
ACH-000223,-0.151827896531
