,PPIAL4B (653505)
ACH-000604,-0.546622012368
ACH-000605,-0.850327941009
ACH-000606,-0.33729906962300005
ACH-000608,-0.34993674908399997
ACH-000614,-0.141631307265
ACH-000616,-0.048912971290999994
ACH-000618,-0.25546573189399996
ACH-000619,-0.334922318667
ACH-000620,-0.177536871927
ACH-000621,-0.0241544278638
ACH-000622,-0.259219251867
ACH-000623,-0.445174740605
ACH-000624,-0.09821288120039999
ACH-000627,0.015686318266
ACH-000630,-0.293737733017
ACH-000632,-0.45874890735
ACH-000633,-0.197026392401
ACH-000637,-0.614730404193
ACH-000638,-0.365776330736
ACH-000646,-0.322333115057
ACH-000647,-0.258449446868
ACH-000648,0.0964533389575
ACH-000649,-0.287887526628
ACH-000651,-0.24399580568100002
ACH-000652,-0.203074115957
ACH-000653,-0.08555593087840001
ACH-000657,-0.205397337654
ACH-000658,-0.142427575209
ACH-000661,-0.281576138357
ACH-000662,-0.12019868642
ACH-000663,-0.406744310532
ACH-000665,-0.16114048696699998
ACH-000671,-0.47462531155500004
ACH-000673,-0.273125215626
ACH-000676,-0.554747715173
ACH-000677,-0.237127286384
ACH-000681,-0.191661137216
ACH-000682,-0.38180288272299995
ACH-000683,-0.448158464745
ACH-000684,-0.36508713184600006
ACH-000688,-0.343296741805
ACH-000693,-0.000605456721517
ACH-000694,-0.33539104619300003
ACH-000695,-0.18887531176300001
ACH-000696,-0.251946992285
ACH-000697,-0.18627796219999998
ACH-000699,-0.20868534274599998
ACH-000701,-0.0688990022976
ACH-000706,-0.253627158435
ACH-000711,-0.278216127661
ACH-000713,-0.40656432989600005
ACH-000714,-0.21331143994399998
ACH-000718,-0.051176320880699996
ACH-000720,-0.229978695785
ACH-000721,-0.394645857557
ACH-000724,-0.21154317664
ACH-000725,-0.194363955596
ACH-000732,-0.492801272876
ACH-000734,-0.443189245771
ACH-000735,-0.276682847974
ACH-000736,-0.4077650907
ACH-000738,-0.30610627938900004
ACH-000746,-0.444185868462
ACH-000747,-0.208259182603
ACH-000748,-0.09760628697349999
ACH-000753,-0.258070313416
ACH-000756,-0.20585811190499997
ACH-000757,-0.384642184402
ACH-000758,-0.27312505990499997
ACH-000760,-0.0682944941792
ACH-000763,0.14673736925699998
ACH-000764,-0.44474386532899995
ACH-000765,-0.10177088310799999
ACH-000766,-0.323707464514
ACH-000767,-0.2802773374
ACH-000768,-0.0844318444881
ACH-000769,-0.441592251163
ACH-000770,-0.335522021435
ACH-000771,-0.286245284087
ACH-000773,-0.348590576364
ACH-000776,-0.427851422131
ACH-000777,-0.375966927404
ACH-000778,-0.09482286265249999
ACH-000781,-0.295940940536
ACH-000782,-0.302303921822
ACH-000783,-0.139199496066
ACH-000784,-0.11367043185
ACH-000785,0.013193288578299999
ACH-000787,-0.182835471153
ACH-000788,-0.307153593212
ACH-000791,-0.335147556751
ACH-000792,-0.210068893385
ACH-000794,-0.444911442619
ACH-000796,-0.39529403860600004
ACH-000799,-0.265808124004
ACH-000800,-0.547919410282
ACH-000802,-0.328292037654
ACH-000804,-0.17800520397300001
ACH-000805,-0.133771525778
ACH-000809,-0.165525675614
ACH-000810,-0.484891697073
ACH-000811,-0.15111319831199999
ACH-000817,-0.279231644842
ACH-000819,-0.099185744184
ACH-000820,-0.355328230582
ACH-000821,-0.41256772625699994
ACH-000822,-0.0832203383169
ACH-000823,-0.207056352896
ACH-000824,-0.12440200546800001
ACH-000827,-0.21641712207699998
ACH-000829,-0.0957245047342
ACH-000831,-0.327918329866
ACH-000832,-0.29294479167599996
ACH-000833,-0.202111874224
ACH-000834,-0.013591034799899999
ACH-000835,-0.267800095956
ACH-000836,-0.467997672149
ACH-000837,-0.33636607354000003
ACH-000838,-0.29082519346
ACH-000839,0.09296105484169999
ACH-000840,-0.228946066604
ACH-000841,-0.370857457012
ACH-000843,-0.2744180316
ACH-000846,-0.367190309128
ACH-000847,-0.217471732724
ACH-000848,-0.273996062891
ACH-000849,-0.19470022343899998
ACH-000851,-0.412027817591
ACH-000855,-0.408578671316
ACH-000856,-0.32772941245000003
ACH-000858,-0.35841627124700004
ACH-000859,-0.272896990858
ACH-000861,-0.341744723688
ACH-000862,-0.38558319492299997
ACH-000865,-0.244440448706
ACH-000866,-0.319596194929
ACH-000867,-0.15567423108
ACH-000869,-0.322642454759
ACH-000872,-0.11848053834899999
ACH-000873,-0.452871835798
ACH-000876,-0.38378567368
ACH-000878,0.19634601010400002
ACH-000880,-0.14371326209899998
ACH-000881,-0.060837322613900006
ACH-000882,-0.07719751996299999
ACH-000884,-0.306638480902
ACH-000885,-0.23376393276000001
ACH-000887,-0.37119429570699997
ACH-000888,-0.187872906534
ACH-000889,-0.269048391399
ACH-000890,-0.629850982915
ACH-000896,0.004654018075390001
ACH-000898,-0.33583132331200005
ACH-000900,-0.242989899281
ACH-000901,-0.352598678433
ACH-000905,-0.15314029802200002
ACH-000906,-0.335912335994
ACH-000907,-0.489731656945
ACH-000910,-0.20738897963199998
ACH-000911,-0.308096492403
ACH-000912,-0.293316226384
ACH-000913,-0.493977802352
ACH-000915,-0.42164756924400004
ACH-000916,-0.0214393543547
ACH-000917,-0.310271559553
ACH-000921,-0.216421017202
ACH-000924,-0.005033627687800001
ACH-000926,-0.19781752756999998
ACH-000928,-0.339104615263
ACH-000929,-0.26479075044100003
ACH-000932,-0.187229947137
ACH-000935,-0.203411650093
ACH-000936,-0.163822342285
ACH-000937,-0.235497999782
ACH-000938,-0.213343365786
ACH-000939,-0.158075328381
ACH-000941,-0.461611836545
ACH-000943,-0.39077793516000003
ACH-000946,-0.348239088069
ACH-000947,-0.215011230142
ACH-000948,-0.12395709603499999
ACH-000950,-0.44011152901100004
ACH-000953,-0.0765238281996
ACH-000957,-0.29226704519
ACH-000958,-0.17890797722600002
ACH-000960,-0.21460015287999998
ACH-000963,-0.181340210185
ACH-000968,-0.329819449592
ACH-000969,-0.40166054957599995
ACH-000973,-0.165466109882
ACH-000974,-0.376138099951
ACH-000975,-0.37611111449600004
ACH-000976,-0.326470791414
ACH-000978,-0.352714512422
ACH-000980,-0.12293148396400001
ACH-000984,-0.434038369473
ACH-000986,-0.317527036373
ACH-000988,-0.173215692366
ACH-000993,-0.0634854344018
ACH-000994,-0.35880565373499995
ACH-000996,-0.192984474131
ACH-001001,-0.203940026985
ACH-001020,-0.306698919994
ACH-001028,-0.29022758997299997
ACH-001031,-0.330246686595
ACH-001038,-0.213852307687
ACH-001048,-0.328557272529
ACH-001050,-0.49973230748899994
ACH-001053,-0.332890425619
ACH-001054,-0.27129316517900004
ACH-001061,-0.332756342179
ACH-001067,-0.46651299799999996
ACH-001075,-0.166552792492
ACH-001096,-0.114757321622
ACH-001128,-0.379929077676
ACH-001134,-0.23720245868200002
ACH-001151,-0.278465407483
ACH-001163,-0.24238606164
ACH-001164,-0.321281373192
ACH-001173,-0.140049555903
ACH-001183,-0.150625175369
ACH-001184,-0.345400225119
ACH-001190,-0.19276783883600002
ACH-001192,-0.40530689465999997
ACH-001193,0.07201229497539999
ACH-001196,-0.434477759137
ACH-001197,-0.506334089291
ACH-001205,-0.38256065515500004
ACH-001211,-0.163798336341
ACH-001212,-0.26039143948000004
ACH-001228,-0.273045941877
ACH-001232,-0.08810443713260001
ACH-001239,0.155887676416
ACH-001274,-0.117219788507
ACH-001275,-0.129525097665
ACH-001277,-0.291426263779
ACH-001278,-0.152056796332
ACH-001280,-0.29162848487799997
ACH-001283,-0.21005627236
ACH-001289,-0.115570615923
ACH-001295,-0.172163450629
ACH-001300,-0.183977880113
ACH-001301,-0.29640387086500003
ACH-001302,-0.102917361724
ACH-001303,-0.153545791289
ACH-001306,-0.29741789652899997
ACH-001318,0.0231383464377
ACH-001322,-0.465974388294
ACH-001328,-0.308847721875
ACH-001332,-0.056802467171
ACH-001333,-0.333781675034
ACH-001336,-0.0736745354779
ACH-001340,-0.23057760013700002
ACH-001346,-0.314729693106
ACH-001353,-0.38322800178000005
ACH-001354,-0.279144908641
ACH-001367,-0.24822523235
ACH-001368,-0.40723837195600004
ACH-001374,-0.34478874066200005
ACH-001375,-0.180975783349
ACH-001377,-0.133113899813
ACH-001380,-0.0893850381359
ACH-001391,-0.21277457741
ACH-001407,-0.44075611081999994
ACH-001408,-0.0790752556736
ACH-001413,-0.337752509537
ACH-001430,-0.229206023485
ACH-001431,-0.05061743277419999
ACH-001450,-0.0103696478749
ACH-001496,-0.173866304483
ACH-001500,-0.09525559748080001
ACH-001521,-0.271590114193
ACH-001523,-0.127862193809
ACH-001532,-0.26462480246500003
ACH-001536,-0.17759660022799997
ACH-001550,-0.228282849131
ACH-001552,-0.25655129239700003
ACH-001554,-0.337397904313
ACH-001645,-0.49958571738000007
ACH-001654,-0.40139667606299995
ACH-001715,-0.00198407800678
ACH-001735,-0.020961247104599998
ACH-001736,-0.19088039073899998
ACH-001737,-0.45029523974299995
ACH-001740,-0.22993982799100002
ACH-001745,-0.163519238248
ACH-001750,-0.407619965974
ACH-001765,-0.23577119851599998
ACH-001956,-0.546991502017
ACH-001957,-0.5989561537210001
