,PDRG1 (81572)
ACH-000302,-1.4994799270899999
ACH-000304,-1.17733047669
ACH-000307,-1.79946901167
ACH-000308,-2.0026433801
ACH-000310,-1.8387646573099998
ACH-000311,-1.42120617786
ACH-000312,-1.6395354117200003
ACH-000315,-2.07286163595
ACH-000316,-1.4837649324000002
ACH-000317,-1.1812454255
ACH-000318,-1.4940494678799998
ACH-000319,-1.6075355491
ACH-000320,-1.5833112497
ACH-000322,-1.13075263744
ACH-000323,-1.7100820354700002
ACH-000324,-1.51915223305
ACH-000329,-1.97585808655
ACH-000330,-1.56544860972
ACH-000331,-1.47440517835
ACH-000332,-1.42858357408
ACH-000334,-1.47868448431
ACH-000335,-1.4260670157799997
ACH-000336,-1.84980400968
ACH-000337,-1.5769462474200002
ACH-000339,-1.57727567085
ACH-000341,-1.8343360088799998
ACH-000348,-1.79092267555
ACH-000350,-1.4750186277500001
ACH-000352,-1.63796785056
ACH-000356,-1.51826017746
ACH-000361,-1.64600189696
ACH-000362,-1.54028470382
ACH-000363,-1.38028291473
ACH-000364,-1.6135928913600002
ACH-000365,-1.8038740826400004
ACH-000366,-1.9395197923900003
ACH-000368,-1.80022927866
ACH-000374,-1.230520546
ACH-000375,-1.36487574585
ACH-000376,-1.5204001860799998
ACH-000381,-1.66258210479
ACH-000383,-1.90820421373
ACH-000387,-1.71741579064
ACH-000389,-1.49824308255
ACH-000390,-1.8418153761200002
ACH-000393,-1.557993788
ACH-000395,-1.6180683048700002
ACH-000397,-1.5128395738299998
ACH-000401,-1.32737154675
ACH-000402,-1.81948195988
ACH-000403,-1.8131954560299999
ACH-000404,-1.55085345453
ACH-000406,-1.29631528881
ACH-000407,-1.404280499
ACH-000408,-1.7329056225200001
ACH-000410,-1.62032586235
ACH-000411,-1.41134041028
ACH-000414,-1.41078892178
ACH-000415,-1.6648666402399999
ACH-000416,-1.36558916505
ACH-000420,-1.8009990784
ACH-000421,-1.6242262526299998
ACH-000424,-1.72163787053
ACH-000425,-1.40089801391
ACH-000426,-1.71909863104
ACH-000427,-1.86251055623
ACH-000433,-1.5408038588
ACH-000436,-1.7131299855200002
ACH-000444,-1.45572384588
ACH-000445,-1.8855955376099998
ACH-000448,-1.4270008888799999
ACH-000450,-1.60592111627
ACH-000452,-1.5593515904
ACH-000454,-1.5544401914500001
ACH-000458,-1.3519115075900001
ACH-000459,-0.984706543126
ACH-000460,-1.43242480262
ACH-000461,-1.6416242532499998
ACH-000463,-1.4703654161700002
ACH-000464,-1.72502182498
ACH-000466,-1.41986725789
ACH-000467,-1.45415838229
ACH-000468,-2.0019464577200003
ACH-000469,-1.58687132549
ACH-000470,-2.05682843241
ACH-000471,-1.5647199911200003
ACH-000472,-1.9445470908200002
ACH-000473,-1.61869886701
ACH-000475,-1.4791912184399998
ACH-000476,-1.4536650520899999
ACH-000477,-1.9238181567800001
ACH-000480,-1.6941158780399999
ACH-000481,-1.40027455519
ACH-000483,-2.20478633305
ACH-000484,-1.9014122902000001
ACH-000485,-1.93180536977
ACH-000486,-1.4616047597
ACH-000487,-1.7688015329700002
ACH-000488,-1.53668469653
ACH-000490,-1.7356880009400002
ACH-000491,-1.9512747921
ACH-000495,-1.5392842078
ACH-000496,-1.5847531303100002
ACH-000499,-1.30385283201
ACH-000500,-2.14351879113
ACH-000502,-1.53608215026
ACH-000503,-1.49832595951
ACH-000505,-1.5987975701
ACH-000507,-1.3955700970500002
ACH-000510,-1.7543407276099998
ACH-000511,-1.5404767171200002
ACH-000512,-1.5569387086500002
ACH-000516,-1.80901078258
ACH-000517,-1.7058789394299998
ACH-000518,-1.3464417565399998
ACH-000520,-1.8834920652900002
ACH-000521,-1.60603207683
ACH-000522,-1.70908337051
ACH-000524,-1.64484228063
ACH-000527,-1.70525580622
ACH-000528,-1.49596178463
ACH-000537,-1.5641103969699999
ACH-000541,-1.71984897655
ACH-000542,-1.5913667921599999
ACH-000544,-1.6608871478799998
ACH-000545,-1.5576139963
ACH-000547,-1.50030047969
ACH-000548,-1.4256499937600002
ACH-000549,-1.5790929306900001
ACH-000550,-1.38905220905
ACH-000552,-1.4667782681400001
ACH-000556,-1.4449963593700001
ACH-000557,-1.9465779701599997
ACH-000570,-1.7643606416
ACH-000571,-1.99259732622
ACH-000573,-1.96143034657
ACH-000576,-1.8404793002000002
ACH-000580,-1.6155227980700002
ACH-000584,-1.7503052963699999
ACH-000585,-1.88746992527
ACH-000588,-1.60514240754
ACH-000589,-1.5149748454299998
ACH-000591,-1.8074129589099996
ACH-000593,-1.69916819056
ACH-000600,-1.5381509448700001
ACH-000601,-1.4348230377700002
ACH-000604,-1.6156223502
ACH-000605,-1.6708959770299998
ACH-000606,-1.46451897826
ACH-000608,-2.18869708648
ACH-000614,-1.2807101305
ACH-000616,-1.52244349648
ACH-000618,-1.2847950828599999
ACH-000619,-1.50296890834
ACH-000620,-1.47437578563
ACH-000621,-1.5258093599899998
ACH-000622,-1.7778822228599998
ACH-000623,-1.91167367997
ACH-000624,-1.41296131745
ACH-000627,-1.30561809573
ACH-000630,-1.42942097494
ACH-000632,-1.64454735231
ACH-000633,-1.8080434565999999
ACH-000637,-1.32208485345
ACH-000638,-1.53464025704
ACH-000646,-1.8519256240000002
ACH-000647,-1.7345831134799998
ACH-000648,-1.37981418649
ACH-000649,-1.57612065514
ACH-000651,-1.7297190446000001
ACH-000652,-1.58676578412
ACH-000653,-1.853023315
ACH-000657,-1.71794068035
ACH-000658,-1.88498232884
ACH-000661,-1.4680507562399998
ACH-000662,-1.79032207587
ACH-000663,-1.69895013004
ACH-000665,-1.5211212738600002
ACH-000671,-1.79745372183
ACH-000673,-1.73885333616
ACH-000676,-1.5448552607700001
ACH-000677,-1.65383560046
ACH-000681,-1.58759960206
ACH-000682,-1.8941401374400002
ACH-000683,-1.8802166541
ACH-000684,-1.44155732904
ACH-000688,-1.9319891288099997
ACH-000693,-1.5250007129700003
ACH-000694,-1.4974392786200001
ACH-000695,-1.9396377807900003
ACH-000696,-1.42316491565
ACH-000697,-1.7570789479700002
ACH-000699,-2.3621723751599997
ACH-000701,-1.3728945096599998
ACH-000706,-1.57220888052
ACH-000711,-1.4649689286200003
ACH-000713,-1.69082808847
ACH-000714,-1.43888181346
ACH-000718,-1.7842776592900003
ACH-000720,-1.55003013458
ACH-000721,-1.6274862212999999
ACH-000724,-1.95347491591
ACH-000725,-1.9136839035900002
ACH-000732,-1.47866276246
ACH-000734,-1.60929906556
ACH-000735,-1.7357894832900003
ACH-000736,-1.6949372020299998
ACH-000738,-1.64944254143
ACH-000746,-1.3599339522999998
ACH-000747,-1.28849228534
ACH-000748,-1.5289507429700002
ACH-000753,-1.6586922524799999
ACH-000756,-1.63618392118
ACH-000757,-1.7041479964500001
ACH-000758,-1.39514101543
ACH-000760,-1.6811765131299998
ACH-000763,-1.68152120526
ACH-000764,-1.47941251156
ACH-000765,-1.4864575551399999
ACH-000766,-1.65395335899
ACH-000767,-1.39548645976
ACH-000768,-1.6543863744100002
ACH-000769,-1.78534438147
ACH-000770,-1.60632103393
ACH-000771,-1.30668278694
ACH-000773,-1.67971288104
ACH-000776,-1.5717495023899999
ACH-000777,-1.69891184282
ACH-000778,-1.4424084238600001
ACH-000781,-1.66558288141
ACH-000782,-1.7576885239200002
ACH-000783,-1.5997747087099998
ACH-000784,-1.8540554466900003
ACH-000785,-1.7777504146599998
ACH-000787,-1.82509575337
ACH-000788,-1.8080219904700001
ACH-000791,-1.7317785826199998
ACH-000792,-1.5668474047299998
ACH-000794,-1.59220040438
ACH-000796,-1.82354578583
ACH-000799,-1.2017795413099999
ACH-000800,-1.59580929849
ACH-000802,-1.52926096886
ACH-000804,-1.70115095092
ACH-000805,-1.3849155754700002
ACH-000809,-1.6590674933899998
ACH-000810,-1.79647743439
ACH-000811,-1.96052556555
ACH-000817,-1.7768570996200002
ACH-000819,-1.60901889889
ACH-000820,-1.89416085333
ACH-000821,-1.8737109632099997
ACH-000822,-2.29984584977
ACH-000823,-1.61357836873
ACH-000824,-2.1091932289099997
ACH-000827,-1.30238122301
ACH-000829,-1.7682532214
ACH-000831,-1.65985081338
ACH-000832,-1.72000603
ACH-000833,-1.63867371804
ACH-000834,-1.4310994291299999
ACH-000835,-1.4152407012000001
ACH-000836,-1.79961449664
ACH-000837,-1.51443247208
ACH-000838,-1.80419755339
ACH-000839,-1.57795479432
ACH-000840,-1.58988896961
ACH-000841,-1.6164667160100001
ACH-000843,-1.27246293985
ACH-000846,-1.4616981862399998
ACH-000847,-1.8393098895299997
ACH-000848,-1.61459105103
ACH-000849,-1.53429075007
ACH-000851,-1.52776150947
ACH-000855,-1.5309541252
ACH-000856,-1.5287373556000001
ACH-000858,-1.48191985264
ACH-000859,-1.3968010182799997
ACH-000861,-1.43856938079
ACH-000862,-1.42671013468
ACH-000865,-1.7412526901099998
ACH-000866,-1.68745845862
ACH-000867,-1.8343156229599997
ACH-000869,-1.86431091598
ACH-000872,-1.2657124482100002
ACH-000873,-1.4140996187000001
ACH-000876,-1.3501380584799998
ACH-000878,-1.40823862704
ACH-000880,-1.49873182721
ACH-000881,-1.5120345327899998
ACH-000882,-1.46789697739
ACH-000884,-1.3549100735
ACH-000885,-1.6040971045399999
ACH-000887,-1.5081654270299998
ACH-000888,-1.5744504117200002
ACH-000889,-1.7339699485799998
ACH-000890,-1.4664176797400001
ACH-000896,-1.5621071666
ACH-000898,-1.3816869854700002
ACH-000900,-1.4334307040399998
ACH-000901,-1.5462371172799998
ACH-000905,-1.56247845448
ACH-000906,-1.53156308097
ACH-000907,-1.8860181566900003
ACH-000910,-1.7208008943400002
ACH-000911,-1.44336326706
ACH-000912,-1.5002893467899998
ACH-000913,-1.7355184941400001
ACH-000915,-1.7146137074
ACH-000916,-1.6699249243399998
ACH-000917,-1.51729646973
ACH-000921,-1.66759877137
ACH-000924,-1.72761758509
ACH-000926,-1.51064465338
ACH-000928,-1.6989349777
ACH-000929,-1.7554661891900003
ACH-000932,-1.4883037909
ACH-000935,-1.41788649026
ACH-000936,-1.53407487058
ACH-000937,-1.6914736938600001
ACH-000938,-1.8068029146400002
ACH-000939,-1.81719897357
ACH-000941,-1.8812457930700002
ACH-000943,-1.4635228267700002
ACH-000946,-1.7625913876900003
ACH-000947,-1.6241390014200001
ACH-000948,-1.29290625388
ACH-000950,-1.2798727853
ACH-000953,-1.9979204964200001
ACH-000957,-1.52765401337
ACH-000958,-1.78136780648
ACH-000960,-1.86378060572
ACH-000963,-1.09049161032
ACH-000968,-1.35203115865
ACH-000969,-1.7502944516499999
ACH-000973,-1.5607306738100002
ACH-000974,-1.8149349993200001
ACH-000975,-1.69921671308
ACH-000976,-1.7238847525
ACH-000978,-1.3413081405399998
ACH-000980,-1.7625769146799999
ACH-000984,-1.86867375735
ACH-000986,-1.58952419636
ACH-000988,-1.84251072801
ACH-000993,-1.22666440046
ACH-000994,-1.9788013099900001
ACH-000996,-1.5642849834700001
ACH-001001,-1.59270259382
ACH-001020,-1.68827854764
ACH-001028,-1.6425307591299998
ACH-001031,-1.64190980187
ACH-001038,-1.74278662368
ACH-001048,-1.79075406691
ACH-001050,-1.6858649405300001
ACH-001053,-1.48830635519
ACH-001054,-1.61581557743
ACH-001061,-1.3752725041799998
ACH-001067,-1.62847781515
ACH-001075,-1.36795215582
ACH-001096,-1.7103975702899998
ACH-001128,-1.63945415273
ACH-001134,-1.5016018755899998
ACH-001151,-1.8236671466
ACH-001163,-1.86691721617
ACH-001164,-1.53416017248
ACH-001173,-1.47689914911
ACH-001183,-1.48708704549
ACH-001184,-1.6405251069100002
ACH-001190,-1.4316693708300001
ACH-001192,-1.78075815592
ACH-001193,-1.95819229714
ACH-001196,-1.6878994153600002
ACH-001197,-1.68356663002
ACH-001205,-1.7260452924599998
ACH-001211,-1.63637265616
ACH-001212,-1.8858159263799998
ACH-001228,-1.65098140107
ACH-001232,-1.8623491711200002
ACH-001239,-1.7960874538099998
ACH-001274,-1.34871355489
ACH-001275,-1.7675696182099998
ACH-001277,-1.8663246535900002
ACH-001278,-1.6272745834399998
ACH-001280,-1.9911585333400001
ACH-001283,-1.6865848663499998
ACH-001289,-1.74570808867
ACH-001295,-1.8652131362200002
ACH-001300,-1.9466602566799998
ACH-001301,-1.46577237424
ACH-001302,-2.07099443926
ACH-001303,-1.86154727567
ACH-001306,-1.71440524254
ACH-001318,-1.46570955754
ACH-001322,-1.6625561256499999
ACH-001328,-1.53143272778
ACH-001332,-1.20406956662
ACH-001333,-1.52016164443
ACH-001336,-1.3050101831799998
ACH-001340,-1.40275665685
ACH-001346,-1.3139764729799999
ACH-001353,-1.8060294785
ACH-001354,-1.6629689265799998
ACH-001367,-1.56059856649
ACH-001368,-1.4941291092500002
ACH-001374,-1.95021416317
ACH-001375,-1.46175439282
ACH-001377,-1.59952619041
ACH-001380,-1.4693024669799999
ACH-001391,-2.22897108062
ACH-001407,-1.7288460255900002
ACH-001408,-1.63241818007
ACH-001413,-1.3738263711
ACH-001430,-1.5975111839700002
ACH-001431,-1.6117746282499998
ACH-001450,-1.49464790736
ACH-001496,-1.5013511603299998
ACH-001500,-1.6354590898199999
ACH-001521,-1.49453564014
ACH-001523,-1.43799792153
ACH-001532,-1.5767167026499997
ACH-001536,-1.61224232761
ACH-001550,-1.8482233518200002
ACH-001552,-1.67533302776
ACH-001554,-1.73970298447
ACH-001645,-1.46628012607
ACH-001654,-1.7676995469099999
ACH-001715,-1.49540315072
ACH-001735,-1.80074585697
ACH-001736,-1.64624590644
ACH-001737,-2.2294194582499998
ACH-001740,-1.6889914259999999
ACH-001745,-1.6180238902200001
ACH-001750,-1.63608508692
ACH-001765,-1.31542279816
ACH-001956,-1.41783228539
ACH-001957,-1.68021484113
