,PDRG1 (81572)
ACH-000004,-1.7149404293200001
ACH-000007,-1.75096881993
ACH-000009,-1.56782643106
ACH-000011,-1.4774559841100001
ACH-000012,-1.46065255238
ACH-000013,-1.7613162138499998
ACH-000014,-1.63665191445
ACH-000015,-1.5571949205000002
ACH-000017,-1.4618482308399998
ACH-000018,-1.56464565053
ACH-000019,-1.81675299626
ACH-000021,-1.75189205148
ACH-000022,-1.7562438916099998
ACH-000025,-1.33549955537
ACH-000028,-1.7273937114400002
ACH-000030,-1.6292652413100002
ACH-000035,-1.32199181185
ACH-000036,-1.3583963034
ACH-000037,-0.645871583604
ACH-000039,-1.61811792436
ACH-000040,-1.6319055936200002
ACH-000041,-1.7633048896599999
ACH-000042,-1.68915298796
ACH-000045,-1.71013494986
ACH-000047,-1.1651806606200001
ACH-000052,-1.52866091962
ACH-000053,-1.53043692882
ACH-000054,-1.55190071444
ACH-000055,-1.5179397101299998
ACH-000060,-1.2265277950700002
ACH-000067,-1.5874926124200002
ACH-000070,-1.81026995997
ACH-000075,-1.58528657506
ACH-000078,-1.91164570659
ACH-000082,-1.50502155864
ACH-000085,-1.6919066904799998
ACH-000086,-1.5520588243399998
ACH-000087,-1.6053121011000002
ACH-000092,-1.6273304483000002
ACH-000095,-1.7896591357299998
ACH-000097,-1.6872167347100002
ACH-000098,-1.59668807613
ACH-000099,-1.8955187857900002
ACH-000108,-1.64852127307
ACH-000113,-1.3968843269600002
ACH-000115,-1.16222015949
ACH-000116,-1.33535329943
ACH-000118,-1.3789723333300001
ACH-000120,-1.6673864096000002
ACH-000123,-1.5724777898700002
ACH-000127,-1.5036631361700001
ACH-000128,-1.71331752651
ACH-000132,-1.83566912715
ACH-000133,-1.6326587061700002
ACH-000137,-1.6753521744600002
ACH-000138,-1.66824865495
ACH-000142,-1.5514439278299998
ACH-000143,-1.65483560933
ACH-000146,-2.02227709653
ACH-000148,-1.93891829025
ACH-000150,-1.66679717583
ACH-000152,-1.82518589694
ACH-000153,-2.00250732363
ACH-000159,-1.67225545604
ACH-000160,-1.81165347113
ACH-000163,-1.70983695696
ACH-000167,-2.0539460948099997
ACH-000168,-1.71273956396
ACH-000169,-1.57437675954
ACH-000178,-1.34870691706
ACH-000182,-1.67410388752
ACH-000183,-1.7915621646700002
ACH-000188,-1.67607594564
ACH-000189,-1.31316041189
ACH-000190,-1.87517085567
ACH-000198,-1.53606637306
ACH-000204,-1.5174028766799998
ACH-000206,-1.7839515599200002
ACH-000207,-1.6222373562099999
ACH-000211,-1.7720048193200002
ACH-000215,-1.7656922520099998
ACH-000221,-1.65443919074
ACH-000222,-1.7084573043200002
ACH-000223,-1.9149700654400004
ACH-000226,-1.5123744912600001
ACH-000227,-1.82905932167
ACH-000228,-1.68890115109
ACH-000231,-1.73250529033
ACH-000232,-1.8486374471
ACH-000233,-1.49544450489
ACH-000234,-1.7449372395099998
ACH-000235,-1.60811996777
ACH-000237,-1.5288773645299998
ACH-000238,-1.58679172187
ACH-000243,-1.43464567226
ACH-000244,-2.05985084224
ACH-000246,-1.5188639101199999
ACH-000248,-1.6933586304600001
ACH-000250,-1.7448481736900001
ACH-000251,-1.0396549505500001
ACH-000253,-1.6093742051100002
ACH-000255,-1.59097420928
ACH-000256,-1.71132505882
ACH-000257,-2.11476397255
ACH-000258,-1.4781508293799999
ACH-000259,-1.62432858634
ACH-000260,-1.40636354484
ACH-000261,-1.8644171036200001
ACH-000262,-1.36322501181
ACH-000263,-1.19784472966
ACH-000264,-1.78776108722
ACH-000265,-1.5089191804700002
ACH-000266,-1.60468452115
ACH-000272,-1.6719627304299998
ACH-000273,-1.7633731501299998
ACH-000274,-2.02684814989
ACH-000277,-1.69706055565
ACH-000278,-1.72892694441
ACH-000279,-1.88015400238
ACH-000280,-1.8963973187999998
ACH-000281,-1.6415927544600002
ACH-000288,-1.68862572114
ACH-000291,-1.6607487469
ACH-000293,-1.45495706231
ACH-000294,-2.26090485403
ACH-000295,-1.88857527936
ACH-000296,-1.4555896860600002
