,LARS (51520)
ACH-000004,-0.886282894039
ACH-000007,-0.6334363363000001
ACH-000009,-1.01272109922
ACH-000011,-0.683977571641
ACH-000012,-1.0020604040799999
ACH-000013,-0.610092326736
ACH-000014,-0.9903585344570001
ACH-000015,-1.02958009767
ACH-000017,-0.684859710359
ACH-000018,-1.19769770011
ACH-000019,-1.0696982694200001
ACH-000021,-0.774589703137
ACH-000022,-0.982404372455
ACH-000025,-0.795084219236
ACH-000028,-0.8899033595110001
ACH-000030,-0.757770049947
ACH-000035,-0.923816946337
ACH-000036,-1.05849586361
ACH-000037,-1.45970248035
ACH-000039,-1.19865008785
ACH-000040,-0.915442527196
ACH-000041,-0.958440052245
ACH-000042,-0.846361462013
ACH-000045,-0.9461706234909999
ACH-000047,-0.728283223284
ACH-000052,-0.977709572898
ACH-000053,-1.07112889546
ACH-000054,-0.9397206827600001
ACH-000055,-0.810512695671
ACH-000060,-0.8256720489020001
ACH-000067,-0.882583449887
ACH-000070,-0.9777735278799998
ACH-000075,-0.881845789948
ACH-000078,-1.0215704165700001
ACH-000082,-0.946392685094
ACH-000085,-0.982314452073
ACH-000086,-0.715664800512
ACH-000087,-1.0600229352200001
ACH-000092,-0.722747531733
ACH-000095,-1.046970519
ACH-000097,-0.8935924565539999
ACH-000098,-0.8801898444349999
ACH-000099,-0.843013382182
ACH-000108,-1.0680201547700001
ACH-000113,-1.17553710158
ACH-000115,-1.18754089665
ACH-000116,-0.764432941201
ACH-000118,-0.959051698739
ACH-000120,-0.829324542739
ACH-000123,-0.862166518199
ACH-000127,-1.0418147578
ACH-000128,-0.76988328191
ACH-000132,-0.8571870706739999
ACH-000133,-0.802245031714
ACH-000137,-0.932270633592
ACH-000138,-0.7416089674070001
ACH-000142,-0.7893164980149999
ACH-000143,-0.6975577525740001
ACH-000146,-1.06805180096
ACH-000148,-0.9298399736049999
ACH-000150,-0.548110582253
ACH-000152,-1.0431862047
ACH-000153,-0.979312087906
ACH-000159,-0.984379197403
ACH-000160,-0.8832984276770001
ACH-000163,-0.867963173784
ACH-000167,-1.01622396391
ACH-000168,-0.9023742777200001
ACH-000169,-0.8885736890989999
ACH-000178,-0.761501591788
ACH-000182,-1.03483040037
ACH-000183,-0.9255602481190001
ACH-000188,-0.953445158862
ACH-000189,-0.586571129753
ACH-000190,-0.76595891882
ACH-000198,-0.862675531021
ACH-000204,-0.991477843803
ACH-000206,-0.635328007297
ACH-000207,-0.955418105279
ACH-000211,-0.799895850121
ACH-000215,-0.78141355222
ACH-000221,-0.8276573591240001
ACH-000222,-0.8696500364599999
ACH-000223,-0.996006173206
ACH-000226,-0.903586489358
ACH-000227,-0.5940486610819999
ACH-000228,-0.9331753973929999
ACH-000231,-0.7319266754729999
ACH-000232,-0.91720033707
ACH-000233,-0.7327317188079999
ACH-000234,-0.888579338106
ACH-000235,-0.918338017325
ACH-000237,-0.9971687156100001
ACH-000238,-0.587846867677
ACH-000243,-1.07766654659
ACH-000244,-1.1396004513
ACH-000246,-0.812887294115
ACH-000248,-0.812086911559
ACH-000250,-0.879877526984
ACH-000251,-0.58757713654
ACH-000253,-0.869983664125
ACH-000255,-0.846693048727
ACH-000256,-0.746244412607
ACH-000257,-1.38531724881
ACH-000258,-0.51512288165
ACH-000259,-0.7954942501919999
ACH-000260,-0.794614819148
ACH-000261,-0.802421797219
ACH-000262,-0.7930258692919999
ACH-000263,-0.934719006568
ACH-000264,-0.986158492975
ACH-000265,-0.876010829118
ACH-000266,-1.01243659465
ACH-000272,-0.91549683361
