,PPM1D (8493)
ACH-000004,-0.146613892039
ACH-000007,-0.488386632135
ACH-000009,-0.00669594289048
ACH-000011,-0.615328193398
ACH-000012,-0.0053393019768099995
ACH-000013,0.0580698121198
ACH-000014,-0.42018552229500006
ACH-000015,-0.0644428032055
ACH-000017,0.0245305680353
ACH-000018,-0.032207238645000004
ACH-000019,-0.19783559172899998
ACH-000021,0.0331827840231
ACH-000022,0.0879419999967
ACH-000025,0.152696484345
ACH-000028,-0.464470051091
ACH-000030,-0.11642160919299999
ACH-000035,0.061226013334400003
ACH-000036,-0.49556139475
ACH-000037,-0.314764498183
ACH-000039,0.030002123791900003
ACH-000040,-0.290166332282
ACH-000041,0.0412756662429
ACH-000042,0.113945387029
ACH-000045,-0.609674565069
ACH-000047,-0.00433673642029
ACH-000052,0.0918016557172
ACH-000053,-0.0365510738356
ACH-000054,-0.593074312692
ACH-000055,-0.238852546483
ACH-000060,-0.004010351255150001
ACH-000067,-0.0991523463868
ACH-000070,-0.518083832743
ACH-000075,-0.232066986249
ACH-000078,-0.463179044425
ACH-000082,-0.157519188001
ACH-000085,-0.08565931677689999
ACH-000086,-0.137583666119
ACH-000087,-0.015087573814000001
ACH-000092,-0.30633755771
ACH-000095,-0.447991936937
ACH-000097,-0.471891808997
ACH-000098,-0.0794618209716
ACH-000099,-0.636384806086
ACH-000108,-0.08908119805980001
ACH-000113,-0.364193345818
ACH-000115,0.030335703108200003
ACH-000116,0.0609451140893
ACH-000118,-0.14454626993
ACH-000120,-0.7060755847310001
ACH-000123,-0.34656065835100003
ACH-000127,0.07213831347039999
ACH-000128,0.117856069879
ACH-000132,-0.172718996549
ACH-000133,0.10001406202299999
ACH-000137,-0.06879568675739998
ACH-000138,-0.226126004942
ACH-000142,0.0604057843353
ACH-000143,0.176038848688
ACH-000146,-0.117369879615
ACH-000148,-0.312399032362
ACH-000150,0.113031731239
ACH-000152,-0.142915270431
ACH-000153,-0.355300505001
ACH-000159,-0.44861765810099996
ACH-000160,0.007046037775130001
ACH-000163,-0.172143205719
ACH-000167,-0.399790970219
ACH-000168,-0.059213855202599995
ACH-000169,-0.054090517352599995
ACH-000178,0.0650972169061
ACH-000182,-0.036845698034
ACH-000183,0.0318560630088
ACH-000188,-0.112275165637
ACH-000189,-0.30852568499099997
ACH-000190,0.12313596963300001
ACH-000198,-0.623706792609
ACH-000204,0.09947074777699999
ACH-000206,-0.23528460733800002
ACH-000207,0.129864035734
ACH-000211,-0.323461708473
ACH-000215,-0.21043248920899998
ACH-000221,0.101905943329
ACH-000222,-0.0469506358904
ACH-000223,-0.08165665958889999
ACH-000226,-0.37793459526600004
ACH-000227,-0.139101634685
ACH-000228,-0.0706695572226
ACH-000231,-0.07590410164
ACH-000232,0.169823010495
ACH-000233,0.267014825006
ACH-000234,-0.418194423847
ACH-000235,-0.0595351780071
ACH-000237,-0.124203769788
ACH-000238,-0.196571670909
ACH-000243,-0.229229373605
ACH-000244,-0.22968895213000004
ACH-000246,-0.637966531325
ACH-000248,-0.05382301315909999
ACH-000250,-0.012786294130799998
ACH-000251,-0.177163687857
ACH-000253,0.194828745823
ACH-000255,-0.039155705773900006
ACH-000256,-0.018987156638499997
ACH-000257,0.324186351385
ACH-000258,-0.371856261042
ACH-000259,-0.259315141694
ACH-000260,0.00584059082376
ACH-000261,-0.167655376716
ACH-000262,-0.34889607760499997
ACH-000263,0.07029388200789999
ACH-000264,-0.285125752931
ACH-000265,0.09212960402920001
ACH-000266,-0.235004881706
ACH-000272,-0.463464004669
ACH-000273,-0.15953077705399998
ACH-000274,-0.37783709063
ACH-000277,-0.11909148470599999
ACH-000278,-0.14779502263299998
ACH-000279,-0.0334052229288
ACH-000280,-0.296422521904
ACH-000281,0.173576063262
ACH-000288,-0.249659704826
ACH-000291,-0.0174176192888
ACH-000293,-0.027597158757700004
ACH-000294,0.130388179195
ACH-000295,0.247074047513
ACH-000296,0.17223568723700003
ACH-000302,-0.0595491269776
ACH-000304,-0.423569451492
ACH-000307,-0.0851974010748
ACH-000308,-0.162299759237
ACH-000310,-0.44278324916699996
ACH-000311,-0.323573714076
ACH-000312,0.06412862207280001
ACH-000315,0.304034735564
ACH-000316,-0.178533321175
ACH-000317,-0.274848915277
ACH-000318,-0.124132155932
ACH-000319,-0.0862076763845
ACH-000320,-0.184361485822
ACH-000322,-0.352261036395
ACH-000323,0.0030170747848099998
ACH-000324,-0.43506298891199996
ACH-000329,-0.258424476374
