,RHCE (6006)
ACH-000004,-0.010106257543200001
ACH-000007,0.141594367981
ACH-000009,0.13116199790400002
ACH-000011,0.0881435825195
ACH-000012,0.136300948115
ACH-000013,0.0876208709396
ACH-000014,0.344232854317
ACH-000015,0.189069759454
ACH-000017,0.22710549215999998
ACH-000018,0.22251830753199997
ACH-000019,0.151983021459
ACH-000021,0.205738195697
ACH-000022,0.0724275288908
ACH-000025,0.253454592593
ACH-000028,0.21054423984
ACH-000030,0.242060976763
ACH-000035,0.224935839271
ACH-000036,0.0431558729951
ACH-000037,0.208178546816
ACH-000039,0.152261219017
ACH-000040,-0.051391780232699996
ACH-000041,0.193307362457
ACH-000042,0.221520429041
ACH-000045,0.141640696407
ACH-000047,0.0379789468889
ACH-000052,0.273067531087
ACH-000053,0.169520000032
ACH-000054,0.17272983762699998
ACH-000055,0.105573494618
ACH-000060,0.100585136015
ACH-000067,-0.0677742028785
ACH-000070,0.18070721958099997
ACH-000075,0.32346945466
ACH-000078,0.175452979469
ACH-000082,0.18591767028900003
ACH-000085,-0.0438108705439
ACH-000086,0.24218791048399999
ACH-000087,0.5835331617689999
ACH-000092,-0.09593057514110001
ACH-000095,0.134648945011
ACH-000097,0.14000180354800001
ACH-000098,0.044909893163199995
ACH-000099,0.0972384682873
ACH-000108,0.177398216107
ACH-000113,0.08982415823280002
ACH-000115,0.17875690032000002
ACH-000116,0.147561436439
ACH-000118,0.257984803559
ACH-000120,0.35797070895099997
ACH-000123,0.240451523028
ACH-000127,0.140890689046
ACH-000128,0.0751656093041
ACH-000132,0.0554451743693
ACH-000133,0.188763029928
ACH-000137,-0.032218099445599994
ACH-000138,0.256882891383
ACH-000142,0.18262973464
ACH-000143,0.187519198182
ACH-000146,0.127580934867
ACH-000148,0.268391695604
ACH-000150,-0.0594153641869
ACH-000152,0.0968463815801
ACH-000153,0.19716937429200002
ACH-000159,0.343255203984
ACH-000160,0.0913434195008
ACH-000163,0.189769207202
ACH-000167,0.25144084561
ACH-000168,0.04193526142
ACH-000169,0.109054408377
ACH-000178,0.13435535821900002
ACH-000182,0.347559574583
ACH-000183,0.06701856538209999
ACH-000188,0.0329043920821
ACH-000189,0.05463307604780001
ACH-000190,0.213972777687
ACH-000198,0.20076544720199999
ACH-000204,0.22375862162300003
ACH-000206,0.19919527175
ACH-000207,0.221994489664
ACH-000211,0.279537082489
ACH-000215,0.23057393073000002
ACH-000221,0.264111717415
ACH-000222,0.292524435924
ACH-000223,0.198699341897
ACH-000226,0.321896764542
ACH-000227,0.24799900342099998
ACH-000228,0.181378794797
ACH-000231,0.21115075915399997
ACH-000232,0.345406248257
ACH-000233,0.306518205694
ACH-000234,0.07211892922299999
ACH-000235,0.14117841242999998
ACH-000237,0.23633777741300002
ACH-000238,0.163494739951
ACH-000243,0.208337822289
ACH-000244,0.253412340477
ACH-000246,0.136624595446
ACH-000248,0.187703274202
ACH-000250,0.167949747487
ACH-000251,0.46955571862400003
ACH-000253,0.249973228518
ACH-000255,0.11850079271099999
ACH-000256,0.19198631785599998
ACH-000257,0.436996684068
ACH-000258,0.464499149367
ACH-000259,0.291889814565
ACH-000260,0.101498187856
ACH-000261,0.112859421
ACH-000262,0.26153093267599997
ACH-000263,0.216635612468
ACH-000264,0.054625447996
ACH-000265,0.225693225795
ACH-000266,0.31175634008499997
ACH-000272,0.149917528159
ACH-000273,0.26448003304699996
ACH-000274,0.0198771537634
ACH-000277,0.067837149667
ACH-000278,0.21537888430799998
ACH-000279,0.126865500212
ACH-000280,0.171653985575
ACH-000281,0.44728229307899997
ACH-000288,0.110290777167
ACH-000291,0.223308224124
ACH-000293,0.0872966705982
ACH-000294,0.23703335155000002
ACH-000295,0.439259462913
ACH-000296,0.504040721466
ACH-000302,0.155254573072
ACH-000304,0.049277396497999996
ACH-000307,0.20486693512200002
ACH-000308,0.225531701464
ACH-000310,0.168010943499
ACH-000311,0.344011621003
ACH-000312,0.0613440495414
ACH-000315,0.328603260985
ACH-000316,-0.025764854814
ACH-000317,0.161805652775
ACH-000318,0.119501322145
ACH-000319,0.12286588344100001
ACH-000320,0.313012309722
ACH-000322,0.44455391318899995
ACH-000323,0.16901468975900003
ACH-000324,0.14638963134400002
ACH-000329,0.16899564445999998
ACH-000330,0.19401307942200002
ACH-000331,0.24050094899
ACH-000332,0.143587140801
ACH-000334,0.27317651708
ACH-000335,0.469262016751
ACH-000336,-0.2667237421
ACH-000337,0.0215022136508
