,ARPP19 (10776)
ACH-000004,-0.312742703573
ACH-000007,-0.171856962399
ACH-000009,-0.29177322028700003
ACH-000011,-0.288289095642
ACH-000012,-0.283052471491
ACH-000013,-0.26885538848
ACH-000014,-0.45972668256899996
ACH-000015,-0.326599083643
ACH-000017,-0.515624492
ACH-000018,-0.143363469357
ACH-000019,-0.0125659147013
ACH-000021,-0.11845258178099999
ACH-000022,-0.464587256121
ACH-000025,-0.410468110498
ACH-000028,-0.10411184613800001
ACH-000030,-0.274330795311
ACH-000035,-0.311795840148
ACH-000036,-0.22326119819200002
ACH-000037,-0.237033349091
ACH-000039,-0.351665647456
ACH-000040,-0.465650469191
ACH-000041,-0.32422484728
ACH-000042,-0.29809944089400003
ACH-000045,-0.23930038650199997
ACH-000047,-0.327548128142
ACH-000052,-0.60009189735
ACH-000053,-0.10812107087400001
ACH-000054,-0.48546745033600003
ACH-000055,-0.549651515541
ACH-000060,-0.16754459986099998
ACH-000067,-0.289847967912
ACH-000070,-0.42383110138
ACH-000075,-0.482029211764
ACH-000078,-0.0188043363218
ACH-000082,-0.627642780249
ACH-000085,-0.608700305511
ACH-000086,-0.42145737938
ACH-000087,-0.298394932604
ACH-000092,-0.36261689584600004
ACH-000095,-0.282828238652
ACH-000097,-0.381585268774
ACH-000098,-0.09263556762469999
ACH-000099,0.00542922383497
ACH-000108,-0.173987691824
ACH-000113,-0.241264378402
ACH-000115,-0.176368428656
ACH-000116,-0.244761774728
ACH-000118,-0.22782688206
ACH-000120,-0.114526173225
ACH-000123,-0.156603032523
ACH-000127,-0.27883493487
ACH-000128,-0.142050357756
ACH-000132,-0.34759377743000003
ACH-000133,-0.322026237574
ACH-000137,-0.43855873588399996
ACH-000138,-0.0958673564626
ACH-000142,-0.0837085395411
ACH-000143,-0.308515646378
ACH-000146,-0.36579020566200005
ACH-000148,-0.271156977608
ACH-000150,-0.421842670431
ACH-000152,-0.34752116886999995
ACH-000153,-0.541888083528
ACH-000159,-0.336378891972
ACH-000160,-0.21751982036400003
ACH-000163,-0.123863838684
ACH-000167,-0.360090677072
ACH-000168,-0.6649473864159999
ACH-000169,-0.305242580053
ACH-000178,-0.42145004504199995
ACH-000182,-0.281200186602
ACH-000183,-0.468170251391
ACH-000188,-0.427866631869
ACH-000189,-0.272304654353
ACH-000190,-0.264968449468
ACH-000198,-0.300841797638
ACH-000204,-0.35177822491599997
ACH-000206,-0.23999952522
ACH-000207,-0.0476586092788
ACH-000211,-0.182308586467
ACH-000215,-0.34830739265
ACH-000221,-0.284723686602
ACH-000222,-0.434294794059
ACH-000223,-0.508475167419
ACH-000226,-0.305697600134
ACH-000227,0.034569391516999996
ACH-000228,-0.094355265584
ACH-000231,-0.29021734601599997
ACH-000232,-0.275558607858
ACH-000233,0.00981860521794
ACH-000234,-0.644830069888
ACH-000235,-0.347794152813
ACH-000237,-0.896048427447
ACH-000238,-0.246569182136
ACH-000243,-0.290553208648
ACH-000244,-0.4450299525
ACH-000246,-0.126558388917
ACH-000248,-0.261667765
