,RTCB (51493)
ACH-000004,-1.0645834837600001
ACH-000007,-0.8715392467049999
ACH-000009,-1.39696438495
ACH-000011,-1.02124346161
ACH-000012,-1.2466764013299998
ACH-000013,-1.01844178374
ACH-000014,-1.1340881624099999
ACH-000015,-1.2456288545799998
ACH-000017,-0.823446273594
ACH-000018,-1.15671958452
ACH-000019,-0.918586534945
ACH-000021,-0.890455822567
ACH-000022,-0.8426675087119999
ACH-000025,-1.39045563631
ACH-000028,-1.2497341675
ACH-000030,-1.2628807396700001
ACH-000035,-1.24992047308
ACH-000036,-1.11460026354
ACH-000037,-1.36307534319
ACH-000039,-1.08353703119
ACH-000040,-0.926232647544
ACH-000041,-1.0132597809700001
ACH-000042,-0.803237682729
ACH-000045,-0.856712118266
ACH-000047,-0.7841500040739999
ACH-000052,-0.912558246594
ACH-000053,-0.869143128385
ACH-000054,-0.902467964544
ACH-000055,-0.995026075219
ACH-000060,-1.58645060217
ACH-000067,-0.989340745133
ACH-000070,-1.02387607026
ACH-000075,-1.12982010438
ACH-000078,-0.967641902877
ACH-000082,-0.731903300662
ACH-000085,-0.9526097049210001
ACH-000086,-1.50708545273
ACH-000087,-1.09067433396
ACH-000092,-0.783825064473
ACH-000095,-1.0252738431100001
ACH-000097,-0.605752800662
ACH-000098,-1.48970880178
ACH-000099,-0.847715213902
ACH-000108,-0.9556021842649999
ACH-000113,-0.9052419825749999
ACH-000115,-0.8035663921349999
ACH-000116,-0.852927463741
ACH-000118,-1.0871569657100002
ACH-000120,-1.1955581184200001
ACH-000123,-0.919152795311
ACH-000127,-1.23773073655
ACH-000128,-1.01852090544
ACH-000132,-1.35351733182
ACH-000133,-0.900678456653
ACH-000137,-0.927314336866
ACH-000138,-1.08044707645
ACH-000142,-1.11996440317
ACH-000143,-1.06627344017
ACH-000146,-0.8046417179559999
ACH-000148,-1.10186612468
ACH-000150,-1.3515320314700001
ACH-000152,-0.7272266489329999
ACH-000153,-1.5134967347900001
ACH-000159,-0.81210390441
ACH-000160,-0.875686999728
ACH-000163,-1.03317731598
ACH-000167,-1.0877145410200002
ACH-000168,-0.952818782869
ACH-000169,-1.04093027705
ACH-000178,-0.959548101618
ACH-000182,-0.431215319002
ACH-000183,-1.1233725770999998
ACH-000188,-1.25632926041
ACH-000189,-0.9347782926379999
ACH-000190,-1.19964013605
ACH-000198,-0.8475390149809999
ACH-000204,-0.9088745314579999
ACH-000206,-1.09376424138
ACH-000207,-1.1843574132899999
ACH-000211,-1.11204755856
ACH-000215,-1.34344343004
ACH-000221,-1.15176700531
ACH-000222,-0.896227261057
ACH-000223,-0.738975121504
ACH-000226,-1.13880109437
ACH-000227,-1.04192036917
ACH-000228,-1.0305639684399999
ACH-000231,-1.13420614734
ACH-000232,-1.27434693711
ACH-000233,-0.886480011719
ACH-000234,-0.715676523795
ACH-000235,-0.931645540044
ACH-000237,-1.2706586283
ACH-000238,-1.0622616477700002
ACH-000243,-1.06725740716
ACH-000244,-0.9368315038510001
ACH-000246,-1.03814602681
ACH-000248,-0.875210792084
ACH-000250,-1.10059517991
ACH-000251,-1.11608964218
ACH-000253,-0.824280885035
ACH-000255,-1.18218218567
ACH-000256,-0.9701465069859999
ACH-000257,-0.808650558946
ACH-000258,-0.861564367003
ACH-000259,-0.741279314253
ACH-000260,-1.1654224909100002
ACH-000261,-1.13064811143
ACH-000262,-0.682064003662
ACH-000263,-1.03412452233
ACH-000264,-0.7583395490029999
ACH-000265,-1.02276358984
ACH-000266,-0.663008137055
ACH-000272,-1.1733930323700001
ACH-000273,-1.22383771055
ACH-000274,-0.666890378208
ACH-000277,-0.980253216511
ACH-000278,-1.25009725929
ACH-000279,-1.0777761876
ACH-000280,-1.3612508029700001
ACH-000281,-1.43476529133
ACH-000288,-1.26046666979
ACH-000291,-0.9825479830689999
ACH-000293,-0.9622675238259999
ACH-000294,-1.05657396476
ACH-000295,-1.0898968206200002
ACH-000296,-1.3612133142299998
ACH-000302,-0.89921078153
ACH-000304,-1.07054649202
ACH-000307,-1.22168117251
ACH-000308,-0.7918188687729999
ACH-000310,-0.82807607579
ACH-000311,-0.930155863355
ACH-000312,-0.7642790469859999
ACH-000315,-0.8840656170479999
ACH-000316,-1.15069067114
ACH-000317,-1.05021611933
ACH-000318,-1.03681517816
ACH-000319,-1.00520552442
ACH-000320,-1.21524684529
ACH-000322,-0.7726988549079999
ACH-000323,-1.24319087421
ACH-000324,-1.10313226814
ACH-000329,-0.894919459619
ACH-000330,-1.0095351956899998
ACH-000331,-1.07826645466
ACH-000332,-1.1187946293100002
ACH-000334,-0.708380139203
ACH-000335,-1.08085313523
ACH-000336,-0.984867207727
ACH-000337,-0.981978545659
ACH-000339,-1.33828215384
ACH-000341,-1.12887439552
ACH-000348,-0.940724420095
ACH-000350,-1.11317277576
ACH-000352,-0.950662129855
ACH-000356,-1.1134243983499998
ACH-000361,-1.4516203078799998
ACH-000362,-0.93567608786
ACH-000363,-1.34636149428
ACH-000364,-0.9824997381899999
ACH-000365,-1.01699084586
ACH-000366,-1.3339633758
ACH-000368,-1.4587780680000002
ACH-000374,-1.0644785251200002
ACH-000375,-0.9008661327040001
ACH-000376,-1.271045818
ACH-000381,-0.857266987339
ACH-000383,-0.79741367797
ACH-000387,-0.9872006327789999
ACH-000389,-1.2182468027200002
ACH-000390,-1.11803410714
ACH-000393,-1.00692319647
ACH-000395,-1.11760182419
ACH-000397,-1.2863624043700002
ACH-000401,-0.86673446452
ACH-000402,-0.979181113163
ACH-000403,-0.801268593968
ACH-000404,-1.09693298204
ACH-000406,-1.1182667108700002
ACH-000407,-1.19747830457
ACH-000408,-1.1990065209
ACH-000410,-0.996392835422
ACH-000411,-0.9435348978370001
ACH-000414,-0.521960933512
ACH-000415,-0.852415754323
ACH-000416,-0.866990785953
ACH-000420,-1.15256729075
ACH-000421,-0.937832415026
ACH-000424,-1.30516685531
ACH-000425,-0.884597663854
ACH-000426,-0.940519180934
ACH-000427,-1.18873683026
ACH-000433,-1.28592644257
ACH-000436,-0.6988323542730001
ACH-000444,-1.2647111728
ACH-000445,-1.40501926956
ACH-000448,-0.8622047786370001
ACH-000450,-1.0749256796100002
ACH-000452,-1.13775413346
ACH-000454,-1.29442158241
ACH-000458,-1.0876248983399999
ACH-000459,-1.16329981537
ACH-000460,-1.10055390289
ACH-000461,-1.0213642663
ACH-000463,-1.30552580183
ACH-000464,-0.964003308905
ACH-000466,-1.09475494926
ACH-000467,-0.877475743892
ACH-000468,-1.1888558464399999
ACH-000469,-1.09052464942
ACH-000470,-0.927792583372
ACH-000471,-1.19508119185
ACH-000472,-1.0033048329899998
ACH-000473,-0.9800382913600001
ACH-000475,-1.0929146673
ACH-000476,-0.786422115494
ACH-000477,-0.9606642919230001
ACH-000480,-0.965421683458
ACH-000481,-1.57078679773
ACH-000483,-1.0795906510100002
ACH-000484,-0.45277416951800004
ACH-000485,-0.9659743529829999
ACH-000486,-1.0030219053899998
ACH-000487,-0.86887468321
ACH-000488,-0.90071648845
ACH-000490,-1.14150502436
ACH-000491,-1.0285166399799999
ACH-000495,-1.2250199715799999
ACH-000496,-1.22642488425
ACH-000499,-1.0095110728
ACH-000500,-1.1400099612
ACH-000502,-1.11517120412
ACH-000503,-1.1929561764399998
ACH-000505,-1.1740352092
ACH-000507,-0.9957152889830001
ACH-000510,-1.39509719821
ACH-000511,-0.861689672367
