,TMC8 (147138)
ACH-000004,-0.101431810284
ACH-000007,0.17986532217
ACH-000009,-0.0557494827898
ACH-000011,-0.167751039174
ACH-000012,0.0036700936954799997
ACH-000013,-0.163099830279
ACH-000014,0.258249118064
ACH-000015,0.0142371037224
ACH-000017,-0.08437237123680001
ACH-000018,-0.0725690557972
ACH-000019,0.386935891175
ACH-000021,-0.015575086662899999
ACH-000022,-0.128961445071
ACH-000025,0.09574257348160001
ACH-000028,0.204936825416
ACH-000030,-0.131577875933
ACH-000035,-0.036515300003199996
ACH-000036,0.046556292571
ACH-000037,0.011838748655299998
ACH-000039,-0.12388231199100001
ACH-000040,0.0469868454248
ACH-000041,-0.09716551108280001
ACH-000042,-0.133006742821
ACH-000045,0.123099560648
ACH-000047,0.081087539682
ACH-000052,-0.09870765254370001
ACH-000053,-0.0634432524246
ACH-000054,0.14868199793700002
ACH-000055,0.157673711413
ACH-000060,-0.27149692414500004
ACH-000067,-0.0265143674279
ACH-000070,-0.0810950466521
ACH-000075,-0.252823613224
ACH-000078,-0.14286198805400002
ACH-000082,-0.142677670708
ACH-000085,0.037560268304800006
ACH-000086,0.1241350274
ACH-000087,-0.551246290225
ACH-000092,0.025267811058299998
ACH-000095,0.008273818179790001
ACH-000097,-0.0299960270382
ACH-000098,0.07254855676
ACH-000099,-0.18230793844300003
ACH-000108,0.10318195305
ACH-000113,-0.254610939599
ACH-000115,-0.12362988432399999
ACH-000116,-0.00158577737475
ACH-000118,-0.031103399440299998
ACH-000120,-0.0006971710120800001
ACH-000123,-0.068045009447
ACH-000127,-0.049899666606
ACH-000128,0.0223878979463
ACH-000132,0.044972950472800005
ACH-000133,0.104492746042
ACH-000137,-0.0721845605599
ACH-000138,0.0684079201562
ACH-000142,-0.018114883481299998
ACH-000143,0.150279116602
ACH-000146,0.0148079739973
ACH-000148,-0.00712697419153
ACH-000150,-0.135980799546
ACH-000152,0.00609013979209
ACH-000153,0.0709843787443
ACH-000159,-0.00857250076517
ACH-000160,0.0292394977341
ACH-000163,-0.011655319349599999
ACH-000167,0.0291691887548
ACH-000168,-0.0089493443837
ACH-000169,-0.0024027504155700002
ACH-000178,-0.10519970757699999
ACH-000182,0.07530411315050001
ACH-000183,0.14445718787999998
ACH-000188,0.0773813006283
ACH-000189,0.010052240183399999
ACH-000190,0.30381088336999995
ACH-000198,-0.128290099203
ACH-000204,0.024323937126500002
ACH-000206,0.283649576032
ACH-000207,-0.17357934083700002
ACH-000211,-0.075128948551
ACH-000215,-0.0627070979729
ACH-000221,0.0699149124613
ACH-000222,0.0255767529138
ACH-000223,-0.126232551846
ACH-000226,0.0463323657378
ACH-000227,-0.157522009527
ACH-000228,0.128500705436
ACH-000231,-0.080028838784
ACH-000232,-0.138776837109
ACH-000233,-0.140175013764
ACH-000234,-0.0565885146014
ACH-000235,-0.0647542845213
ACH-000237,-0.0530580181034
ACH-000238,-0.0725920379616
ACH-000243,-0.016829030793700003
ACH-000244,0.11065047394000001
ACH-000246,0.11051727951899999
ACH-000248,-0.208299472046
ACH-000250,-0.06888955753439999
ACH-000251,0.13206614780200002
ACH-000253,-0.177698790436
ACH-000255,-0.258973832386
ACH-000256,0.0636209962671
ACH-000257,-0.232969092674
ACH-000258,-0.0663507661125
ACH-000259,-0.11157634115800001
ACH-000260,-0.11369883337600001
ACH-000261,-0.0894663946308
ACH-000262,-0.290842030281
ACH-000263,-0.23188864687
ACH-000264,-0.166920322444
ACH-000265,-0.038933385998999995
ACH-000266,-0.138390389586
ACH-000272,-0.131649005211
ACH-000273,0.166617848081
ACH-000274,-0.10718121479699999
ACH-000277,-0.229351404059
ACH-000278,0.207967520158
ACH-000279,-0.136769822896
ACH-000280,0.0665476840922
ACH-000281,-0.24216113850200002
ACH-000288,-0.12498722447999999
ACH-000291,0.049760803953099994
ACH-000293,0.030737309712099998
ACH-000294,-0.08765494363460001
ACH-000295,-0.18843798402800002
ACH-000296,-0.000426159573301
ACH-000302,-0.0376290056321
ACH-000304,0.410585971477
ACH-000307,-0.0370722722972
ACH-000308,0.0204530116021
ACH-000310,-0.184334942749
ACH-000311,-0.0413025110869
ACH-000312,-0.19633831620900002
ACH-000315,-0.0261754833568
ACH-000316,-0.127126353802
ACH-000317,0.0926347558344
ACH-000318,-0.00395522234016
ACH-000319,0.0487325963143
ACH-000320,-0.0688857050756
ACH-000322,-0.123187610173
ACH-000323,-0.06491866875130001
ACH-000324,0.000895431038903
ACH-000329,0.129065756108
ACH-000330,-0.238050106434
ACH-000331,0.057356621353699996
ACH-000332,-0.104529751938
ACH-000334,0.23759965072500003
ACH-000335,0.150903142549
ACH-000336,0.34392364054499996
ACH-000337,0.0568405360579
ACH-000339,-0.0532519225982
ACH-000341,0.144357893444
ACH-000348,0.04869476631030001
ACH-000350,-0.015449863959700001
ACH-000352,0.115252067546
ACH-000356,0.114459611488
ACH-000361,-0.130679109761
ACH-000362,-0.198199328006
ACH-000363,-0.128853420079
ACH-000364,-0.0598425471059
ACH-000365,-0.0876162303243
ACH-000366,0.05879928042230001
ACH-000368,-0.186344909295
ACH-000374,0.013835010082
ACH-000375,-0.235818265051
ACH-000376,0.00742774442359
ACH-000381,0.20750704356600003
ACH-000383,-0.0472096043884
ACH-000387,0.04634098951230001
ACH-000389,0.146337747118
ACH-000390,-0.0190886988618
ACH-000393,-0.200584624309
ACH-000395,-0.021933935155
ACH-000397,-0.0621662749591
ACH-000401,0.0557059812103
ACH-000402,-0.259937642093
ACH-000403,-0.0546292848078
ACH-000404,0.238698301829
ACH-000406,0.014649938810399998
ACH-000407,-0.0630825994121
ACH-000408,0.0331784342618
ACH-000410,0.06253266766110001
ACH-000411,-0.015305872812999999
ACH-000414,0.037488858269300006
ACH-000415,0.0656097434069
ACH-000416,-0.00708637703703
ACH-000420,-0.184942767355
ACH-000421,0.06793356544359999
ACH-000424,0.13838265419600002
ACH-000425,-0.22382649845
ACH-000426,0.00671145972759
ACH-000427,-0.107140890475
ACH-000433,-0.0232329276015
ACH-000436,0.0367029387316
ACH-000444,-0.118619998145
ACH-000445,-0.056642945279900006
ACH-000448,-0.11597161320299999
ACH-000450,0.0800335991837
ACH-000452,-0.0425819123408
ACH-000454,0.147531080187
ACH-000458,-0.015158877372999998
ACH-000459,-0.10257847759199999
ACH-000460,-0.037418583955300004
ACH-000461,0.0706811547113
ACH-000463,0.0264602783665
ACH-000464,-0.0562835784446
ACH-000466,-0.08245931092339999
ACH-000467,-0.00824062574465
ACH-000468,-0.119759484835
ACH-000469,-0.043313694425499996
ACH-000470,-0.222601352017
ACH-000471,0.07524689842349999
ACH-000472,-0.18637686780699997
ACH-000473,-0.0880409953981
ACH-000475,-0.041669799573900004
ACH-000476,-0.053892680639999996
ACH-000477,0.19382668517299997
ACH-000480,-0.19233611857500002
ACH-000481,0.0025221849010100003
ACH-000483,0.19277485917800002
ACH-000484,-0.228456636875
ACH-000485,-0.0171283627819
ACH-000486,-0.00847306155182
ACH-000487,0.06515986861909999
ACH-000488,-0.126668545025
ACH-000490,0.0204815004811
ACH-000491,-0.175049178341
ACH-000495,0.07231025930650001
ACH-000496,0.0225065885521
ACH-000499,0.045572912456300005
ACH-000500,-0.0229806770542
ACH-000502,-0.0947960646019
ACH-000503,-0.048946305770399996
ACH-000505,-0.04609308248959999
ACH-000507,0.00149880474674
ACH-000510,-0.000249599140978
ACH-000511,0.028442442039999998
ACH-000512,0.100319762783
ACH-000516,-0.0336606460514
ACH-000517,-0.0608278129755
ACH-000518,-0.0480470803559
ACH-000520,-0.0943148381503
ACH-000521,-0.29182055215999997
ACH-000522,0.022222320587499997
ACH-000524,0.0419210947268
ACH-000527,0.0323331164194
ACH-000528,0.0970233571485
ACH-000537,-0.0167998827259
ACH-000541,0.050992046746
ACH-000542,-0.06603201971940001
ACH-000544,-0.125165590535
ACH-000545,0.022370771175099998
ACH-000547,-0.11260437580299999
ACH-000548,-0.133228723083
ACH-000549,-0.00041710167388499996
ACH-000550,0.0668276275584
ACH-000552,0.0359705126747
ACH-000556,0.00241281627931
ACH-000557,0.136353845738
ACH-000570,0.0760378261085
ACH-000571,0.11029620289999999
ACH-000573,-0.196568234079
ACH-000576,-0.06333194166969999
ACH-000580,0.020183241461700002
ACH-000584,0.0159586787625
ACH-000585,-0.0289980761727
ACH-000588,0.21657649889199998
