,DCT (1638)
ACH-000004,-0.12637795434000001
ACH-000007,-0.220774228467
ACH-000009,-0.0500952577251
ACH-000011,-0.09074583807710002
ACH-000012,-0.09367539818870001
ACH-000013,-0.12084558626700001
ACH-000014,-0.0308905654238
ACH-000015,-0.13920910988399998
ACH-000017,0.0488134883433
ACH-000018,-0.07062846738919999
ACH-000019,0.09193560388000001
ACH-000021,0.0341797883667
ACH-000022,-0.06203569342069999
ACH-000025,-0.10531798441700001
ACH-000028,0.0208568340113
ACH-000030,-0.135400920068
ACH-000035,-0.0388215169743
ACH-000036,-0.09837625359210002
ACH-000037,-0.10347203276599999
ACH-000039,-0.309198579039
ACH-000040,0.08713968604219999
ACH-000041,-0.005785266860840001
ACH-000042,-0.103372230012
ACH-000045,0.030700281875200002
ACH-000047,-0.0220908083588
ACH-000052,0.0278070085717
ACH-000053,-0.176986573319
ACH-000054,-0.10621350770400001
ACH-000055,0.0436405776702
ACH-000060,-0.12626258541
ACH-000067,-0.137105052884
ACH-000070,0.050980283838999996
ACH-000075,0.138969053803
ACH-000078,-0.433350479323
ACH-000082,0.0851076209735
ACH-000085,-0.139799285112
ACH-000086,-0.0857779480735
ACH-000087,-0.013727689457100001
ACH-000092,0.053420162597699994
ACH-000095,-0.310030494675
ACH-000097,-0.103569381889
ACH-000098,0.0026163646528499997
ACH-000099,-0.19256770646
ACH-000108,-0.184527343314
ACH-000113,-0.10997134588400001
ACH-000115,-0.124990430958
ACH-000116,-0.0730738562605
ACH-000118,-0.162239462294
ACH-000120,-0.18775235688900002
ACH-000123,-0.196437690679
ACH-000127,-0.0627222890136
ACH-000128,-0.20238400510600002
ACH-000132,-0.16896996045
ACH-000133,0.045633002082900005
ACH-000137,-0.119174084551
ACH-000138,-0.07781882085530001
ACH-000142,0.0680262690648
ACH-000143,0.09608718716289999
ACH-000146,-0.12854829205
ACH-000148,-0.129322868753
ACH-000150,-0.235878252318
ACH-000152,0.09415751912340001
ACH-000153,-0.080581018417
ACH-000159,-0.17577113884799997
ACH-000160,-0.0639344736063
ACH-000163,-0.157647947511
ACH-000167,-0.284376322284
ACH-000168,-0.0413672333786
ACH-000169,-0.050628883241
ACH-000178,0.00200414470709
ACH-000182,0.0222565267145
ACH-000183,-0.17624667599
ACH-000188,0.0153470875697
ACH-000189,-0.21283724050500002
ACH-000190,-0.0763019080073
ACH-000198,0.0449728372419
ACH-000204,-0.24948724197500002
ACH-000206,-0.032064750206
ACH-000207,0.00481025109336
ACH-000211,0.030514793642599996
ACH-000215,-0.0693237429748
ACH-000221,-0.12068483326099999
ACH-000222,-0.20027651017499998
ACH-000223,-0.034883803067
ACH-000226,-0.0766449670456
ACH-000227,-0.42997143512599995
ACH-000228,0.0579860268609
ACH-000231,0.070760078045
ACH-000232,-0.133939954373
ACH-000233,-0.0807632310637
ACH-000234,-0.07426556555089998
ACH-000235,-0.09299639323139999
ACH-000237,-0.0921388719146
