,STRA13 (201254)
ACH-000004,-0.0982394791439
ACH-000007,-0.5065681409780001
ACH-000009,-0.697040934246
ACH-000011,-0.603522541141
ACH-000012,-0.503206493942
ACH-000013,-0.518109452768
ACH-000014,-0.318822888894
ACH-000015,-0.375511357704
ACH-000017,-0.44410037951399994
ACH-000018,-0.263965356617
ACH-000019,-0.572421804469
ACH-000021,-0.417303349294
ACH-000022,-0.395515534547
ACH-000025,-0.530637466662
ACH-000028,-0.6715622635430001
ACH-000030,-0.567183072461
ACH-000035,-0.291604562566
ACH-000036,-0.587096245511
ACH-000037,-0.5345548462340001
ACH-000039,-0.758268143085
ACH-000040,-0.292773312847
ACH-000041,-0.248296369119
ACH-000042,-0.479613503856
ACH-000045,-0.290852035971
ACH-000047,-0.8554350056360001
ACH-000052,-0.476757580876
ACH-000053,-0.280916923605
ACH-000054,-0.595670121167
ACH-000055,-0.258425316045
ACH-000060,-0.5468827466130001
ACH-000067,-0.6059289441560001
ACH-000070,-0.22137148448600003
ACH-000075,-0.0556540720873
ACH-000078,-0.975595092981
ACH-000082,-0.6825543542820001
ACH-000085,-0.16495509473099998
ACH-000086,-0.427347978354
ACH-000087,-0.541430239808
ACH-000092,-0.522255499481
ACH-000095,-0.46650818646000003
ACH-000097,-0.521093427742
ACH-000098,-0.234531143699
ACH-000099,-0.8637888659849999
ACH-000108,-0.49156064986599995
ACH-000113,-0.310496273159
ACH-000115,-0.519639028485
ACH-000116,-0.623622602304
ACH-000118,-0.733840195194
ACH-000120,-0.593540783879
ACH-000123,-0.442440115666
ACH-000127,-0.282181276195
ACH-000128,-0.482078698307
ACH-000132,-0.34175092632799997
ACH-000133,-0.892743312786
ACH-000137,-0.163800005729
ACH-000138,-0.524476404715
ACH-000142,-0.853809812927
ACH-000143,-0.586879368189
ACH-000146,-0.30075925073000004
ACH-000148,-0.561979067903
ACH-000150,-0.286859852148
ACH-000152,-0.600588083663
ACH-000153,-0.373834609591
ACH-000159,-0.6007495209279999
ACH-000160,-0.418026876314
ACH-000163,-0.144513046304
ACH-000167,-0.109298418321
ACH-000168,-0.5222997925689999
ACH-000169,-0.28791380024999996
ACH-000178,-0.528179418944
ACH-000182,-0.709466991761
ACH-000183,-0.191488325345
ACH-000188,-0.685074644321
ACH-000189,-0.582873332728
ACH-000190,-0.5946521180919999
