,CPSF1 (29894)
ACH-000004,-1.39105809023
ACH-000007,-1.5914552259
ACH-000009,-1.4201397367200002
ACH-000011,-1.5474837504199999
ACH-000012,-1.2685260096200002
ACH-000013,-1.5419858693200001
ACH-000014,-1.4542997053100002
ACH-000015,-1.22956316904
ACH-000017,-1.79668399569
ACH-000018,-1.4568412715299999
ACH-000019,-0.916183086908
ACH-000021,-1.2454143734999998
ACH-000022,-1.5147923575600002
ACH-000025,-1.16962411389
ACH-000028,-1.3942447564200002
ACH-000030,-1.4924877018599998
ACH-000035,-1.24403254064
ACH-000036,-1.63393179989
ACH-000037,-0.9835968949799999
ACH-000039,-1.1921624055600002
ACH-000040,-1.4750489971899998
ACH-000041,-1.37618963118
ACH-000042,-1.44996394976
ACH-000045,-1.4605933950299999
ACH-000047,-1.46020515195
ACH-000052,-1.5311205534
ACH-000053,-1.38991435425
ACH-000054,-1.26924205944
ACH-000055,-1.63080699308
ACH-000060,-1.4329143228999999
ACH-000067,-1.35850396351
ACH-000070,-1.21778541149
ACH-000075,-1.4325182982299998
ACH-000078,-1.6632119767700002
ACH-000082,-1.44346617465
ACH-000085,-1.38962643194
ACH-000086,-1.26466850287
ACH-000087,-1.0985288655
ACH-000092,-1.77011849085
ACH-000095,-1.36860457889
ACH-000097,-1.17637268443
ACH-000098,-1.41436554262
ACH-000099,-1.55475755838
ACH-000108,-1.5507351378
ACH-000113,-1.34529872397
ACH-000115,-1.6879884818900002
ACH-000116,-1.33170886847
ACH-000118,-1.25345974292
ACH-000120,-1.4000161847100001
ACH-000123,-1.2099509771899999
ACH-000127,-1.51505201586
ACH-000128,-1.6066458268200001
ACH-000132,-1.16719274825
ACH-000133,-1.36993770967
ACH-000137,-1.4156798633
ACH-000138,-1.4744909058000002
ACH-000142,-1.35588426663
ACH-000143,-1.58583563232
ACH-000146,-1.7083528903
ACH-000148,-1.27012001945
ACH-000150,-1.44920375309
ACH-000152,-1.12286639294
ACH-000153,-0.930775384929
ACH-000159,-1.50745315363
ACH-000160,-1.25223406003
ACH-000163,-1.5756051269100002
ACH-000167,-1.40372717975
ACH-000168,-1.60823502214
ACH-000169,-1.40148274616
ACH-000178,-1.46949701942
ACH-000182,-1.3812557540600001
ACH-000183,-1.50845922979
